100 100000 0.95 gpomdp sample_bernstein 1000000

-0.5 -0.  -0.  -0.5
 -5.00002450e-01  -9.15607470e-07   1.69029347e-06  -5.00000765e-01
 -5.00002280e-01  -1.58083471e-06   2.03294277e-06  -5.00001498e-01
 -5.00002777e-01  -1.31044626e-06   2.56697798e-06  -5.00003224e-01
 -5.00002320e-01  -1.39102524e-06   2.71227585e-06  -5.00004747e-01
 -5.00003720e-01  -3.26503868e-06   3.78589966e-06  -5.00005695e-01
 -5.00005281e-01  -3.75404804e-06   2.28897344e-06  -5.00006815e-01
 -5.00005782e-01  -3.65675742e-06   1.57079390e-06  -5.00007026e-01
 -5.00006697e-01  -3.67151750e-06   1.63811063e-06  -5.00008861e-01
 -5.00007700e-01  -4.17486202e-06   1.70558205e-06  -5.00009767e-01
 -5.00009676e-01  -4.18190992e-06   2.06682023e-06  -5.00010529e-01
 -5.00010978e-01  -3.11950599e-06   2.11941203e-06  -5.00011437e-01
 -5.00012267e-01  -2.78573121e-06   2.04519640e-06  -5.00013089e-01
 -5.00012738e-01  -4.93618376e-06   9.62658370e-07  -5.00013122e-01
 -5.00015041e-01  -4.64902373e-06  -8.19539061e-07  -5.00014319e-01
 -5.00016702e-01  -4.92733933e-06  -1.36529753e-06  -5.00015560e-01
 -5.00018475e-01  -4.99422039e-06  -1.66263498e-06  -5.00017311e-01
 -5.00019156e-01  -5.08753184e-06  -6.48389052e-07  -5.00018354e-01
 -5.00020363e-01  -5.20984245e-06  -7.70839578e-09  -5.00018766e-01
 -5.00021547e-01  -5.22073966e-06  -2.08583981e-07  -5.00019715e-01
 -5.00023987e-01  -4.98235914e-06   1.05675840e-07  -5.00020903e-01
 -5.00025018e-01  -4.04187434e-06  -7.15854254e-07  -5.00022795e-01
 -5.00026124e-01  -3.63079564e-06  -1.21358415e-06  -5.00022696e-01
 -5.00027507e-01  -3.38701528e-06  -1.66845866e-06  -5.00023774e-01
 -5.00029006e-01  -4.82959154e-06  -1.35022774e-06  -5.00024738e-01
 -5.00030910e-01  -5.74131569e-06  -9.99198467e-07  -5.00026306e-01
 -5.00031708e-01  -5.67530471e-06  -6.16261124e-07  -5.00029083e-01
 -5.00032253e-01  -5.93745854e-06   1.58613137e-07  -5.00030967e-01
 -5.00033465e-01  -5.02783472e-06   4.78594298e-07  -5.00030695e-01
 -5.00034182e-01  -5.95202402e-06   2.90564053e-08  -5.00032092e-01
