100 100000 0.5 gpomdp cheb_gpomdp 30000000

1 100 0 1.00857293663e-05 -56.6666666667 -12.2811367891
2 8537 -8.04467693261e-05 1.98701854663e-05 -56.591962685 -12.1088703491
3 5860 -0.000271752390987 1.58232201542e-05 -56.4152049671 -12.1137142377
4 6068 -0.000421457353983 1.62513592188e-05 -56.2777528698 -12.1095572359
5 6016 -0.000575874007206 1.64326389174e-05 -56.1367664052 -12.1293508617
6 5856 -0.000734134845093 1.6077360681e-05 -55.9930972866 -12.1708098
7 5909 -0.000888272056226 1.60980180243e-05 -55.8539696758 -12.1035818814
8 5950 -0.00104207475288 1.59776661979e-05 -55.7159223528 -12.0982297214
9 6065 -0.00119327435276 1.61357578284e-05 -55.5809630498 -12.1560841992
10 6084 -0.00134573374039 1.6664844059e-05 -55.445627553 -12.1910487537
11 5784 -0.00150722144016 1.62448965663e-05 -55.3030903742 -12.0997640449
12 5738 -0.00166526895355 1.5925509894e-05 -55.1643922617 -12.1202651109
13 5880 -0.00181832798353 1.58424108483e-05 -55.030822258 -12.118272211
14 6077 -0.00196810528621 1.62498880302e-05 -54.9008249902 -12.1927337448
15 6026 -0.0021223820698 1.60259972793e-05 -54.7676495984 -12.1532340537
16 6113 -0.0022734497941 1.66743041297e-05 -54.6379536091 -12.0948087682
17 5806 -0.00243472276209 1.57083125916e-05 -54.5002642603 -12.0717665059
18 6083 -0.00258316114644 1.62988686783e-05 -54.3742279951 -12.1036187696
19 6002 -0.0027382113561 1.60045177875e-05 -54.2432836665 -12.1386100626
20 6102 -0.00288921322093 1.60700049449e-05 -54.1164460413 -12.1446307557
21 6162 -0.0030400860619 1.66496505805e-05 -53.9903891664 -12.0932567426
22 5868 -0.00320027871301 1.57624172289e-05 -53.8572751395 -12.0707251532
23 6114 -0.00334884719241 1.63275054565e-05 -53.7344867315 -12.0941812987
24 6015 -0.00350400073918 1.58205031343e-05 -53.6069349556 -12.0831226431
25 6230 -0.00365171848899 1.62760501513e-05 -53.4861357949 -12.1022092346
26 6161 -0.00380453706593 1.66844514941e-05 -53.3618167928 -12.1160889172
27 5846 -0.00396536103508 1.59877496297e-05 -53.2316951499 -12.0838361461
28 5953 -0.00411807403354 1.61518459567e-05 -53.1088044217 -12.0667566021
29 5962 -0.00427224015213 1.58947967985e-05 -52.9853994641 -12.1570104719
30 6129 -0.0044218732453 1.64578620144e-05 -52.8662476118 -12.1794708626
31 5951 -0.00457911001774 1.5984045156e-05 -52.7416987281 -12.1348446554
32 6062 -0.00473040625571 1.62744227009e-05 -52.6224867571 -12.1109843854
33 5996 -0.00488529966193 1.58241779783e-05 -52.501076858 -12.131822433
34 6208 -0.00503331325739 1.66354978634e-05 -52.3856565592 -12.0217539607
35 5920 -0.00519266128173 1.58048066383e-05 -52.2620448184 -12.0559436633
36 6142 -0.0053412932824 1.61600612126e-05 -52.1473460157 -12.0979819761
37 6146 -0.00549320939287 1.59639406285e-05 -52.0307068658 -12.0408453069
38 6274 -0.00564174720223 1.61796424166e-05 -51.9172377635 -12.1389268576
39 6266 -0.00579238843191 1.64956088755e-05 -51.8027393742 -12.1067975534
40 6060 -0.00594855205353 1.59720161776e-05 -51.6846528693 -12.1052012444
41 6181 -0.00609827716743 1.63522150897e-05 -51.5720130063 -12.0384167155
42 6066 -0.00625301483865 1.61140854211e-05 -51.4561921943 -12.049334925
43 6099 -0.00640508957801 1.60923625643e-05 -51.342944546 -12.1431146286
44 6145 -0.00655638103026 1.5917561975e-05 -51.2308463875 -12.0917857746
45 6302 -0.00670415101995 1.63107688033e-05 -51.1218985455 -12.0248904557
46 6211 -0.00685668660295 1.62937230626e-05 -51.0099938648 -12.1253429643
47 6132 -0.00701004233907 1.62467536942e-05 -50.8980534045 -12.0753955459
48 6082 -0.00716357164805 1.5896591531e-05 -50.7865503745 -12.0736154797
49 6251 -0.00731175146092 1.62270209387e-05 -50.6794638211 -12.0397334906
50 6213 -0.0074634757442 1.61737071448e-05 -50.5703525446 -12.043636036
51 6209 -0.00761475358344 1.60983680795e-05 -50.4620991148 -12.078907359
52 6252 -0.0077648005685 1.60977846832e-05 -50.3552520742 -12.0642433849
53 6296 -0.00791432082139 1.62624002579e-05 -50.2492970272 -12.0825661265
54 6235 -0.00806610368688 1.64254435382e-05 -50.1422625609 -11.9900378568
55 6074 -0.00822143552479 1.56063645856e-05 -50.0332679571 -12.0816128833
56 6430 -0.00836487530565 1.63964491668e-05 -49.9331017471 -12.035192982
57 6282 -0.0085173393321 1.59784928094e-05 -49.8271394728 -12.127464513
58 6403 -0.00866450308334 1.62602589236e-05 -49.7253516613 -11.9750629774
59 6343 -0.00881497622724 1.65125724576e-05 -49.6217697786 -12.0414279665
60 6124 -0.00897048239792 1.59585594916e-05 -49.5152453161 -12.0781912664
61 6255 -0.00911919598501 1.61144215813e-05 -49.4138666773 -12.1297190448
62 6288 -0.0092689612484 1.6453605401e-05 -49.3122545229 -12.0431632384
63 6108 -0.00942412368462 1.6244025906e-05 -49.2074885203 -12.0838664238
64 6060 -0.00957790721879 1.57758633249e-05 -49.1041600056 -12.0085942831
65 6305 -0.00972432787897 1.62694848374e-05 -49.0062438864 -12.053449422
66 6240 -0.00987612299023 1.59222546834e-05 -48.9052094143 -11.9971491983
67 6397 -0.0100228419974 1.65584151106e-05 -48.8080106558 -12.0226522079
68 6148 -0.0101784816391 1.61285548964e-05 -48.7053897698 -12.0961470096
69 6172 -0.0103297854996 1.62461946652e-05 -48.6061055291 -12.0346303018
70 6122 -0.0104828068923 1.61603761942e-05 -48.5061699999 -12.007008472
71 6126 -0.010634976346 1.59678160909e-05 -48.4072619492 -12.0039883267
72 6251 -0.010783821827 1.62101449422e-05 -48.3109657515 -12.0624654566
73 6224 -0.010935258616 1.63855105004e-05 -48.2134479657 -12.0630928481
74 6087 -0.011090035942 1.56061923637e-05 -48.1142498177 -12.1269948848
75 6444 -0.0112333196335 1.64722476498e-05 -48.0228393372 -12.0635033198
76 6247 -0.0113869112091 1.5915506536e-05 -47.925299457 -11.9805224323
77 6408 -0.0115334356348 1.6467704452e-05 -47.832675535 -12.0311410532
78 6215 -0.0116873800955 1.61136804197e-05 -47.7358080977 -12.0273503444
79 6249 -0.0118376139732 1.62238048193e-05 -47.6417140713 -12.074428968
80 6213 -0.0119893077077 1.59408521025e-05 -47.5471422424 -12.0012409523
81 6357 -0.0121366559668 1.64031132657e-05 -47.4556966781 -12.0723573886
82 6206 -0.0122901070676 1.55436398144e-05 -47.360897615 -12.0442323279
83 6611 -0.0124309929063 1.65118924097e-05 -47.2742484147 -11.9484583725
84 6384 -0.0125833029504 1.65532895733e-05 -47.1809872506 -12.010583781
85 6139 -0.0127390122859 1.5993311077e-05 -47.0860866126 -11.9725062069
86 6248 -0.012888130344 1.59911762955e-05 -46.9956191789 -12.079915544
87 6360 -0.0130359062096 1.60973384552e-05 -46.906364849 -12.0565677747
88 6405 -0.0131841440492 1.63534290663e-05 -46.8172277342 -11.9596415206
89 6285 -0.0133361724894 1.55320975559e-05 -46.7262207595 -12.0550239194
90 6703 -0.0134759840612 1.63246006034e-05 -46.6428906397 -11.999035018
91 6597 -0.0136241159495 1.6081152551e-05 -46.5549791096 -11.9630028855
92 6655 -0.0137694009487 1.64493811958e-05 -46.4691321332 -11.9716196812
93 6467 -0.0139201533682 1.6524903985e-05 -46.3804445716 -12.0182383319
94 6236 -0.0140743728675 1.56623027688e-05 -46.2901256679 -12.0593726195
95 6564 -0.0142168491113 1.61711218407e-05 -46.2070488256 -12.0385278613
96 6561 -0.0143639838807 1.62562121476e-05 -46.1216207839 -12.0777331435
97 6502 -0.0145125666607 1.62863780108e-05 -46.0357261283 -12.0877070015
98 6424 -0.0146623279913 1.64094294815e-05 -45.94952813 -12.0047976548
99 6268 -0.0148150844734 1.5785266915e-05 -45.861994578 -11.9615347932
100 6516 -0.0149592098357 1.62787043131e-05 -45.7797641563 -11.9947971488
101 6442 -0.0151086815169 1.62170667839e-05 -45.6948474613 -12.0487329605
102 6409 -0.0152579725383 1.62426788612e-05 -45.6104010545 -12.0439522952
103 6360 -0.0154080787015 1.62077741332e-05 -45.5258616165 -12.0570205901
104 6334 -0.015558172182 1.59972816365e-05 -45.4416959493 -11.9769298192
105 6444 -0.0157050429483 1.62863190845e-05 -45.3596900518 -12.0014266466
106 6366 -0.0158554757476 1.57982644083e-05 -45.2760545475 -12.0213208226
107 6609 -0.0159986997295 1.64968767006e-05 -45.196762634 -11.987857477
108 6391 -0.0161507784628 1.59608524257e-05 -45.1129247517 -11.9805287858
109 6526 -0.0162963903324 1.61098510776e-05 -45.0329935904 -11.9568737294
110 6564 -0.0164429374565 1.63421283412e-05 -44.9528843887 -11.9928171387
111 6448 -0.016592923553 1.63032276593e-05 -44.8712414727 -11.9239447203
112 6359 -0.0167435949801 1.59468961612e-05 -44.7895758808 -12.0247579031
113 6503 -0.0168893418259 1.62569185587e-05 -44.7109115099 -11.9801920304
114 6444 -0.0170385975705 1.61416109469e-05 -44.6306895641 -11.976442795
115 6460 -0.0171866032203 1.6435604852e-05 -44.551473461 -11.9123391396
116 6286 -0.017339379106 1.61194453953e-05 -44.4700508056 -11.933587681
117 6316 -0.017488859298 1.57153455746e-05 -44.3907232391 -12.0278943774
118 6612 -0.0176312931621 1.63046344061e-05 -44.3154447827 -11.9866943096
119 6520 -0.0177801077317 1.58759521331e-05 -44.2371148812 -12.0309804272
120 6715 -0.0179228882931 1.63636389032e-05 -44.1622673891 -12.0370093857
121 6582 -0.018071535696 1.64794736648e-05 -44.0846612349 -11.9263177235
122 6377 -0.0182236310039 1.60399118686e-05 -44.0055874649 -11.9108255704
