100 100000 0.95 gpomdp cheb_gpomdp 30000000

1 100 0 1.28043534251e-06 -56.6666666667 -12.5266725629
2 2400 -1.39751262976e-05 1.38798787627e-05 -56.6536731686 -12.176073954
3 3031 -0.000148781515564 1.59422659161e-05 -56.528680802 -12.0904607345
4 3101 -0.000301853462199 1.57386343315e-05 -56.3875065722 -12.1200286157
5 3239 -0.000449717846578 1.60945095959e-05 -56.2518903895 -12.0512666878
6 3263 -0.000600366998173 1.62671912569e-05 -56.1144770899 -12.1575342376
7 3230 -0.000753406392687 1.67228954704e-05 -55.9756594292 -12.1624534285
8 3053 -0.000915230851849 1.58662420482e-05 -55.8297164965 -12.0707025517
9 3148 -0.00106643818055 1.65273594053e-05 -55.694125593 -12.1646609963
10 3035 -0.00122684216382 1.63928379407e-05 -55.5511012084 -12.0590916239
11 2966 -0.0013877738382 1.56173743883e-05 -55.4084406416 -12.1446235897
12 3136 -0.0015368794297 1.61318146982e-05 -55.2770030394 -12.0545125188
13 3147 -0.00169062822193 1.59726640307e-05 -55.1422111301 -12.1139165926
14 3210 -0.00184137140797 1.63516905235e-05 -55.0107765194 -11.9873860313
15 3151 -0.00199713667568 1.62654689301e-05 -54.87570822 -12.1361976222
16 3120 -0.00215284206627 1.59266687008e-05 -54.7414425128 -12.0486760648
17 3197 -0.00230344806882 1.64428747634e-05 -54.6122822484 -12.0496346416
18 3109 -0.00246112752187 1.58636707788e-05 -54.4777958951 -12.1751561393
19 3206 -0.00261092302997 1.6700318844e-05 -54.3507294446 -12.1655579802
20 3037 -0.00277294725667 1.57208764698e-05 -54.2140465149 -12.0929917325
21 3178 -0.00292205835748 1.59068220343e-05 -54.0889463142 -12.0203319346
22 3263 -0.00307094766106 1.61062550243e-05 -53.9646860829 -12.1330384857
23 3283 -0.00322124084852 1.61349611876e-05 -53.8399116851 -12.0808403234
24 3294 -0.00337156139119 1.6763635714e-05 -53.7157701632 -12.1706004111
25 3101 -0.00353252851628 1.61676520463e-05 -53.5835573338 -12.0724935846
26 3101 -0.00368776802748 1.56456878429e-05 -53.4567497186 -12.0699707542
27 3270 -0.00383406663258 1.62969769245e-05 -53.3378702238 -12.0852415353
28 3227 -0.00398745361663 1.61293190873e-05 -53.2138767208 -12.185266096
29 3240 -0.00413897644637 1.67176260762e-05 -53.0920342638 -12.132229555
30 3064 -0.00430045693467 1.56900483137e-05 -52.9628837015 -12.1303131368
31 3216 -0.00444838660193 1.55716557078e-05 -52.8451990032 -12.1079229808
32 3417 -0.00459082891506 1.64103142727e-05 -52.7324429107 -12.1771872871
33 3334 -0.00474279477311 1.69174305665e-05 -52.6127526572 -12.1010894075
34 3090 -0.00490552477711 1.62611967494e-05 -52.4852710961 -12.1596778891
35 3061 -0.00506268419556 1.62207311188e-05 -52.3628222264 -12.1234165663
36 3045 -0.00521987040285 1.54822528256e-05 -52.2410044544 -12.157618248
37 3265 -0.0053647571417 1.58232620989e-05 -52.1292916826 -12.0502698798
38 3381 -0.00551025905003 1.65288744603e-05 -52.0176536461 -12.0243176807
39 3259 -0.00566506337664 1.63769802287e-05 -51.8994778266 -12.1331102402
40 3190 -0.0058200910137 1.59026904232e-05 -51.7817463446 -12.1460999144
41 3277 -0.00596863024853 1.66107624631e-05 -51.669515064 -12.1545567547
42 3133 -0.00612730824524 1.58585320465e-05 -51.5502377361 -12.0269959461
43 3233 -0.00627644164657 1.67329820057e-05 -51.4387092705 -12.0247975356
44 3053 -0.00643837133535 1.56389475606e-05 -51.3182363986 -12.11274846
45 3221 -0.00658570153096 1.6180913569e-05 -51.209186573 -12.0209185683
46 3217 -0.00673824937472 1.70125985716e-05 -51.0968340323 -11.9983991031
47 2953 -0.00690564951564 1.48566335949e-05 -50.9741924262 -12.1301567466
48 3374 -0.00704240299645 1.5833338382e-05 -50.8745041721 -12.0689043905
49 3490 -0.00718569978438 1.66222797483e-05 -50.7705257637 -12.0149176726
50 3333 -0.00733965584889 1.64040278148e-05 -50.6593559658 -12.0227669952
51 3254 -0.00749341678382 1.56551123597e-05 -50.548884514 -12.0886274657
52 3428 -0.00763638905679 1.66172679601e-05 -50.4466604921 -12.0232470905
53 3275 -0.00779164484638 1.63287146805e-05 -50.3361914262 -12.0099501165
54 3222 -0.00794546058316 1.60834029569e-05 -50.2272949287 -12.1546419549
55 3250 -0.00809631735726 1.61332535574e-05 -50.1210191019 -12.0243962816
56 3261 -0.00824737006017 1.61903206309e-05 -50.0151231636 -12.0714942043
57 3253 -0.00839913998379 1.56648134481e-05 -49.9092425767 -12.0950580656
58 3423 -0.00854229339399 1.63137041622e-05 -49.8098458094 -12.0749936063
59 3373 -0.00869249442836 1.62172190315e-05 -49.7060453513 -12.1765936472
