10 500000 0.05 gpomdp cheb_gpomdp 30000000

1 10 0 4.23143629631e-05 -56.6666666667 -9.66679721753
2 55207 -0.000419699616926 1.53380534179e-05 -56.2793623452 -12.1550640617
3 60053 -0.000565565049359 1.62031314585e-05 -56.1461538448 -12.1645100119
4 59828 -0.000719946928771 1.62538168008e-05 -56.0059430876 -12.1399839521
5 59298 -0.000875502113003 1.61124043716e-05 -55.8654663478 -12.1393876084
6 59622 -0.0010292842553 1.61740621584e-05 -55.7273731243 -12.1446813468
7 59574 -0.00118371724331 1.60845680446e-05 -55.5894716894 -12.1388758169
8 60069 -0.00133666148871 1.61819600712e-05 -55.4536599161 -12.1266606102
9 59972 -0.0014906556236 1.60289268253e-05 -55.3176739253 -12.1075329314
10 60813 -0.00164213584805 1.62885621417e-05 -55.1846438975 -12.1329243101
11 60062 -0.00179702867609 1.60849241991e-05 -55.0493655283 -12.1368585281
12 60559 -0.00194935644892 1.62292319229e-05 -54.9170596019 -12.1269560876
13 60172 -0.00210354366843 1.61103396273e-05 -54.783872005 -12.1394359065
14 60513 -0.00225616932598 1.62076069492e-05 -54.6527540219 -12.1191878519
15 60259 -0.00241004071734 1.60625624879e-05 -54.521285798 -12.0969756649
16 60895 -0.00256173562382 1.62832394689e-05 -54.3923790558 -12.1285770906
17 60175 -0.00271643177822 1.61990580341e-05 -54.2616338144 -12.0853881724
18 59974 -0.00287058644845 1.606924796e-05 -54.1320555344 -12.1328404781
19 60566 -0.00302275626618 1.6223722569e-05 -54.004834516 -12.1288189527
20 60213 -0.00317683916687 1.62815693401e-05 -53.8767058105 -12.0984830368
21 59512 -0.00333237980101 1.59425489267e-05 -53.7480652092 -12.1264161616
22 60878 -0.00348296318424 1.62656728188e-05 -53.6241894786 -12.0885621827
23 60266 -0.00363737637512 1.60615198567e-05 -53.4978371349 -12.1167991057
24 60909 -0.00378904460008 1.61325739232e-05 -53.3743899949 -12.1175803982
25 61116 -0.00394112490517 1.62046805176e-05 -53.2512580966 -12.1002727407
26 60877 -0.00409418495957 1.62036797176e-05 -53.1279856176 -12.1321488759
27 60645 -0.00424752791544 1.61596190748e-05 -53.0051367202 -12.1018451962
28 60685 -0.00440040402204 1.61295094706e-05 -52.8833057914 -12.1059352143
29 60911 -0.00455271212149 1.61816393632e-05 -52.7625619206 -12.0953404617
30 60815 -0.00470563266856 1.61396146943e-05 -52.641964605 -12.0955618122
31 60979 -0.0048579512907 1.62858021392e-05 -52.5224667108 -12.0929795818
32 60243 -0.00501258528765 1.60422344471e-05 -52.4017851671 -12.1115507715
33 61005 -0.00516395209364 1.62577392336e-05 -52.2842662034 -12.0816109368
34 60440 -0.00531806720313 1.60632453228e-05 -52.1652314967 -12.0982307433
35 61074 -0.00546954648671 1.61158394946e-05 -52.0488356291 -12.0836751083
36 61386 -0.00562113490727 1.60414461219e-05 -51.9329497575 -12.1168648992
37 62167 -0.00577107250799 1.62140141957e-05 -51.8189058791 -12.0797094265
38 61865 -0.00592299255445 1.6296971826e-05 -51.7039379845 -12.0850374346
39 61049 -0.00607670761776 1.60371727484e-05 -51.5882052952 -12.0765524643
40 61853 -0.00622698583902 1.6190751401e-05 -51.4756330787 -12.108381051
41 61698 -0.00637889311542 1.61081032354e-05 -51.3624118379 -12.0789071744
42 62062 -0.00652958145669 1.62912663741e-05 -51.2506623416 -12.0756598447
43 61279 -0.00668295424199 1.61980182125e-05 -51.1374938023 -12.0743180452
44 61081 -0.0068356961154 1.61053167796e-05 -51.0253597108 -12.0615603243
45 61459 -0.00698709601484 1.61650232136e-05 -50.9147669082 -12.0827411945
46 61466 -0.00713904879829 1.62278637737e-05 -50.8043227687 -12.0727355261
47 61082 -0.0072920706643 1.62097867359e-05 -50.6936568173 -12.0584891891
48 60812 -0.00744526123309 1.60352796542e-05 -50.5834228044 -12.068978927
49 61625 -0.00759579976757 1.60747083216e-05 -50.4756331054 -12.0598222839
50 62199 -0.00774600997815 1.62444974009e-05 -50.3686041355 -12.0713800645
51 61706 -0.00789841196998 1.62484212326e-05 -50.2605461527 -12.052355824
52 61193 -0.00805148898318 1.59369511004e-05 -50.1525457184 -12.064793065
53 62633 -0.00819989534268 1.63993855673e-05 -50.0483498359 -12.0858329339
54 61168 -0.00835442566259 1.5979444454e-05 -49.9403832757 -12.0690822627
55 62338 -0.00850357953027 1.6285215122e-05 -49.8366812178 -12.0411248308
56 61589 -0.00865650862335 1.60988441078e-05 -49.7308688126 -12.0420915496
57 62011 -0.00880717275041 1.60338054075e-05 -49.6271292473 -12.0629128896
58 62849 -0.00895622397028 1.62887660504e-05 -49.5249905964 -12.0595797207
59 62072 -0.00910859074193 1.61908186321e-05 -49.4210804338 -12.0565769294
60 61916 -0.00926023095178 1.60735870061e-05 -49.3181645662 -12.0558856684
61 62500 -0.00941006877883 1.62556376359e-05 -49.2169572255 -12.0607895597
62 61935 -0.00956229360436 1.60462860675e-05 -49.1146280405 -12.0424278614
63 62693 -0.00971164691214 1.62720441674e-05 -49.014706181 -12.0367824128
64 62023 -0.00986391731487 1.6177856203e-05 -48.9133156586 -12.0294456892
65 61949 -0.0100153963116 1.61887018097e-05 -48.8129325187 -12.0629380852
66 61807 -0.0101671508443 1.59873339828e-05 -48.7128438542 -12.0356424983
67 62939 -0.0103156644096 1.61677612627e-05 -48.6153518207 -12.034914198
68 62928 -0.0104658662906 1.62648242641e-05 -48.5172101574 -12.0410317005
69 62301 -0.0106177290445 1.61237047668e-05 -48.4184489575 -12.0467820509
70 62570 -0.010767950488 1.60225585158e-05 -48.3212126144 -12.0376416203
71 63488 -0.0109161457012 1.6260600269e-05 -48.2257305466 -12.0254727156
72 62882 -0.0110672655671 1.62410731262e-05 -48.1288138236 -12.0000407356
73 62405 -0.0112187793621 1.6139462786e-05 -48.0320971859 -12.0308208577
74 62574 -0.0113691424476 1.60550579024e-05 -47.9365601457 -12.0449067051
75 63283 -0.011517878634 1.62103397704e-05 -47.8424899949 -12.0409402106
76 62999 -0.0116683909799 1.61787864425e-05 -47.7477320798 -12.0397294643
77 62918 -0.0118187077532 1.61188521534e-05 -47.6535316315 -12.026984835
78 63220 -0.0119681090351 1.62156909404e-05 -47.560332073 -12.0159630062
79 62903 -0.012118786965 1.59652804128e-05 -47.4667645211 -12.0350429044
80 64198 -0.0122656334642 1.63812986661e-05 -47.3759873703 -12.0081944289
81 62812 -0.0124179604936 1.60872496918e-05 -47.2822482603 -12.0165440915
82 63317 -0.0125669554993 1.62843266704e-05 -47.1909764462 -12.0234309155
83 62562 -0.0127186825848 1.61415225947e-05 -47.0984517651 -12.0172546847
84 62718 -0.0128688917469 1.59888089251e-05 -47.0072681441 -12.0285987619
85 63857 -0.0130163474029 1.62419618192e-05 -46.918155363 -12.024157553
86 63367 -0.0131667150608 1.61395784373e-05 -46.8276874831 -12.021712673
87 63538 -0.0133159343648 1.62241197002e-05 -46.7383118417 -12.013274612
88 63165 -0.0134663771973 1.59968378393e-05 -46.6486053965 -12.0422368073
89 64259 -0.0136134438841 1.62872077607e-05 -46.5612997035 -12.0139392573
90 63474 -0.0137641034094 1.62653212068e-05 -46.4722558826 -12.0012474201
91 62838 -0.0139153200265 1.59839538211e-05 -46.3832818862 -12.0128012738
92 64010 -0.0140625537964 1.61530955448e-05 -46.297032977 -12.0009174394
93 64094 -0.0142112480204 1.62068452509e-05 -46.2103081959 -12.0216480255
94 63829 -0.0143607463507 1.6162203557e-05 -46.1234965534 -11.9921643185
95 63854 -0.0145098040779 1.62725909725e-05 -46.0373197426 -11.9976830746
96 63168 -0.0146606930874 1.61053789148e-05 -45.9504670904 -12.013562181
97 63558 -0.0148095719827 1.60631555281e-05 -45.8651465907 -12.0009355439
98 64225 -0.014957287443 1.63489232749e-05 -45.7808587005 -12.0386130534
99 63045 -0.0151090321087 1.60270037154e-05 -45.6946487198 -11.9872862417
100 63941 -0.0152567422737 1.61090502826e-05 -45.6110954582 -11.9939795229
101 64312 -0.0154047798229 1.61547362135e-05 -45.5277155879 -11.9935164059
102 64386 -0.0155531519304 1.62209896841e-05 -45.4445051795 -12.0052459702
103 64028 -0.015702548215 1.59403083187e-05 -45.3610800967 -11.9846636074
104 65512 -0.0158476871438 1.62993030731e-05 -45.2803758579 -11.9980410993
105 64632 -0.0159971013804 1.61447596988e-05 -45.1976457154 -11.9886714823
106 64772 -0.0161449394749 1.62577843266e-05 -45.1161369208 -11.9932831313
107 64172 -0.0162945067148 1.61106398975e-05 -45.0340254453 -12.0084583435
108 64534 -0.0164423040812 1.61680944693e-05 -44.9532298991 -11.9905079469
109 64521 -0.016590643745 1.62863345263e-05 -44.8724798454 -11.985866416
110 63739 -0.016740982348 1.60710151954e-05 -44.7909889772 -11.9800652989
111 64357 -0.0168886189749 1.60610493418e-05 -44.711300854 -11.9748155663
112 65047 -0.0170353796832 1.62278547344e-05 -44.632415539 -11.966406352
113 64641 -0.0171841296552 1.63336218719e-05 -44.5527946502 -11.9613815604
114 63552 -0.0173351264654 1.59168571369e-05 -44.4723125271 -11.9775655036
115 65180 -0.0174804205065 1.60051545148e-05 -44.395192733 -11.9782358336
116 66253 -0.017625332537 1.64052940987e-05 -44.3185890284 -11.9871832234
117 64665 -0.0177756810389 1.60120117683e-05 -44.2394401985 -11.9871913724
118 65684 -0.0179212819745 1.6347298679e-05 -44.1631077809 -11.9862847573
119 64487 -0.018071304597 1.61662614719e-05 -44.0847816377 -11.9719212815
120 64486 -0.0182196676864 1.61595162236e-05 -44.0076437287 -11.9823972241
121 64529 -0.0183679192778 1.61072756724e-05 -43.9308814697 -11.9731208232
122 64915 -0.0185152513095 1.60573484453e-05 -43.8549080318 -11.9601579987
123 65635 -0.0186613187807 1.62845942779e-05 -43.779892525 -11.9505871028
124 64851 -0.0188103470189 1.61380645247e-05 -43.7036684098 -11.9783544233
125 65036 -0.0189578239683 1.62218272055e-05 -43.628546033 -11.9664216417
126 64669 -0.0191064858012 1.60997637114e-05 -43.5531285952 -11.9513121849
127 65106 -0.0192535335691 1.60607505965e-05 -43.478832854 -11.9697238514
128 65806 -0.0193994427184 1.63276628217e-05 -43.4054083347 -11.9573594546
129 64736 -0.0195489971651 1.60087336074e-05 -43.330453513 -11.9420651815
130 65778 -0.0196944642352 1.62192530072e-05 -43.2578408027 -11.9642662702
131 65424 -0.0198422424536 1.61409458477e-05 -43.1843691009 -11.9399141617
132 65591 -0.0199891198489 1.62480547277e-05 -43.1116377938 -11.950211673
133 65048 -0.0201375881301 1.60977473982e-05 -43.0384133252 -11.9494356186
134 65501 -0.0202841735266 1.60330987206e-05 -42.9664063638 -11.9316855792
135 66391 -0.0204291879561 1.61397789542e-05 -42.8954518674 -11.9447003364
136 66568 -0.0205749726041 1.63125044855e-05 -42.8244003375 -11.9405086379
137 65586 -0.0207234164014 1.6115190188e-05 -42.7523394104 -11.9392119094
138 65926 -0.0208696869301 1.62331252285e-05 -42.6816146899 -11.9480317772
139 65479 -0.0210175294331 1.60736341586e-05 -42.6104118693 -11.945095541
140 66096 -0.0211632343495 1.61550335248e-05 -42.5405142864 -11.9553963646
141 66170 -0.0213095953024 1.61282358206e-05 -42.4705759747 -11.9457089144
142 66425 -0.0214554333186 1.6203154955e-05 -42.401159095 -11.9493718288
143 66176 -0.0216022241883 1.61471081167e-05 -42.3315608075 -11.9457916435
144 66304 -0.0217483661099 1.61051907181e-05 -42.262539854 -11.9172229035
145 66715 -0.0218936784892 1.63037757787e-05 -42.1941759075 -11.9314714503
