100 100000 0.75 reinforce cheb_reinforce 30000000

1 100 0 2.07864192096e-05 -56.6666666667 -12.2005884053
2 25756 -0.000167401550537 1.94777357688e-05 -56.5114653212 -12.1495524554
3 18401 -0.000352985098946 1.70423161751e-05 -56.3405267404 -12.1301564076
4 16837 -0.000522739238202 1.50427042565e-05 -56.1851895392 -12.1157222285
5 18874 -0.00066425722064 1.66131153732e-05 -56.0564293823 -12.1246049782
6 18038 -0.000824133474039 1.59864801479e-05 -55.91176732 -12.1522877777
7 18370 -0.000976580739784 1.60447958119e-05 -55.7746126027 -12.1568937712
8 18598 -0.0011286446128 1.62927961401e-05 -55.6385601439 -12.1769049381
9 18361 -0.0012840526355 1.5933167881e-05 -55.5002906702 -12.1535877804
10 18801 -0.00143424214177 1.65167701468e-05 -55.3674025 -12.083682117
11 18144 -0.00159272351232 1.54883898934e-05 -55.2279579892 -12.116924132
12 19437 -0.00173630918743 1.62906559377e-05 -55.1023061513 -12.1339120811
13 19193 -0.00188828964325 1.62821235026e-05 -54.9700130209 -12.1545699418
14 18969 -0.00204108686134 1.69469909725e-05 -54.8377339523 -12.1240583008
15 17525 -0.00220654370664 1.60136946692e-05 -54.6953081956 -12.1598297805
16 17799 -0.0023616835773 1.52931366068e-05 -54.5625247628 -12.1173782729
17 19450 -0.00250341172441 1.64332236375e-05 -54.4418592247 -12.1391442302
18 18930 -0.00265778310692 1.67112096177e-05 -54.3111179377 -12.1545058711
19 17912 -0.00281916580588 1.58603150115e-05 -54.1752000013 -12.0960143516
20 18477 -0.00296997190915 1.54429334527e-05 -54.0488875038 -12.1296278262
21 19886 -0.00311151264146 1.66248617268e-05 -53.9309438983 -12.1505025388
22 18982 -0.0032674706887 1.68179704811e-05 -53.8016634124 -12.1021711785
23 17768 -0.00343054182399 1.51659886745e-05 -53.6672394216 -12.1024982295
24 19669 -0.00357030647481 1.6755807393e-05 -53.5526352263 -12.1016314985
25 18528 -0.00372941020391 1.56633404283e-05 -53.4228505619 -12.0795305204
26 19499 -0.00387438877107 1.62711921025e-05 -53.3052111486 -12.0882626333
27 19293 -0.00402579656548 1.65157745733e-05 -53.1829841066 -12.0899083791
28 18621 -0.00418222680515 1.65094778732e-05 -53.057372552 -12.1669700898
29 17984 -0.00434134316564 1.59817068196e-05 -52.9302970217 -12.1101034665
30 18324 -0.00449393657002 1.58168282893e-05 -52.8090821514 -12.1165690774
31 18986 -0.00464230083318 1.6386346602e-05 -52.6918333003 -12.1020669152
32 18567 -0.00479773155347 1.64962198154e-05 -52.5696364374 -12.1227925458
33 17956 -0.00495684417385 1.63990249318e-05 -52.4452142165 -12.1044747376
34 17537 -0.00511689720796 1.51581242053e-05 -52.3207342751 -12.0732718638
35 19429 -0.00525745008589 1.64973640876e-05 -52.2119765719 -12.0701404662
36 18787 -0.00541301282924 1.64932956691e-05 -52.0922061614 -12.0864894211
37 18174 -0.00557113959908 1.6107397532e-05 -51.9711046475 -12.0767434563
38 18283 -0.00572510610236 1.60584393822e-05 -51.8538072898 -12.0773432007
39 18484 -0.00587776662796 1.60004785677e-05 -51.7381022471 -12.0898736769
40 18798 -0.00602860247187 1.596095357e-05 -51.6243599361 -12.111234514
41 19194 -0.00617750471436 1.6637419963e-05 -51.5126367158 -12.1006597424
42 18298 -0.00633647032282 1.60565321651e-05 -51.393973316 -12.0974708009
43 18503 -0.00648903537165 1.58140388908e-05 -51.2806761306 -12.0670446933
44 19177 -0.00663663329548 1.66543503045e-05 -51.1716119122 -12.1102781075
45 18251 -0.00679596787206 1.60538293256e-05 -51.0544714563 -12.0908327995
