10 100000 0.95 gpomdp sample_hoeffding 30000000

1 10 0 2.37923939582e-06 -56.6666666667 -13.3272985668
2 53 -2.01725045291e-05 8.44523663391e-06 -56.6479132571 -12.1946767293
3 121 -0.000111159653555 1.78401898579e-05 -56.5635009831 -11.9731047974
4 103 -0.000280994295551 1.91055761924e-05 -56.4066974794 -11.8480914555
5 77 -0.000472551855543 1.31465787466e-05 -56.231013576 -12.19173816
6 105 -0.000580823231076 1.22331436849e-05 -56.1322608552 -11.6917373137
7 158 -0.000695682710234 1.66973026257e-05 -56.0279274938 -12.0560870458
8 150 -0.000883916931111 1.65160233538e-05 -55.8578899557 -12.023316333
9 145 -0.00104868772642 1.29675359623e-05 -55.7100041389 -12.2334711058
10 202 -0.00117465458883 2.01493071391e-05 -55.5975428475 -12.3378770665
11 135 -0.00135333688151 2.01963619112e-05 -55.438897939 -11.657517282
12 90 -0.00156806259855 1.20994178122e-05 -55.2496042482 -12.5677713878
13 137 -0.00169868429657 2.26372604047e-05 -55.1351689158 -11.507455258
14 71 -0.00191573223988 1.68560626348e-05 -54.9462021273 -12.2590452356
15 67 -0.00205435602393 1.41896239382e-05 -54.826280732 -12.0418401541
16 82 -0.00215135824155 9.34740752437e-06 -54.7427185013 -11.9785108249
17 168 -0.00223598731933 1.68123003959e-05 -54.6700510933 -11.6168044689
18 158 -0.00239404523854 7.80204148892e-06 -54.5349188941 -12.3620929326
19 386 -0.00247032072935 1.8634449948e-05 -54.4699781448 -12.2414513278
20 301 -0.00264449275299 1.76244593089e-05 -54.3223457934 -12.0832797252
21 260 -0.002793987279 2.1375449823e-05 -54.1963545973 -12.0256917514
22 153 -0.00297752496287 1.51235433741e-05 -54.042578828 -12.1602043481
23 171 -0.0031278677319 2.44067319698e-05 -53.9173532291 -11.8384899181
24 73 -0.00334418977563 3.93852694774e-06 -53.7383262936 -12.2271485962
25 297 -0.00337865136009 2.29163526305e-05 -53.7099310499 -12.1576275239
