10 100000 0.95 gpomdp sample_hoeffding 30000000

1 10 0 2.45242507299e-06 -56.6666666667 -12.0169724917
2 53 -1.46888487607e-05 1.70423539548e-05 -56.6530097596 -12.0020318256
3 49 -0.000154200442432 3.76110682379e-06 -56.5236694141 -12.339501442
4 205 -0.000185245946306 1.60161572202e-05 -56.4949780966 -12.2810693572
5 209 -0.00034563211032 2.17967704687e-05 -56.3472772249 -12.5912440694
6 118 -0.000557501349982 1.82254508626e-05 -56.1534992076 -11.7320876871
7 96 -0.000744660314999 1.52218476758e-05 -55.9835717917 -12.7284407674
8 106 -0.000897645619015 6.35507152157e-06 -55.8455341476 -11.7721307378
9 309 -0.000964947071889 2.1092682115e-05 -55.7850523821 -11.8872744624
10 188 -0.00117180689985 1.82149752557e-05 -55.6000795348 -12.1110048804
11 153 -0.00136391262052 1.44999141761e-05 -55.4295403303 -11.6538126319
12 182 -0.00149771803087 1.62331488863e-05 -55.3114555386 -12.1817203893
13 181 -0.00165700792625 1.70457115097e-05 -55.1716223549 -12.5166642631
14 166 -0.00181915190082 7.9994097189e-06 -55.0301052369 -12.7792489003
15 397 -0.00189552552744 2.1328121568e-05 -54.9637324454 -12.2109406567
16 235 -0.00209728369735 1.61868368368e-05 -54.7892651026 -12.3932011551
17 235 -0.00224586074014 2.48233448913e-05 -54.661587483 -11.5511615587
18 96 -0.00249060496103 1.36290576932e-05 -54.4527377955 -12.2437272951
19 125 -0.0026025486 1.29971980827e-05 -54.3578153974 -12.9026994332
20 173 -0.00271134855783 1.42690429142e-05 -54.2659186605 -12.5704703715
21 210 -0.00285301104246 2.12687232065e-05 -54.14679337 -11.944280873
22 125 -0.00305665650402 1.59271990697e-05 -53.9765850078 -12.327459193
23 129 -0.00318603895577 1.79430433791e-05 -53.8690775613 -12.2324370092
24 108 -0.00333013033488 1.94255055733e-05 -53.7499206532 -11.6021458918
25 78 -0.00352591985136 1.5692901968e-05 -53.5889708592 -12.2145422322
26 82 -0.00366592756846 1.05328346882e-05 -53.474548749 -12.6413569432
27 148 -0.00374854191138 2.18760660522e-05 -53.4072926717 -12.3166495636
28 83 -0.00399010644695 1.14687201739e-05 -53.2117380372 -12.760051554
29 135 -0.00409540623791 2.11547416842e-05 -53.1270046359 -11.8695060895
30 82 -0.00431499564249 1.14285502362e-05 -52.9512909757 -11.7845241999
31 134 -0.00440565355212 1.53514866233e-05 -52.8791336626 -12.6502012981
32 146 -0.0045355802476 1.19043362482e-05 -52.7761119448 -12.4655752472
33 227 -0.00463903121803 2.58033357109e-05 -52.69441079 -12.0018500996
34 84 -0.00488291501147 1.12525884168e-05 -52.5029411604 -11.6001690326
35 140 -0.00498250326742 1.64805666158e-05 -52.4252124629 -12.2646305752
36 136 -0.00513390361504 1.10922597179e-05 -52.3075473992 -11.9488531827
37 230 -0.00526191670844 2.30133730136e-05 -52.2085288491 -12.0054231856
38 114 -0.0054890407328 1.95533342051e-05 -52.0338995342 -12.1041618159
39 81 -0.00568898311947 9.47443201383e-06 -51.8812726134 -12.4349199577
40 164 -0.00576299495114 1.66765017858e-05 -51.825035113 -12.2268085189
41 156 -0.00590591408169 2.30102222668e-05 -51.7168332081 -11.8752094646
42 78 -0.00612757850281 1.30697422491e-05 -51.5500351237 -12.6638401918
43 108 -0.00623410086361 1.19433022346e-05 -51.4703172409 -12.1848604398
44 167 -0.00635603788256 2.02625032889e-05 -51.3794100195 -12.2847812823
45 111 -0.00653415436654 1.3275056026e-05 -51.247279827 -12.087976824
46 150 -0.00664694211632 1.73394928539e-05 -51.1640143342 -11.7443962957
47 134 -0.00679402722173 1.02289629005e-05 -51.0558944884 -12.3982812848
48 249 -0.00687389332057 1.53659749017e-05 -50.9974058136 -12.1708335602
49 271 -0.00701320418572 1.98619854872e-05 -50.8957513866 -12.0999287357
50 187 -0.0071844705403 2.06499984298e-05 -50.7714156447 -11.9748279296
51 119 -0.00737325005558 1.76832594028e-05 -50.6351723749 -12.3430128367
52 103 -0.0075517866595 1.45300830281e-05 -50.5070929668 -12.0504355552
53 122 -0.0076857032218 1.8081166247e-05 -50.4115115438 -11.636556124
54 101 -0.0078382991124 1.0776144086e-05 -50.3031043009 -12.2012759773
55 177 -0.00794192341594 1.18613339464e-05 -50.2297930307 -12.3095351159
56 276 -0.00805519556875 2.14843871427e-05 -50.1499372409 -12.0563377063
57 161 -0.00826020153544 2.28042463228e-05 -50.0061513817 -11.9321366783
58 82 -0.00844005202201 1.92959044488e-05 -49.8807891389 -11.6697205459
59 60 -0.00862033262625 1.41004710355e-05 -49.7558523311 -11.9947328746
60 75 -0.00876535836576 7.6626695856e-06 -49.6558703703 -11.9494494679
61 187 -0.00884610216551 1.64465689627e-05 -49.6004056115 -11.8067714225
62 182 -0.00899792518617 1.92720885506e-05 -49.4965013146 -12.2553469949
63 133 -0.00917027738451 1.58201972102e-05 -49.3791548262 -12.095636904
64 138 -0.00931798849183 1.3805658922e-05 -49.2790955301 -12.2106645814
65 176 -0.00944737775995 1.72465306883e-05 -49.1918316368 -11.8150923
66 158 -0.00961488634205 2.58606761816e-05 -49.0793881939 -11.5244975995
67 58 -0.00986579085837 8.8988780707e-06 -48.9120711664 -12.2096040871
68 125 -0.0099317424174 1.20808866584e-05 -48.8683098165 -11.3038194413
69 191 -0.01004503806 1.50141888293e-05 -48.7933450866 -12.1841696549
70 215 -0.0101886410339 1.39223684169e-05 -48.6987085495 -12.0114759125
71 271 -0.0103069027741 2.03656277885e-05 -48.6210908661 -12.1150660354
72 177 -0.010477932607 1.58121760036e-05 -48.5093459655 -11.9289191231
73 184 -0.0106334555103 1.41055053764e-05 -48.4082481583 -12.0957768668
74 228 -0.0107572095355 2.44064841117e-05 -48.3281500554 -11.7752707476
75 98 -0.0109959241049 1.483641967e-05 -48.1745103944 -11.8235774035
76 113 -0.0111330608786 1.91820047894e-05 -48.0867588401 -12.2050235046
77 84 -0.0112868931978 1.43570869332e-05 -47.9887645686 -11.5357600207
78 101 -0.0114262437997 1.08071435214e-05 -47.9003948564 -12.5147074234
79 177 -0.0115085699593 1.81023634024e-05 -47.8483648057 -12.1897997076
80 146 -0.0116732129725 1.44762860687e-05 -47.7447035128 -12.1397160281
81 174 -0.0118124487264 1.64160625838e-05 -47.6574454138 -11.9500667279
82 170 -0.0119675873298 1.49278602709e-05 -47.5606567857 -12.4808549722
83 193 -0.0121044830742 1.50728160484e-05 -47.475628508 -12.2204526662
84 216 -0.0122481959013 1.61678977253e-05 -47.3867457263 -12.2319713338
85 216 -0.0123961025468 1.93895049507e-05 -47.2956726728 -11.9748513611
86 156 -0.0125762860414 2.03777969977e-05 -47.185274366 -11.8342425598
87 102 -0.0127859595406 1.35861718631e-05 -47.0575607328 -12.2798160216
88 133 -0.0129060656761 1.54190180244e-05 -46.9847654009 -12.4994383538
89 144 -0.0130482221472 1.75075355949e-05 -46.8989440541 -12.1522325705
90 126 -0.0131952082827 1.88552591109e-05 -46.8105905268 -12.1713544544
91 96 -0.0133549448317 9.97246971217e-06 -46.7150119206 -12.2955076263
92 184 -0.0134497372797 2.52859843095e-05 -46.6585077179 -12.0082404192
93 72 -0.0136892545495 8.78906292194e-06 -46.5164437936 -12.7222007627
94 157 -0.0137660646254 2.16636464552e-05 -46.4710993739 -11.7327555077
95 90 -0.0139411931788 1.88658489754e-05 -46.3680983055 -11.7383593104
96 69 -0.0141078958785 1.62803886478e-05 -46.2705472323 -11.9376187086
97 69 -0.0142560358715 1.39050780899e-05 -46.1842604151 -12.0101076567
98 87 -0.0143635621353 1.54582006015e-05 -46.1218651259 -11.9940768456
99 94 -0.0145064188723 1.67338708678e-05 -46.039272697 -11.471681463
100 89 -0.0146621584497 1.92380742594e-05 -45.9496254993 -11.6028392401
101 66 -0.0148378789617 1.4757193994e-05 -45.8489661971 -12.5011559764
102 77 -0.0149716277388 1.72609331785e-05 -45.7726953063 -11.7626353821
103 69 -0.0151437264898 1.37181998416e-05 -45.674991372 -12.1318222953
104 89 -0.0152666852177 1.68632907441e-05 -45.605484028 -11.9925799916
105 83 -0.0154417852634 1.35439511136e-05 -45.5069286577 -11.9197676656
106 109 -0.0155613594858 1.43370156722e-05 -45.4399126107 -12.3756913838
107 132 -0.0157008725842 1.91546777669e-05 -45.3620138006 -11.8786774377
108 98 -0.0158840769743 6.25347982597e-06 -45.2601941834 -12.4269585765
109 290 -0.0159414326614 2.25062164061e-05 -45.2284277679 -12.2440908566
110 152 -0.0161488532922 2.09243012241e-05 -45.1139837754 -11.6212555429
111 94 -0.0163131297386 1.36625034398e-05 -45.0238261033 -11.9118088547
112 122 -0.0164277307075 9.55443428392e-06 -44.9611814945 -11.8889519617
113 244 -0.016513463322 1.86100305971e-05 -44.9144510965 -11.7961346609
114 191 -0.0166868641778 1.74615656789e-05 -44.8202835302 -11.7936019639
115 168 -0.0168453870145 2.08461494834e-05 -44.7346011027 -12.0011909977
116 105 -0.017037641012 1.65654545676e-05 -44.6312026159 -11.7067575091
117 101 -0.0171754514502 1.27500356959e-05 -44.5574306131 -11.7452328568
118 144 -0.017289919619 2.08420445835e-05 -44.4963720752 -11.7336309744
119 90 -0.0174797279097 1.37016041356e-05 -44.3955596048 -11.8970388952
120 116 -0.0176034721527 1.27300482057e-05 -44.3301249447 -12.0726017831
121 165 -0.0177198401137 1.66403474425e-05 -44.2687979114 -11.6495585385
122 158 -0.01785053635 2.31755199301e-05 -44.2001578707 -11.8592164581
123 77 -0.0180574322593 1.59802268116e-05 -44.0920105633 -11.233204443
124 79 -0.0182182727621 1.42531202952e-05 -44.0083675028 -11.6926607695
125 96 -0.0183199470501 2.2171644299e-05 -43.9556860736 -11.7276255471
126 52 -0.0185118686961 7.56850494093e-06 -43.8566488327 -11.654623706
127 131 -0.0185712664906 1.13691470617e-05 -43.8261045566 -11.996990621
128 215 -0.0186745953635 1.54749166089e-05 -43.7730891376 -11.9898049939
129 231 -0.0188074414654 2.24954496144e-05 -43.7051515263 -11.9486456768
130 121 -0.0190022572958 1.00526040072e-05 -43.6059722525 -12.2235525095
131 229 -0.019089865318 2.4815140465e-05 -43.5615449908 -11.7605020056
132 94 -0.0193178310774 1.54057487062e-05 -43.4464407854 -12.3011967237
133 102 -0.019426928763 1.40951762322e-05 -43.3916096374 -12.3593260759
134 126 -0.0195438529943 1.72299709447e-05 -43.3330266151 -11.3890657382
135 114 -0.0196854890192 1.11272278181e-05 -43.2623126084 -11.4963337193
136 192 -0.0197833111585 2.55726884179e-05 -43.213632805 -12.0461064315
137 73 -0.02001427615 9.84323043639e-06 -43.0992099268 -12.0717178048
138 142 -0.0200991043112 2.11785911956e-05 -43.0573651819 -11.9658803057
139 86 -0.0202898329614 1.6062414756e-05 -42.9636320182 -12.1736701962
140 87 -0.0204310884663 7.87585797254e-06 -42.8945238082 -11.691958072
141 211 -0.020502618943 2.44238199183e-05 -42.8596286059 -11.8438036948
