100 500000 0.5 gpomdp hoeffding 30000000

1 100 0 3.53822634984e-05 -56.6666666667 -12.3445002951
2 148459 -0.000348534042459 1.55126846916e-05 -56.3446128586 -12.1262893249
3 158645 -0.000496355014468 1.61911490843e-05 -56.2092693455 -12.1399097333
4 158241 -0.00065083796874 1.62066831092e-05 -56.0686102119 -12.1490794546
5 157590 -0.000805788465742 1.60690590118e-05 -55.9283236176 -12.1345702863
6 159149 -0.000958668861799 1.61732489133e-05 -55.7906881401 -12.1447940296
7 159033 -0.00111259664011 1.61527658469e-05 -55.6528828483 -12.1385241695
8 159247 -0.00126622578987 1.61561810077e-05 -55.5161119819 -12.1267514803
9 159406 -0.00141981074966 1.61873033842e-05 -55.380140094 -12.1317649033
10 159062 -0.00157385785106 1.61857738102e-05 -55.2445157012 -12.1165387532
11 158744 -0.0017280449023 1.61186824706e-05 -55.1095206264 -12.1164222221
12 159509 -0.00188122423652 1.62140314707e-05 -54.9761471991 -12.1159845757
13 158734 -0.0020356851705 1.61437119027e-05 -54.8423979556 -12.1326308137
14 159094 -0.0021893021665 1.62174966386e-05 -54.710110524 -12.1181201115
15 158265 -0.00234402467589 1.61437451648e-05 -54.5776019597 -12.1126023323
16 158623 -0.00249786969322 1.6100090535e-05 -54.4465662382 -12.1150846085
17 159688 -0.00265078635832 1.61548414831e-05 -54.3170282193 -12.1343757118
18 159870 -0.00280413595985 1.61140641928e-05 -54.187825576 -12.1200949937
19 160715 -0.00295669541402 1.62512602519e-05 -54.0599807402 -12.0983406715
20 159331 -0.0031112205947 1.60895900705e-05 -53.9311866527 -12.1115455253
21 160572 -0.00326361639759 1.62478911928e-05 -53.8048498955 -12.1036433485
22 159244 -0.00341815190929 1.60504928975e-05 -53.6774258944 -12.0995919021
23 161122 -0.00356991749887 1.61333705354e-05 -53.5529534045 -12.1040391118
24 161657 -0.00372221425611 1.62144493789e-05 -53.4287049774 -12.1017770955
25 160865 -0.00387565277442 1.61738285685e-05 -53.3041881017 -12.1123553372
26 160738 -0.00402876734248 1.61739051016e-05 -53.1805922835 -12.1007734817
27 160610 -0.00418194370651 1.61789290107e-05 -53.0575992649 -12.1070475631
28 160400 -0.00433526776961 1.61111665431e-05 -52.9351362674 -12.0901695327
29 161296 -0.00448752519201 1.61181080322e-05 -52.8141623613 -12.1032914116
30 162082 -0.00463947806021 1.61823258071e-05 -52.6940585202 -12.0983785842
31 161814 -0.00479216265881 1.61740355922e-05 -52.5740034114 -12.0828618736
32 161683 -0.00494483113428 1.61447218998e-05 -52.4545846125 -12.1162743515
33 162033 -0.00509705806623 1.61171829854e-05 -52.3361272906 -12.1026472961
34 162838 -0.00524864914846 1.61768211026e-05 -52.218771417 -12.0921429721
35 162660 -0.00540088456478 1.62005463614e-05 -52.1015213046 -12.080444982
36 162091 -0.00555361036643 1.61458858081e-05 -51.9844976356 -12.0937740406
37 162423 -0.00570566553198 1.61730742637e-05 -51.8685843617 -12.1017461223
38 162307 -0.00585803103727 1.62362225529e-05 -51.7530270024 -12.0799481263
39 161155 -0.00601153709099 1.6098954264e-05 -51.6371998269 -12.078451176
