100 100000 0.5 gpomdp cheb_gpomdp 30000000

1 100 0 1.00150628711e-05 -56.6666666667 -12.2020014687
2 8471 -8.01930523738e-05 1.98633513282e-05 -56.59219794 -12.1262427778
3 5819 -0.000272109319362 1.59763253684e-05 -56.4148763485 -12.0774101182
4 5933 -0.000424978148722 1.63329297364e-05 -56.2745293604 -12.0928127002
5 5834 -0.000582576250972 1.59752350986e-05 -56.1306651814 -12.0890754223
6 5949 -0.000735229563202 1.5930205715e-05 -55.9921064014 -12.0976423771
7 6094 -0.000885629903549 1.62945729021e-05 -55.8563479436 -12.1207939603
8 6016 -0.00104046554438 1.64628710392e-05 -55.7173627133 -12.1492939248
9 5838 -0.00119926078463 1.5822145324e-05 -55.575634868 -12.1719574875
10 6046 -0.00134922918278 1.62512890082e-05 -55.4425334729 -12.2069340098
11 5994 -0.00150392530491 1.66855676174e-05 -55.3059913986 -12.1113648122
12 5687 -0.0016669943897 1.54868782482e-05 -55.1628824227 -12.1882237682
13 6094 -0.00181320852288 1.64771260227e-05 -55.0352779878 -12.1648571588
14 5905 -0.00197123503732 1.60267198759e-05 -54.8981160016 -12.1125408084
15 5990 -0.00212385516372 1.57774263099e-05 -54.7663815259 -12.0860652572
16 6232 -0.00227115517022 1.6490917564e-05 -54.6399183889 -12.0983496659
17 6030 -0.00242766243924 1.60309916767e-05 -54.5062756092 -12.1529588072
18 6114 -0.00257876541112 1.63385625618e-05 -54.3779508067 -12.1784043253
19 6008 -0.00273411111982 1.64080633893e-05 -54.2467371971 -11.9742573137
20 5863 -0.00289204351078 1.57683310906e-05 -54.1140751161 -12.1624594288
21 6105 -0.00304077576452 1.62152829203e-05 -53.989814443 -12.0436990056
22 6075 -0.00319410117613 1.5949919953e-05 -53.8623945801 -12.0585145874
23 6210 -0.00334326703886 1.61616192521e-05 -53.7390870696 -12.1309884039
24 6213 -0.00349437562386 1.59680487892e-05 -53.6148276847 -12.1898537053
25 6340 -0.00364217919662 1.66560107192e-05 -53.4939179935 -12.1426266801
26 6033 -0.00380021834992 1.63396056371e-05 -53.3653210487 -12.1476705408
27 5928 -0.00395662168694 1.60025448067e-05 -53.2387474955 -12.1343800401
28 6028 -0.00410852917254 1.61057719539e-05 -53.1164663567 -12.1019519368
29 6065 -0.00426093947998 1.60540930314e-05 -52.9944230413 -12.071474465
30 6135 -0.00441199994982 1.64589221307e-05 -52.8740907889 -12.1536002625
31 5956 -0.00456917838704 1.59527618417e-05 -52.7495458346 -12.1405038339
32 6087 -0.00471987561732 1.60588866266e-05 -52.6307642939 -12.1446573943
33 6154 -0.004870744576 1.63380635173e-05 -52.5124582778 -12.121883685
34 6048 -0.00502557595249 1.59867012955e-05 -52.3916756925 -12.0549814984
35 6160 -0.00517569919296 1.62001602022e-05 -52.2751711409 -12.0771222877
36 6139 -0.00532807927793 1.6284733368e-05 -52.1575198734 -12.0231509734
37 6066 -0.00548217630809 1.58884512245e-05 -52.0391577968 -12.0641164586
38 6240 -0.00563041415328 1.62134702858e-05 -51.9258751813 -12.1031365749
39 6211 -0.00578204103114 1.65709284932e-05 -51.8105856454 -12.0921345515
40 5962 -0.00594021362053 1.59638228623e-05 -51.6909425582 -12.0239669512
41 6086 -0.00609102409512 1.63061622385e-05 -51.5774565958 -12.0558408314
42 6001 -0.00624616283128 1.60242484436e-05 -51.4613082783 -12.0600829236
43 6088 -0.00639751494614 1.61758240559e-05 -51.3485717165 -12.1314358512
44 6082 -0.00655037434611 1.62407573373e-05 -51.235286278 -12.1311143836
45 6037 -0.00670442968016 1.58333760126e-05 -51.1216935976 -12.0818458532
