10 500000 0.25 gpomdp cheb_gpomdp 30000000

1 10 0 4.20900735356e-05 -56.6666666667 -11.6117238709
2 52276 -0.000191863337449 2.99659543756e-05 -56.4888667623 -12.128186131
3 11807 -0.000479288643969 1.60715560752e-05 -56.2248575752 -12.1507481684
4 11921 -0.000632703879094 1.58470328373e-05 -56.085080288 -12.1518340906
5 12314 -0.00078154466152 1.63911835045e-05 -55.9502206019 -12.1671777275
6 12036 -0.00093726051534 1.6065074312e-05 -55.8099154667 -12.1164874356
7 12160 -0.00108909804744 1.64060254784e-05 -55.6738702676 -12.1685518113
8 11868 -0.00124605680711 1.64789839318e-05 -55.5340242767 -12.0911577067
9 11498 -0.00140623275171 1.59467329081e-05 -55.3921305279 -12.1405495599
10 11757 -0.00155951412319 1.59817330852e-05 -55.2571122169 -12.1142582995
11 11979 -0.00171170059497 1.62196108702e-05 -55.1237950375 -12.1513226138
12 11915 -0.00186657260695 1.60647964545e-05 -54.9888726839 -12.1095837823
13 12039 -0.00201917437557 1.61253045671e-05 -54.8566595261 -12.1564269241
14 12089 -0.0021720286448 1.6432317186e-05 -54.7249494433 -12.126590264
15 11767 -0.00232991027255 1.58166693579e-05 -54.5896596726 -12.153719497
16 12192 -0.00247920442761 1.61232158662e-05 -54.4624260199 -12.109189309
17 12246 -0.00263106079895 1.6240672614e-05 -54.3336986423 -12.1504053283
18 12154 -0.00278459802364 1.58988906334e-05 -54.2042481139 -12.1642109003
19 12489 -0.00293287753143 1.62177985761e-05 -54.0798948805 -12.1275129266
20 12424 -0.0030845235226 1.64401155356e-05 -53.9533882504 -12.1088746263
21 12084 -0.00324039758468 1.59882447207e-05 -53.8240548379 -12.1718898347
22 12304 -0.00339062161597 1.62289115337e-05 -53.7000759422 -12.1465006022
23 12226 -0.00354359431478 1.63044323693e-05 -53.5744955135 -12.1256876132
24 12056 -0.00369836006079 1.5713880393e-05 -53.4481225341 -12.1105511341
25 12623 -0.00384413231652 1.6859564257e-05 -53.3297132075 -12.1120921056
26 11766 -0.0040061264158 1.60054472793e-05 -53.198827077 -12.0575398829
27 11960 -0.0041586639049 1.5882802323e-05 -53.0762499266 -12.0455060094
28 12309 -0.00430786798595 1.65116163638e-05 -52.956973629 -12.0457820439
29 11885 -0.00446572082435 1.58191371206e-05 -52.8314479392 -12.0361446065
30 12311 -0.00461431379803 1.64381653229e-05 -52.7139052566 -12.1010116091
31 11976 -0.0047708675356 1.61467683742e-05 -52.590710116 -12.0920822376
32 12000 -0.00492449453563 1.60118677442e-05 -52.4704562745 -12.0384891827
33 12190 -0.00507564730218 1.61309456455e-05 -52.3527513477 -12.0467287575
34 12234 -0.00522764854463 1.6293557708e-05 -52.2349933094 -12.1269205626
35 12077 -0.00538217523374 1.59985435636e-05 -52.1158985366 -12.0799463026
36 12285 -0.00553261821482 1.62197151909e-05 -52.0005468324 -12.044163937
37 12219 -0.00568555104796 1.60898204367e-05 -51.8838838489 -12.0533120274
38 12314 -0.00583666906212 1.62132526222e-05 -51.7691928168 -12.1121435094
39 12256 -0.00598931079391 1.62653705167e-05 -51.6539337474 -12.1207150023
40 12134 -0.00614321145182 1.57268991362e-05 -51.5383181962 -12.0949618018
41 12688 -0.00628873102274 1.65424859013e-05 -51.4295434232 -12.0784920653
42 12213 -0.0064447430529 1.6125551536e-05 -51.3135091924 -12.0656398595
43 12264 -0.00659650877602 1.60586912947e-05 -51.2012082844 -12.0560608807
44 12399 -0.00674681981711 1.65298620557e-05 -51.0905386378 -12.1009906792
45 11950 -0.00690441823087 1.59197164474e-05 -50.9750920276 -12.0921518133
46 12253 -0.00705431232272 1.58557687377e-05 -50.8658439195 -12.1430675821
47 12646 -0.00720126891728 1.64726340891e-05 -50.7592579774 -12.071466272
48 12259 -0.00735632980593 1.62084903296e-05 -50.647349499 -12.0140496086
49 12207 -0.00750923168796 1.58850692729e-05 -50.5375535302 -12.1141864527
50 12561 -0.00765695661781 1.64987164162e-05 -50.4319939893 -12.031899898
51 12145 -0.00781299383343 1.60075912972e-05 -50.3210445417 -12.0671453998
52 12342 -0.00796316885043 1.62799252542e-05 -50.2147928797 -12.0404107055
53 12201 -0.0081167829755 1.6003306481e-05 -50.1066413526 -12.0476886567
54 12405 -0.00826654028116 1.62729757539e-05 -50.001720693 -12.0399818005
55 12272 -0.00841964445163 1.60848358891e-05 -49.8949774839 -12.0781401287
56 12374 -0.00857035095065 1.58386722805e-05 -49.7904178949 -12.0755853348
57 12793 -0.00871630281849 1.65229542329e-05 -49.6896377385 -12.0960963113
58 12339 -0.00887133624326 1.59640419524e-05 -49.5831010719 -12.0787196219
59 12595 -0.00901959259149 1.66482171563e-05 -49.4817135961 -12.0840529694
60 11994 -0.00917802732549 1.59610557781e-05 -49.3738933539 -12.0819650621
61 12247 -0.00932834989092 1.61905773311e-05 -49.2720943173 -12.0775813357
62 12217 -0.00948101879777 1.6257369755e-05 -49.169201626 -12.0493388562
63 12105 -0.00963502656914 1.56403976559e-05 -49.0659086856 -12.0589349165
64 12769 -0.00977928355092 1.64654019924e-05 -48.9696097687 -12.0859047145
65 12388 -0.0099334715046 1.60227858882e-05 -48.8671637211 -12.0597663799
66 12570 -0.0100824223004 1.58207858868e-05 -48.7686673109 -12.0906605595
