100 100000 0.5 reinforce cheb_reinforce 30000000

1 100 0 1.72157017526e-05 -56.6666666667 -11.9677264012
2 17897 -0.000203703338867 1.16713033617e-05 -56.4779359416 -12.1871266571
3 28444 -0.000313248489383 1.65040516662e-05 -56.3770291269 -12.1686751229
4 27486 -0.000470829682815 1.6290668574e-05 -56.2325875228 -12.1810075866
5 27141 -0.000627357970262 1.56785141118e-05 -56.0899377389 -12.1495633474
6 28519 -0.000774320342347 1.66943549284e-05 -55.9567493578 -12.1326864083
7 27032 -0.000935052021363 1.58049961215e-05 -55.8118998203 -12.0869180275
8 28042 -0.00108445525438 1.63510772416e-05 -55.6780190324 -12.1542460391
9 27521 -0.00124047593749 1.62291238143e-05 -55.5389830237 -12.1273575015
10 27346 -0.00139582794369 1.5807562382e-05 -55.4013227738 -12.1291325425
11 28360 -0.00154441442431 1.62155241431e-05 -55.2703796638 -12.1366107325
12 28218 -0.00169721752142 1.6445264207e-05 -55.1364509446 -12.0912022736
13 27430 -0.00185439573775 1.57343749316e-05 -54.9994538392 -12.1224537928
14 28659 -0.00200151968067 1.6526946917e-05 -54.8719184913 -12.1311299157
15 27629 -0.00215890904989 1.60359987635e-05 -54.7362260218 -12.1425506419
16 27996 -0.00231061813583 1.62822059794e-05 -54.6061504428 -12.143553983
17 27668 -0.00246556704844 1.61575234677e-05 -54.4740202771 -12.1312259277
18 27692 -0.0026192629378 1.62051428051e-05 -54.3436747907 -12.1102797572
19 27583 -0.00277371768436 1.60704978409e-05 -54.2133984538 -12.1383563353
20 27852 -0.00292614651763 1.64480917403e-05 -54.0855257114 -12.1158675646
21 27067 -0.00308440398393 1.55215490587e-05 -53.953487707 -12.0886840658
22 28899 -0.00322893606272 1.64965957979e-05 -53.8335407493 -12.0999048941
23 27946 -0.00338514212916 1.60202920346e-05 -53.7045866903 -12.0627097188
24 28363 -0.00353572048498 1.63188183226e-05 -53.580943061 -12.1313256212
25 27927 -0.0036902965995 1.59387084796e-05 -53.4546899144 -12.0835104611
26 28579 -0.00383953974627 1.64492730384e-05 -53.3334345757 -12.0996716717
27 27770 -0.00399579192839 1.63546789748e-05 -53.2071551231 -12.0895776021
28 27244 -0.00415263802336 1.5765389088e-05 -53.0810800137 -12.0903513182
29 28375 -0.00430078754475 1.62487065692e-05 -52.9626200186 -12.0899437017
30 28138 -0.00445412073659 1.63523413019e-05 -52.8406492667 -12.1612481763
31 27612 -0.00460989706703 1.56540090386e-05 -52.7173904398 -12.1023147092
32 29086 -0.00475519185213 1.66068327309e-05 -52.6030159511 -12.102361102
33 27815 -0.00491281390418 1.63254825196e-05 -52.479577371 -12.1027533242
34 27369 -0.00506902182261 1.59385303756e-05 -52.3578980477 -12.109003163
35 28009 -0.0052197756321 1.53849493781e-05 -52.2410777054 -12.1034302653
36 30323 -0.00535963104543 1.67311524368e-05 -52.1332347498 -12.096359393
37 28634 -0.00551614346657 1.66579432095e-05 -52.0131502773 -12.0827552219
38 27241 -0.00567590703925 1.56699211237e-05 -51.8912229478 -12.0823144668
39 28649 -0.0058224550175 1.66801539618e-05 -51.7799558045 -12.1036537394
40 27194 -0.00598256989308 1.57147986019e-05 -51.6590113517 -12.1145040887
41 28469 -0.00613000031467 1.60392191797e-05 -51.5482195707 -12.0984803697
42 28838 -0.00627950894403 1.62833525788e-05 -51.4364212215 -12.0804687355
43 28497 -0.0064321986632 1.63362622222e-05 -51.3228168857 -12.1049115927
44 28010 -0.00658671240568 1.6114800323e-05 -51.2084401886 -12.0610880764
45 28156 -0.00673873329626 1.61978116183e-05 -51.0964785216 -12.0893883122
46 28066 -0.00689178384821 1.61500009954e-05 -50.9843250706 -12.1278304644
47 28112 -0.007044256824 1.62395502527e-05 -50.8731558785 -12.0884573058
48 27904 -0.00719814729362 1.58158759157e-05 -50.7615167166 -12.0510952108
