100 100000 0.75 reinforce cheb_reinforce 30000000

1 100 0 1.71078378738e-05 -56.6666666667 -12.3359143898
2 17703 -0.0001661869769 1.61531395634e-05 -56.5125879151 -12.136024051
3 17727 -0.000322994762939 1.57182364216e-05 -56.3680711644 -12.1195125237
4 18552 -0.000472147508928 1.62029250043e-05 -56.2313831119 -12.1362222918
5 18483 -0.000626185951684 1.65462394398e-05 -56.091002797 -12.146501232
6 17784 -0.000786549446898 1.58137022097e-05 -55.9456986931 -12.1568428786
7 18432 -0.000937095691259 1.59140195588e-05 -55.8100635572 -12.1150471755
8 18910 -0.00108667002501 1.69546405336e-05 -55.6760398427 -12.1189445542
9 17457 -0.00125252387243 1.5837251418e-05 -55.5282793776 -12.1282639935
10 18050 -0.00140488195643 1.62268432875e-05 -55.3933237079 -12.1712498038
11 17939 -0.00156146814911 1.55417619705e-05 -55.2553958277 -12.0922236148
12 19114 -0.00170676328371 1.61203805122e-05 -55.1281087228 -12.1053650064
13 19203 -0.0018571161587 1.65696289736e-05 -54.9970895138 -12.1338411842
14 18433 -0.00201485391849 1.60475469038e-05 -54.8603928092 -12.1224908207
15 18656 -0.00216670493746 1.67184598108e-05 -54.7295246495 -12.0747023642
16 17640 -0.00232939873524 1.60084633983e-05 -54.5900967847 -12.1149280454
17 17925 -0.00248394052491 1.56363738254e-05 -54.4584007872 -12.1374644797
18 18916 -0.0026308822026 1.6675857479e-05 -54.3338496305 -12.0913564705
19 17963 -0.00279169465257 1.56392325172e-05 -54.1982817594 -12.1104325045
20 18951 -0.00293852898994 1.61724283466e-05 -54.0751681826 -12.1413817065
21 18939 -0.00309041518387 1.66266067766e-05 -53.9484868858 -12.1014405129
22 18075 -0.00325025574182 1.54977404306e-05 -53.8158989671 -12.1045821255
23 19345 -0.00339427052998 1.70151499859e-05 -53.6970726122 -12.11127293
24 17750 -0.00355933969661 1.53050680797e-05 -53.5616075882 -12.147456222
25 19373 -0.00370146033939 1.65880953479e-05 -53.4455979658 -12.1083618833
26 18562 -0.00385882676715 1.6294738835e-05 -53.3178102466 -12.1526685109
27 18322 -0.00401441929849 1.56750848424e-05 -53.1921464094 -12.0833157275
28 19259 -0.00416040701959 1.59734250155e-05 -53.0748529081 -12.1166898623
29 19640 -0.00430772452447 1.64960843974e-05 -52.9570880206 -12.1117533894
30 18994 -0.00446242733653 1.60808621486e-05 -52.8340600006 -12.0665552474
31 19159 -0.0046125832532 1.62702404154e-05 -52.7152707436 -12.0691677169
32 18958 -0.00476531229148 1.64631998274e-05 -52.5950703796 -12.069087934
33 18396 -0.00492219747885 1.59118102533e-05 -52.472249699 -12.0382799498
34 18877 -0.00507188051939 1.60327192723e-05 -52.3556772582 -12.0930383793
35 19135 -0.00522168366939 1.62595639319e-05 -52.2396029745 -12.1110605973
36 18955 -0.00537432548794 1.5948927134e-05 -52.1219333996 -12.0828944345
37 19378 -0.00552240762051 1.65351539273e-05 -52.0083572752 -12.0773950302
38 18666 -0.00567883116502 1.64956386196e-05 -51.8889974343 -12.1174047014
39 18053 -0.00583751100977 1.58179780969e-05 -51.7685554483 -12.1224213265
40 18703 -0.00598700429481 1.6034822193e-05 -51.6556709961 -12.0896641419
