10 500000 0.25 gpomdp cheb_gpomdp 30000000

1 10 0 3.41406495271e-05 -56.6666666667 -12.9860202391
2 12366 -0.00031998176555 1.66537875308e-05 -56.3708401166 -12.1665289585
3 11770 -0.000479975429542 1.61542877782e-05 -56.2242300841 -12.1614845243
4 11785 -0.000635072324317 1.60930728026e-05 -56.0829285531 -12.1421334842
5 11873 -0.000789004260647 1.59684866113e-05 -55.9434810296 -12.1339465835
6 12114 -0.0009402182366 1.63390676688e-05 -55.8072581754 -12.1395447119
7 11904 -0.00109630200523 1.60315160819e-05 -55.6674342525 -12.1367235734
8 12068 -0.00124840086778 1.60189024867e-05 -55.5319418176 -12.085006094
9 12250 -0.00139924725151 1.63533409926e-05 -55.3983015657 -12.1289076112
10 12020 -0.00155471026493 1.621131806e-05 -55.2613323736 -12.1354320254
11 11965 -0.0017091738749 1.59686093114e-05 -55.1260025148 -12.1333282268
12 12208 -0.00185980747552 1.64890388213e-05 -54.9947507101 -12.0302257975
13 11815 -0.0020179141205 1.59576227335e-05 -54.8577484459 -12.0970745257
14 12068 -0.00216931215223 1.65242369403e-05 -54.7272838946 -12.0901413766
15 11638 -0.00232895734575 1.56017539746e-05 -54.5904739613 -12.1032618383
16 12325 -0.00247542871114 1.61683129804e-05 -54.465635505 -12.1400633433
17 12323 -0.00262723291581 1.63744156485e-05 -54.3369350037 -12.1148571621
18 12066 -0.00278260048978 1.60516541476e-05 -54.2059277717 -12.1265947138
19 12207 -0.00293401930188 1.64600754854e-05 -54.0789398647 -12.0692612745
20 11849 -0.00309162307319 1.59978199194e-05 -53.9474821492 -12.0811985072
21 12053 -0.00324349413084 1.6088547517e-05 -53.8214926936 -12.12538101
22 12149 -0.00339562735832 1.61215886526e-05 -53.6959559384 -12.1025444133
23 12204 -0.00354772431976 1.61063314257e-05 -53.5711143337 -12.1056436681
24 12279 -0.00369921721815 1.59841787545e-05 -53.4474245205 -12.1802941532
25 12508 -0.00384817499353 1.64864047131e-05 -53.3264379091 -12.1289480664
26 12109 -0.00400432825526 1.598037413e-05 -53.2002759107 -12.0768080489
27 12340 -0.00415426334341 1.60389170454e-05 -53.0797771283 -12.1307056266
28 12501 -0.00430377615971 1.6472674281e-05 -52.9602365411 -12.0816928881
29 12119 -0.00445973443522 1.61794673483e-05 -52.8361959569 -12.0894657277
30 12103 -0.00461301572915 1.61466502408e-05 -52.7149294907 -12.1106609839
31 12127 -0.00476583254503 1.62304559043e-05 -52.5946620019 -12.0819093273
32 12048 -0.0049199442948 1.59932051407e-05 -52.4740090061 -12.053233216
33 12262 -0.0050704771719 1.61106753195e-05 -52.3567674271 -12.1250792902
34 12332 -0.00522168544742 1.64326146852e-05 -52.2396016003 -12.0697211064
35 12003 -0.00537800900865 1.62383888645e-05 -52.1191013197 -12.060067625
36 11916 -0.00553305285153 1.54157250573e-05 -52.0002144231 -12.1203335036
37 12860 -0.00567473304312 1.65296743166e-05 -51.8921165223 -12.0874521249
38 12395 -0.0058294776854 1.60892595876e-05 -51.7746375434 -12.1008033974
39 12492 -0.00597950948059 1.61537853385e-05 -51.6613169947 -12.11114886
40 12508 -0.00613004908392 1.63743402623e-05 -51.5481830115 -12.0448498833
