100 100000 0.5 reinforce cheb_reinforce 30000000

1 100 0 3.07308873043e-05 -56.6666666667 -11.9730221773
2 78347 -0.000173791681352 2.60135755449e-05 -56.5055599465 -12.1197901102
3 28046 -0.000419674874177 1.63840573946e-05 -56.2793850016 -12.1630930743
4 27433 -0.000576260780067 1.62529902425e-05 -56.1364142751 -12.155472324
5 27192 -0.000732279355146 1.59087801446e-05 -55.9947768759 -12.1236360262
6 27912 -0.000883012869796 1.6247843429e-05 -55.8587038275 -12.1321831415
7 27682 -0.00103759758405 1.61448096936e-05 -55.7199299589 -12.1383425257
8 27742 -0.00119103468693 1.63174505334e-05 -55.5829567465 -12.1142905464
9 27320 -0.00134730736496 1.60521162326e-05 -55.4442345705 -12.1379775476
10 27638 -0.00150015029627 1.59454529595e-05 -55.3093143177 -12.1195116152
11 28264 -0.00165028658214 1.61339365688e-05 -55.177506497 -12.1205577085
12 28357 -0.00180194975166 1.64587888998e-05 -55.045079958 -12.121380588
13 27528 -0.00195897886574 1.5568987722e-05 -54.9087261924 -12.1355799606
14 29249 -0.00210308076732 1.65552431084e-05 -54.7842707628 -12.1168305413
15 28117 -0.00225936543154 1.61097008187e-05 -54.6500159275 -12.1304658389
16 28279 -0.00241100952664 1.64023917284e-05 -54.5204603217 -12.1438287566
17 27609 -0.00256726873394 1.59732623964e-05 -54.3876902505 -12.090280979
18 28155 -0.00271795841229 1.62304237307e-05 -54.260347105 -12.129326895
19 27972 -0.00287157376713 1.6042741571e-05 -54.1312278905 -12.1085746109
20 28325 -0.00302246486223 1.62411956656e-05 -54.0050774926 -12.1395802212
21 28110 -0.00317580395449 1.60253991482e-05 -53.8775643383 -12.1238984525
22 28515 -0.00332602921159 1.62807464985e-05 -53.7533037893 -12.069163963
23 28185 -0.00347953641393 1.61795580578e-05 -53.6270012368 -12.1195021096
24 28147 -0.0036321943858 1.63478755824e-05 -53.5020664149 -12.1222367412
25 27633 -0.0037878680138 1.58113799045e-05 -53.3753451518 -12.113904618
26 28646 -0.00393574522644 1.59966787469e-05 -53.2556026975 -12.1018979804
27 29143 -0.00408407531646 1.64162932004e-05 -53.136107693 -12.1093440994
28 28413 -0.00423823988949 1.64400613162e-05 -53.0125592563 -12.0864695789
29 27634 -0.0043947869533 1.60080803942e-05 -52.8877708592 -12.1107127141
30 28081 -0.00454600378942 1.59799290407e-05 -52.7678667596 -12.0902528583
31 28617 -0.00469553462134 1.6367168107e-05 -52.649908768 -12.1006057238
32 28039 -0.00485025808888 1.65369815118e-05 -52.5284873516 -12.0976093208
33 27004 -0.00500955567942 1.59242612342e-05 -52.4041434827 -12.072259336
34 27675 -0.00516107922223 1.6178379449e-05 -52.2864910438 -12.0935635815
35 27641 -0.00531511694393 1.62893763953e-05 -52.1675043797 -12.0648194833
36 27298 -0.00547118312936 1.53249355588e-05 -52.0475812892 -12.0892518456
37 29734 -0.00561186530117 1.60917450473e-05 -51.9400191898 -12.0952534758
38 29959 -0.00575902987825 1.69172918852e-05 -51.8280444106 -12.1183894391
39 27762 -0.00591975119648 1.60230410289e-05 -51.7063848282 -12.0809612854
40 28168 -0.00607087473516 1.62637708409e-05 -51.5925860514 -12.0882957354
41 27890 -0.00622503072929 1.62608457786e-05 -51.4770940176 -12.0614381792
42 27623 -0.00637990226771 1.60102192813e-05 -51.361661596 -12.0724023641
43 28064 -0.00653118584102 1.60970430698e-05 -51.2494755436 -12.0988443936
44 28262 -0.00668275641369 1.59061848928e-05 -51.1376394034 -12.0945011467
45 29018 -0.00683056541276 1.61109302114e-05 -51.029117201 -12.1308020659
46 29181 -0.00697985739693 1.69431024471e-05 -50.9200419469 -12.0864965804
47 26970 -0.00714316907944 1.52879966153e-05 -50.8013356862 -12.0833683058
48 29487 -0.00728409778346 1.61692268103e-05 -50.6994091404 -12.0537441093
49 29478 -0.00743317393564 1.65138456974e-05 -50.5921006276 -12.076301415
50 28457 -0.00758813550956 1.62000879963e-05 -50.4811081495 -12.0659855698
51 28359 -0.00774041345393 1.60793409009e-05 -50.3725824432 -12.0963072194
52 28610 -0.00789089256832 1.61954116495e-05 -50.2658651302 -12.0539848502
53 28525 -0.00804268293823 1.63682598289e-05 -50.1587441506 -12.0553365218
54 27946 -0.00819767463302 1.58239397532e-05 -50.0499053155 -12.0760853769
55 28934 -0.0083449320988 1.61784706196e-05 -49.947000712 -12.0561928794
56 28898 -0.00849558278666 1.66697797159e-05 -49.8422285031 -12.0534108774
57 27459 -0.00865482343736 1.59329440854e-05 -49.7320319766 -12.029633125
58 28117 -0.00880523457341 1.6360882173e-05 -49.6284606047 -12.0708764426
59 27567 -0.00896121800798 1.56840356617e-05 -49.5215767919 -12.0517905065
60 28950 -0.00910713272224 1.65893343638e-05 -49.4220723787 -12.0256960628
61 27734 -0.00926481815993 1.61498498221e-05 -49.3150590153 -12.020291088
62 27780 -0.00941819842532 1.62162056182e-05 -49.2114798181 -12.0864340383
63 27639 -0.00957260024515 1.58094131523e-05 -49.1077174487 -12.0875068612
64 28658 -0.00972042824672 1.58345026952e-05 -49.0088458388 -12.0727048373
65 29639 -0.00986602007239 1.65402055438e-05 -48.9119189171 -12.0538892089
66 28536 -0.0100210138785 1.60864487038e-05 -48.8092190009 -12.0236724369
67 28768 -0.0101711460335 1.63631619584e-05 -48.7102152747 -12.0598608559
68 28199 -0.0103253937908 1.58964435213e-05 -48.6089807218 -12.0426564769
69 28982 -0.0104732040608 1.60869483304e-05 -48.5124274316 -12.0400092412
70 29216 -0.0106221849597 1.60002654201e-05 -48.415558171 -12.0556160473
71 29712 -0.0107691206525 1.63317252373e-05 -48.3204569599 -12.0267583976
72 29217 -0.0109203653566 1.59288057781e-05 -48.2230182342 -12.0352861357
73 29929 -0.0110661126441 1.67809984218e-05 -48.1295515091 -12.0578581591
74 28120 -0.0112245209624 1.56998531756e-05 -48.0284409909 -12.0426584449
75 29484 -0.0113692557713 1.6214683395e-05 -47.936488309 -12.0249123386
76 29339 -0.0115191037979 1.64606311391e-05 -47.8417169048 -12.0433338288
77 28476 -0.0116735143033 1.57574797258e-05 -47.7445142696 -12.0331329247
78 29682 -0.011818292703 1.60035060627e-05 -47.6537911401 -12.0338811327
79 30176 -0.0119641239168 1.68194422137e-05 -47.5628125673 -12.0440788898
80 28242 -0.0121225524028 1.62678470191e-05 -47.464431755 -12.0018400203
81 27952 -0.012276576732 1.51922076752e-05 -47.3692386669 -12.0360754663
82 30861 -0.0124134711877 1.69941403224e-05 -47.2850047162 -12.0470586924
83 28376 -0.0125731664217 1.61407184426e-05 -47.1871806491 -12.0177369303
84 28449 -0.0127246457299 1.6394213551e-05 -47.0948240116 -12.0350910641
85 27798 -0.0128802951243 1.6256474382e-05 -47.0003625898 -12.0486021845
86 27545 -0.0130353466441 1.53832986485e-05 -46.9067020724 -12.0410839513
87 29825 -0.0131763481079 1.61259360137e-05 -46.8219056787 -12.0262819986
88 29947 -0.0133238559124 1.65493004116e-05 -46.7335783159 -11.9905516567
89 28806 -0.0134782065561 1.59528642229e-05 -46.6415687951 -12.0186716899
90 29436 -0.0136253912682 1.57417694689e-05 -46.5542239286 -12.0353300211
91 30732 -0.0137675338043 1.65427845094e-05 -46.4702330584 -12.0225818941
92 29580 -0.0139197900788 1.62212323515e-05 -46.3806578191 -12.0241129877
93 29415 -0.0140695049013 1.63273007333e-05 -46.292970316 -12.015635228
94 28938 -0.0142214359605 1.59214102899e-05 -46.2043800603 -12.0212892332
95 29666 -0.0143677612154 1.60355723107e-05 -46.1194324863 -12.0268031568
96 30062 -0.0145141621096 1.64824382465e-05 -46.0348058418 -12.0218795055
97 29113 -0.0146670755795 1.6059636436e-05 -45.9468017428 -11.9797126607
98 29429 -0.0148152630171 1.61779881407e-05 -45.8618924962 -11.9788734597
99 29394 -0.0149646332377 1.61954692192e-05 -45.7766765881 -11.9976168505
100 29307 -0.0151143866115 1.57099315137e-05 -45.6916136397 -11.9945694495
101 30697 -0.0152563237523 1.6649002217e-05 -45.6113316917 -12.0169327204
102 29230 -0.015410472785 1.60419003121e-05 -45.5245162514 -12.0100111464
103 29601 -0.0155580671054 1.61209534767e-05 -45.4417547438 -11.9677463234
104 29737 -0.0157060488108 1.60167142733e-05 -45.3591296217 -11.9564245506
105 30191 -0.0158519631381 1.60391197716e-05 -45.2780033104 -11.9833987679
106 30583 -0.0159971437874 1.63762863533e-05 -45.1976222851 -12.0010948012
107 29938 -0.0161469641709 1.62729197632e-05 -45.1150230254 -12.0126244671
108 29616 -0.0162966472847 1.64257072915e-05 -45.032852835 -12.000493546
109 28846 -0.0164497365761 1.60331432473e-05 -44.9491758181 -11.9911235214
110 29238 -0.0165981629554 1.56188064115e-05 -44.8683957777 -11.9708997512
111 30909 -0.0167387905096 1.66587587836e-05 -44.7921745595 -11.9883713077
112 29403 -0.016892576054 1.60165807993e-05 -44.7091695782 -11.9916289747
113 29853 -0.0170393145726 1.58673107436e-05 -44.6303050078 -12.023985734
114 30773 -0.0171824965627 1.63711180544e-05 -44.5536669737 -11.9912043542
115 30140 -0.0173317674506 1.61297451556e-05 -44.4740991748 -11.9868110577
116 30252 -0.0174785654423 1.63546421296e-05 -44.3961753854 -12.0232487062
117 29679 -0.0176288390852 1.61247075151e-05 -44.3167392511 -11.9451768099
118 29804 -0.0177766887809 1.59552342048e-05 -44.2389108118 -11.9501337401
119 30449 -0.0179214271481 1.60945593184e-05 -44.1630318277 -11.9244755465
120 30671 -0.018066899817 1.6322631097e-05 -44.0870766814 -11.9876997002
121 30188 -0.0182156097376 1.6094571904e-05 -44.0097493247 -11.9423360338
122 30408 -0.0183617101258 1.675096052e-05 -43.9340901214 -11.964364621
123 28657 -0.0185183458654 1.56483753431e-05 -43.8533156175 -11.9987493919
124 30204 -0.0186608747663 1.60881719864e-05 -43.7801200967 -11.9722319096
