100 100000 2 0.5 10000000

1 0.000234859221735 -0.00355729005016 inf 0.996311586516 1000 [0.0007726785843260586, -0.014586486853659153, 0.8687412738800049]
2 0.00632373756161 -0.00695824701999 -0.00340095696982 0.991659440848 1100 [0.0007726785843260586, -0.014586486853659153, 0.868740975856781]
3 0.0103595079172 -0.00195832100215 0.00499992601784 0.99898264326 1200 [0.0007726785843260586, -0.014586486853659153, 0.8687365055084229]
4 0.00469526931765 -0.00112818222825 0.000830138773897 1.00133468824 1300 [0.0007726785843260586, -0.014586486853659153, 0.868730366230011]
5 0.000489892104882 -0.00738786584783 -0.00625968361958 0.991148464734 1400 [0.0007726785843260586, -0.014586486853659153, 0.8687340617179871]
6 0.00840802860235 -0.00390851967672 0.00347934617111 0.993960594606 1500 [0.0007726785843260586, -0.014586486853659153, 0.8687340617179871]
7 0.00201376796908 -0.00479964703222 -0.000891127355492 0.995066521633 1600 [0.0007726785843260586, -0.014586486853659153, 0.8687381148338318]
8 0.00323669554911 -0.00357990366621 0.001219743366 0.996293866417 1700 [0.0007726785843260586, -0.014586486853659153, 0.8687402009963989]
9 0.0208732054688 -0.0473379566235 -0.0437580529572 0.966356056636 1800 [0.0007726785843260586, -0.014586486853659153, 0.8687376379966736]
10 0.0106052103157 0.00486048808926 0.0521984447127 1.00790491056 1900 [0.0007726785843260586, -0.014586486853659153, 0.8687366843223572]
11 0.00311501526755 0.00319888056246 -0.0016616075268 1.00728967711 2000 [0.0007726785843260586, -0.014586486853659153, 0.8687372803688049]
12 0.00866817534625 -0.0033101835288 -0.00650906409126 0.9933065618 2100 [0.0007726785843260586, -0.014586486853659153, 0.8687376976013184]
13 0.00779942498817 0.00278383763227 0.00609402116107 1.00376996005 2200 [0.0007726785843260586, -0.014586486853659153, 0.8687370419502258]
14 0.00424279421774 -0.000211273990837 -0.00299511162311 1.00099092537 2300 [0.0007726785843260586, -0.014586486853659153, 0.8687364459037781]
15 0.00294267152828 -0.000251511437301 -4.02374464638e-05 0.99886947399 2400 [0.0007726785843260586, -0.014586486853659153, 0.8687360286712646]
16 0.0114207313057 -0.00652225482789 -0.00627074339059 0.992961448331 2500 [0.0007726785843260586, -0.014586486853659153, 0.868735671043396]
17 0.00287823518841 -0.00306425533613 0.00345799949176 0.995965363343 2600 [0.0007726785843260586, -0.014586486853659153, 0.8687348961830139]
18 0.00785023506359 -0.0051620875465 -0.00209783221037 0.99533535718 2700 [0.0007726785843260586, -0.014586486853659153, 0.86873459815979]
19 0.00509208894588 -0.00414729480608 0.00101479274043 0.995628810564 2800 [0.0007726785843260586, -0.014586486853659153, 0.8687352538108826]
20 0.00359123161138 -0.00583321248994 -0.00168591768387 0.994477713784 2900 [0.0007726785843260586, -0.014586486853659153, 0.8687347769737244]
21 0.00206494648718 4.67434353802e-05 0.00587995592532 1.00215681485 3000 [0.0007726785843260586, -0.014586486853659153, 0.8687343597412109]
22 0.0106868143872 -0.00163780857906 -0.00168455201444 1.00031223432 3100 [0.0007726785843260586, -0.014586486853659153, 0.8687341213226318]
23 0.044418117084 -0.0357821561906 -0.0341443476116 0.986692998677 3200 [0.0007726785843260586, -0.014586486853659153, 0.8687335848808289]
24 0.00473145885879 -0.00649064864058 0.0292915075501 0.991805032005 3300 [0.0007726785843260586, -0.014586486853659153, 0.8687373399734497]
25 0.00341232322887 -0.00728939679655 -0.000798748155967 0.990741230812 3400 [0.0007726785843260586, -0.014586486853659153, 0.8687368631362915]
26 0.00232485989276 -0.00462808867829 0.00266130811826 0.994890582249 3500 [0.0007726785843260586, -0.014586486853659153, 0.8687372207641602]
27 0.00152823039266 -0.00255068428429 0.002077404394 0.996506406827 3600 [0.0007726785843260586, -0.014586486853659153, 0.868736982345581]
28 0.0133675358656 -8.45635289368e-05 0.00246612075536 0.99894880844 3700 [0.0007726785843260586, -0.014586486853659153, 0.8687368035316467]
29 0.00575144642081 -0.00104960408751 -0.000965040558578 0.998942859708 3800 [0.0007726785843260586, -0.014586486853659153, 0.8687373995780945]
30 0.000273218624013 -0.0051810686219 -0.00413146453438 0.992867097596 3900 [0.0007726785843260586, -0.014586486853659153, 0.8687369227409363]
31 0.000756956752251 -0.000962097328245 0.00421897129365 1.00011458372 4000 [0.0007726785843260586, -0.014586486853659153, 0.8687368631362915]
32 0.00366359544075 -0.00464890771711 -0.00368681038886 0.993559980712 4100 [0.0007726785843260586, -0.014586486853659153, 0.8687368631362915]
33 0.00217636220878 -0.000144838810431 0.00450406890668 1.00054634882 4200 [0.0007726785843260586, -0.014586486853659153, 0.8687365651130676]
34 0.00116084181712 -0.00137434519944 -0.00122950638901 0.999117283346 4300 [0.0007726785843260586, -0.014586486853659153, 0.8687368035316467]
35 0.00136223235327 -0.00066526334005 0.000709081859389 1.00105691049 4400 [0.0007726785843260586, -0.014586486853659153, 0.8687369227409363]
36 0.00302211347321 -0.00379169387459 -0.00312643053454 0.99588843009 4500 [0.0007726785843260586, -0.014586486853659153, 0.868736743927002]
37 0.00139356320359 -0.00757195661563 -0.00378026274104 0.988594058556 4600 [0.0007726785843260586, -0.014586486853659153, 0.8687370419502258]
38 0.00773533428945 0.000742054713141 0.00831401132877 1.00101890116 4700 [0.0007726785843260586, -0.014586486853659153, 0.8687368631362915]
39 0.00507579117907 0.00227763969267 0.00153558497953 1.00454193677 4800 [0.0007726785843260586, -0.014586486853659153, 0.8687365055084229]
40 0.00408420939627 0.0110110768739 0.00873343718123 1.01049117265 4900 [0.0007726785843260586, -0.014586486853659153, 0.8687368631362915]
41 0.00379094643019 -0.0038329537227 -0.0148440305966 0.99759124769 5000 [0.0007726785843260586, -0.014586486853659153, 0.8687373399734497]
42 0.0186426756097 -0.00537943285872 -0.00154647913602 0.992464442737 5100 [0.0007726785843260586, -0.014586486853659153, 0.868736982345581]
43 0.00255341553911 -0.000989673416725 0.00438975944199 1.00094455423 5200 [0.0007726785843260586, -0.014586486853659153, 0.8687362670898438]
44 0.00268948534275 -0.00155087269616 -0.000561199279435 0.998497177867 5300 [0.0007726785843260586, -0.014586486853659153, 0.8687360286712646]
45 0.0023131657236 -0.00130684472155 0.000244027974611 0.998744549375 5400 [0.0007726785843260586, -0.014586486853659153, 0.8687363266944885]
46 0.000880040943115 -0.00498254040965 -0.0036756956881 0.99373488185 5500 [0.0007726785843260586, -0.014586486853659153, 0.8687360882759094]
47 0.00264154494323 -0.000412708829413 0.00456983158023 0.999951873259 5600 [0.0007726785843260586, -0.014586486853659153, 0.8687359690666199]
48 0.000241204855478 -4.81321147155e-05 0.000364576714697 1.00061888584 5700 [0.0007726785843260586, -0.014586486853659153, 0.868735671043396]
49 0.00332026176055 -0.00252661628524 -0.00247848417052 0.99773966465 5800 [0.0007726785843260586, -0.014586486853659153, 0.8687357306480408]
50 0.00378494287187 -0.00436530082373 -0.0018386845385 0.994847251897 5900 [0.0007726785843260586, -0.014586486853659153, 0.8687354326248169]
