Open High Low Close Volume
0.0 125.12 120.38 123.38 10810600.0
0.0 123.91 120.91 121.22 11400700.0
0.0 124.78 122.06 124.38 7817700.0
0.0 125.62 123.5 125.19 6535100.0
0.0 127.94 125.03 126.19 6534400.0
0.0 125.84 122.59 122.84 6937500.0
0.0 123.84 121.78 122.56 7522300.0
0.0 124.0 121.91 123.81 5700300.0
0.0 126.06 123.62 126.06 6047000.0
0.0 126.62 124.16 124.59 7399400.0
0.0 126.97 125.19 126.69 5961700.0
0.0 128.3 125.41 127.33 6456800.0
0.0 128.69 126.91 126.91 9426800.0
0.0 127.22 124.77 126.12 9194500.0
0.0 127.94 125.66 127.41 10290700.0
0.0 127.5 124.78 125.5 7761100.0
0.0 125.66 123.22 124.06 7516100.0
0.0 125.09 123.34 124.31 8528400.0
0.0 124.5 121.52 121.53 8985700.0
0.0 123.0 121.33 122.31 6936700.0
0.0 126.09 122.5 125.12 9181800.0
0.0 125.5 122.62 123.62 10676600.0
0.0 125.62 122.88 122.88 6915500.0
0.0 125.36 122.25 122.75 7858100.0
0.0 124.38 122.22 123.72 9048900.0
0.0 125.75 123.38 124.25 5312200.0
0.0 127.72 124.28 127.56 10695800.0
0.0 128.5 126.59 127.5 7770700.0
0.0 128.84 125.0 125.25 7271000.0
0.0 125.28 122.69 124.06 11633000.0
0.0 124.84 122.81 123.56 9621300.0
0.0 124.31 122.38 123.91 7607200.0
0.0 125.31 122.31 122.81 9651500.0
0.0 123.56 121.78 123.47 7881400.0
0.0 125.48 123.27 125.03 8256400.0
0.0 128.12 126.56 127.55 10703100.0
0.0 128.8 127.25 128.38 4802200.0
0.0 129.94 127.75 128.06 7893400.0
0.0 129.25 127.78 129.19 3960100.0
0.0 131.19 128.88 130.62 6583700.0
0.0 131.03 129.22 129.38 5286500.0
0.0 131.25 129.5 131.22 5394400.0
0.0 131.66 130.47 130.72 4547500.0
0.0 130.94 129.62 130.16 4524100.0
0.0 132.38 129.75 132.25 3506300.0
0.0 132.62 129.69 129.69 5526700.0
0.0 130.59 129.42 129.94 4603800.0
0.0 129.53 125.7 126.19 9713800.0
0.0 127.17 125.62 126.91 6280900.0
0.0 129.5 127.75 129.5 6639600.0
0.0 129.12 127.72 128.56 6159700.0
0.0 131.44 129.16 131.16 5863900.0
0.0 131.22 129.56 130.47 5401400.0
0.0 131.61 128.31 128.38 7413600.0
0.0 129.69 128.12 129.34 7683600.0
0.0 132.59 130.25 132.41 5791100.0
0.0 132.98 131.16 132.09 5381300.0
0.0 133.31 131.38 133.16 6248600.0
0.0 134.94 132.28 134.84 5909100.0
0.0 135.5 133.59 134.88 4365800.0
0.0 136.41 133.22 136.31 8213200.0
0.0 136.47 134.5 135.44 10071400.0
0.0 136.06 132.69 133.16 11551700.0
0.0 133.56 131.0 132.66 11150000.0
0.0 132.91 131.19 131.53 6476200.0
0.0 134.53 128.38 129.5 12487200.0
0.0 131.19 129.0 131.12 9049600.0
0.0 135.62 130.41 134.88 5772200.0
0.0 136.38 134.39 136.16 6897400.0
0.0 136.75 135.0 135.81 4593100.0
0.0 136.81 135.47 136.59 3606500.0
0.0 137.5 135.84 137.25 5147200.0
0.0 137.25 135.0 135.38 5544300.0
0.0 136.06 133.81 134.34 9824300.0
0.0 135.62 131.5 133.25 10991900.0
0.0 135.84 133.09 135.69 10709700.0
0.0 135.81 133.12 133.75 10509300.0
0.0 135.06 131.84 134.81 10032300.0
0.0 135.12 132.38 133.98 13507200.0
0.0 135.12 133.44 135.0 8680700.0
0.0 135.72 133.53 134.33 5580100.0
0.0 136.88 134.72 135.69 7000600.0
0.0 137.22 131.75 136.75 13865800.0
0.0 138.0 136.81 137.34 4485700.0
0.0 135.88 133.5 133.78 8370100.0
0.0 134.48 132.38 134.19 6268100.0
0.0 134.98 132.62 133.94 8218600.0
0.0 135.0 133.25 134.91 5052400.0
0.0 135.59 130.06 134.09 4675400.0
0.0 134.69 132.59 133.34 6414600.0
0.0 133.84 130.39 131.12 7952000.0
0.0 132.34 128.44 129.0 15406400.0
0.0 131.0 128.09 130.44 12575900.0
0.0 130.28 128.0 128.56 14515400.0
0.0 130.75 128.59 130.2 8748000.0
0.0 130.16 128.38 129.75 6705300.0
0.0 130.19 128.02 129.88 6981900.0
0.0 130.88 129.78 130.59 6076600.0
0.0 133.36 130.94 133.22 9787200.0
0.0 134.19 132.91 133.56 5299100.0
0.0 133.8 131.59 132.25 4895700.0
0.0 133.09 131.81 132.12 7409700.0
0.0 131.47 129.59 130.91 7040700.0
0.0 132.22 129.09 129.81 12824800.0
0.0 130.75 129.55 129.94 6823500.0
0.0 131.66 130.08 130.81 5700900.0
0.0 133.88 132.38 133.31 7865800.0
0.0 135.56 132.62 134.56 8162800.0
0.0 134.69 133.38 134.31 2875100.0
0.0 135.25 133.66 134.62 4646400.0
0.0 135.19 133.5 133.69 5862400.0
0.0 133.62 132.12 133.03 9629200.0
0.0 132.94 130.66 132.03 9176900.0
0.0 133.02 131.25 131.7 4087000.0
0.0 133.62 132.5 133.31 5028900.0
0.0 135.19 132.78 134.56 6956200.0
0.0 137.5 133.84 137.0 16856100.0
0.0 138.5 136.06 138.03 9939500.0
0.0 139.5 137.91 139.41 3772800.0
0.0 140.75 138.59 139.38 11221100.0
0.0 139.72 138.52 139.56 3230700.0
0.0 140.62 138.75 139.67 7101500.0
0.0 140.59 139.56 140.5 2934700.0
0.0 140.94 139.5 139.88 4436300.0
0.0 139.92 138.66 139.38 6477600.0
0.0 140.22 138.75 140.16 4382500.0
0.0 141.38 140.31 141.05 3348600.0
0.0 142.16 140.75 141.81 2281500.0
0.0 142.25 140.56 140.88 4287000.0
0.0 140.41 137.53 137.98 7060100.0
0.0 138.91 137.31 137.83 4793700.0
0.0 138.0 135.47 136.02 7804100.0
0.0 137.0 135.12 135.75 4603000.0
0.0 136.12 134.62 134.75 4333400.0
0.0 137.2 135.38 135.88 5908500.0
0.0 137.31 135.59 136.31 3955500.0
0.0 135.25 133.31 134.41 7760600.0
0.0 135.34 132.56 132.75 5994300.0
0.0 134.75 132.5 133.06 6065500.0
0.0 133.84 131.38 132.44 5445400.0
0.0 133.88 130.44 130.62 6497900.0
0.0 131.94 128.84 131.81 10322000.0
0.0 132.0 129.5 130.38 7537700.0
0.0 131.8 129.75 130.09 5565900.0
0.0 130.16 127.0 128.66 9793300.0
0.0 130.53 128.62 130.22 8003400.0
0.0 131.81 129.91 130.14 7036800.0
0.0 133.25 131.12 133.16 5857700.0
