100 500000 0.95 gpomdp hoeffding 30000000

1 100 0 2.97373334633e-05 -56.6666666667 -11.9108432629
2 69276 -0.000314240834003 1.40251767931e-05 -56.3761168991 -12.1523401039
3 86175 -0.000447123555217 1.6327569461e-05 -56.2542634237 -12.136454665
4 84775 -0.000603092998326 1.61555424739e-05 -56.1119975918 -12.1539035925
5 84866 -0.000757336346725 1.61845801227e-05 -55.9721049207 -12.1332536168
6 84707 -0.000912001752504 1.60895947898e-05 -55.8326202615 -12.1351967705
7 85367 -0.00106516373834 1.62664295635e-05 -55.6952652946 -12.1229300146
8 84502 -0.00122079938745 1.5955740681e-05 -55.5564741618 -12.1499945548
9 86325 -0.00137184166067 1.62315894877e-05 -55.4225269194 -12.147708474
10 85753 -0.00152600712109 1.62012901443e-05 -55.2865631405 -12.1201984893
11 85447 -0.00168016002927 1.61260696532e-05 -55.1513649477 -12.1165527456
12 85794 -0.00183328621616 1.62290977273e-05 -55.0178080316 -12.1071020242
13 85247 -0.00198788474213 1.60709321404e-05 -54.8837097799 -12.1350493035
14 86074 -0.0021402394013 1.63187624192e-05 -54.7522821008 -12.1123302158
15 84751 -0.00229614649132 1.60691528733e-05 -54.6185281302 -12.1133109755
16 85589 -0.00244891561138 1.6122661125e-05 -54.4881846474 -12.1278515309
17 85967 -0.00260185592766 1.61942557899e-05 -54.3584015903 -12.1196263797
18 85721 -0.00275569509051 1.61202909971e-05 -54.228563151 -12.1236306344
19 86120 -0.00290847676561 1.61936150018e-05 -54.1003136996 -12.1142523849
20 85880 -0.00306216813488 1.60624000629e-05 -53.9719952746 -12.1196231199
21 86788 -0.00321381400925 1.62229296837e-05 -53.8460620603 -12.112039842
22 86289 -0.00336741817299 1.61726658698e-05 -53.7191830794 -12.1251344046
23 86231 -0.00352059744363 1.61510503332e-05 -53.5933316465 -12.1102088637
24 86362 -0.00367345569025 1.62807296738e-05 -53.4684121285 -12.1124849136
25 85363 -0.00382844059056 1.60746219966e-05 -53.3424306892 -12.1244777231
26 86159 -0.00398075517213 1.6053569461e-05 -53.2192778091 -12.1000935374
27 87148 -0.0041320042848 1.63106956641e-05 -53.0976267356 -12.092688311
28 85879 -0.00428680776682 1.61823164195e-05 -52.9737724129 -12.1142557236
29 85737 -0.00444051911703 1.60412703181e-05 -52.8514428986 -12.0936212816
30 86830 -0.00459192929804 1.62110640167e-05 -52.7315739971 -12.0871358066
31 86434 -0.00474529164405 1.60986048222e-05 -52.6107912753 -12.0978890142
32 87028 -0.00489707006551 1.61859571736e-05 -52.4918770597 -12.0806622961
33 86852 -0.005049825912 1.61183782652e-05 -52.3728160503 -12.1117591387
34 87273 -0.00520157681555 1.61855864465e-05 -52.2551484467 -12.0864713321
35 87100 -0.00535411173413 1.61406977989e-05 -52.1374810474 -12.0686610519
36 87324 -0.00550602822552 1.62652316872e-05 -52.020892066 -12.0822044747
37 86450 -0.00565988935255 1.61631188833e-05 -51.9034176802 -12.0998924872
38 86476 -0.0058127615154 1.60383616124e-05 -51.7872987442 -12.0797090942
39 87604 -0.00596347376603 1.61723196621e-05 -51.6734017851 -12.0880827488
40 87548 -0.00611549309869 1.62181284788e-05 -51.5590973486 -12.0761066703
41 87087 -0.00626834659858 1.6132689793e-05 -51.4447488894 -12.0861333175
42 87382 -0.0064201373628 1.59860323222e-05 -51.3317697922 -12.0852600096
43 88993 -0.00656918069111 1.63870297145e-05 -51.2213883587 -12.0736575227
44 87020 -0.00672368498785 1.60509788892e-05 -51.107536351 -12.1004920212
45 88042 -0.00687413992193 1.61893683555e-05 -50.9972254574 -12.0774087816
46 87834 -0.00702607185709 1.63157654628e-05 -50.8863854031 -12.072368638
47 86510 -0.00718035722789 1.58984118258e-05 -50.7743936368 -12.088598767
48 88893 -0.00732866762261 1.62003991212e-05 -50.6672718719 -12.0642156912
49 88584 -0.00748005828354 1.6272785566e-05 -50.5584601027 -12.0665807297
50 87630 -0.00763295076476 1.61149177825e-05 -50.4491132588 -12.0775190566
51 88086 -0.00778396757177 1.61266499101e-05 -50.3416409405 -12.0781146618
52 88439 -0.00793479240255 1.61414402715e-05 -50.2348301344 -12.0693820881
53 88660 -0.00808556708599 1.62549694769e-05 -50.1285753207 -12.0551929666
54 87864 -0.00823808880445 1.61283469796e-05 -50.0216149417 -12.0566064255
55 88201 -0.00838913295227 1.61704967622e-05 -49.9162079511 -12.0652303786
56 88161 -0.0085406058433 1.6217309632e-05 -49.8110148791 -12.0676025171
57 87704 -0.00869291298909 1.60171206638e-05 -49.7057567911 -12.0690583011
