100 100000 0.75 gpomdp bernstein 30000000

1 100 0 2.60275523219e-05 -56.6666666667 -12.1062505434
2 4062 0.000237844344373 2.71818274404e-05 -56.8888424263 -12.0922887701
3 3838 0.000504486840191 2.60806384033e-05 -57.1402727125 -12.1633697369
4 3879 0.000757491105327 2.63630744434e-05 -57.3811757611 -12.1469243544
5 3866 0.00101299966506 2.58541405069e-05 -57.6268025209 -12.1831315724
6 3968 0.00125755251533 2.6905512252e-05 -57.8641303482 -12.1084735577
7 3824 0.00152155397867 2.61184249194e-05 -58.1228194266 -12.078526513
8 3868 0.0017745812793 2.61483442322e-05 -58.373214004 -12.2248781339
9 3906 0.00202537830197 2.62898192725e-05 -58.6238114463 -12.0855492932
10 3911 0.00227729598681 2.61895473095e-05 -58.8779792591 -12.2393630608
11 3924 0.00252868360192 2.65604646064e-05 -59.1340963869 -12.1864516823
12 3866 0.00278598701645 2.59265399027e-05 -59.3988484893 -12.1678506385
13 3951 0.00303222069529 2.59251076432e-05 -59.6547173151 -12.2453846638
14 4032 0.0032740236668 2.6985636556e-05 -59.9084030776 -12.1051446596
15 3868 0.00353568639295 2.65359800872e-05 -60.1856673129 -12.1554737949
16 3808 0.00379741695856 2.57546554376e-05 -60.4658988819 -12.1812594805
17 3939 0.00404214742018 2.6637301867e-05 -60.7305886555 -12.1977370155
18 3852 0.00430218507138 2.55774524709e-05 -61.0146943047 -12.2144923035
19 4010 0.0045422930067 2.66204921653e-05 -61.2796818475 -12.2593520324
20 3922 0.00479776330649 2.57490787981e-05 -61.5644668608 -12.2381720342
21 4050 0.00503641595172 2.68601680989e-05 -61.83319237 -12.2906945851
22 3900 0.00529590677199 2.69425627106e-05 -62.1283738191 -12.2809496038
23 3752 0.00556512972118 2.54705801126e-05 -62.4379726908 -12.2169263522
24 3932 0.0058089658153 2.67636299925e-05 -62.7213658401 -12.2137798758
25 3823 0.00607146872586 2.61601741187e-05 -63.0296804555 -12.2195879909
26 3852 0.00632640609704 2.60018129569e-05 -63.3323623123 -12.1468451928
27 3929 0.00657389028506 2.66647995067e-05 -63.6293108588 -12.1826451852
28 3847 0.00683341997547 2.59431883221e-05 -63.9440627952 -12.2026492532
29 3926 0.00708153051143 2.63596847944e-05 -64.2482242496 -12.2109578125
30 3903 0.00733547322699 2.64139160459e-05 -64.5628874653 -12.2450376417
31 3872 0.00759167621651 2.61240162478e-05 -64.8838438168 -12.2266789823
32 3914 0.00784196531196 2.6819783196e-05 -65.2008346283 -12.2265622107
33 3787 0.0081079701494 2.61168691029e-05 -65.5415221151 -12.1895843251
34 3824 0.0083645150151 2.57226335275e-05 -65.8738583934 -12.2589637774
35 3955 0.00860866218782 2.67954476794e-05 -66.1936250923 -12.2605774359
36 3833 0.00887129684329 2.63972333119e-05 -66.5414703268 -12.1223367468
37 3814 0.00913051740477 2.58840083817e-05 -66.8887888577 -12.1876056534
38 3908 0.00937903833524 2.6880962526e-05 -67.2255622008 -12.2707203026
39 3772 0.00964630010335 2.56523671177e-05 -67.5919448713 -12.2317293694
40 3912 0.00989293152151 2.628010656e-05 -67.9339866505 -12.2286396589
41 3909 0.0101456609872 2.63898709577e-05 -68.2884779753 -12.2726330405
42 3878 0.0104016920667 2.67981885682e-05 -68.6517922879 -12.2243015638
43 3764 0.0106685705858 2.55700170158e-05 -69.0350706971 -12.3481372614
44 3919 0.0109143044435 2.67565261295e-05 -69.3921818323 -12.281830158
45 3813 0.0111774279669 2.60246930198e-05 -69.7791090256 -12.2471617953
46 3867 0.011430607073 2.68416207081e-05 -70.1559289099 -12.2137904695
47 3744 0.0116993623354 2.59589604483e-05 -70.5608675969 -12.3432808576
48 3815 0.0119550877292 2.65087961946e-05 -70.9509806182 -12.2623267651
49 3765 0.0122192476084 2.60981778738e-05 -71.3589749868 -12.2597164799
50 3810 0.0124762486027 2.63328888641e-05 -71.7608942506 -12.2405717669
51 3802 0.0127359931087 2.62903221434e-05 -72.1721906064 -12.187281921
52 3802 0.0129955142274 2.62663105601e-05 -72.5883366696 -12.2787645776
53 3808 0.0132542795679 2.63345467621e-05 -73.0085479818 -12.2556329875
54 3789 0.0135158412118 2.62009341616e-05 -73.4387583312 -12.2871432172
55 3812 0.0137735329796 2.66437796817e-05 -73.8680733937 -12.2320967245
56 3731 0.0140415483934 2.55740721152e-05 -74.3204605148 -12.3749715465
57 3891 0.0142885191913 2.64371163753e-05 -74.7427303696 -12.2529588807
58 3848 0.0145470614996 2.61449689055e-05 -75.1904471662 -12.364056046
59 3871 0.014801393947 2.61752160417e-05 -75.636633968 -12.3776867184
60 3897 0.0150534943998 2.69171356314e-05 -76.0846534945 -12.2186596725
61 3750 0.0153229360303 2.62175998941e-05 -76.5699445826 -12.2130742006
62 3763 0.0155846494866 2.63756662794e-05 -77.0478304904 -12.2331926532
63 3749 0.0158481884466 2.61469831437e-05 -77.5356711003 -12.2470165652
64 3776 0.0161085181345 2.58928068156e-05 -78.0242293843 -12.3613715965
65 3862 0.0163606232334 2.64799084995e-05 -78.5037896768 -12.2664184512
66 3808 0.0166225405653 2.65998394601e-05 -79.0088619335 -12.31547941
67 3749 0.0168877900537 2.60117959818e-05 -79.527620073 -12.2855755413
68 3807 0.0171446156648 2.62175564899e-05 -80.0370128414 -12.4092844768
69 3817 0.0174029302328 2.67026675146e-05 -80.5565646518 -12.3550366446
70 3730 0.0176709652604 2.64113699499e-05 -81.103471307 -12.3131858692
71 3699 0.0179393015678 2.58686991099e-05 -81.6591291694 -12.4144897483
72 3796 0.0181948041939 2.66208531583e-05 -82.195944874 -12.2899492504
73 3724 0.0184628237115 2.58186162973e-05 -82.7673461189 -12.3191719356
74 3827 0.018716332028 2.65177102807e-05 -83.3157906482 -12.3896040985
75 3780 0.0189791642086 2.64424737078e-05 -83.8927810657 -12.3575207855
76 3746 0.0192439791374 2.6447596116e-05 -84.4829398534 -12.3281011404
77 3709 0.0195116668773 2.56803863517e-05 -85.0887010597 -12.4006685761
78 3846 0.0197623320939 2.68325070077e-05 -85.6645188181 -12.3717828051
79 3715 0.0200339200127 2.60691358295e-05 -86.2979798798 -12.3909143328
80 3763 0.0202940586223 2.66537206096e-05 -86.9142955636 -12.3567388819
81 3676 0.0205666793198 2.55506868743e-05 -87.5704619255 -12.4505053731
82 3838 0.020816826065 2.69045341432e-05 -88.1820079696 -12.2036726809
83 3698 0.0210898279128 2.61241509775e-05 -88.8600232651 -12.3043428131
84 3739 0.0213516234786 2.66315110661e-05 -89.5208417164 -12.2820154777
85 3659 0.0216251834525 2.54973313578e-05 -90.2227566453 -12.4199905315
86 3832 0.0218752236649 2.68531458993e-05 -90.8747637406 -12.3682579882
87 3698 0.0221482804687 2.59331309283e-05 -91.598463708 -12.4134145304
88 3770 0.0224071939066 2.66197969663e-05 -92.2962141225 -12.3804597124
89 3698 0.0226770968192 2.65945568532e-05 -93.0358392243 -12.2402950717
90 3638 0.022950752532 2.59334818534e-05 -93.7988533882 -12.3938529676
91 3713 0.0232131300329 2.65141876e-05 -94.5431357947 -12.3255041574
