1000 1000 0.95 gpomdp cheb_gpomdp 30000000

1 1000 0 5.18225590131e-06 -56.6666666667 -11.9638256401
2 1000 -4.753625017e-05 5.46231019949e-06 -56.6224969146 -12.0665279429
3 1000 -9.85984184261e-05 5.1939904425e-06 -56.5751375956 -12.1014818763
4 1000 -0.000146280464781 5.36338225928e-06 -56.5309940964 -12.3105569687
5 1000 -0.000196086042112 5.66273045722e-06 -56.4849677655 -12.0479474968
6 1000 -0.00024973122796 5.96510665334e-06 -56.4354879032 -12.1127180796
7 1000 -0.000307368476147 6.23047503015e-06 -56.3824351033 -12.1470573292
8 1000 -0.000368604206458 6.33495067395e-06 -56.3261935343 -12.1820742878
9 1000 -0.000431281226527 4.76464955631e-06 -56.2687595394 -11.9937004274
10 1000 -0.000473738882064 6.35180933333e-06 -56.2299287739 -12.2915227828
11 1000 -0.000536649781979 6.05088922847e-06 -56.1725033524 -12.0539889202
12 1000 -0.000595440510335 5.30084595955e-06 -56.1189587232 -12.1488477117
13 1000 -0.000644457995002 5.73289335532e-06 -56.0744034998 -12.1112135986
14 1000 -0.000699019277832 5.35712114019e-06 -56.0249032636 -12.1946072515
15 1000 -0.000748745733697 5.77749459974e-06 -55.9798754981 -12.0463690391
16 1000 -0.000803892564656 5.81971376002e-06 -55.9300352942 -12.1613789405
17 1000 -0.000859595967784 5.98612892594e-06 -55.8797940175 -11.9862257171
18 1000 -0.000917515033204 6.28725173889e-06 -55.8276626548 -12.2070515739
19 1000 -0.000979532295662 5.85710568487e-06 -55.7719646501 -12.1671524666
20 1000 -0.00103573050214 5.79216063214e-06 -55.7216014155 -12.1295274894
21 1000 -0.00109107042093 5.84620678747e-06 -55.6721079816 -12.1168784621
22 1000 -0.0011471242221 5.30419256194e-06 -55.6220775697 -12.2005020992
23 1000 -0.0011961837588 5.6746419822e-06 -55.5783734086 -12.0073561081
24 1000 -0.00124998403643 5.63896197122e-06 -55.5305354337 -12.1785698005
25 1000 -0.00130332027859 5.6684464924e-06 -55.4832021472 -12.2297623916
26 1000 -0.00135703986689 5.55625616719e-06 -55.4356210617 -11.9307904372
27 1000 -0.00140930658634 5.81849416105e-06 -55.3894155758 -12.145947816
28 1000 -0.00146499388021 5.84696774518e-06 -55.3402822231 -12.050632489
29 1000 -0.00152105775887 5.29974576797e-06 -55.2909163942 -12.1645525419
30 1000 -0.001570061422 5.64081200115e-06 -55.2478490523 -12.0895859736
31 1000 -0.00162342168562 5.87491894753e-06 -55.2010393695 -12.0403385549
32 1000 -0.00167985623097 4.81069267657e-06 -55.1516306529 -12.0513664642
33 1000 -0.00172286336589 5.5436739618e-06 -55.1140450476 -12.1255327559
34 1000 -0.00177496812321 5.26670885592e-06 -55.0685865077 -11.9973871042
35 1000 -0.00182355744491 5.058183809e-06 -55.0262716346 -12.1347159126
36 1000 -0.00186956251757 5.63646971199e-06 -54.9862752921 -12.0087411122
37 1000 -0.00192286640609 5.85910063058e-06 -54.9400159198 -12.2192757793
38 1000 -0.00197909106084 5.25082862089e-06 -54.8913174764 -12.0990449496
39 1000 -0.00202748169554 4.71668485924e-06 -54.8494828385 -12.0475054093
40 1000 -0.00206936968678 6.11133321552e-06 -54.8133283061 -12.0347155479
41 1000 -0.00212897876981 5.79403090251e-06 -54.7619715296 -12.0956410323
42 1000 -0.00218434333131 5.44684976371e-06 -54.7143695043 -12.0983375971
43 1000 -0.0022352083201 5.80382939896e-06 -54.6707189872 -12.2508588251
44 1000 -0.00229070205846 6.24527021243e-06 -54.623186439 -12.1619335395
45 1000 -0.00235214104861 5.75064423565e-06 -54.570671012 -12.1372937274
46 1000 -0.00240693507567 5.10614108607e-06 -54.5239321591 -12.2641367562
47 1000 -0.00245352974791 5.18404239804e-06 -54.4842588416 -11.9670734411
48 1000 -0.00250108818353 5.92349586719e-06 -54.443832565 -12.1001959686
49 1000 -0.00255816925577 5.68785001362e-06 -54.3954017143 -11.9864793684
50 1000 -0.00261214171333 5.21432057121e-06 -54.3496984412 -11.9352516685
51 1000 -0.00266007675339 5.60057176299e-06 -54.309180771 -12.1709082571
52 1000 -0.00271291548669 4.89007205445e-06 -54.2645977526 -12.1179105169
53 1000 -0.00275687600995 6.02616990919e-06 -54.2275691979 -12.0327061551
54 1000 -0.00281533339472 5.74583687669e-06 -54.1784187191 -12.2764050083
55 1000 -0.00287006435017 5.51017222603e-06 -54.1324932077 -12.0554464053
56 1000 -0.00292173882263 5.43103202753e-06 -54.0892136928 -12.2791273489
57 1000 -0.00297240238184 5.41543826717e-06 -54.0468572725 -12.1285265901
58 1000 -0.00302286766727 5.60231863157e-06 -54.0047416288 -12.1303870223
59 1000 -0.0030757289988 5.616047133e-06 -53.9607064388 -12.2885115086
60 1000 -0.00312876806043 5.09633024283e-06 -53.9166053053 -12.2592668471
61 1000 -0.00317524188578 5.45535736073e-06 -53.8780304892 -11.9470712993
62 1000 -0.00322621534216 5.8959459507e-06 -53.8357930616 -12.0439265291
63 1000 -0.00328292937853 5.99912064567e-06 -53.7888874694 -12.138928052
64 1000 -0.00334102288536 5.47054146285e-06 -53.7409374267 -11.894370918
65 1000 -0.00339219015457 5.41278608115e-06 -53.6987848704 -12.143377541
66 1000 -0.00344262174759 5.60437053778e-06 -53.6573120524 -12.0602509658
67 1000 -0.00349550962831 5.58513619877e-06 -53.6138976475 -12.3008887655
68 1000 -0.00354814884588 5.51868794949e-06 -53.5707668074 -12.1321481423
69 1000 -0.00359993255913 6.13747297703e-06 -53.5284140628 -12.2370201991
70 1000 -0.00365989698467 4.80564926122e-06 -53.4794657961 -12.0426868552
71 1000 -0.00370284380532 5.60290787158e-06 -53.4444714921 -12.1683073702
72 1000 -0.00375571276037 5.05612653012e-06 -53.4014640055 -12.2632100546
73 1000 -0.00380169260344 5.92361627887e-06 -53.3641247634 -12.0305286682
74 1000 -0.00385877528197 5.7645135363e-06 -53.3178519406 -11.9909743631
75 1000 -0.00391375143374 5.65945538477e-06 -53.2733731896 -12.1621395856
76 1000 -0.00396735400818 5.94246944321e-06 -53.2300871895 -12.2455937562
77 1000 -0.00402468841331 5.47352205817e-06 -53.1838763617 -12.0825695969
78 1000 -0.00407589376102 5.75749263176e-06 -53.142682821 -12.2212957644
79 1000 -0.00413077768767 6.28371871523e-06 -53.0986107461 -12.2013981675
80 1000 -0.00419274619801 5.6861026706e-06 -53.048949909 -12.1059930561
81 1000 -0.00424669586469 5.92944296028e-06 -53.0058015577 -12.1633309149
82 1000 -0.00430385629298 6.39237362631e-06 -52.9601726367 -12.1118298581
83 1000 -0.00436733143181 5.18300362688e-06 -52.9096079464 -11.9204521478
84 1000 -0.00441487696707 5.61345932831e-06 -52.8718050611 -12.2503937009
85 1000 -0.00446788250883 5.64807450992e-06 -52.8297336701 -12.0004553399
86 1000 -0.00452133711276 5.88332719415e-06 -52.7873832502 -12.0146355913
87 1000 -0.00457788335382 6.58314200594e-06 -52.7426677862 -12.0937308058
88 1000 -0.00464404037842 5.34908195594e-06 -52.6904621064 -12.231012967
89 1000 -0.0046936653146 5.3577103571e-06 -52.6513796577 -12.1712647965
90 1000 -0.0047433992143 5.42570458754e-06 -52.6122778316 -12.0510808203
91 1000 -0.00479399500152 5.62033355283e-06 -52.5725664471 -12.0210050388
92 1000 -0.00484708960355 5.83842963619e-06 -52.5309674429 -12.0914514096
93 1000 -0.00490304045234 5.16322574143e-06 -52.4872119891 -12.0189449095
94 1000 -0.00495034062199 5.48100170399e-06 -52.4502866333 -12.1463963261
95 1000 -0.00500164157421 5.40665793603e-06 -52.4103051471 -12.0157835676
96 1000 -0.00505199535084 5.12194635829e-06 -52.3711295946 -12.169927114
97 1000 -0.00509878495617 5.46861118732e-06 -52.3347870001 -12.141201117
98 1000 -0.00514992757109 5.44244720291e-06 -52.2951292806 -12.1066058559
99 1000 -0.0052007364647 5.73711678782e-06 -52.2557983886 -12.0500430308
100 1000 -0.00525535308815 5.23586600497e-06 -52.2135953947 -12.1896948569
101 1000 -0.00530355680129 5.69989971239e-06 -52.1764125121 -11.9726595577
102 1000 -0.00535768652893 6.0616381488e-06 -52.1347306787 -11.9623399842
103 1000 -0.00541662244924 5.70065094712e-06 -52.0894345204 -12.1235274568
104 1000 -0.00547076198785 5.74694877826e-06 -52.0479040498 -12.1654621075
105 1000 -0.00552550752866 5.36241354928e-06 -52.0059857623 -12.1381888488
106 1000 -0.00557530086128 4.25385737646e-06 -51.9679264488 -12.1827323125
107 1000 -0.00561183549355 5.67710802683e-06 -51.940041926 -12.0845526615
108 1000 -0.00566566790199 5.37692469206e-06 -51.8990175446 -12.1414620532
109 1000 -0.00571564478032 5.56941873389e-06 -51.8609977785 -12.1713456332
110 1000 -0.00576808114336 5.38973575901e-06 -51.8211755268 -12.1184231842
111 1000 -0.00581822028042 5.1290628083e-06 -51.7831633731 -12.0516358429
112 1000 -0.00586509775615 6.22050361058e-06 -51.7476817639 -11.9938366642
