100 100000 0.95 reinforce iter_bernstein 20000000
11394 946 -0.0986264787503 1.08477454458e-06 -24.4101339735 -11.2731662985
11395 1013 -0.0986341066763 9.73771793729e-07 -24.4092691708 -11.0720115628
11396 933 -0.098641209605 9.65996440489e-07 -24.4084639691 -11.2552238444
11397 916 -0.0986484291053 1.23162501744e-06 -24.4076456321 -11.2721991787
11398 975 -0.0986577045639 8.66453390681e-07 -24.4065943679 -11.2437225472
11399 853 -0.0986644056684 8.374993792e-07 -24.4058349587 -11.3563848315
11400 1152 -0.0986694202016 1.13530412026e-06 -24.405266727 -11.3450313099
11401 1028 -0.0986771722018 1.08073718676e-06 -24.4043883698 -11.3217103097
11402 890 -0.0986855637922 1.05747386902e-06 -24.4034376465 -11.3081236377
11403 977 -0.0986932517613 1.03606016935e-06 -24.4025667347 -11.1874749614
11404 931 -0.0987009437546 1.13256657054e-06 -24.4016954578 -11.3972485389
11405 989 -0.0987091847353 1.15936134095e-06 -24.4007620976 -11.3372408319
11406 873 -0.0987185546373 9.55200762072e-07 -24.3997010042 -11.3450272385
11407 1020 -0.0987250906863 1.09966575347e-06 -24.3989609099 -11.2851315422
11408 1069 -0.0987324074186 1.01404359398e-06 -24.3981324945 -11.1983393076
11409 938 -0.098739793098 1.0015402589e-06 -24.3972963561 -11.4232322709
11410 1047 -0.0987465032943 1.06682484075e-06 -24.3965367621 -11.4474502604
11411 877 -0.0987548431543 9.76860004982e-07 -24.3955927866 -11.1499530629
11412 904 -0.0987622813731 1.00907202777e-06 -24.3947509564 -11.3279366724
11413 888 -0.0987701157747 9.83466494894e-07 -24.3938643793 -11.3566464517
11414 1064 -0.0987766327898 1.1106475225e-06 -24.3931269555 -11.3864515449
11415 1028 -0.0987842514652 1.19194666104e-06 -24.3922649574 -11.221561992
11416 896 -0.0987936674631 9.88574846642e-07 -24.3911997282 -11.3119628741
11417 999 -0.098800586638 1.23238776178e-06 -24.3904170504 -11.2437926913
11418 886 -0.09881057368 1.03114878276e-06 -24.3892874734 -11.3374638394
11419 990 -0.0988179218225 9.83650231026e-07 -24.3884564648 -11.3512016815
11420 904 -0.098825329897 9.32720973415e-07 -24.387618762 -11.248704501
11421 1004 -0.0988317308521 1.12209048087e-06 -24.3868950117 -11.3298234511
11422 958 -0.0988399988127 9.83915704472e-07 -24.3859602536 -11.2167550935
11423 801 -0.098848283593 1.06247837297e-06 -24.3850236989 -11.2668735941
11424 1136 -0.0988552106294 1.15798444524e-06 -24.3842407113 -11.2348978406
11425 949 -0.0988637681885 9.37128919905e-07 -24.3832735212 -11.3202420675
11426 975 -0.0988703371143 9.06023730786e-07 -24.382531166 -11.2760084393
11427 921 -0.0988769362566 1.20820983332e-06 -24.3817854624 -11.2153265803
11428 956 -0.0988861504191 1.0503910771e-06 -24.3807443728 -11.4438476839
11429 980 -0.0988936551539 1.07000650322e-06 -24.3798965239 -11.3714993621
11430 969 -0.0989013848609 1.05981198892e-06 -24.3790233488 -11.1853826106
11431 878 -0.0989097510318 1.12201033697e-06 -24.3780783795 -11.4162787711
11432 953 -0.0989182137095 9.32303466405e-07 -24.3771226184 -11.2795612806
11433 922 -0.0989250518682 1.15694287686e-06 -24.3763504079 -11.2229579528
11434 950 -0.0989337993678 1.01954904266e-06 -24.3753626859 -11.2332139251
11435 926 -0.0989414267412 9.83440597147e-07 -24.3745015383 -11.4411432074
11436 929 -0.0989487001777 8.99077681698e-07 -24.3736804336 -11.1795258005
11437 850 -0.0989557428801 9.00822557784e-07 -24.3728854538 -11.3443579797
11438 1065 -0.09896162851 9.84863984326e-07 -24.3722211423 -11.346597627
11439 1035 -0.0989681553828 1.16041350381e-06 -24.3714845156 -11.4114763606
11440 1098 -0.0989757858851 9.4757772174e-07 -24.3706234151 -11.2096374985
11441 992 -0.0989822120664 9.9148868137e-07 -24.3698982909 -11.3151353418
11442 923 -0.0989895462192 1.1381470694e-06 -24.3690707891 -11.2206214206
11443 919 -0.0989983803823 1.04046845975e-06 -24.3680741524 -11.3568895039
11444 1095 -0.0990051652995 1.13334538217e-06 -24.3673087846 -11.3114200428
11445 915 -0.0990137882066 8.93779778082e-07 -24.3663361851 -11.3358814155
11446 944 -0.099020179359 1.21279622228e-06 -24.365615384 -11.2355578586
11447 904 -0.0990298587764 1.05179854957e-06 -24.3645238475 -11.2850737745
11448 978 -0.0990374482411 1.01301599849e-06 -24.3636680925 -11.1856357621
11449 956 -0.0990447640654 9.59644485947e-07 -24.3628432751 -11.3004145556
11450 940 -0.0990517280231 9.8104035491e-07 -24.3620582045 -11.2280466915
11451 980 -0.0990586357704 1.14643328609e-06 -24.3612795437 -11.1714498662
11452 1016 -0.0990667366494 1.04144941998e-06 -24.3603664824 -11.2142115298
11453 896 -0.0990747154085 1.08685907462e-06 -24.3594672831 -11.2085303804
11454 1136 -0.0990817065774 1.0716454048e-06 -24.3586794642 -11.2395213065
11455 960 -0.0990893755879 9.02565657811e-07 -24.3578153465 -11.1325035522
11456 966 -0.0990956705395 1.00877081036e-06 -24.3571061199 -11.4573062958
11457 1094 -0.0991021702281 1.05044909546e-06 -24.3563738899 -11.2366896994
11458 920 -0.09910997295 9.49935858971e-07 -24.35549495 -11.1900334622
11459 919 -0.0991170206768 9.73884282465e-07 -24.3547011365 -11.3300668888
11460 1039 -0.0991235626562 1.07709612607e-06 -24.353964355 -11.4071225641
11461 908 -0.0991317532134 1.00950574963e-06 -24.3530419965 -11.2248703211
11462 962 -0.0991390766136 1.08707022645e-06 -24.3522173772 -11.2501302766
11463 969 -0.0991469803156 9.32436066998e-07 -24.3513275071 -11.0939680322
11464 956 -0.0991535989792 1.04868307979e-06 -24.3505823914 -11.2845877882
11465 1091 -0.0991604368312 1.02452988223e-06 -24.3498126698 -11.2642782216
11466 886 -0.0991682724902 9.29318714516e-07 -24.3489307149 -11.3526903854
11467 918 -0.0991751787974 9.9905230182e-07 -24.348153442 -11.2753581161
11468 901 -0.0991828382538 9.0091835404e-07 -24.3472914906 -11.4328786599
11469 914 -0.0991894824929 1.07795034634e-06 -24.3465438581 -11.4004723517
11470 875 -0.0991980960553 1.01616951441e-06 -24.3455747306 -11.3691470874
11471 974 -0.0992054246855 1.02391937752e-06 -24.3447502619 -11.3182623298
11472 941 -0.0992129453107 8.99328757972e-07 -24.3439042788 -11.3550703771
11473 926 -0.0992194938165 9.96764845532e-07 -24.3431677178 -11.2621192698
11474 1027 -0.0992262814222 1.04567780144e-06 -24.3424043321 -11.170697351
11475 949 -0.0992338938935 1.08220532079e-06 -24.3415482591 -11.4002157978
11476 891 -0.0992423918768 9.37601226263e-07 -24.3405927084 -11.1100013176
11477 852 -0.0992498246663 8.91243192805e-07 -24.3397570227 -11.2433476252
11478 952 -0.0992562049292 9.99910768875e-07 -24.3390397419 -11.4014754319
11479 1406 -0.0992614246382 1.10020133009e-06 -24.3384529787 -11.3185907949
11480 943 -0.0992693010046 1.1330563968e-06 -24.3375676509 -11.3433752002
11481 973 -0.0992776391714 1.00374756835e-06 -24.3366305179 -11.1352121536
11482 1022 -0.0992844812327 1.15298921654e-06 -24.3358616122 -11.2694115117
11483 860 -0.0992938625365 9.97054476954e-07 -24.3348074639 -11.5431525463
11484 1068 -0.0993005049829 1.14067831002e-06 -24.3340611533 -11.2687155778
11485 927 -0.0993091327534 8.73954623828e-07 -24.333091882 -11.3624509129
11486 836 -0.0993160728015 1.13430642509e-06 -24.3323122968 -11.3010908158
11487 903 -0.0993251417297 8.81494658102e-07 -24.3312936816 -11.4656930275
11488 954 -0.0993313840488 9.02976316592e-07 -24.3305926215 -11.2912980248
11489 950 -0.0993377802446 8.93062968398e-07 -24.3298743411 -11.1683928854
11490 816 -0.0993450347649 1.02334912558e-06 -24.3290597476 -11.3027017692
11491 1011 -0.0993522772635 9.86948412696e-07 -24.3282465836 -11.2478140224
11492 1054 -0.0993587482092 1.05982852883e-06 -24.3275201143 -11.3944615867
11493 935 -0.0993665831725 9.94912537614e-07 -24.3266405967 -11.1868657252
11494 950 -0.0993738183756 1.08898210777e-06 -24.325828488 -11.2009280429
11495 839 -0.0993828265063 8.72783192363e-07 -24.3248174896 -11.2920094555
11496 868 -0.0993896037216 1.0145591125e-06 -24.3240569518 -11.2644440584
11497 989 -0.0993968604672 9.88031676486e-07 -24.3232426783 -11.2317366843
11498 1011 -0.0994036252438 1.00552519013e-06 -24.32248368 -11.3043915698
11499 779 -0.0994123229444 9.29807886969e-07 -24.3215079123 -11.2352024404
11500 955 -0.0994191155271 9.61819465185e-07 -24.3207459534 -11.1183652261
11501 927 -0.0994262006357 1.02262892018e-06 -24.3199512548 -11.249282059
11502 955 -0.0994336765433 8.95247704936e-07 -24.3191128047 -11.2533159261
11503 997 -0.09943976041 1.16755085762e-06 -24.3184305395 -11.1911976269
11504 949 -0.0994485313747 1.24043606945e-06 -24.3174470326 -11.2979152572
11505 980 -0.0994577992593 9.519445297e-07 -24.3164079316 -11.2019988328
11506 990 -0.0994643807061 1.10525299816e-06 -24.3156701087 -11.1806238343
11507 868 -0.0994732318759 8.52681107324e-07 -24.3146779384 -11.3534719875
11508 1095 -0.0994785745567 9.00082854641e-07 -24.3140791089 -11.1281585849
11509 927 -0.0994850158572 9.1391755249e-07 -24.313357199 -11.0899787988
11510 951 -0.0994915311721 1.02372406662e-06 -24.3126270578 -11.1081268396
11511 901 -0.0994993564308 9.41814792563e-07 -24.3117502019 -11.4696019575
11512 987 -0.0995059470248 1.09556336256e-06 -24.3110117677 -11.3127194089
11513 870 -0.099514686494 9.78120589511e-07 -24.3100326669 -11.1869775558
11514 956 -0.0995217996435 9.66080223832e-07 -24.3092358512 -11.2448154885
11515 911 -0.0995290091848 8.57718101698e-07 -24.3084283157 -11.3225915349
11516 974 -0.0995349180449 9.41618578944e-07 -24.307766527 -11.2040346315
11517 883 -0.0995421167928 1.00410971489e-06 -24.3069603431 -11.2192583278
11518 1038 -0.0995489468279 1.13062369695e-06 -24.3061955234 -11.3901649213
11519 912 -0.0995576243349 1.02637578228e-06 -24.3052239275 -11.1290516218
11520 1078 -0.0995643900045 1.03943555472e-06 -24.3044664734 -11.2628177415
11521 947 -0.0995719252183 1.03057531063e-06 -24.303622946 -11.3603621051
11522 963 -0.0995793898049 9.67490320545e-07 -24.3027874094 -11.2081177526
11523 943 -0.0995863976001 8.93238584569e-07 -24.3020030795 -11.1296621424
11524 944 -0.099592780493 1.03192860208e-06 -24.3012887547 -11.182143728
11525 997 -0.09960005368 1.17875236264e-06 -24.3004748699 -11.3827775279
11526 940 -0.0996090037865 1.07133124464e-06 -24.2994734439 -11.22090742
11527 1125 -0.0996158802379 1.22145973148e-06 -24.2987041208 -11.4127601267
11528 860 -0.0996258409051 1.17582818735e-06 -24.2975898685 -11.2930527207
11529 851 -0.0996357743006 1.07117847014e-06 -24.296478816 -11.356035806
11530 928 -0.0996439858218 1.06803971974e-06 -24.2955604678 -11.2028549485
11531 1035 -0.0996513291597 9.80035381715e-07 -24.2947393003 -11.2899961258
11532 914 -0.0996586108875 9.80133655622e-07 -24.2939251025 -11.3282607459
11533 969 -0.0996656122086 9.8712807346e-07 -24.2931423335 -11.3477776184
11534 956 -0.0996727199511 1.11076784868e-06 -24.2923477417 -11.1619770372
11535 984 -0.0996807652184 9.27527734617e-07 -24.2914484335 -11.1273139181
11536 964 -0.099687287182 1.00893383098e-06 -24.2907194734 -11.3673008456
11537 878 -0.0996951640889 1.04449175956e-06 -24.2898391565 -11.2597572357
11538 948 -0.0997029392425 9.46689769706e-07 -24.2889703032 -11.1996960884
11539 978 -0.0997095604492 1.17937047721e-06 -24.2882304721 -11.2344399017
11540 942 -0.0997185324364 1.04438185079e-06 -24.2872280782 -11.3032326165
11541 950 -0.0997262099519 1.07734087299e-06 -24.2863704051 -11.168173816
11542 930 -0.0997343314745 1.00198301355e-06 -24.2854632274 -11.5191167701
11543 1025 -0.0997411641994 1.10064905925e-06 -24.2847000859 -11.4251942269
11544 858 -0.0997500341898 8.86527229881e-07 -24.2837095087 -11.2269416683
11545 934 -0.0997564663941 8.78347878598e-07 -24.2829912509 -11.2102263038
11546 875 -0.099763133624 8.12636197992e-07 -24.2822468146 -11.3300064177
11547 893 -0.09976914766 1.15017157811e-06 -24.2815753686 -11.3797620316
11548 873 -0.099778548729 9.04915940737e-07 -24.2805258811 -11.1703354534
11549 987 -0.0997848418857 8.13475653823e-07 -24.2798234194 -11.2300978868
11550 960 -0.0997904240767 1.18622004183e-06 -24.2792003677 -11.1715023337
11551 1005 -0.0997989799047 1.08686484349e-06 -24.2782455068 -11.2474947991
11552 906 -0.0998073303378 1.04355294838e-06 -24.2773136748 -11.0896986901
11553 1023 -0.0998145807345 1.02661407544e-06 -24.2765046818 -11.1707957237
11554 965 -0.0998219313905 1.16261751621e-06 -24.2756845825 -11.3423816375
11555 1130 -0.099829493852 1.18228908731e-06 -24.2748409372 -11.1382835412
11556 920 -0.0998384976498 1.12722968368e-06 -24.2738366127 -11.1593208859
11557 878 -0.0998475609988 9.59086335798e-07 -24.2728257685 -11.211211345
11558 991 -0.0998542824785 1.11842069369e-06 -24.2720761949 -11.2805642028
11559 1071 -0.0998617687502 1.14888036794e-06 -24.2712414123 -11.3812639572
11560 999 -0.0998699186168 9.51681255076e-07 -24.2703327287 -11.3514699889
11561 964 -0.0998766377234 1.02859051574e-06 -24.2695836452 -11.5089829646
11562 997 -0.0998838609481 9.50705942465e-07 -24.2687784354 -11.2236579798
11563 982 -0.099890458011 1.14897628654e-06 -24.2680430954 -11.2569030884
11564 922 -0.0998993085902 1.02992311198e-06 -24.2670566702 -11.2521023295
11565 1041 -0.0999062964109 1.08017896089e-06 -24.2662779384 -11.2168259834
11566 908 -0.0999145416329 9.22859132127e-07 -24.2653591744 -11.3182898122
11567 915 -0.0999213723205 1.10994204271e-06 -24.2645981089 -11.3443566113
11568 902 -0.0999300625586 1.02329943861e-06 -24.263629956 -11.2085898162
11569 1029 -0.0999370922708 9.62506541663e-07 -24.2628468801 -11.2630252723
11570 917 -0.099944167728 1.00089595776e-06 -24.2620587831 -11.195953526
11571 908 -0.0999517772597 9.48638309868e-07 -24.2612112822 -11.2152498511
11572 853 -0.0999593113786 8.60164706733e-07 -24.2603722658 -11.3589910931
11573 953 -0.0999654121236 9.86469086297e-07 -24.2596929354 -11.3303885865
11574 947 -0.0999725885027 1.16696800978e-06 -24.2588939023 -11.2635592949
11575 968 -0.0999812759422 1.01934649218e-06 -24.2579267277 -11.3858388457
11576 1103 -0.0999878185913 9.64138183429e-07 -24.2571984077 -11.3703849601
11577 926 -0.0999948018478 8.57946892813e-07 -24.2564211106 -11.1894627438
11578 912 -0.100001059994 1.00213683081e-06 -24.2557245866 -11.3348406592
11579 960 -0.100008325867 1.01398857776e-06 -24.2549159772 -11.3500627565
11580 912 -0.100015985575 1.04285018537e-06 -24.254063624 -11.3947174688
11581 928 -0.10002383175 9.4903532161e-07 -24.2531906123 -11.2473278891
11582 877 -0.10003115187 1.07217996538e-06 -24.2523762157 -11.3196803648
11583 854 -0.100039926763 9.29665005088e-07 -24.2514000745 -11.210741139
11584 933 -0.100046764965 1.00912998321e-06 -24.2506394555 -11.2533730157
11585 1049 -0.100053533105 1.06634549475e-06 -24.2498866985 -11.3680480231
11586 1002 -0.100060950324 9.65023801212e-07 -24.2490618291 -11.3145189498
11587 875 -0.100068406149 8.76654896554e-07 -24.2482327492 -11.2522278869
11588 975 -0.100074526745 1.0409498324e-06 -24.2475522074 -11.4039107012
11589 865 -0.100082811569 1.09671765545e-06 -24.2466311169 -11.0955393708
11590 986 -0.100090833407 9.1510374283e-07 -24.2457393624 -11.2560500169
11591 1034 -0.100096845411 1.07787838701e-06 -24.2450710959 -11.1931215122
11592 1042 -0.100104118796 1.15901263517e-06 -24.2442626922 -11.2676025786
11593 852 -0.100113630291 9.42146915022e-07 -24.2432056521 -11.2762166054
11594 996 -0.100120217884 1.02649550107e-06 -24.2424736328 -11.3792128108
11595 958 -0.100127624185 1.10341514031e-06 -24.2416507155 -11.3652462225
11596 866 -0.100136519373 8.82668242834e-07 -24.2406624754 -11.1716259792
11597 1185 -0.100141735407 1.28619523921e-06 -24.240083038 -11.279940423
11598 959 -0.100151350155 1.03579374505e-06 -24.2390150637 -11.2498010142
11599 997 -0.100158619596 1.05272409141e-06 -24.2382076899 -11.2837910449
11600 805 -0.100167543524 1.08424812646e-06 -24.2372166699 -11.4263085058
11601 876 -0.100176354021 9.651889387e-07 -24.2362383632 -11.1978404202
11602 939 -0.100183468161 1.00105418952e-06 -24.2354485023 -11.2094927421
11603 948 -0.100190767951 9.48184233881e-07 -24.2346381078 -11.1223583975
11604 984 -0.100197379819 9.64299586127e-07 -24.2339041522 -11.2420760319
11605 1006 -0.100203976738 1.07522191694e-06 -24.2331719211 -11.3707472264
11606 1034 -0.100211309808 1.20221139421e-06 -24.2323580563 -11.3060732011
11607 811 -0.10022170757 9.25439007723e-07 -24.2312041924 -11.1674205017
11608 803 -0.100229539796 7.96648560556e-07 -24.2303351384 -11.1432656068
11609 877 -0.10023555187 8.42418289527e-07 -24.2296681082 -11.2476935918
11610 951 -0.100241500767 9.25546834567e-07 -24.2290081404 -11.2597248954
11611 845 -0.100248816528 1.00794337182e-06 -24.2281966056 -11.3188591788
11612 905 -0.100256598326 1.04369163234e-06 -24.2273334611 -11.2542457783
11613 923 -0.100264514868 9.12690206204e-07 -24.2264554634 -11.2490246406
11614 886 -0.100271456949 9.38737795664e-07 -24.2256856168 -11.3190032462
11615 988 -0.100278024092 1.12237600127e-06 -24.2249574153 -11.3301811839
11616 942 -0.100286434376 1.00582575838e-06 -24.2240249298 -11.1435944577
11617 1098 -0.100292908027 1.03701143139e-06 -24.223307239 -11.3523638001
11618 979 -0.100300172922 9.34706261519e-07 -24.2225019025 -11.2274808941
11619 940 -0.100306909701 1.02736011394e-06 -24.2217551796 -11.3238484168
11620 1064 -0.100313733998 1.09506132882e-06 -24.2209988247 -11.3780812595
11621 955 -0.100321717189 1.03511171457e-06 -24.2201141145 -11.3112867936
11622 956 -0.100329246693 1.33493219226e-06 -24.2192797694 -11.3402195061
11623 1050 -0.100338867763 9.17149514485e-07 -24.2182137805 -11.2372522687
11624 904 -0.100345608018 9.50192525862e-07 -24.2174670601 -11.287256979
11625 792 -0.100353677011 9.0122027112e-07 -24.2165732242 -11.2274421906
11626 995 -0.100359964604 1.12363793309e-06 -24.2158767884 -11.3153519901
11627 1038 -0.1003677171 1.01871131997e-06 -24.2150181757 -11.1627986092
11628 894 -0.100375469442 8.96199149528e-07 -24.2141596694 -11.1548378444
11629 984 -0.100381684325 9.70473054578e-07 -24.2134714881 -11.1253638475
11630 999 -0.100388347526 9.98818099266e-07 -24.2127337278 -11.4397470511
11631 919 -0.100395787584 1.00139753821e-06 -24.2119100306 -11.2022677311
11632 842 -0.100403912496 9.8968418262e-07 -24.2110106064 -11.2515492511
11633 928 -0.100411352211 9.73291642796e-07 -24.2101871191 -11.3526334199
11634 978 -0.100418216505 9.87645031892e-07 -24.209427397 -11.2882309076
11635 851 -0.100426064988 9.57680872825e-07 -24.208558833 -11.3118531868
11636 862 -0.100433685675 8.89551984806e-07 -24.207715566 -11.3274226125
11637 1280 -0.10043864032 1.08956500756e-06 -24.2071673561 -11.307181862
11638 976 -0.100446285991 1.06672988642e-06 -24.2063214672 -11.3125729106
11639 814 -0.100455277261 9.1312883478e-07 -24.2053268172 -11.045606718
11640 930 -0.100462020331 1.04930672861e-06 -24.2045809508 -11.1161450105
11641 994 -0.100469467399 1.12466282852e-06 -24.2037572918 -11.3037567746
11642 873 -0.100478462359 9.64618562028e-07 -24.202762543 -11.1879647528
11643 990 -0.100485243156 1.11071900684e-06 -24.2020127368 -11.2266570491
11644 983 -0.100493256977 1.18131379822e-06 -24.2011266733 -11.3990638498
11645 964 -0.100502045802 9.42882504305e-07 -24.2001550295 -11.227009656
11646 950 -0.10050878286 1.12666510636e-06 -24.1994102952 -11.2980759232
11647 1065 -0.100516432299 1.01890537315e-06 -24.1985647852 -11.2418064558
11648 912 -0.100524044774 8.40109171456e-07 -24.1977234469 -11.2484499136
11649 1047 -0.100529473839 1.3252148644e-06 -24.1971234737 -11.2138453364
11650 859 -0.100540655806 1.08576784095e-06 -24.1958878772 -11.2806093009
11651 965 -0.100548731638 1.02647101745e-06 -24.1949956208 -11.195064104
11652 1017 -0.100555805725 1.1743428641e-06 -24.1942141213 -11.3155238256
11653 1043 -0.100563928232 1.24334717376e-06 -24.1933168906 -11.2909599258
11654 944 -0.100573410448 1.00027375528e-06 -24.1922695868 -11.2717087693
11655 1107 -0.100579786883 9.80173634298e-07 -24.1915653891 -11.2498564509
11656 945 -0.100586789333 9.57799959033e-07 -24.1907921251 -11.3538857741
11657 1075 -0.100592993141 1.05378690282e-06 -24.1901071139 -11.1676304281
11658 1009 -0.100600235804 1.17312316793e-06 -24.1893074666 -11.3045760412
11659 1082 -0.100608113724 1.17403992221e-06 -24.18843777 -11.3069810449
11660 1044 -0.1006161715 9.40068139751e-07 -24.1875483129 -11.1546087828
11661 999 -0.100622531996 1.14980491913e-06 -24.1868462777 -11.2179517175
11662 980 -0.100630896068 1.13758914869e-06 -24.1859231904 -11.3409072758
11663 887 -0.100639909988 1.04366912719e-06 -24.1849284993 -11.4364850527
11664 1001 -0.100647313648 9.95896508802e-07 -24.1841115913 -11.2939495154
11665 785 -0.100655859042 8.94102611271e-07 -24.1831688068 -11.2129821794
11666 905 -0.100662634396 1.0572908855e-06 -24.1824213815 -11.3192552438
11667 881 -0.10067102176 9.01091450293e-07 -24.1814962209 -11.3616995031
11668 1084 -0.100676789872 1.24959898984e-06 -24.1808600347 -11.2266783038
11669 847 -0.100687271044 9.6230961145e-07 -24.1797041538 -11.4084353843
11670 849 -0.100695027065 8.73917748374e-07 -24.1788489116 -11.1417449941
11671 974 -0.100701129447 8.04893190486e-07 -24.1781760754 -11.1905601952
11672 905 -0.100706922366 7.7626284227e-07 -24.1775374109 -11.2413291174
11673 934 -0.100712380358 1.04983025456e-06 -24.1769357172 -11.2436192381
11674 1031 -0.100719598048 9.91019684098e-07 -24.1761401003 -11.3062023488
11675 876 -0.100727269193 1.03127457738e-06 -24.1752945828 -11.3418912447
11676 1134 -0.100733849641 1.32951434874e-06 -24.1745693516 -11.1757553154
11677 919 -0.100744292229 8.31166778332e-07 -24.173418605 -11.0744605618
11678 960 -0.100750051196 9.55465635302e-07 -24.1727840504 -11.1951583745
11679 1103 -0.100756071258 1.19596793308e-06 -24.1721207792 -11.3337105257
11680 937 -0.100765094387 8.87290166022e-07 -24.1711267398 -11.3094964048
11681 958 -0.100771329054 1.14656912969e-06 -24.1704399634 -11.2851677193
11682 803 -0.10078130291 1.0048144897e-06 -24.1693414178 -11.2071789401
11683 904 -0.100789101667 1.04785849424e-06 -24.1684825453 -11.4035057716
11684 859 -0.10079759264 8.11782726382e-07 -24.1675475414 -11.1866516793
11685 1079 -0.100802692036 1.10050271256e-06 -24.1669860601 -11.2700650728
11686 817 -0.100811916915 8.92714399319e-07 -24.1659704301 -11.3271946689
11687 1119 -0.100817535381 1.09163595116e-06 -24.1653519162 -11.2501251731
11688 855 -0.100826280643 8.56494223952e-07 -24.1643892786 -11.2632373257
11689 924 -0.100832520596 1.08604651036e-06 -24.1637024826 -11.2987901419
11690 1056 -0.100839920801 1.0720780094e-06 -24.1628880587 -11.1430806658
11691 845 -0.100848605582 9.10945759218e-07 -24.1619323645 -11.3088922075
11692 877 -0.100855669191 9.40373852448e-07 -24.1611551498 -11.0248712375
11693 931 -0.100862585801 1.06948697054e-06 -24.1603941808 -11.3736201871
11694 879 -0.100871060904 1.10115277032e-06 -24.1594618415 -11.4165014202
11695 862 -0.100880057351 1.07119437117e-06 -24.1584722653 -11.3676369441
11696 985 -0.100887830674 1.13038600324e-06 -24.1576173241 -11.4004113859
11697 891 -0.100896752524 9.08465952187e-07 -24.156636173 -11.4044382334
11698 1016 -0.100902884326 9.90137066e-07 -24.1559619161 -11.1164047089
11699 1068 -0.100909327231 1.13077652472e-06 -24.1552535096 -11.2328411743
11700 932 -0.100917802799 1.02079959118e-06 -24.154321702 -11.3146153029
11701 931 -0.100925432299 1.1390973706e-06 -24.1534830018 -11.5639686399
11702 1016 -0.100933521345 1.2497313018e-06 -24.1525938777 -11.3844920725
11703 1032 -0.100942410381 1.00407263012e-06 -24.1516169322 -11.3381463271
11704 918 -0.100949869328 1.01651056532e-06 -24.1507972494 -11.319822195
11705 870 -0.100957903009 9.19852322084e-07 -24.1499144993 -11.3030524426
11706 1067 -0.100963912976 1.02498781648e-06 -24.149254179 -11.2001345938
11707 851 -0.100972080037 9.86158364921e-07 -24.1483569421 -11.3257747835
11708 1044 -0.100978762637 1.36523778799e-06 -24.1476228616 -11.5014365441
11709 1013 -0.10098883668 1.18349461139e-06 -24.1465163566 -11.329126449
11710 903 -0.10099815323 1.02067493109e-06 -24.1454931852 -11.377588234
11711 947 -0.10100568508 1.0308770632e-06 -24.1446661081 -11.1281341804
11712 956 -0.101013192822 1.01017008214e-06 -24.1438417611 -11.3278690584
11713 842 -0.101021379038 1.11403853632e-06 -24.1429430122 -11.206695487
11714 918 -0.101030091444 9.26488977102e-07 -24.1419866019 -11.1780444012
11715 1087 -0.101036012411 1.25958105594e-06 -24.1413366873 -11.2525868624
11716 1113 -0.101044338731 1.08570811143e-06 -24.1404228363 -11.1671068135
11717 914 -0.101052516442 9.75173685328e-07 -24.1395253948 -11.4074041721
11718 880 -0.101060085004 9.0380350292e-07 -24.1386948902 -11.1477196526
11719 913 -0.101066796271 1.04517993955e-06 -24.1379585274 -11.4480698665
11720 941 -0.101074569276 9.61796979407e-07 -24.137105753 -11.1999203534
11721 898 -0.101081868842 1.14229643434e-06 -24.136305 -11.3209583062
11722 1125 -0.10108938278 1.11737348263e-06 -24.1354808123 -11.3406472933
11723 1080 -0.101096696484 1.09144232952e-06 -24.1346786673 -11.3467655412
11724 916 -0.101104930901 1.08151649362e-06 -24.1337756351 -11.3099010734
11725 929 -0.10111313935 9.34674758354e-07 -24.1328755494 -11.202957094
11726 913 -0.101120079677 9.0952569281e-07 -24.1321145949 -11.1425135745
11727 946 -0.101126592167 9.95663513202e-07 -24.1314006137 -11.1241339825
11728 958 -0.101133792411 8.58011015946e-07 -24.1306113045 -11.2299816751
11729 1121 -0.101138990166 1.03559961624e-06 -24.1300415604 -11.2444651723
11730 954 -0.10114640874 1.10225022418e-06 -24.1292284531 -11.2697599152
11731 913 -0.101154914881 9.87302526458e-07 -24.128296243 -11.2367064413
11732 799 -0.10116328553 9.2518093089e-07 -24.1273789852 -11.3667701741
11733 956 -0.101170004205 9.63314666531e-07 -24.1266428253 -11.244198432
11734 1014 -0.101176546003 1.05720550614e-06 -24.1259261092 -10.9868682238
11735 937 -0.101184353349 1.09932043982e-06 -24.1250708222 -11.1811401298
11736 988 -0.101192289474 8.72183489058e-07 -24.1242015188 -11.3222775175
11737 864 -0.101198942367 1.02129385271e-06 -24.1234728486 -11.3127255655
11738 975 -0.101206347443 1.17728143686e-06 -24.1226618703 -11.4020524908
11739 934 -0.101215360855 1.03351467377e-06 -24.1216748606 -11.2596711058
11740 1022 -0.101222477642 1.0941917282e-06 -24.1208956241 -11.1934793284
11741 1016 -0.101230071984 1.09606574632e-06 -24.1200641802 -11.1910829516
11742 924 -0.101238372384 9.5631321834e-07 -24.1191555323 -11.0770522603
11743 950 -0.101245279239 1.08696303883e-06 -24.1183995129 -11.2356609717
11744 886 -0.101253865088 1.0864020671e-06 -24.1174598092 -11.4062259982
11745 987 -0.10126174778 1.05445760848e-06 -24.1165971595 -11.2056939704
11746 1020 -0.101269022202 1.01219376895e-06 -24.1158011568 -11.2141299706
