100 100000 0.95 reinforce iter_bernstein 20000000
2090 784 -0.0202822378206 9.33415145307e-07 -42.9673553755 -12.0515523561
2091 791 -0.0202902825032 1.05423597354e-06 -42.9634116638 -11.8581244305
2092 774 -0.0202997805204 1.06065272265e-06 -42.9587565958 -12.1962044478
2093 706 -0.0203101828613 1.02302178525e-06 -42.9536596838 -11.9360467715
2094 926 -0.0203181719811 1.10260751236e-06 -42.9497461701 -12.0830315512
2095 743 -0.0203284046818 9.12166325065e-07 -42.9447348624 -11.9384918959
2096 815 -0.0203360750203 1.13697411022e-06 -42.9409793423 -12.0246474367
2097 685 -0.0203476339224 9.3460402207e-07 -42.935321392 -11.9836931767
2098 750 -0.020356212898 1.03427855437e-06 -42.9311232258 -12.123131169
2099 781 -0.0203655045288 9.07372878064e-07 -42.9265774172 -11.9935578177
2100 791 -0.0203732478524 9.96633242352e-07 -42.9227899707 -12.0040024062
2101 768 -0.0203821547552 1.03396235994e-06 -42.9184343705 -11.7833573851
2102 780 -0.020391411427 9.84968795023e-07 -42.9139088402 -11.8696505273
2103 739 -0.0204005450198 1.21959422392e-06 -42.909444593 -11.9748884674
2104 788 -0.020411895957 1.10714373365e-06 -42.9038981057 -11.9801803348
2105 840 -0.0204213349389 1.22417970065e-06 -42.8992871666 -11.7923637451
2106 799 -0.0204324099654 1.13435854399e-06 -42.8938785205 -11.9210012743
2107 721 -0.0204434864844 9.12030644982e-07 -42.8884707648 -12.0868224816
2108 857 -0.020450843708 1.07608468931e-06 -42.8848797308 -11.8978362286
2109 726 -0.0204610394037 9.41271697666e-07 -42.879904429 -12.0403271156
2110 869 -0.0204685925883 1.05295316016e-06 -42.8762195052 -11.9378071488
2111 813 -0.0204775809056 1.1097732366e-06 -42.8718354122 -11.8533662168
2112 716 -0.0204884307925 1.01525617569e-06 -42.866544748 -11.7644516134
2113 661 -0.0204990035829 8.04395163892e-07 -42.8613906943 -12.0714939486
2114 819 -0.0205056520423 9.84455676265e-07 -42.8581504381 -12.0945417096
2115 894 -0.0205133221183 1.03389502379e-06 -42.8544129999 -11.90447563
2116 797 -0.0205222354747 1.00949880553e-06 -42.8500707143 -11.9811001417
2117 755 -0.0205314256923 1.06795225346e-06 -42.8455946454 -11.862216671
2118 761 -0.0205412833836 1.06201267619e-06 -42.8407947196 -12.0048290598
2119 815 -0.0205505226928 1.0515399822e-06 -42.8362970571 -12.0407980803
2120 809 -0.0205596312848 9.45508090471e-07 -42.831864125 -11.9645158856
2121 881 -0.0205670400925 1.20785691594e-06 -42.8282592404 -12.0072280591
2122 788 -0.0205780041167 9.80411618533e-07 -42.8229258256 -11.9636658604
2123 779 -0.0205866504795 1.14159744548e-06 -42.8187209423 -11.9660979036
2124 734 -0.0205976472889 8.88117467298e-07 -42.813374411 -11.9231705477
2125 822 -0.0206050257257 8.98400087255e-07 -42.8097879828 -11.9707693506
2126 767 -0.0206128600582 8.64168445377e-07 -42.805980739 -11.992259056
2127 803 -0.0206201107666 9.01363351088e-07 -42.8024578351 -11.9378042186
2128 817 -0.0206275607619 8.86003286914e-07 -42.7988388211 -11.913792089
2129 808 -0.0206349029816 1.0097520503e-06 -42.7952728728 -12.0013525495
2130 782 -0.0206437895366 1.00448467363e-06 -42.7909578202 -12.2851669292
2131 741 -0.0206531340312 1.01631413677e-06 -42.7864215204 -11.7946132573
2132 775 -0.020662265181 1.09161275584e-06 -42.7819898926 -11.8417987884
2133 713 -0.0206729822408 9.11200644385e-07 -42.776789965 -11.8460091925
2134 874 -0.02068022881 1.08732980578e-06 -42.7732747736 -11.9181776469
2135 799 -0.0206897220446 9.95198003584e-07 -42.7686708003 -11.8574010875
2136 751 -0.0206987914123 9.75683393605e-07 -42.7642734911 -11.9602267183
2137 723 -0.0207079977861 9.20827688678e-07 -42.7598108527 -11.9306997329
2138 724 -0.0207166004042 9.39599347e-07 -42.755641875 -11.8403436487
2139 711 -0.0207255969687 8.96399527126e-07 -42.7512830171 -11.786260549
2140 820 -0.020733090688 1.27748459217e-06 -42.7476530975 -12.0279373209
2141 727 -0.0207458374326 9.52798985679e-07 -42.7414803213 -11.9839653136
2142 736 -0.0207547001887 1.09857472298e-06 -42.7371896651 -11.8364847514
2143 786 -0.0207646809478 9.57742898869e-07 -42.7323589842 -11.9783465228
2144 747 -0.0207733881763 1.130200648e-06 -42.7281457509 -11.9456099432
2145 885 -0.0207827349487 1.1268576107e-06 -42.7236241553 -12.0283469249
2146 854 -0.0207921061822 1.10664375592e-06 -42.7190918679 -11.8460147048
2147 856 -0.0208012815493 1.26694872591e-06 -42.7146554159 -11.9704654252
2148 648 -0.0208151683853 1.05321603771e-06 -42.7079429681 -12.0866516047
2149 893 -0.0208238438718 1.01362710277e-06 -42.7037507905 -11.9913604943
2150 739 -0.0208331357607 1.08186875757e-06 -42.6992618389 -11.9776823957
2151 810 -0.0208426826618 1.2109837556e-06 -42.6946508579 -11.9830518365
2152 895 -0.0208526297189 1.2068853474e-06 -42.6898478676 -11.7479864962
2153 704 -0.0208646884107 1.0032533874e-06 -42.6840269851 -11.9997887637
2154 621 -0.0208757225633 8.73846416122e-07 -42.6787023134 -12.0646071501
2155 772 -0.0208835194057 9.80274105706e-07 -42.6749407991 -11.8033139368
2156 721 -0.0208927720177 1.05836312834e-06 -42.6704779848 -11.745979265
2157 903 -0.0209012670167 1.15825425833e-06 -42.6663815669 -11.8600551285
2158 705 -0.020912666128 9.43794469712e-07 -42.6608862107 -11.9867699008
2159 819 -0.020920681983 1.10970642035e-06 -42.6570228837 -11.9013142292
2160 774 -0.0209307510067 1.1735619563e-06 -42.6521711887 -11.971106174
2161 691 -0.0209427779375 9.4761815518e-07 -42.6463778076 -12.0201264585
2162 848 -0.0209506049127 9.20152307579e-07 -42.642608553 -11.9604749404
2163 853 -0.020957912821 1.27703583379e-06 -42.6390899817 -11.913156693
2164 764 -0.0209700333911 1.00710774755e-06 -42.6332557581 -12.0761379951
2165 777 -0.0209790408754 9.10528631629e-07 -42.6289212444 -11.9281395261
2166 798 -0.0209867914306 8.74400151223e-07 -42.6251924193 -11.9949512341
2167 802 -0.0209940927153 9.28770853218e-07 -42.6216804494 -11.9611390938
2168 767 -0.0210022647207 1.08206558698e-06 -42.6177504727 -12.0580907051
2169 730 -0.0210126174788 9.49102876097e-07 -42.6127729933 -11.9070775407
2170 809 -0.0210207249725 1.02943324142e-06 -42.6088759746 -11.7253232149
2171 721 -0.0210305406907 8.58837404329e-07 -42.6041589999 -11.8913773438
2172 850 -0.0210374344383 1.14535189495e-06 -42.6008469297 -11.9830329649
2173 760 -0.0210480273439 9.7110192092e-07 -42.5957588088 -11.9677222592
2174 767 -0.021056707085 9.63097436165e-07 -42.5915907209 -11.8738310345
2175 775 -0.0210652323391 1.00691665389e-06 -42.5874977631 -11.9073456071
2176 898 -0.0210731632309 1.18947146698e-06 -42.5836909973 -11.8500591876
2177 757 -0.0210842639922 1.00194625507e-06 -42.5783640779 -11.9913936141
2178 716 -0.0210938900889 1.02915406846e-06 -42.5737460883 -11.998856195
2179 812 -0.0211028676839 9.51726097687e-07 -42.5694402821 -11.7779347421
2180 774 -0.0211112310921 1.35894531371e-06 -42.565429982 -11.9039284781
2181 767 -0.0211244782998 9.13136916959e-07 -42.559079712 -11.9109474049
2182 701 -0.0211331803194 9.90110080699e-07 -42.5549094799 -11.8534438489
2183 728 -0.0211425808788 9.76011270843e-07 -42.5504055815 -11.9214440996
2184 651 -0.0211527692044 9.19464549624e-07 -42.5455255371 -12.1233087157
2185 828 -0.0211605403606 1.28418549886e-06 -42.5418041729 -12.1180996112
2186 741 -0.0211731441934 9.06329845985e-07 -42.5357702367 -12.0187173171
2187 821 -0.021180680907 1.09303032439e-06 -42.5321630967 -11.9962787635
2188 863 -0.021189680671 1.05607805092e-06 -42.5278566806 -11.8258934039
2189 754 -0.0211993320101 8.44230248026e-07 -42.5232396362 -11.9793943368
2190 728 -0.0212070246656 9.63684255405e-07 -42.5195604482 -11.8654323616
2191 772 -0.0212156443012 1.02296927907e-06 -42.5154388106 -11.9566886376
2192 776 -0.0212248018738 9.7216073376e-07 -42.5110609897 -11.9526336269
2193 860 -0.0212326865763 1.14063552246e-06 -42.5072925296 -12.1159975135
2194 685 -0.0212442380366 1.13980825072e-06 -42.501772993 -11.9517164896
2195 818 -0.0212544395093 1.06435888398e-06 -42.4968999274 -11.9186472103
2196 748 -0.0212643296541 8.8984285068e-07 -42.4921768468 -11.8358750476
2197 681 -0.021273031253 9.39915878786e-07 -42.488022394 -11.9290215895
2198 780 -0.0212813901378 9.18483029005e-07 -42.4840324752 -11.7455991589
2199 807 -0.0212891153093 1.21129850784e-06 -42.4803458373 -11.9143835178
2200 761 -0.021300590331 9.83843030782e-07 -42.4748710856 -12.1110538908
2201 735 -0.0213097694122 8.90080047004e-07 -42.4704929395 -11.821691156
2202 727 -0.0213179864735 9.78109615392e-07 -42.4665745589 -12.1636865849
2203 759 -0.0213268863868 9.25102163865e-07 -42.4623315244 -11.9314512028
2204 752 -0.0213352164223 1.02583799743e-06 -42.4583610932 -12.1077974435
2205 752 -0.02134468023 1.03252073821e-06 -42.4538513324 -11.8030541083
2206 698 -0.0213548631038 1.10784277161e-06 -42.4490001901 -12.0658221553
2207 768 -0.0213652207518 9.54238183998e-07 -42.4440671383 -11.8596846817
2208 760 -0.021373782737 1.02566081002e-06 -42.4399903394 -11.8620413625
2209 827 -0.0213824860316 1.11996016055e-06 -42.4358472109 -11.8034873752
2210 863 -0.0213917554244 1.21486248807e-06 -42.4314356548 -11.8675042525
2211 704 -0.0214039317803 8.95473644502e-07 -42.4256422543 -11.9600953508
2212 755 -0.0214119829448 9.45209364084e-07 -42.4218126167 -12.0275401593
2213 746 -0.0214206028638 9.79099175637e-07 -42.4177133558 -11.9582858209
2214 862 -0.0214285503063 1.09819824125e-06 -42.413934731 -11.9319463916
2215 777 -0.021438403961 1.09206395015e-06 -42.4092509069 -11.9490958942
2216 934 -0.0214468913832 1.13870065833e-06 -42.405217493 -11.7446782557
2217 764 -0.0214572972102 1.05951878151e-06 -42.4002736559 -12.0746940816
2218 682 -0.0214680089995 1.00401389307e-06 -42.3951858883 -11.963885921
2219 706 -0.021477896737 1.17959493302e-06 -42.3904908095 -12.2697405333
2220 733 -0.0214895775993 1.07223236674e-06 -42.3849458806 -11.8113715122
2221 689 -0.021500468409 1.02223502816e-06 -42.3797775466 -11.8769067486
2222 791 -0.0215096246801 1.29657889305e-06 -42.3754335147 -12.0253321335
2223 783 -0.0215218231314 1.02533550554e-06 -42.3696478207 -11.9310561186
2224 821 -0.0215305739674 9.91884507734e-07 -42.3654984801 -11.8576863159
2225 753 -0.0215395438679 1.15029985379e-06 -42.3612462708 -11.8628781492
2226 748 -0.0215505154237 9.94976324468e-07 -42.3560465521 -11.9078942353
2227 691 -0.0215603643538 1.08732791483e-06 -42.3513801704 -11.9427017738
2228 745 -0.0215707604976 1.14981845256e-06 -42.3464558492 -12.1292663859
2229 819 -0.0215809379391 1.0808888343e-06 -42.3416364407 -12.0134789008
2230 851 -0.0215899232045 1.23382049529e-06 -42.3373826587 -11.9735661461
2231 783 -0.0216012995709 1.19812756552e-06 -42.3319983473 -11.9219915025
2232 681 -0.0216138029738 1.03513653972e-06 -42.3260825024 -11.8383547423
2233 785 -0.021623193873 1.16961668541e-06 -42.3216405982 -12.0550227878
2234 743 -0.0216344160186 9.24416490006e-07 -42.3163339686 -11.8655371268
2235 700 -0.0216433179624 8.23111225466e-07 -42.3121256225 -11.9322266288
2236 776 -0.021650411264 9.13768188066e-07 -42.3087730158 -11.8951015629
2237 938 -0.0216571787767 1.13176293341e-06 -42.305574981 -11.9111329111
2238 721 -0.0216679913176 1.05891342796e-06 -42.3004666348 -11.9410257859
2239 820 -0.0216771883132 1.00960450054e-06 -42.2961227034 -11.9021848831
2240 711 -0.0216868490232 1.0930122986e-06 -42.2915608941 -11.8889195992
2241 712 -0.0216977016991 9.91323234168e-07 -42.2864376333 -12.0844550258
2242 717 -0.021707250814 1.01526750131e-06 -42.2819309716 -11.8515640715
2243 688 -0.0217174551194 9.37687231433e-07 -42.2771163601 -11.8935194002
2244 904 -0.0217247803468 9.93467111822e-07 -42.2736609648 -11.8996277463
2245 679 -0.0217345670886 1.01011785779e-06 -42.2690454942 -12.0451215217
2246 816 -0.0217433721012 1.02915083861e-06 -42.2648940371 -12.0253362453
2247 726 -0.0217531139318 1.07484950465e-06 -42.2603020133 -11.9442298883
2248 802 -0.021762689108 1.16188306203e-06 -42.2557897038 -11.951742337
2249 702 -0.0217743350128 1.0758311941e-06 -42.2503031085 -12.1642930059
2250 739 -0.0217846283428 1.02551626563e-06 -42.2454551484 -12.0143091274
2251 840 -0.0217932708412 9.45821665186e-07 -42.2413857214 -11.5918338199
2252 856 -0.021800842396 9.08833233726e-07 -42.237821329 -11.9568667754
2253 802 -0.021808463492 9.72963199697e-07 -42.234234338 -11.9408545813
2254 715 -0.0218176853275 9.75536765259e-07 -42.2298949037 -12.0449499085
2255 909 -0.0218253254745 1.00054054612e-06 -42.2263005546 -11.8695868619
2256 746 -0.0218343892217 1.1135098243e-06 -42.2220374102 -12.0206153665
2257 744 -0.0218449840186 9.90868818664e-07 -42.2170554345 -11.929309589
2258 710 -0.0218545426394 1.05901253607e-06 -42.2125619002 -12.031927726
2259 702 -0.0218651207518 9.75238533276e-07 -42.2075904284 -11.927117305
2260 842 -0.0218732719546 9.70108625581e-07 -42.2037605004 -11.9485169361
2261 804 -0.0218815052888 9.92125306995e-07 -42.1998928228 -11.9316556128
2262 765 -0.0218903986615 8.49024137662e-07 -42.1957160354 -11.8723242503
2263 804 -0.0218974880545 1.0922199581e-06 -42.1923871957 -11.8622312878
2264 700 -0.021908340222 1.09386824847e-06 -42.1872927492 -11.945495868
2265 790 -0.0219182735164 9.27127031582e-07 -42.1826309438 -11.8051397126
2266 788 -0.0219262606302 1.00174372933e-06 -42.178883393 -11.8757218654
2267 877 -0.0219342554983 1.25759932799e-06 -42.1751329983 -11.9378705198
2268 811 -0.0219454866428 1.08418153215e-06 -42.1698658079 -12.0037734453
2269 690 -0.021956350028 9.16227899665e-07 -42.164772581 -11.7043906245
2270 759 -0.0219646149171 9.44828924367e-07 -42.1608986239 -12.0945202314
2271 813 -0.0219726013389 1.01681615107e-06 -42.1571559971 -12.0539348179
2272 702 -0.021982495463 9.0559112597e-07 -42.1525204739 -12.121079588
2273 797 -0.0219903060348 1.163717042e-06 -42.1488619795 -12.1612792412
2274 754 -0.0220013219426 1.21298283214e-06 -42.1437033827 -11.8850487344
2275 833 -0.0220120570768 1.05129556986e-06 -42.1386777161 -11.8876568114
2276 754 -0.0220216683602 9.58599027535e-07 -42.1341793937 -11.9904267903
2277 832 -0.0220296459614 1.00234532513e-06 -42.1304465449 -11.8148959877
2278 732 -0.0220389479392 9.90586123468e-07 -42.1260949943 -11.5364731137
2279 764 -0.0220479170235 9.97143945966e-07 -42.1219001888 -11.8689020736
2280 763 -0.0220569197226 1.06446093402e-06 -42.1176906632 -11.9615406574
2281 744 -0.0220669034711 1.00256794715e-06 -42.1130235864 -12.0119833463
2282 818 -0.0220754793012 1.1234450057e-06 -42.1090156498 -11.9582918203
2283 780 -0.0220856370152 1.11071722469e-06 -42.104269592 -12.04722045
2284 726 -0.0220963770752 1.04617022963e-06 -42.0992528277 -12.1762785399
2285 856 -0.0221051228616 9.86668021783e-07 -42.0951686565 -11.924237532
2286 803 -0.0221135015851 9.68248375625e-07 -42.0912567851 -12.0685940187
2287 723 -0.0221226014753 8.60194176423e-07 -42.0870091959 -11.952639821
2288 752 -0.0221302859649 9.38030688509e-07 -42.0834230744 -11.7248997133
2289 848 -0.0221379182824 1.00635019652e-06 -42.0798620212 -11.7977417443
2290 825 -0.0221463428691 1.05361244122e-06 -42.0759321487 -12.0775806298
2291 719 -0.0221564048633 9.84611488808e-07 -42.0712396106 -11.8832388307
2292 767 -0.0221653340458 1.13543020918e-06 -42.0670764186 -11.9979848669
2293 829 -0.0221752047005 1.16313032993e-06 -42.0624754124 -11.8901702701
2294 758 -0.0221860789162 1.00845446234e-06 -42.0574080057 -11.9471491763
2295 816 -0.0221947231086 1.02383775028e-06 -42.0533808328 -11.791373912
2296 786 -0.022203747549 1.0103952837e-06 -42.0491774904 -12.0382300663
2297 759 -0.0222129090171 9.4051222667e-07 -42.044911349 -11.888855857
2298 786 -0.0222210970809 9.58068296295e-07 -42.0410993578 -11.9302592402
2299 804 -0.0222292537363 8.98975058315e-07 -42.0373028084 -11.7894333907
2300 755 -0.0222372044298 9.49426081394e-07 -42.0336029118 -12.0616273537
2301 784 -0.0222454913074 1.06049251848e-06 -42.0297473967 -12.0927535286
2302 807 -0.02225474265 8.84252147215e-07 -42.0254441553 -11.8043434696
2303 796 -0.0222621935118 1.04390343262e-06 -42.0219791675 -11.9020481981
2304 784 -0.0222714529727 9.05903421523e-07 -42.0176740488 -11.8085284179
2305 731 -0.0222797352542 9.50489987995e-07 -42.0138241537 -11.7935563472
2306 798 -0.0222879736473 1.01864175821e-06 -42.0099954942 -11.900324296
2307 794 -0.0222968651477 8.74197365808e-07 -42.0058642475 -11.8454578658
2308 692 -0.0223051946545 1.02054121944e-06 -42.0019949982 -11.9516108146
2309 833 -0.0223139120994 1.09968309838e-06 -41.9979464531 -12.1266334153
2310 830 -0.0223232604856 1.19889084227e-06 -41.9936059213 -12.074189316
2311 886 -0.0223331590028 1.05881668562e-06 -41.9890111255 -11.8611721549
2312 824 -0.0223420715105 1.16296285254e-06 -41.9848750518 -12.096583922
2313 734 -0.0223532766141 1.08121994093e-06 -41.9796764202 -11.9547444394
2314 763 -0.0223632895478 1.10490339795e-06 -41.9750321975 -11.8703567875
2315 745 -0.0223737383539 8.56199170455e-07 -41.9701871142 -11.8652832828
2316 880 -0.0223803737393 1.21746150529e-06 -41.9671109965 -11.9307967899
2317 856 -0.0223906684782 1.25334948616e-06 -41.9623394931 -11.8815247117
2318 647 -0.0224043255365 8.64678682089e-07 -41.9560115871 -11.6592763109
2319 793 -0.0224118106824 1.05317348263e-06 -41.952544361 -11.9250068705
2320 816 -0.0224208686508 8.67226748141e-07 -41.9483494953 -11.8705155488
2321 765 -0.0224284166815 9.21277127903e-07 -41.9448546663 -11.9228742844
2322 797 -0.0224363143987 1.04172978788e-06 -41.941198672 -12.1853582214
2323 756 -0.022445870481 9.87513824903e-07 -41.9367760073 -11.7252304445
2324 858 -0.0224539292961 1.13952860655e-06 -41.9330471601 -12.0281184394
2325 783 -0.0224641979253 9.48082907555e-07 -41.928296969 -11.6850879701
2326 700 -0.0224732996797 8.11075723479e-07 -41.9240876388 -11.8951926537
2327 680 -0.0224811533282 1.02390843205e-06 -41.9204563363 -11.8653444543
2328 907 -0.0224893337453 1.26766272779e-06 -41.9166747434 -11.7347152709
2329 819 -0.0225005192029 9.74007085925e-07 -41.9115053164 -11.9137718086
2330 877 -0.0225081968401 1.11134154334e-06 -41.9079579304 -11.9284012312
2331 799 -0.0225179468928 1.03007160197e-06 -41.9034540354 -11.9878931328
2332 711 -0.0225278794932 1.22480008733e-06 -41.8988670029 -11.7838508736
2333 679 -0.0225408937707 1.02873094335e-06 -41.8928586166 -11.8438272673
2334 720 -0.0225509062029 9.1102971391e-07 -41.8882375113 -11.9080145799
2335 750 -0.0225591537745 1.04261898144e-06 -41.8844318678 -11.8046293873
2336 943 -0.0225671481858 1.18717467052e-06 -41.8807438267 -11.9665956746
2337 874 -0.0225768393435 1.0838127132e-06 -41.8762740692 -11.9947333236
2338 728 -0.0225871194067 9.93546723536e-07 -41.8715339411 -11.8145544691
2339 785 -0.0225959650583 1.03613278138e-06 -41.867456244 -12.0618442136
2340 773 -0.02260529261 1.02659472191e-06 -41.8631574258 -11.8942134127
2341 793 -0.0226143289686 9.08187785122e-07 -41.8589938154 -11.8543113636
2342 774 -0.0226222373157 1.0278853484e-06 -41.8553507609 -11.9168507741
2343 822 -0.0226310086659 1.14505614115e-06 -41.8513110412 -11.8350428124
2344 715 -0.022642243686 7.66171705662e-07 -41.8461380169 -11.9763370864
2345 868 -0.0226481358733 1.15766109626e-06 -41.8434256432 -11.7090400987
2346 877 -0.022657593047 1.07374349351e-06 -41.8390730628 -11.8975668787
2347 935 -0.022665749098 9.56024222319e-07 -41.8353201807 -11.9709762006
2348 780 -0.022673939534 8.9734289726e-07 -41.8315522855 -11.7423080868
2349 723 -0.0226822459052 8.42853420631e-07 -41.8277318835 -11.9883974012
2350 810 -0.0226892425348 1.10675869068e-06 -41.8245145255 -11.8122293245
2351 714 -0.0227000271789 8.8270227861e-07 -41.8195564292 -11.8929576486
2352 848 -0.0227071740141 1.04119533896e-06 -41.8162715401 -11.9422229182
2353 755 -0.0227166398832 1.05804101166e-06 -41.8119217053 -12.0584751752
2354 754 -0.0227264866015 1.06811460831e-06 -41.807398006 -12.0425922505
2355 725 -0.0227367861759 9.53287902732e-07 -41.8026675095 -11.9464679451
2356 736 -0.0227456321706 1.03763802943e-06 -41.7986056486 -11.8475651193
2357 776 -0.0227550018175 1.07146702188e-06 -41.7943043674 -11.8528010676
2358 723 -0.0227653282807 9.27217041704e-07 -41.7895650691 -11.866283904
2359 894 -0.0227725616036 1.13494293325e-06 -41.7862461223 -12.1383484368
2360 782 -0.0227827384014 1.03464976229e-06 -41.7815776536 -11.7952889232
2361 764 -0.0227921501008 9.18559281542e-07 -41.777261272 -11.9676555763
2362 795 -0.022799997791 1.10698226745e-06 -41.7736629885 -11.894915041
2363 794 -0.0228098539924 9.19080016825e-07 -41.7691448211 -11.9275849846
2364 900 -0.0228168786684 1.01084621148e-06 -41.7659253615 -12.0223102725
2365 730 -0.0228262475898 8.78168491398e-07 -41.7616324396 -11.6740722239
2366 736 -0.0228342816646 1.26893436414e-06 -41.7579519955 -11.8034181341
2367 756 -0.0228466733639 1.18814588181e-06 -41.7522768236 -11.9818602028
2368 779 -0.0228577348061 1.03046170435e-06 -41.7472124413 -11.8626740112
2369 690 -0.0228679534022 9.35269906087e-07 -41.7425352523 -11.8431242992
2370 780 -0.0228762454582 1.00708701481e-06 -41.7387407865 -11.8871401789
2371 697 -0.0228860887857 9.75877430006e-07 -41.7342375244 -11.922733913
2372 768 -0.0228949243933 1.062907714e-06 -41.7301962764 -11.9791442951
2373 832 -0.0229039661327 1.03461158284e-06 -41.7260617152 -11.8203129404
2374 683 -0.0229142540749 1.09691001452e-06 -41.7213584866 -11.8824221026
2375 793 -0.022924229672 8.87064129682e-07 -41.7167992588 -12.0356306491
2376 686 -0.0229327753421 8.97893449038e-07 -41.7128945087 -12.1575223508
2377 791 -0.0229405594052 1.02916011431e-06 -41.7093385174 -11.9193109475
2378 771 -0.0229497976498 1.02992626638e-06 -41.7051191526 -11.9610945319
2379 694 -0.0229599707839 8.96152220678e-07 -41.7004739772 -11.8536746101
2380 703 -0.0229686003869 1.00184170033e-06 -41.6965345657 -11.7454079516
2381 733 -0.022978093691 9.35014805732e-07 -41.6922019019 -11.8718559875
2382 866 -0.022985587805 1.03125007081e-06 -41.6887824113 -11.8308589375
2383 815 -0.0229943105208 1.05509704921e-06 -41.6848031657 -12.0438412309
2384 948 -0.0230022646525 9.83369434098e-07 -41.681175334 -12.0715225194
2385 711 -0.0230114666469 9.20170131007e-07 -41.6769793009 -11.8424590341
2386 914 -0.0230185405456 1.13906975038e-06 -41.673754348 -11.8213909265
2387 814 -0.0230283944375 1.07153707636e-06 -41.6692630047 -12.0313451857
2388 690 -0.0230391128405 9.65417875013e-07 -41.6643789358 -11.9586626611
2389 742 -0.0230481180011 1.05592523287e-06 -41.6602765998 -11.9390247932
2390 938 -0.0230562668182 1.01701836747e-06 -41.6565652062 -11.9464477052
2391 785 -0.0230650612307 1.09169512833e-06 -41.6525606615 -12.0057156236
2392 747 -0.0230753321186 1.11009509637e-06 -41.6478849668 -12.2265362127
2393 778 -0.0230854987816 1.24315152065e-06 -41.6432579544 -11.9477206496
2394 742 -0.0230976821409 1.00794013001e-06 -41.6377147291 -11.9830428111
2395 700 -0.0231075567833 9.89583339534e-07 -41.6332232253 -12.0577300828
2396 672 -0.0231176483001 7.76299744027e-07 -41.628634272 -11.6683975966
2397 756 -0.0231244680985 1.09268205591e-06 -41.625533764 -12.0503312856
2398 744 -0.0231348385878 1.02495043465e-06 -41.6208200512 -11.842155336
2399 749 -0.0231443769361 9.12393682056e-07 -41.6164856988 -11.8858798855
2400 682 -0.0231533609992 1.00779601951e-06 -41.6124042077 -11.8487734861
2401 681 -0.0231635965954 9.95256438247e-07 -41.6077553066 -11.9477566724
2402 844 -0.0231719927131 1.10959626391e-06 -41.6039428043 -12.1368750029
2403 698 -0.0231829929689 1.01106013503e-06 -41.5989490807 -12.1059402388
2404 773 -0.0231921613207 9.45079768388e-07 -41.594788071 -11.9281614158
2405 696 -0.0232013127726 8.53986473826e-07 -41.5906357233 -11.9814049343
2406 825 -0.023208346258 1.05976766994e-06 -41.5874450477 -11.8888273422
2407 817 -0.0232174394959 1.03496027408e-06 -41.5833208517 -11.9778368981
2408 776 -0.0232266878257 1.04322224661e-06 -41.5791273175 -12.0501940458
2409 822 -0.0232356208567 1.2017954015e-06 -41.5750777112 -11.9809516007
2410 808 -0.0232463807294 9.42664293852e-07 -41.5702011956 -11.9486617769
2411 769 -0.0232546878983 1.11428152109e-06 -41.5664372129 -11.8800711861
2412 736 -0.023265391708 9.41082793166e-07 -41.5615885124 -11.9424161993
2413 933 -0.0232725029495 1.00191566872e-06 -41.5583679508 -11.4907975681
2414 760 -0.0232813960132 9.55325302459e-07 -41.5543412716 -11.9141116019
2415 683 -0.0232908444417 8.56038983702e-07 -41.5500641515 -12.1646012991
2416 780 -0.0232982966392 9.07172346994e-07 -41.5466914289 -11.8808632239
2417 787 -0.0233060840261 1.00562608189e-06 -41.5431677054 -12.1520690855
2418 736 -0.0233154523346 9.93772510904e-07 -41.5389295758 -11.8546558545
2419 792 -0.0233241749917 1.01792178422e-06 -41.534984462 -11.9509849413
2420 799 -0.0233330178548 1.03917503337e-06 -41.5309858955 -11.8172985281
2421 736 -0.0233427442886 1.0554035164e-06 -41.5265888589 -12.0661107344
2422 874 -0.0233514137918 9.96293324584e-07 -41.5226705681 -12.1570103215
2423 756 -0.0233603497494 9.19153846878e-07 -41.5186327752 -11.8915348486
2424 782 -0.0233683594953 1.12399005621e-06 -41.5150142974 -11.900383821
2425 791 -0.02337848825 1.1988757092e-06 -41.5104396174 -12.0222830638
2426 752 -0.0233899341803 9.59181814622e-07 -41.5052714822 -11.9358994645
2427 670 -0.023399619544 9.55520994272e-07 -41.5008994906 -11.9452090978
2428 857 -0.0234075144646 1.27229664638e-06 -41.4973365232 -11.789549651
2429 708 -0.0234203650343 9.686626295e-07 -41.4915386424 -11.8659237833
2430 715 -0.0234296870021 1.03096850007e-06 -41.4873339979 -11.729450089
2431 696 -0.0234399409716 1.20294849979e-06 -41.4827101539 -11.9471516471
2432 870 -0.0234503160189 9.79133621696e-07 -41.4780329665 -11.9606005758
2433 808 -0.0234585856694 9.86857892155e-07 -41.4743058191 -11.9385103651
2434 694 -0.0234681995193 9.06894784183e-07 -41.4699738453 -11.9451210556
2435 673 -0.0234773018368 9.84446476324e-07 -41.465873364 -12.3095094809
2436 812 -0.0234858532493 1.22520496024e-06 -41.4620219422 -11.8659768094
2437 742 -0.0234976967716 1.12524704579e-06 -41.4566892192 -11.8791166166
2438 738 -0.0235085457474 8.41320802153e-07 -41.4518057454 -12.0153245822
2439 784 -0.0235157277106 1.02903443548e-06 -41.4485736693 -11.8921067195
2440 889 -0.02352390629 1.10085410426e-06 -41.4448938233 -11.999994242
2441 768 -0.0235338548174 1.08181604164e-06 -41.4404186657 -12.2234807566
