10000 10000 0.95 gpomdp cheb_gpomdp 30000000

1 10000 0 2.73925408879e-05 -56.6666666667 -12.080903599
2 10000 -0.000264587939013 2.68421740801e-05 -56.4218020871 -12.1642328731
3 10000 -0.000515860599249 2.73588582283e-05 -56.1914651419 -12.1160457849
4 10000 -0.00077961380758 2.75239766559e-05 -55.9519653827 -12.1051920414
5 10000 -0.00104748444876 2.68469939775e-05 -55.711080894 -12.1253021391
6 10000 -0.00129887078507 2.73219391446e-05 -55.4871473548 -12.0912304852
7 10000 -0.00156171208609 2.71523199892e-05 -55.2551815654 -12.1433641014
8 10000 -0.00182040407642 2.69810917971e-05 -55.0290155611 -12.1138637945
9 10000 -0.00207497351268 2.73934244537e-05 -54.8084956154 -12.1336625118
10 10000 -0.00233958338401 2.71840390908e-05 -54.5813954326 -12.1260121379
11 10000 -0.00259904630657 2.70305985002e-05 -54.3607794566 -12.1194637228
12 10000 -0.00285480093939 2.6933497885e-05 -54.1452920363 -12.0753528025
13 10000 -0.00310823609848 2.71075677995e-05 -53.9336675615 -12.0972880837
14 10000 -0.0033658442626 2.69473081179e-05 -53.7204796949 -12.1393232745
15 10000 -0.00361960803685 2.73027501711e-05 -53.5123419382 -12.1381580855
16 10000 -0.00388197661367 2.68318139911e-05 -53.2990704462 -12.1111641346
17 10000 -0.00413300510527 2.69101446344e-05 -53.0968238803 -12.0783409487
18 10000 -0.00438588552942 2.67834084403e-05 -52.8948484602 -12.0930037486
19 10000 -0.00463577628311 2.69823438796e-05 -52.6969769935 -12.078210138
20 10000 -0.00489037562722 2.69215881122e-05 -52.4971090093 -12.1619695228
21 10000 -0.00514352773055 2.68090320005e-05 -52.3000881689 -12.0950341607
22 10000 -0.00539402011369 2.69094522153e-05 -52.106795254 -12.1163245665
23 10000 -0.00564688410839 2.68365273267e-05 -51.9133237844 -12.1111326278
24 10000 -0.00589802365581 2.68902918142e-05 -51.722793422 -12.0958378876
25 10000 -0.00615043343794 2.68029776163e-05 -51.5329073657 -12.0829196926
26 10000 -0.00640078353839 2.67019461146e-05 -51.3461433158 -12.110536626
27 10000 -0.00664877101917 2.68974616269e-05 -51.1626667075 -12.0735981974
28 10000 -0.006901350673 2.69289947704e-05 -50.9773334058 -12.0465681912
29 10000 -0.00715467877125 2.70477269467e-05 -50.7929936381 -12.0936698484
30 10000 -0.00741084473331 2.69655973943e-05 -50.608140427 -12.1145256846
31 10000 -0.00766504435045 2.69190966521e-05 -50.4262294047 -12.1262619642
32 10000 -0.00791813727957 2.69853387674e-05 -50.2465992779 -12.1014183409
33 10000 -0.00817280817513 2.68464011908e-05 -50.0673304562 -12.1114466672
34 10000 -0.00842418052798 2.68640885099e-05 -49.8918229762 -12.0576065005
35 10000 -0.0086759704436 2.6916764315e-05 -49.7174402519 -12.0632288677
36 10000 -0.00892900799019 2.69075823692e-05 -49.5436043456 -12.0482879772
37 10000 -0.00918182762318 2.68799187602e-05 -49.3713137869 -12.0486085914
38 10000 -0.00943399184001 2.69144840996e-05 -49.2008429202 -12.0525501327
39 10000 -0.00968697525332 2.67937044636e-05 -49.0311798269 -12.0108040798
40 10000 -0.00993710758178 2.68499722512e-05 -48.8647538135 -12.0392287489
41 10000 -0.0101885641853 2.66708793423e-05 -48.6987590803 -12.0622443601
42 10000 -0.010435829583 2.67815722308e-05 -48.5367993491 -12.0366348716
43 10000 -0.010685677278 2.67822284838e-05 -48.3744108059 -12.0412100811
44 10000 -0.0109355403611 2.67536198543e-05 -48.2132669614 -12.0322824174
45 10000 -0.0111847334796 2.6764840835e-05 -48.0537905584 -12.0744879692
46 10000 -0.0114341891632 2.6809367608e-05 -47.8953676629 -11.9627136325
47 10000 -0.0116846894357 2.68512389347e-05 -47.7374972435 -12.042910055
48 10000 -0.0119361759303 2.67034093864e-05 -47.5802169539 -12.021455849
49 10000 -0.0121841974728 2.65851500801e-05 -47.4262792728 -12.0934284143
50 10000 -0.0124294809429 2.68142417705e-05 -47.2751763601 -11.964345661
51 10000 -0.0126800958234 2.67234407938e-05 -47.121942254 -11.9788551674
52 10000 -0.0129285841146 2.67150088624e-05 -46.9711463752 -12.0214569369
53 10000 -0.0131768758297 2.63947430704e-05 -46.8215889856 -12.030979788
54 10000 -0.0134178127408 2.66763001215e-05 -46.677519579 -12.0111971969
55 10000 -0.0136652039846 2.64416826961e-05 -46.5306631775 -12.0631687783
56 10000 -0.0139072053955 2.65708509919e-05 -46.3880463271 -11.969329922
57 10000 -0.0141521598094 2.62958520809e-05 -46.2447254241 -12.0194495003
58 10000 -0.0143908689362 2.67562788066e-05 -46.1060509357 -12.0240563131
59 10000 -0.0146401242482 2.65211387362e-05 -45.9622840561 -12.0090042546
60 10000 -0.0148839380179 2.63866002952e-05 -45.8226671982 -12.0458334267
61 10000 -0.0151246907308 2.65895551321e-05 -45.6857743098 -12.0136657176
62 10000 -0.0153700756588 2.64827892347e-05 -45.5472300821 -11.9772526013
63 10000 -0.0156130130464 2.65690551169e-05 -45.4110346432 -12.000785883
64 10000 -0.0158579261635 2.64003152751e-05 -45.2746951964 -12.0076800102
65 10000 -0.0160989892027 2.64363581065e-05 -45.1414340526 -11.9519682562
66 10000 -0.0163408696324 2.66420498317e-05 -45.0086437558 -12.0164483022
67 10000 -0.0165874667923 2.6401548486e-05 -44.8742056738 -11.9292566929
68 10000 -0.0168285577542 2.6535986736e-05 -44.7436791138 -11.9476663142
69 10000 -0.0170727116657 2.6365480041e-05 -44.612401484 -12.0105000601
70 10000 -0.0173129872539 2.62705389972e-05 -44.4840914111 -12.0105431613
