100 100000 0.75 gpomdp cheb_gpomdp 30000000

1 100 0 3.70376121273e-06 -56.6666666667 -11.7422348203
2 3820 -3.60627159021e-05 1.60267587943e-05 -56.6331507686 -12.1178359048
3 3875 -0.000190996583175 1.60018443391e-05 -56.4896671475 -12.1565304041
4 3941 -0.000344393749952 1.59782180201e-05 -56.3484142941 -12.1364598819
5 4017 -0.000496094400066 1.59111917796e-05 -56.2095073142 -12.1787347116
6 4123 -0.000645214553326 1.65793196337e-05 -56.0737164418 -12.0803974062
7 3954 -0.000803873403699 1.6098658508e-05 -55.9300525939 -12.0990030507
8 3982 -0.000957401680979 1.64364752823e-05 -55.7918258062 -12.1133827339
9 3875 -0.00111629915014 1.57504864212e-05 -55.6495776419 -12.1418447026
10 4042 -0.00126537187499 1.59485408815e-05 -55.5168700874 -12.2497796224
11 4133 -0.0014146619185 1.67028141954e-05 -55.3846862213 -12.1373158783
12 3915 -0.00157531165017 1.59092615759e-05 -55.2432393534 -12.11022586
13 4019 -0.00172632874981 1.56938230976e-05 -55.1110190454 -12.1208323147
14 4217 -0.00187176062275 1.68011865453e-05 -54.9843659344 -12.0717202582
15 3954 -0.00203253864358 1.54276349404e-05 -54.8451151893 -12.1390418874
16 4262 -0.00217473678655 1.6088663781e-05 -54.7226223937 -12.1287610953
17 4296 -0.00232244682385 1.65698747049e-05 -54.5960380281 -12.1316344445
18 4124 -0.00247771534002 1.64137034569e-05 -54.4636917427 -12.1438623628
19 4022 -0.00263345695816 1.61768214247e-05 -54.3316729841 -12.1764818755
20 4018 -0.00278702878918 1.61276710823e-05 -54.2022043261 -12.1124325876
21 4034 -0.00293982868838 1.61554956226e-05 -54.0740812897 -12.0313388627
22 4039 -0.00309280417566 1.6193882945e-05 -53.9464997354 -12.1691171568
23 4028 -0.00324634695351 1.60732252858e-05 -53.8191324569 -12.109192279
24 4067 -0.00339802223372 1.59060068822e-05 -53.6939850777 -12.2477193396
25 4176 -0.00354613561592 1.63086637253e-05 -53.5724149267 -12.143463132
26 4116 -0.00369909709288 1.61994301686e-05 -53.4475223415 -12.0675597392
27 4103 -0.00385129181754 1.63699959052e-05 -53.3239130321 -12.1884221118
28 4019 -0.00400667093159 1.57182503751e-05 -53.1983883615 -12.0692760603
29 4206 -0.00415251005474 1.65111313824e-05 -53.0811825987 -12.1223837543
30 4062 -0.00430840968476 1.67033698843e-05 -52.9565417009 -12.0882640859
31 3847 -0.00447046729445 1.58425765179e-05 -52.8276840382 -11.9943189901
32 3976 -0.00462166184589 1.59803348607e-05 -52.7081081776 -12.0766950427
33 4052 -0.00477272956454 1.59374983065e-05 -52.5892488104 -12.0944711763
34 4148 -0.00492164853078 1.62233035766e-05 -52.4726783103 -12.1592921131
35 4124 -0.00507366247979 1.63081051249e-05 -52.3542930445 -12.1583651524
36 4065 -0.00522757565762 1.59333111057e-05 -52.2350496309 -12.1424484497
37 4163 -0.00537618565281 1.61269496735e-05 -52.1205031653 -12.0160690071
38 4180 -0.00552628869846 1.61370174646e-05 -52.0053881855 -12.0743944714
39 4193 -0.00567625630569 1.64337989417e-05 -51.8909571143 -12.0819800541
40 4081 -0.00583105793122 1.59560940755e-05 -51.773440997 -12.0509196189
41 4169 -0.00597976029089 1.67340497759e-05 -51.6611280312 -12.1189448511
42 3936 -0.00614026795502 1.6140814938e-05 -51.5405238862 -12.0724379735
43 3947 -0.00629488021468 1.61166223937e-05 -51.4249585474 -12.0213352505
44 3967 -0.00644885633322 1.61406462884e-05 -51.3104580621 -12.0685714201
45 3978 -0.00660286037467 1.61671908134e-05 -51.1965206426 -12.0235463202
46 3978 -0.00675711186851 1.59482302789e-05 -51.0829809949 -11.9991103201
47 4067 -0.0069075927421 1.59430355592e-05 -50.9727727401 -12.0803461976
