100 500000 0.75 gpomdp hoeffding 30000000

1 100 0 3.3190199818e-05 -56.6666666667 -12.3683547245
2 108224 -0.000322092471733 1.58062484986e-05 -56.36890034 -12.144723047
3 112250 -0.000472707100344 1.61646836956e-05 -56.2308716979 -12.135489786
4 112266 -0.000626726694111 1.62334263594e-05 -56.090511398 -12.1317913191
5 111501 -0.000781930576936 1.60191126253e-05 -55.9498718913 -12.1326730392
6 113176 -0.000933947819495 1.61960585659e-05 -55.8128920165 -12.1417007253
7 112832 -0.00108787857591 1.63298388247e-05 -55.6749599103 -12.1223896932
8 110973 -0.0012443756004 1.59653764308e-05 -55.5355179667 -12.1533931777
9 113256 -0.00139582923105 1.62592452178e-05 -55.4013216363 -12.1217328501
10 112190 -0.00155080188682 1.61028323041e-05 -55.2647663968 -12.1218355746
11 112912 -0.00170379228506 1.62150871463e-05 -55.1307048274 -12.1212604568
12 112352 -0.00185823296791 1.62033297453e-05 -54.9961189587 -12.1165452711
13 111928 -0.00201285354988 1.60765455934e-05 -54.8621215121 -12.1366466921
14 112949 -0.00216556901645 1.62101598242e-05 -54.7305009751 -12.1170596932
15 112445 -0.00231989889698 1.61139405319e-05 -54.5982159059 -12.1106564521
16 113041 -0.0024729073619 1.61161595739e-05 -54.4677789756 -12.1138842974
17 113615 -0.00262555013261 1.61351051657e-05 -54.3383578856 -12.1313555639
18 113972 -0.00277813242483 1.6309820223e-05 -54.2096852435 -12.1219203717
19 112322 -0.00293349609611 1.60479160076e-05 -54.0793774871 -12.1342557782
20 113677 -0.00308545105834 1.62204814019e-05 -53.9526165517 -12.1043355449
21 113051 -0.00323946454662 1.60879603086e-05 -53.8248269067 -12.1105369009
22 113950 -0.00339161561597 1.62395101023e-05 -53.6992577677 -12.1017837111
23 113104 -0.0035457736982 1.60521089342e-05 -53.5727112208 -12.1142594591
24 114419 -0.00369727424148 1.62543119868e-05 -53.4490067851 -12.1079517573
25 113399 -0.00385137193713 1.60975638219e-05 -53.3238481325 -12.1033251265
26 114190 -0.00400345414744 1.61881424316e-05 -53.200980239 -12.0917498618
27 113934 -0.00415656352837 1.60710757539e-05 -53.077933384 -12.0949570763
28 115037 -0.00430783512197 1.62427309346e-05 -52.9569998336 -12.1028333016
29 114145 -0.00446131864968 1.62756925076e-05 -52.8349393653 -12.1068764043
30 112882 -0.00461597175803 1.59639506306e-05 -52.7125971186 -12.0893747554
31 115221 -0.00476611499822 1.61976810337e-05 -52.5944402908 -12.1041231406
32 114852 -0.00491870146082 1.62137753938e-05 -52.4749794802 -12.0851309291
33 114297 -0.00507180965961 1.60080394989e-05 -52.3557323033 -12.1111665983
34 116145 -0.0052217679298 1.63172202189e-05 -52.2395378515 -12.1006380775
35 114377 -0.00537579898873 1.61252225161e-05 -52.1208004542 -12.0918488417
36 114852 -0.00552770283148 1.62758150015e-05 -52.0043064465 -12.0652921191
37 113580 -0.00568188132053 1.60671075853e-05 -51.8866762342 -12.0922816581
38 114726 -0.00583332055949 1.61054339778e-05 -51.7717278678 -12.0909078574
39 115434 -0.00598465501541 1.62703638663e-05 -51.6574406046 -12.0846701453
