100 500000 0.95 gpomdp hoeffding 30000000

1 100 0 3.13756755095e-05 -56.6666666667 -11.8932460565
2 85041 -0.000299247434695 1.61442481473e-05 -56.3899033691 -12.1478843434
3 85229 -0.000453053538787 1.62586176933e-05 -56.2488395187 -12.1366551781
4 84432 -0.00060867865419 1.60341328212e-05 -56.1069178009 -12.1421397469
5 85570 -0.000761131339743 1.61524882504e-05 -55.9686729651 -12.1461552561
6 85688 -0.000914603698046 1.62525572126e-05 -55.8302804373 -12.1397910296
7 84939 -0.00106970589653 1.6062913839e-05 -55.6912035984 -12.1266607228
8 85833 -0.00122219831791 1.63261844739e-05 -55.5552301936 -12.130573838
9 84450 -0.00137845394806 1.60443511678e-05 -55.4166797446 -12.1273261357
10 85500 -0.00153106665684 1.61408775676e-05 -55.2821137867 -12.131744337
11 85719 -0.00168440110691 1.63200300122e-05 -55.1476559595 -12.1311935588
12 84390 -0.00184065288381 1.61368064962e-05 -55.0114013213 -12.1256990495
13 84641 -0.00199492166301 1.61606725706e-05 -54.8776236384 -12.1147665015
14 84687 -0.00214937627354 1.60581151373e-05 -54.7444229648 -12.1156666751
15 85620 -0.00230201260914 1.62107919289e-05 -54.6135100345 -12.1245448654
16 85232 -0.00245645010399 1.61206302614e-05 -54.4817744728 -12.1296627661
17 85626 -0.00260967529035 1.60996873707e-05 -54.3517850756 -12.1190002677
18 86205 -0.00276218678231 1.6114872911e-05 -54.2230997538 -12.1174753526
19 86654 -0.00291444588403 1.62224548285e-05 -54.0953170564 -12.118818215
20 86160 -0.00306816056465 1.6150541632e-05 -53.9670061714 -12.116223631
21 86296 -0.00322107301634 1.60438250202e-05 -53.840050654 -12.1289217316
22 87373 -0.00337203561245 1.6365951394e-05 -53.7153795618 -12.0952436364
23 85619 -0.00352759873167 1.6003181287e-05 -53.5875954767 -12.1106319885
24 87046 -0.00367846152025 1.62081885589e-05 -53.4643324674 -12.1034105202
25 86675 -0.00383158396066 1.62283391028e-05 -53.3398825661 -12.1079849095
