100 100000 0.95 reinforce cheb_reinforce 30000000

1 100 0 1.10508540834e-05 -56.6666666667 -12.4094246671
2 9477 -0.000130361129275 1.21996182671e-05 -56.5457233717 -12.1523379709
3 14246 -0.000247739794534 1.56131415527e-05 -56.4373229576 -12.1671074094
4 15069 -0.000393802183184 1.65765576666e-05 -56.3030874627 -12.1387675975
5 14455 -0.000552138645881 1.54513328044e-05 -56.1583853921 -12.1833636518
6 15544 -0.000694462804977 1.67957092955e-05 -56.0290332955 -12.1136819724
7 14583 -0.000854186837042 1.69037214739e-05 -55.8846682606 -12.1389427464
8 13532 -0.00102106122901 1.60997770302e-05 -55.7347376569 -12.1382888381
9 13624 -0.00117946513585 1.49868093562e-05 -55.5932582658 -12.0927584269
10 15360 -0.00131833448498 1.74198506688e-05 -55.4698942789 -12.12284617
11 13527 -0.00149033901718 1.51593116452e-05 -55.3179527316 -12.1069701536
12 14985 -0.00163255413434 1.59946153459e-05 -55.1930370528 -12.1328673834
13 15248 -0.0017813033111 1.67355531728e-05 -55.0630652081 -12.1101585173
14 14393 -0.00194150339576 1.61750412367e-05 -54.9238627991 -12.109974304
15 14380 -0.00209640476776 1.63184726745e-05 -54.7900224157 -12.1649937364
16 14160 -0.00225389202269 1.58846478273e-05 -54.6547051713 -12.107819596
17 14571 -0.00240501501538 1.60253566947e-05 -54.5255684157 -12.0686113932
18 14781 -0.00255638850153 1.6426366076e-05 -54.3969111272 -12.180392018
19 14396 -0.0027136097463 1.57542442564e-05 -54.2640125209 -12.1626162327
20 15011 -0.00286127726692 1.56945251867e-05 -54.1398605998 -12.0794157954
21 15748 -0.00300490359565 1.68595749115e-05 -54.0197249185 -12.1163320139
22 14679 -0.0031647095716 1.57903404999e-05 -53.8867671486 -12.1111459334
23 15250 -0.00331155075461 1.62834636431e-05 -53.7652513721 -12.1258953267
24 15070 -0.00346388096837 1.64960647194e-05 -53.6398512326 -12.0709866615
25 14574 -0.00362080165554 1.6303602237e-05 -53.511367272 -12.0839763289
26 14372 -0.00377697682425 1.56831626291e-05 -53.3841885096 -12.1160869322
27 15095 -0.00392357041972 1.67099246043e-05 -53.2654379967 -12.1220818851
