100 100000 0.75 gpomdp bernstein 30000000

1 100 0 2.98461450241e-05 -56.6666666667 -12.4114615167
2 5097 0.000218082464519 3.03072984425e-05 -56.870307407 -12.1433295911
3 3937 0.000507865761483 2.6117057025e-05 -57.1434749774 -12.1209903194
4 3972 0.000755107683148 2.65056190213e-05 -57.3788956361 -12.1063950007
5 3921 0.00100875042957 2.652056516e-05 -57.6226982204 -12.0673826891
6 3869 0.00126586982081 2.55942023215e-05 -57.8722407031 -12.2336916269
7 4015 0.00150657253062 2.64751789547e-05 -58.108069682 -12.2057316211
8 3964 0.00175776278639 2.62670040022e-05 -58.356495125 -12.1866462273
9 3969 0.00200612049779 2.66169514621e-05 -58.6044831337 -12.1931052871
10 3884 0.00226390476996 2.6349576204e-05 -58.8644060399 -12.1393765566
11 3873 0.0025189677695 2.61890692488e-05 -59.124151223 -12.1943244689
12 3894 0.00277151910966 2.57155330838e-05 -59.3838910752 -12.1276515864
13 4028 0.00301134569595 2.69306637374e-05 -59.6329294586 -12.2150859815
14 3875 0.00327208835405 2.58845587887e-05 -59.906363044 -12.0958808303
15 3970 0.00351685190675 2.67060140017e-05 -60.1656136973 -12.1238420009
16 3872 0.00377562053176 2.64756828231e-05 -60.4424500869 -12.1850605585
17 3819 0.00403662126838 2.5790699927e-05 -60.7245831586 -12.1241912758
18 3936 0.00428238926101 2.60230150126e-05 -60.9929616336 -12.2183576546
19 3992 0.00452771733724 2.67709397555e-05 -61.2635224471 -12.1169187817
20 3878 0.00478678601368 2.67245817948e-05 -61.5521690791 -12.1430590406
21 3780 0.0050519202889 2.56093334313e-05 -61.8507411781 -12.1392779805
22 3927 0.00529752457472 2.67039016485e-05 -62.1302240135 -12.2117884975
23 3824 0.00556015124668 2.60551438188e-05 -62.4322163197 -12.2611514929
24 3872 0.00581317186256 2.61508685746e-05 -62.7262794151 -12.1577180229
25 3905 0.00606446443079 2.59014171482e-05 -63.0214098872 -12.2113230006
26 3992 0.00630838612876 2.70806025367e-05 -63.3108611947 -12.1428479952
27 3806 0.00657529638209 2.57911884169e-05 -63.6310068529 -12.2274356627
28 3912 0.00682351044516 2.66405950318e-05 -63.9319810889 -12.1737411598
29 3825 0.00708531500404 2.54580649155e-05 -64.2528886316 -12.2575918893
30 4009 0.00732445805918 2.68902425711e-05 -64.5491673567 -12.3052823019
31 3854 0.00758727228157 2.6389823381e-05 -64.8782968678 -12.1248077394
32 3835 0.00784509977624 2.59169931138e-05 -65.2048262353 -12.1729857897
33 3921 0.00809322234512 2.61560903999e-05 -65.5225303184 -12.2645561758
34 3955 0.00834118509303 2.6935241622e-05 -65.8434816167 -12.2022218783
