100 100000 0.95 reinforce cheb_reinforce 30000000

1 100 0 1.21662276827e-05 -56.6666666667 -11.9539190042
2 10667 -0.000135279758123 1.31519048617e-05 -56.5411715114 -12.1507665423
3 14520 -0.000260623357041 1.62996808487e-05 -56.4254534758 -12.1002211347
4 14325 -0.000417019921755 1.62587093263e-05 -56.2818162138 -12.1278364084
5 14191 -0.000573755512377 1.59704436878e-05 -56.1386952375 -12.1064488378
6 14476 -0.00072619123673 1.5984882525e-05 -56.0002886417 -12.1369885044
7 14745 -0.000877366157362 1.60193138993e-05 -55.8637878302 -12.1671891807
8 14967 -0.00102774097418 1.6459120571e-05 -55.7287551169 -12.1596788486
9 14529 -0.00118455402266 1.60184444554e-05 -55.5887265916 -12.1387966185
10 14749 -0.00133602760655 1.57441130947e-05 -55.4542212395 -12.096123806
11 15395 -0.00148174846716 1.61967159493e-05 -55.3255188598 -12.1526035116
12 15348 -0.00163188978133 1.66360526413e-05 -55.193619104 -12.0742727131
13 14634 -0.00178981920848 1.58915756046e-05 -55.0556453372 -12.1151570691
14 15048 -0.00193859175004 1.602579807e-05 -54.9263856803 -12.1534558893
15 15264 -0.0020875541947 1.64852570911e-05 -54.7976496705 -12.1058482764
16 14778 -0.00224328697529 1.65724829903e-05 -54.6637934569 -12.1386772016
17 14182 -0.00240310245532 1.60552565482e-05 -54.5271983917 -12.1516237371
18 14343 -0.00255705764503 1.61973398821e-05 -54.3963439328 -12.1051124637
19 14298 -0.00271261857716 1.6660136701e-05 -54.2648480392 -12.1123919814
20 13600 -0.00287668125672 1.54011732458e-05 -54.1269468726 -12.0888595008
21 14699 -0.00302256201602 1.62498472263e-05 -54.0049964842 -12.1278580258
22 14575 -0.00317713693619 1.65441857338e-05 -53.8764588686 -12.1177532002
23 14027 -0.00333755643901 1.59461260619e-05 -53.7437958784 -12.1249943808
24 14344 -0.00349045836216 1.63656649709e-05 -53.6180406527 -12.1010000239
25 14057 -0.00364897808708 1.56667369462e-05 -53.488371163 -12.0891189489
26 14789 -0.00379692629278 1.65631644276e-05 -53.3679926144 -12.1053747601
27 14206 -0.00395651708493 1.54490504457e-05 -53.2388319185 -12.0817934158
28 15280 -0.00410004527227 1.69669722606e-05 -53.1232787469 -12.1355013384
29 14089 -0.00426420463367 1.55431911498e-05 -52.9918154582 -12.0861419827
30 15010 -0.00440990157063 1.57862802334e-05 -52.875758048 -12.095441664
31 15600 -0.00455504738344 1.58535143157e-05 -52.7607155198 -12.1312429135
32 16103 -0.00469851743282 1.64759396859e-05 -52.6475618963 -12.092918456
33 15605 -0.00484998167528 1.63074662564e-05 -52.5287037001 -12.1013512481
34 15383 -0.00500097491771 1.64866369451e-05 -52.4108242598 -12.1034231266
35 14891 -0.00515612800833 1.68862620616e-05 -52.2903259255 -12.1156075047
36 13843 -0.00532095111802 1.52963087525e-05 -52.1630099446 -12.120848246
37 15123 -0.00546379703204 1.56307888373e-05 -52.05324262 -12.1107048981
38 15968 -0.00560584859333 1.69149987242e-05 -51.944608991 -12.0706412923
39 14801 -0.0057655194785 1.55494281207e-05 -51.8231193282 -12.1114477432
40 15758 -0.0059077709992 1.65193445274e-05 -51.7154307719 -12.0940291897
41 15204 -0.00606162590379 1.6223445472e-05 -51.5995340877 -12.0855552744
42 15116 -0.00621316202265 1.61721315096e-05 -51.4859648491 -12.0812756882
43 15107 -0.00636426403241 1.61235381915e-05 -51.3732904763 -12.029083394
44 15173 -0.00651458580515 1.66132020207e-05 -51.2617580044 -12.097795343
45 14501 -0.00667302156482 1.64899511381e-05 -51.1448054032 -12.1213562083
46 14033 -0.00683288246267 1.51495048154e-05 -51.0274202217 -12.0843039588
47 15561 -0.00697235004499 1.62058557266e-05 -50.9255141492 -12.0617953256
48 15499 -0.0071218419519 1.6147394316e-05 -50.8168015929 -12.0803145289
49 15529 -0.0072706501836 1.65168987266e-05 -50.7091148005 -12.0880958429
50 14987 -0.00742559319383 1.6372348118e-05 -50.5975448115 -12.0756009408
51 14677 -0.00758079100865 1.61651547034e-05 -50.4863560548 -12.0707544895
52 14679 -0.0077340157541 1.59986275961e-05 -50.3771311559 -12.0758973219
53 14931 -0.00788437567386 1.65740113436e-05 -50.2704760162 -12.0301542276
54 14326 -0.00804339720364 1.56480322714e-05 -50.158241325 -12.0984773272
55 15100 -0.00818963577341 1.65350264216e-05 -50.0555370072 -12.0478359874
56 14546 -0.00834708147099 1.59198281721e-05 -49.9455023268 -12.0645518568
57 14915 -0.00849678323258 1.59710885211e-05 -49.8413956712 -12.0315672313
58 15214 -0.00864548405858 1.63870674849e-05 -49.7384794235 -12.0647908315
59 14877 -0.00879977332104 1.61748503105e-05 -49.6322124489 -12.0552281898
60 14864 -0.00895213084723 1.60369814408e-05 -49.5277889626 -12.1102587285
61 15060 -0.0091022022004 1.62911568374e-05 -49.4254271366 -12.1093841648
62 14870 -0.0092556225932 1.63215905065e-05 -49.3212848913 -12.0607429981
63 14638 -0.00941054741897 1.60790594777e-05 -49.2166346992 -12.0614862021
64 14768 -0.00956249374639 1.57723053662e-05 -49.1144938241 -12.0755762016
65 15371 -0.00970859068153 1.61835418542e-05 -49.0167461781 -12.0317201234
66 15344 -0.00985862663527 1.64275060709e-05 -48.9168303626 -12.0819160167
67 14943 -0.0100129561847 1.62758972039e-05 -48.8145457794 -12.0460297978
68 14778 -0.0101667127069 1.60913393204e-05 -48.7131321407 -12.0334576766
69 14891 -0.0103181474175 1.65174673423e-05 -48.6137256866 -12.033869671
70 14370 -0.0104763848668 1.62535592751e-05 -48.5103545361 -12.016149981
71 14243 -0.0106327844224 1.57695157434e-05 -48.4086833503 -12.0585567503
72 14829 -0.0107815021876 1.63211526164e-05 -48.3124630438 -12.0524582558
73 14598 -0.0109366334301 1.59129295993e-05 -48.2125647453 -12.0390817921
74 14978 -0.0110859512629 1.59833863318e-05 -48.1168616387 -12.0495013443
75 15259 -0.0112345460204 1.66912311797e-05 -48.0220586812 -12.1022754839
76 14468 -0.0113939058124 1.55770345625e-05 -47.9208684166 -12.0471794422
77 15360 -0.0115382429364 1.67816540811e-05 -47.8296436944 -12.069262872
78 14431 -0.0116986720113 1.54006295056e-05 -47.7287207597 -12.0272425287
79 15598 -0.0118402813549 1.56690877961e-05 -47.6400473409 -11.9543568445
80 16406 -0.0119807691541 1.74876283345e-05 -47.5524539134 -12.0225580479
81 14349 -0.0121484226657 1.56256265301e-05 -47.4484118067 -12.0430246008
82 15159 -0.0122941687083 1.64091350124e-05 -47.3583944009 -12.0125970638
83 14790 -0.012449119065 1.59514189649e-05 -47.2631270526 -11.9835216111
84 15116 -0.0125981141982 1.57299100549e-05 -47.171941013 -12.043684245
85 15801 -0.0127418216379 1.66012755913e-05 -47.084378473 -11.9987205385
86 15119 -0.0128968717875 1.60093886768e-05 -46.9903284609 -11.997437675
87 15362 -0.0130452082851 1.65090582135e-05 -46.9007597612 -12.0080646578
88 14837 -0.013200855375 1.51584550981e-05 -46.8072037978 -12.070399248
89 16438 -0.0133366335521 1.64179034824e-05 -46.7259453869 -12.0161776782
90 16024 -0.0134855794287 1.65463264582e-05 -46.6371843532 -11.9982258692
91 15418 -0.0136386103899 1.66167827341e-05 -46.5463979001 -12.0448792942
92 14729 -0.0137958447101 1.61128899788e-05 -46.453546627 -11.9966781787
93 14809 -0.0139479004469 1.59165751154e-05 -46.3641640618 -12.0063132196
94 15189 -0.0140962121271 1.57209782984e-05 -46.277368692 -11.9880130057
