100 100000 0.95 gpomdp sample_bernstein 30000000
4507 1223 -0.429903410151 2.26005382303e-05 -13.6524848356 -9.81615554075
4508 1102 -0.429948466855 2.16903442277e-05 -13.6522023442 -9.76741880931
4509 1110 -0.429997216265 2.39032974343e-05 -13.6518968261 -9.62567014014
4510 898 -0.430047828764 1.81151046741e-05 -13.6515797695 -9.81665300624
4511 1133 -0.430083048076 2.16212112393e-05 -13.6513592246 -9.80335397001
4512 1149 -0.430129857238 2.13596597985e-05 -13.6510662088 -9.61268909768
4513 1160 -0.430172413963 1.98852527255e-05 -13.6507999165 -9.71024339485
4514 1293 -0.430207372181 2.10774029478e-05 -13.6505812448 -9.87998630981
4515 1324 -0.430248399783 2.41195605887e-05 -13.650324693 -9.80554565964
4516 1083 -0.430301313577 2.1452388855e-05 -13.6499939511 -9.85787565336
4517 1043 -0.430344483989 2.09233775535e-05 -13.6497242244 -9.87448071244
4518 1073 -0.430386926422 1.4024354622e-05 -13.6494591455 -9.81775221593
4519 1832 -0.430409941403 2.56218936071e-05 -13.649315444 -9.69202997203
4520 1372 -0.430461873725 2.10791303481e-05 -13.6489912942 -9.73272362331
4521 1368 -0.430497749687 1.67203701608e-05 -13.6487674507 -9.73125210417
4522 1927 -0.430524600581 2.57812595714e-05 -13.6485999639 -9.75089234331
4523 1392 -0.430572706165 2.22106808618e-05 -13.6482999961 -9.7404199974
4524 1332 -0.430613064412 2.06264896527e-05 -13.6480484352 -9.8343905948
4525 1442 -0.430653072742 2.43181242956e-05 -13.6477991432 -9.82380193801
4526 1176 -0.430700683607 1.94089581328e-05 -13.6475025936 -9.77673121881
4527 1373 -0.430740139746 2.36613122942e-05 -13.6472569304 -9.6979644462
4528 1170 -0.430787766915 2.22372563032e-05 -13.6469605057 -9.76504763437
4529 1104 -0.430833720486 2.26092500295e-05 -13.6466746144 -9.71494599683
4530 1013 -0.430880679193 1.87942192025e-05 -13.646382589 -9.67405622733
4531 1226 -0.430918393536 1.8724745249e-05 -13.6461481391 -9.82149659048
4532 1506 -0.430954937126 2.24951217872e-05 -13.6459210412 -9.74720233184
4533 1416 -0.430996886861 2.18336995426e-05 -13.6456604369 -9.81915355355
4534 1371 -0.431036507428 2.18747526499e-05 -13.6454143901 -9.73189561085
4535 1349 -0.431075577366 2.2276487839e-05 -13.6451718466 -9.78370887214
4536 1302 -0.431118264103 2.21184618636e-05 -13.6449069452 -9.75066439354
4537 1267 -0.431162172229 2.42843639128e-05 -13.6446345679 -9.80489601947
4538 1013 -0.431214550943 2.05191993064e-05 -13.6443097818 -9.71230751757
4539 1074 -0.431257414739 1.63721167785e-05 -13.6440441062 -9.65195164863
4540 1522 -0.431283699466 2.1787356117e-05 -13.6438812394 -9.916498712
4541 1469 -0.431323259783 2.19885256406e-05 -13.6436361846 -9.75549909403
4542 1426 -0.431362636782 1.98133417675e-05 -13.6433923499 -9.68945574589
4543 1661 -0.431398174717 2.56217423006e-05 -13.6431723603 -9.76658426438
4544 1181 -0.431447799555 2.1859953802e-05 -13.6428652838 -9.72859821699
4545 1114 -0.431489533711 1.97263517763e-05 -13.6426071381 -9.75442178122
4546 1251 -0.431527795214 1.92331984143e-05 -13.6423705557 -9.72388512669
4547 1456 -0.431561901135 2.34017202121e-05 -13.6421597355 -9.60461187974
4548 1294 -0.431606276564 2.34096192578e-05 -13.6418855307 -9.73842629145
4549 1100 -0.431652189268 1.72134475842e-05 -13.6416019394 -9.73781526042
4550 1525 -0.431683570886 2.24569047356e-05 -13.6414081688 -9.76007129229
4551 1456 -0.43172958331 2.20909046568e-05 -13.6411241548 -9.90126667395
4552 1394 -0.431771710787 2.22135294732e-05 -13.6408642217 -9.75876946934
4553 1305 -0.431810664864 2.43091407753e-05 -13.6406239546 -9.65180007824
4554 1051 -0.431861098702 1.84153457553e-05 -13.6403130032 -9.71790107129
4555 1283 -0.431894299283 2.2593121301e-05 -13.6401083792 -9.69989796174
4556 1189 -0.431939476704 1.83089918728e-05 -13.639830035 -9.78027792507
4557 1525 -0.431971933794 2.37556011933e-05 -13.6396301307 -9.65834023634
4558 1301 -0.432018840137 2.12530183137e-05 -13.639341334 -9.76931899518
4559 1334 -0.432059710919 2.20022638112e-05 -13.6390897947 -9.83638926114
4560 1317 -0.43210417026 2.08500612399e-05 -13.6388162724 -9.76235993998
4561 1349 -0.432139928312 2.01791512322e-05 -13.6385963599 -9.78809344582
4562 1480 -0.432176620807 2.6361205292e-05 -13.6383707725 -9.68075786877
4563 1006 -0.432230593176 1.39142813792e-05 -13.63803908 -9.91475220208
4564 1747 -0.43225547754 2.34674101514e-05 -13.6378862039 -9.72053616286
4565 1581 -0.432303007505 2.15984732078e-05 -13.6375942985 -9.6663180283
4566 1657 -0.432345709112 2.36173735723e-05 -13.6373321508 -9.73397222834
4567 1419 -0.432388293883 2.22251746354e-05 -13.6370708186 -9.78333128862
4568 1346 -0.43243193754 2.36779448186e-05 -13.6368030902 -9.73334196054
4569 1157 -0.432481596646 1.91125561978e-05 -13.6364985857 -9.64852517265
4570 1386 -0.432517426179 1.79880477626e-05 -13.6362789656 -9.78565406841
4571 1875 -0.432552969522 2.75752280009e-05 -13.6360611682 -9.71697657038
4572 1205 -0.432615892787 1.83208919678e-05 -13.6356757637 -9.81298161818
4573 1526 -0.432649422127 2.18576073531e-05 -13.6354704841 -9.71419328316
4574 1514 -0.432689782817 2.03997395708e-05 -13.635223461 -9.79045955049
4575 1765 -0.432736422267 2.3739129061e-05 -13.6349381189 -9.7455694219
4576 1544 -0.432784124642 2.51624458786e-05 -13.6346463954 -9.66936029205
4577 1228 -0.432841411 1.71669098273e-05 -13.6342962235 -9.7304341453
4578 1699 -0.432873053598 1.97756339666e-05 -13.634102879 -9.75554110553
4579 1906 -0.43290381428 2.57657196143e-05 -13.6339149751 -9.8254745781
4580 1417 -0.432956442284 2.36850099394e-05 -13.6335936115 -9.76094452097
4581 1185 -0.433000234156 1.22344196714e-05 -13.633326318 -9.60379956966
4582 2349 -0.433021767514 2.8726312305e-05 -13.6331949223 -9.76078896068
4583 1319 -0.433075089848 2.3645442995e-05 -13.6328696591 -9.77256972919
4584 1104 -0.433122276225 2.14894547565e-05 -13.6325819527 -9.5629529609
4585 1074 -0.433161525146 2.097105672e-05 -13.6323427343 -9.78255608227
4586 1071 -0.433202114047 1.63150429808e-05 -13.6320954362 -9.70725416932
4587 1552 -0.433229304443 2.15968584812e-05 -13.6319298215 -9.72232121751
4588 1577 -0.433269231984 2.24906372464e-05 -13.6316866979 -9.80244826606
4589 1452 -0.433311761844 2.37667384745e-05 -13.631427823 -9.76345847249
4590 1222 -0.4333591564 1.97886919175e-05 -13.6311394519 -9.88219657954
4591 1401 -0.433398131678 2.14072086744e-05 -13.6309023983 -9.85220906189
4592 1428 -0.433441694826 2.34178726897e-05 -13.6306375374 -9.8429868303
4593 1227 -0.433490568337 2.13782902903e-05 -13.6303405113 -9.73421011812
4594 1212 -0.433530653794 1.66129555261e-05 -13.6300969902 -9.8794310367
4595 1719 -0.433558369225 2.67607936181e-05 -13.629928668 -9.74330450408
4596 1113 -0.433612201682 1.74441801061e-05 -13.6296018493 -9.73611387954
4597 1448 -0.433642555752 1.79829470287e-05 -13.6294176374 -9.90281547767
4598 1828 -0.433670897423 2.38354190215e-05 -13.629245683 -9.68843413173
4599 1585 -0.433714906283 1.97029459817e-05 -13.6289787583 -9.86904966935
4600 1866 -0.433751336339 2.21105408463e-05 -13.6287578796 -9.82776209834
4601 1895 -0.433797104654 2.8343426829e-05 -13.6284804834 -9.68229873131
4602 1046 -0.433855975749 1.9089986458e-05 -13.6281238382 -9.84476228044
4603 1237 -0.433890559965 1.7507148877e-05 -13.6279144113 -9.82832161871
4604 1618 -0.433920373951 2.50798013921e-05 -13.6277339225 -9.82646983262
4605 1242 -0.433970766848 2.25524213812e-05 -13.6274289608 -9.6602011753
4606 1137 -0.434016278469 1.9145042007e-05 -13.6271536562 -9.8817746357
4607 1357 -0.434052876079 2.2744813986e-05 -13.626932354 -9.77360763066
4608 1271 -0.434098609878 2.12715891246e-05 -13.6266559072 -9.73967086352
4609 1320 -0.434140037873 2.08006437528e-05 -13.6264055844 -9.84407736459
4610 1386 -0.434177740656 2.31029740008e-05 -13.6261778507 -9.76123080287
4611 1182 -0.43422244587 2.03803149065e-05 -13.6259079194 -9.66889630629
4612 1244 -0.434259974756 2.16347003262e-05 -13.6256814017 -9.64474117009
4613 1240 -0.434303366575 1.80785478633e-05 -13.6254195904 -9.82521678198
4614 1600 -0.434337036351 2.50237876623e-05 -13.6252165081 -9.85829878305
4615 1206 -0.434386058283 1.79861709079e-05 -13.6249209364 -9.73410436167
4616 1556 -0.434416618817 2.00076436703e-05 -13.6247367406 -9.76365121518
4617 1770 -0.434452563732 2.58457124995e-05 -13.6245201558 -9.75378567583
4618 1216 -0.434499499086 1.75773457962e-05 -13.6242374526 -9.84951660225
4619 1624 -0.434531710386 2.36548508435e-05 -13.6240435042 -9.72632282943
4620 1377 -0.434575567783 2.12668529213e-05 -13.6237795224 -9.76980569246
4621 1364 -0.434612734874 2.11469017312e-05 -13.6235558908 -9.84315646759
4622 1405 -0.434652370327 1.99531063221e-05 -13.6233174886 -9.77162820713
4623 1590 -0.434690099947 2.25886993318e-05 -13.6230906278 -9.78464625812
4624 1474 -0.434732077706 2.04101715894e-05 -13.6228383133 -9.78035918815
4625 1646 -0.434773029314 2.45284415484e-05 -13.6225922574 -9.72502388765
4626 1305 -0.434817730217 2.318128098e-05 -13.6223237763 -9.83746584433
4627 1150 -0.434862710565 1.70062785446e-05 -13.6220537246 -9.80214413788
4628 1566 -0.43489064929 2.46518132838e-05 -13.6218860413 -9.74989715947
4629 1252 -0.434940200715 1.93233647617e-05 -13.6215887449 -9.8158745167
4630 1470 -0.43497557776 2.34025660936e-05 -13.6213765716 -9.77133716465
4631 1309 -0.435026292046 1.90839455193e-05 -13.6210725299 -9.78918927339
4632 1573 -0.435061562558 2.5796790792e-05 -13.6208611575 -9.79644135485
4633 1132 -0.435115846156 2.19368487937e-05 -13.6205359714 -9.7940338981
4634 1081 -0.435157307659 1.59744617311e-05 -13.620287702 -9.68195668112
4635 1601 -0.435182765761 2.48192637136e-05 -13.6201353056 -9.68259425018
4636 1218 -0.435226306976 1.61533182632e-05 -13.6198747409 -9.76009013294
4637 1810 -0.435253103581 2.57108332478e-05 -13.6197144315 -9.8546534353
4638 1254 -0.435300490107 1.79351835408e-05 -13.6194310377 -9.75307341033
4639 1660 -0.435333515406 2.31132449604e-05 -13.6192336016 -9.75610124182
4640 1381 -0.435371113914 2.14311251864e-05 -13.6190088961 -9.72612458576
4641 1415 -0.435412773635 1.6171771279e-05 -13.6187600069 -9.8046634532
4642 2122 -0.435441715547 2.51127955162e-05 -13.6185871527 -9.74986302707
4643 1578 -0.435483583088 2.25287349954e-05 -13.6183371796 -9.76530509166
4644 1465 -0.435524544258 2.28203472837e-05 -13.6180927084 -9.63287326365
4645 1334 -0.435569781217 2.01988466004e-05 -13.6178228216 -9.75949736328
4646 1449 -0.435604978202 2.1623465192e-05 -13.6176129092 -9.76643431218
4647 1457 -0.435645308901 2.30523325879e-05 -13.6173724609 -9.68387728181
4648 1328 -0.43569195747 2.41437465778e-05 -13.6170944538 -9.81234310217
4649 1073 -0.435742578956 2.02535611985e-05 -13.6167929007 -9.67693216699
4650 1140 -0.435779426534 2.13295120491e-05 -13.6165734847 -9.74661592165
4651 1173 -0.435825096005 2.30008255926e-05 -13.6163016372 -9.7147965137
4652 1054 -0.435874127737 1.35143262811e-05 -13.6160098993 -9.81461691298
4653 1863 -0.435895815855 2.46497294947e-05 -13.6158808962 -9.70007957567
4654 1484 -0.435941690851 2.20275224748e-05 -13.6156081093 -9.75352234178
4655 1423 -0.435981239814 2.00500265581e-05 -13.6153730288 -9.72923390516
4656 1553 -0.436014449551 2.06919288599e-05 -13.615175693 -9.71427645473
4657 1754 -0.436056759588 2.39227371644e-05 -13.6149243671 -9.82815474019
4658 1376 -0.436094474015 2.0454299225e-05 -13.6147004197 -9.748579154
4659 1487 -0.436133001806 2.0952397623e-05 -13.6144717206 -9.79372698935
4660 1491 -0.436169170859 2.12768837112e-05 -13.6142570945 -9.71135807394
4661 1527 -0.436208987336 2.12377994675e-05 -13.614020905 -9.77580288844
4662 1507 -0.43624517551 1.98100135216e-05 -13.6138063113 -9.73133565806
4663 1764 -0.43628237737 2.16542445907e-05 -13.613585779 -9.75035183671
4664 1757 -0.436320520371 2.45336432758e-05 -13.6133597438 -9.78914122296
4665 1432 -0.436367683999 1.71225530656e-05 -13.6130803591 -9.76248507536
4666 1980 -0.436396524415 2.37342472455e-05 -13.6129095743 -9.75621480991
4667 1631 -0.436434697359 2.33757100566e-05 -13.6126835927 -9.80725964199
4668 1372 -0.436475720449 1.98737428885e-05 -13.6124408245 -9.75754152761
4669 1560 -0.436508226218 2.28884208701e-05 -13.6122485237 -9.76736059905
4670 1421 -0.43655100212 2.24664154503e-05 -13.6119955512 -9.81178713613
4671 1350 -0.436592270783 2.15961503751e-05 -13.6117515843 -9.70038571223
4672 1336 -0.436633085574 2.15819270055e-05 -13.6115103891 -9.78297515167
4673 1347 -0.436675118903 2.08204853803e-05 -13.6112620852 -9.75624316349
4674 1405 -0.436710873696 2.35351868763e-05 -13.6110509442 -9.84987742268
4675 1205 -0.436757800807 1.76022881044e-05 -13.6107739305 -9.82881049306
4676 1579 -0.436786512753 1.96869577912e-05 -13.6106044995 -9.77505308541
4677 1833 -0.436820355364 2.54197336656e-05 -13.6104048481 -9.71665976095
4678 1369 -0.4368693378 2.05480149789e-05 -13.6101159879 -9.85793883857
4679 1450 -0.436906175441 2.42501249091e-05 -13.6098988319 -9.73260933488
4680 1207 -0.436959651155 2.24160059954e-05 -13.6095837229 -9.85073333315
4681 1123 -0.437003641908 2.14017265544e-05 -13.609324618 -9.70999223158
4682 1096 -0.4370419102 1.99577822213e-05 -13.6090993014 -9.85243683489
4683 1211 -0.437081277859 2.21853293063e-05 -13.6088675927 -9.73718595297
4684 1170 -0.437128746504 2.11222917755e-05 -13.6085883124 -9.75704818191
4685 1197 -0.437171271008 2.15446115047e-05 -13.6083382218 -9.87828129055
4686 1156 -0.437211105684 2.1394672815e-05 -13.608104037 -9.64191425663
4687 1166 -0.437252928764 1.8630100877e-05 -13.6078582526 -9.72351684906
4688 1407 -0.437285481236 2.50571775877e-05 -13.6076670133 -9.74776655589
4689 1111 -0.437338346231 1.78855504827e-05 -13.607356561 -9.71661127088
4690 1460 -0.437371472305 2.14393197204e-05 -13.6071621017 -9.68938930025
4691 1514 -0.437413803732 2.18871074362e-05 -13.6069136885 -9.76892057035
4692 1507 -0.437457082873 2.18529171065e-05 -13.6066598116 -9.74994844667
4693 1483 -0.437496657872 2.25526425584e-05 -13.6064277498 -9.69685721708
4694 1376 -0.437538003093 1.92720317188e-05 -13.6061853958 -9.87926123261
4695 1560 -0.437569642565 2.58862556932e-05 -13.605999995 -9.69690313359
4696 1084 -0.437619762271 2.01441243391e-05 -13.6057064118 -9.75266465485
4697 1210 -0.437661880561 1.71346576062e-05 -13.6054598003 -9.79725145147
4698 1669 -0.437693358262 2.52657366257e-05 -13.6052755527 -9.77519761459
4699 1258 -0.437743167257 1.89704546496e-05 -13.6049841136 -9.84410913941
4700 1543 -0.437779563738 2.36099473963e-05 -13.6047712356 -9.73123412291
4701 1288 -0.43781975384 2.03947251048e-05 -13.6045362501 -9.75210202804
4702 1380 -0.437854704068 1.90357891618e-05 -13.6043319705 -9.75919821716
4703 1645 -0.437887365418 2.37671674295e-05 -13.6041411272 -9.79751073954
4704 1337 -0.437927884039 2.18926460237e-05 -13.6039044511 -9.66428662255
4705 1301 -0.437969612892 2.25504991592e-05 -13.603660796 -9.82282535915
4706 1244 -0.438015404989 1.98818642383e-05 -13.6033935211 -9.83860679345
4707 1385 -0.438050285625 2.26930358463e-05 -13.603190007 -9.833376935
4708 1268 -0.438097360358 2.30804860653e-05 -13.6029154469 -9.76646037396
4709 1115 -0.438142192274 1.68652203986e-05 -13.6026540761 -9.71062813843
4710 1517 -0.438167713341 2.34351641827e-05 -13.602505335 -9.74915768087
4711 1295 -0.438212252591 2.16196915894e-05 -13.6022458347 -9.81721157871
4712 1307 -0.438256926659 1.75243876945e-05 -13.6019856536 -9.86811947539
4713 1732 -0.438284168722 2.34172065962e-05 -13.6018270476 -9.68179099307
4714 1489 -0.438323601506 2.0139811279e-05 -13.6015975351 -9.81241443897
4715 1620 -0.438357853906 2.3819168008e-05 -13.6013982404 -9.80939927969
4716 1370 -0.438404156647 2.12674926479e-05 -13.6011289298 -9.7106057698
4717 1430 -0.43844533179 1.92083361988e-05 -13.6008895372 -9.72428298356
4718 1761 -0.438481975334 2.27849145431e-05 -13.6006765662 -9.82127629178
4719 1607 -0.438523388019 2.35784498006e-05 -13.6004359619 -9.83689542177
4720 1374 -0.43856761646 2.13124751341e-05 -13.6001790976 -9.75720943511
4721 1399 -0.438609831434 2.12450456733e-05 -13.5999340225 -9.82389421649
4722 1387 -0.438649022462 2.16172566831e-05 -13.5997065862 -9.69312594614
4723 1414 -0.438691564426 1.95237643056e-05 -13.5994597946 -9.68425076383
4724 1670 -0.43872762631 1.62654880485e-05 -13.5992506691 -9.78749838433
4725 2466 -0.438753211793 2.75973116314e-05 -13.5991023383 -9.80251897676
4726 1541 -0.438803900973 2.12985046348e-05 -13.5988085711 -9.72983400685
4727 1529 -0.438838560147 2.40596188655e-05 -13.5986077826 -9.68732905549
4728 1256 -0.438883665734 1.81552522277e-05 -13.5983465698 -9.83480938159
4729 1621 -0.438917661256 2.28454961825e-05 -13.5981497673 -9.68418069141
4730 1462 -0.438958159092 2.45137716995e-05 -13.5979154015 -9.6459094324
4731 1174 -0.439008074382 1.58381899216e-05 -13.5976266537 -9.77695102917
4732 1728 -0.439031457269 2.66662088404e-05 -13.5974914342 -9.77120145362
4733 1128 -0.439082877596 1.91756502037e-05 -13.5971941793 -9.76479182462
4734 1335 -0.439119433355 2.19400247413e-05 -13.5969829388 -9.75143278283
4735 1308 -0.439163356309 1.85972005032e-05 -13.5967292188 -9.79282158871
4736 1577 -0.439195056915 2.2070665362e-05 -13.5965461635 -9.77869193316
4737 1517 -0.439234881456 1.77588845799e-05 -13.596316271 -9.7550599881
4738 2008 -0.439264384907 2.28947809476e-05 -13.5961460118 -9.85144621654
4739 1855 -0.439304558229 2.36122139535e-05 -13.5959142517 -9.69363523854
4740 1607 -0.439347026069 2.17612843882e-05 -13.5956693462 -9.76962579608
4741 1626 -0.439387024173 2.24527513363e-05 -13.5954387694 -9.76090756196
4742 1487 -0.439425228651 1.93624410943e-05 -13.5952186103 -9.84190977365
4743 1717 -0.439459192166 2.159754206e-05 -13.5950229544 -9.69181878765
4744 1723 -0.439494718154 2.30784306028e-05 -13.5948183618 -9.60491417893
4745 1512 -0.439533170001 1.96419122004e-05 -13.5945969935 -9.91167619979
4746 1779 -0.439569147107 2.37166776764e-05 -13.5943899422 -9.7245105066
4747 1492 -0.439610431173 2.12833856802e-05 -13.5941524321 -9.71547259847
4748 1537 -0.439650336623 2.04826707662e-05 -13.5939229378 -9.76296735029
4749 1704 -0.439688422502 2.57201344283e-05 -13.5937039851 -9.74763019734
4750 1207 -0.439736289244 1.81612296761e-05 -13.5934289103 -9.83462332745
4751 1571 -0.439770590582 2.64975407207e-05 -13.593231865 -9.66293908713
4752 1077 -0.439830403618 1.2291014204e-05 -13.5928884133 -9.83305474369
4753 2072 -0.439849068178 2.73520341383e-05 -13.5927812779 -9.74037160128
4754 1287 -0.439898380761 1.85057501306e-05 -13.5924983089 -9.82965867544
4755 1590 -0.43993175857 2.43950130382e-05 -13.5923068498 -9.56664099019
4756 1253 -0.439975005507 2.30913365766e-05 -13.5920588664 -9.59275793298
4757 1072 -0.440017815605 2.15697584228e-05 -13.5918134838 -9.60274348255
4758 1064 -0.440062004151 1.67717555951e-05 -13.5915603001 -9.68236348929
4759 1509 -0.440092296464 2.27928831801e-05 -13.5913867953 -9.74691477664
4760 1354 -0.440136662399 2.10804698907e-05 -13.5911327674 -9.73443355986
4761 1396 -0.440175393003 2.19011701244e-05 -13.5909110896 -9.72147901453
4762 1302 -0.440212985337 2.19132485434e-05 -13.5906960014 -9.68827363316
4763 1227 -0.440252679164 1.46332018094e-05 -13.590468969 -9.70907596065
4764 1981 -0.440274632677 2.75739142467e-05 -13.5903434391 -9.64302063377
4765 1267 -0.4403305823 1.7617770557e-05 -13.5900236331 -9.71823147822
4766 1629 -0.440357697311 2.40559029566e-05 -13.5898687033 -9.74226578184
4767 1325 -0.440401281714 1.7423523023e-05 -13.5896197505 -9.83754065162
4768 1800 -0.440431248481 2.3695374561e-05 -13.5894486386 -9.79540098152
4769 1536 -0.440474567457 2.28958636826e-05 -13.5892013671 -9.69892991496
4770 1363 -0.44051360245 2.24862004065e-05 -13.5889786327 -9.78281153426
4771 1249 -0.440555539357 2.12353071002e-05 -13.5887394281 -9.81711100496
4772 1303 -0.440600505883 1.96669003605e-05 -13.5884830443 -9.74167425893
4773 1437 -0.440632515188 2.22479306939e-05 -13.588300602 -9.85629075668
4774 1340 -0.440672836729 2.00446656725e-05 -13.5880708584 -9.72833016811
4775 1445 -0.440706006348 1.93804511422e-05 -13.5878819281 -9.72537767844
4776 1689 -0.440740638028 2.19920476275e-05 -13.587684731 -9.76393088551
4777 1639 -0.440778144239 2.19654778951e-05 -13.5874712362 -9.6565535354
4778 1562 -0.440815530665 2.21613877505e-05 -13.5872584957 -9.70360317834
4779 1501 -0.440857152554 1.89315402848e-05 -13.5870217394 -9.75996733214
4780 1815 -0.440888670796 2.32131706775e-05 -13.586842515 -9.66521439283
4781 1621 -0.440929222498 2.16628342825e-05 -13.5866119987 -9.78146520074
4782 1611 -0.440966376338 2.21535582052e-05 -13.5864008723 -9.90025360985
4783 1537 -0.441008092123 2.15380827407e-05 -13.586163908 -9.80904659439
4784 1460 -0.441042827534 2.30741957627e-05 -13.585966664 -9.68711406381
4785 1272 -0.441086745706 1.69693760635e-05 -13.5857173654 -9.88284293205
4786 1733 -0.441113755695 2.38437221473e-05 -13.5855640946 -9.67208747722
4787 1410 -0.441155426704 2.03453304734e-05 -13.5853277024 -9.64454832706
4788 1547 -0.441192060427 2.12272194842e-05 -13.5851199601 -9.70706389785
4789 1628 -0.44123052691 2.69127723069e-05 -13.5849018993 -9.76042505633
4790 1090 -0.441287253471 1.99438177813e-05 -13.5845804644 -9.76638510617
4791 1232 -0.44132779177 1.97480261221e-05 -13.5843508606 -9.78478733199
4792 1359 -0.441360232621 2.1482507472e-05 -13.5841671808 -9.79450558484
4793 1365 -0.441401086152 1.84403716338e-05 -13.5839359459 -9.86872332965
4794 1714 -0.441431514242 2.2541045756e-05 -13.5837637761 -9.7522490383
4795 1629 -0.441472433895 2.40157890582e-05 -13.5835323177 -9.65372024608
4796 1333 -0.4415175005 2.23497993735e-05 -13.5832775026 -9.66929344423
4797 1242 -0.441560980953 1.82457599166e-05 -13.5830317553 -9.90516976671
4798 1564 -0.441593542942 2.20151183165e-05 -13.582847782 -9.81080547491
4799 1476 -0.441631902938 2.33027294822e-05 -13.5826311206 -9.81069841216
4800 1300 -0.441678805468 2.20039134802e-05 -13.5823663132 -9.71085147845
4801 1246 -0.441721098595 2.11594473769e-05 -13.5821276274 -9.76092325769
4802 1267 -0.441760524179 2.30774682149e-05 -13.5819052081 -9.86333735239
4803 1124 -0.441806270385 1.92846945088e-05 -13.5816472314 -9.88019912256
4804 1325 -0.441843253288 2.1896565768e-05 -13.5814387525 -9.79756946032
4805 1279 -0.441884538586 2.25189420835e-05 -13.5812061036 -9.76731871281
4806 1156 -0.441926729805 1.92931426573e-05 -13.5809684405 -9.83306347335
4807 1360 -0.441958988099 2.35111691858e-05 -13.5807867915 -9.70389002063
4808 1158 -0.442003202418 1.71547610488e-05 -13.5805379042 -9.66135817471
4809 1628 -0.44203488125 2.26035626027e-05 -13.5803596425 -9.82913028
4810 1486 -0.442072434759 2.07505542185e-05 -13.5801483901 -9.76545961956
4811 1610 -0.442109204885 2.29140082434e-05 -13.5799416148 -9.72165582951
4812 1435 -0.442149284971 2.20611173743e-05 -13.5797163054 -9.76193394235
4813 1379 -0.442191647074 2.02919471986e-05 -13.5794782576 -9.77789307087
4814 1527 -0.442228944849 2.23448615871e-05 -13.5792687446 -9.74011806041
4815 1426 -0.442268552463 2.52207046393e-05 -13.5790463348 -9.64954852456
4816 1059 -0.442320378642 1.84633280944e-05 -13.5787554357 -9.61094411775
4817 1350 -0.442355459602 1.82295099322e-05 -13.5785586056 -9.6958280439
4818 1669 -0.4423846372 2.39512355351e-05 -13.5783949459 -9.76678693134
4819 1366 -0.442428323138 1.4263886423e-05 -13.5781499894 -9.70860189419
4820 2355 -0.442452376365 2.68891206662e-05 -13.5780151597 -9.70816091539
4821 1610 -0.442503763369 2.09719652372e-05 -13.5777272109 -9.70377289396
4822 1729 -0.442542439688 2.54494633536e-05 -13.5775105763 -9.78834176695
4823 1257 -0.442591731181 1.93286317688e-05 -13.5772345952 -9.83871650052
4824 1452 -0.442625047977 2.16580544685e-05 -13.5770481265 -9.75776357376
4825 1438 -0.442662644507 2.02614342254e-05 -13.5768377732 -9.75171911982
4826 1604 -0.442699172571 2.37531333212e-05 -13.5766334676 -9.68498568626
4827 1344 -0.442743145974 1.75172561674e-05 -13.5763876102 -9.80689767638
4828 1774 -0.442772755237 2.38432318709e-05 -13.5762221193 -9.83903630286
4829 1474 -0.442817130611 1.90816758567e-05 -13.5759741826 -9.66004665093
4830 1775 -0.442850301241 2.47884238664e-05 -13.5757889156 -9.77539978731
4831 1374 -0.442895544489 2.30769720225e-05 -13.5755363108 -9.65545350364
4832 1177 -0.44293442835 1.78498517035e-05 -13.575319296 -9.67476058737
4833 1518 -0.442964264153 1.87506330852e-05 -13.575152832 -9.76136076715
4834 1787 -0.442992052711 2.58682668525e-05 -13.5749978312 -9.70148620043
4835 1301 -0.443040914523 1.98299341957e-05 -13.5747253827 -9.70758249929
4836 1477 -0.443074011967 2.07753894031e-05 -13.5745409043 -9.66474407516
4837 1611 -0.443112252223 2.55010219549e-05 -13.5743278308 -9.63231432939
4838 1159 -0.443159378531 2.22750282561e-05 -13.5740653475 -9.75441796086
4839 1052 -0.44320161291 1.90416134643e-05 -13.5738302078 -9.67543882875
4840 1235 -0.443236220282 1.96181996077e-05 -13.5736375996 -9.82073081914
4841 1408 -0.443272816951 2.28370905095e-05 -13.5734339866 -9.70104451269
4842 1254 -0.443314529029 1.98670506322e-05 -13.5732019966 -9.72874430161
4843 1383 -0.443347403952 2.36284176483e-05 -13.5730192189 -9.87389700808
4844 1131 -0.443392324153 1.92627801967e-05 -13.5727695615 -9.83879733855
4845 1328 -0.443429191331 2.20418782804e-05 -13.5725647383 -9.80486027556
4846 1259 -0.443469863555 2.51362299638e-05 -13.572338856 -9.69531875149
4847 966 -0.443524925455 1.03969101925e-05 -13.5720331922 -9.75980620767
4848 2128 -0.443539670878 2.29852177167e-05 -13.5719513626 -9.78564747644
4849 1925 -0.443578557995 2.28294080539e-05 -13.5717356123 -9.7965393185
4850 1704 -0.443614205417 2.28295074346e-05 -13.571537904 -9.78078402131
4851 1502 -0.443651800177 2.18119230843e-05 -13.5713294658 -9.70407441133
4852 1537 -0.443695544812 2.62568370825e-05 -13.5710870214 -9.7877759721
4853 1093 -0.443751333419 2.35849938708e-05 -13.5707779681 -9.7220611195
4854 927 -0.443802539189 1.7208653929e-05 -13.5704944422 -9.69346604436
4855 1278 -0.443837470844 2.33420149425e-05 -13.5703011028 -9.69912032898
4856 1113 -0.443885931266 1.81429146719e-05 -13.5700329877 -9.6248363311
