100 100000 0.95 gpomdp sample_bernstein 30000000
1981 548 -0.275218757178 2.37757152544e-05 -15.5420636055 -10.3776809833
1982 479 -0.275310565465 2.26569400911e-05 -15.540164571 -10.3352738581
1983 451 -0.275396604568 2.02338263905e-05 -15.5383860787 -10.1906833471
1984 524 -0.275478574831 1.99579877063e-05 -15.5366927786 -10.450734626
1985 609 -0.275550494928 2.39472788654e-05 -15.5352079621 -10.260550709
1986 546 -0.275644194907 2.41836684236e-05 -15.5332747143 -10.023947253
1987 473 -0.275737415014 2.05769699933e-05 -15.5313527388 -10.2768101089
1988 532 -0.275812535591 2.33891568962e-05 -15.5298049268 -10.1537952336
1989 480 -0.275899654849 2.16922358742e-05 -15.5280110003 -10.089759001
1990 480 -0.275983260484 2.03144676222e-05 -15.5262905459 -10.301995027
1991 568 -0.276073034673 2.55078660973e-05 -15.5244443751 -10.1125187863
1992 449 -0.276178196399 1.98089165449e-05 -15.5222833729 -10.3315466283
1993 524 -0.276256469678 2.24197663708e-05 -15.520676035 -10.2082452461
1994 525 -0.276345594109 2.07135665895e-05 -15.518847037 -10.3960404913
1995 590 -0.27643194636 2.23466169673e-05 -15.5170761147 -10.2226559165
1996 587 -0.276516457488 2.23314225497e-05 -15.5153440789 -10.2956169295
1997 583 -0.276605812361 2.13672903185e-05 -15.5135139852 -10.352863873
1998 621 -0.276679427373 2.43688603569e-05 -15.5120071989 -10.211335526
1999 525 -0.2767761682 2.56146091189e-05 -15.5100283479 -10.1336984087
2000 402 -0.276882633997 2.075705981e-05 -15.5078522569 -10.1856399822
2001 449 -0.276972223398 2.1184233768e-05 -15.5060224759 -10.4312099787
2002 473 -0.277052670496 1.74084913771e-05 -15.5043804822 -10.2050870024
2003 659 -0.277116544693 2.61420897161e-05 -15.5030774722 -10.3253128154
2004 482 -0.277218263614 1.98636272803e-05 -15.5010037525 -10.1725698751
2005 583 -0.277299704636 2.71895768945e-05 -15.4993445916 -10.2333251798
2006 392 -0.277411803126 1.7067120432e-05 -15.4970625429 -10.232978531
2007 561 -0.277478108827 2.05603998663e-05 -15.4957136392 -10.1423451233
2008 642 -0.277549798003 2.42373060128e-05 -15.494255982 -10.2201651591
2009 576 -0.277651969419 2.23248317543e-05 -15.4921799038 -10.4046201852
2010 563 -0.277733448165 2.37822783895e-05 -15.4905254489 -10.117762388
2011 493 -0.277822405887 1.68006550586e-05 -15.4887203024 -10.2810278912
2012 732 -0.277887389778 2.36349665091e-05 -15.4874024099 -10.3159917799
2013 672 -0.277977192159 2.67527792776e-05 -15.4855822638 -10.366347167
2014 468 -0.278072812006 2.44241367553e-05 -15.4836455746 -10.230385407
2015 399 -0.278176534028 1.85363015778e-05 -15.4815463767 -10.286741187
2016 527 -0.278254295078 2.41891301975e-05 -15.4799736814 -10.4493313236
2017 447 -0.278358188944 1.87628479632e-05 -15.4778739092 -10.1927884035
2018 571 -0.278433666335 1.95260985182e-05 -15.4763494957 -10.1950887605
2019 702 -0.278508170417 2.68315347449e-05 -15.4748455985 -10.1517900797
2020 491 -0.2786192958 2.01551389963e-05 -15.4726040678 -10.2369128414
2021 546 -0.278682021522 2.59761963993e-05 -15.471339652 -10.1463064965
2022 416 -0.27880701173 2.01481466368e-05 -15.4688219162 -10.2702527716
2023 479 -0.278887368897 1.97970980317e-05 -15.467204508 -10.2036057962
2024 557 -0.278954791246 2.44365590218e-05 -15.4658482109 -10.3203121757
2025 466 -0.279047056178 2.34220979309e-05 -15.4639932962 -10.1875114382
2026 430 -0.279155481189 2.33289446628e-05 -15.4618151582 -10.3903583813
2027 396 -0.279252895796 1.97186099088e-05 -15.4598597377 -10.1375053137
2028 469 -0.279332019567 2.04435183891e-05 -15.4582725379 -10.2821861221
2029 514 -0.279407132187 2.21609462959e-05 -15.4567666836 -10.3292968107
2030 512 -0.279496010431 2.00675158233e-05 -15.4549859668 -10.0621540095
2031 596 -0.27956954801 2.51358378774e-05 -15.4535135165 -10.1662411235
2032 474 -0.27966410868 1.97207041747e-05 -15.4516213278 -10.2349972946
2033 566 -0.279746089915 2.29561995912e-05 -15.4499819575 -10.2175318487
2034 530 -0.279834833062 2.30153902877e-05 -15.4482085205 -10.1425816609
2035 521 -0.279936275109 2.64345278041e-05 -15.4461827738 -10.2414342747
2036 376 -0.28006082491 2.18848330539e-05 -15.4436977108 -10.2709618718
2037 387 -0.28016151767 1.6521884658e-05 -15.4416903702 -10.256935669
2038 580 -0.280235845823 2.21055592805e-05 -15.4402096005 -10.3630548798
2039 584 -0.280325404044 2.37809840917e-05 -15.4384265265 -10.0998912275
2040 515 -0.280415603034 2.12119171238e-05 -15.4366319204 -10.3692002077
2041 549 -0.280497491384 2.08414832989e-05 -15.4350037274 -10.2483634498
2042 607 -0.280571265615 2.35411265079e-05 -15.4335377348 -10.3452041185
2043 536 -0.280659993256 2.55254597484e-05 -15.4317756852 -10.2351282375
2044 422 -0.280761055909 2.30757751632e-05 -15.4297701187 -10.0408451433
2045 396 -0.280851943503 2.43387801215e-05 -15.4279677876 -10.239705133
2046 332 -0.280958970657 1.66518378502e-05 -15.4258469971 -10.1039297581
2047 495 -0.281031785898 2.20038082363e-05 -15.4244051152 -10.1601841192
2048 496 -0.281112013824 1.59039091621e-05 -15.42281737 -10.1627835291
2049 780 -0.281172649901 2.5971766671e-05 -15.4216179971 -10.1839249821
2050 573 -0.281264048237 2.57523089887e-05 -15.4198111936 -10.2045376025
2051 442 -0.281361798962 1.61464726472e-05 -15.4178801991 -10.0563781324
2052 672 -0.281424276919 2.3901347278e-05 -15.4166467424 -10.3229995498
2053 584 -0.281509177529 2.48341288793e-05 -15.4149715482 -10.2654506
2054 481 -0.281616572074 1.68976986082e-05 -15.4128540656 -10.2103183758
2055 709 -0.281682749571 2.31803084324e-05 -15.411550112 -10.417888667
2056 675 -0.281771773684 2.55119071548e-05 -15.4097970235 -10.1640238664
2057 528 -0.281869332399 2.0830141654e-05 -15.4078772276 -10.2273462541
2058 595 -0.28195610592 2.33290422268e-05 -15.4061708595 -10.2211340404
2059 559 -0.282050152945 2.03007299725e-05 -15.404322728 -10.3216799644
2060 645 -0.28213491582 2.4828848866e-05 -15.4026581692 -10.3107027801
2061 539 -0.282239337647 2.30569310651e-05 -15.4006090211 -10.1573379365
2062 501 -0.282324146321 2.18769452795e-05 -15.3989459497 -10.1658780183
2063 515 -0.282411446836 2.37545779675e-05 -15.3972351303 -10.1053598101
2064 454 -0.282503489797 1.98195466443e-05 -15.3954325988 -10.190643987
2065 526 -0.282575760156 2.18447257971e-05 -15.3940181668 -10.4004972733
2066 531 -0.282664845879 2.01370104207e-05 -15.3922756999 -10.3189020016
2067 623 -0.28274231122 2.46624525235e-05 -15.3907614769 -10.3301390906
2068 532 -0.282840245281 2.10761216187e-05 -15.3888484211 -10.2918505144
2069 570 -0.282911623723 2.69274213539e-05 -15.3874549998 -10.3717051272
2070 391 -0.283034305364 1.84019632492e-05 -15.3850618175 -10.0836815507
2071 512 -0.283109274171 2.19046698355e-05 -15.383600476 -10.3605151313
2072 527 -0.283197763167 2.29980214531e-05 -15.3818766572 -10.2174484175
2073 514 -0.2832984231 2.08036405414e-05 -15.379917145 -10.0823223144
2074 572 -0.283384518716 1.92467516339e-05 -15.378242336 -10.3079899827
2075 708 -0.283457149361 2.07383745907e-05 -15.3768303083 -10.2766667373
2076 790 -0.283528567037 2.70299154408e-05 -15.375442619 -10.2013722276
2077 529 -0.283624605226 2.25216813604e-05 -15.3735777205 -10.3158344601
2078 520 -0.283710526935 2.23034803628e-05 -15.3719104154 -10.1134618553
2079 509 -0.283799716065 2.2920364241e-05 -15.3701808527 -10.0339654818
2080 470 -0.283887084431 2.29979995717e-05 -15.36848773 -9.99415842857
2081 435 -0.283984384795 2.05160440328e-05 -15.3666034509 -10.166271055
2082 488 -0.284062714028 2.26236911459e-05 -15.3650875666 -10.2092588187
2083 459 -0.284151048024 1.73633616307e-05 -15.3633791403 -10.0878731144
2084 647 -0.284220912546 2.35968345448e-05 -15.3620287318 -9.97658444258
2085 585 -0.284307664256 2.30612387351e-05 -15.3603529046 -10.2336622374
2086 553 -0.284396524776 2.51072762911e-05 -15.3586374802 -10.1365007222
2087 440 -0.284501347744 2.04590657586e-05 -15.3566153875 -10.2844552178
2088 507 -0.284589166709 2.15663074842e-05 -15.354922545 -10.3951366354
2089 519 -0.284668403589 2.62694986609e-05 -15.3533960996 -10.3028416355
2090 363 -0.284779422093 1.2784491485e-05 -15.3512589404 -10.3695228155
2091 692 -0.284822823446 2.36415914992e-05 -15.3504239313 -10.22823987
2092 632 -0.284916776986 2.74235566204e-05 -15.3486172747 -10.0945915769
2093 419 -0.28503027851 1.80356742453e-05 -15.3464364359 -10.197957148
2094 562 -0.285101087139 2.17471304136e-05 -15.3450768536 -10.1950929596
2095 586 -0.285183194667 2.42766647708e-05 -15.3435012342 -10.19668551
2096 519 -0.285283263971 1.67533605794e-05 -15.3415822553 -10.1494777485
2097 782 -0.28535466609 3.06107644529e-05 -15.3402138995 -10.2479348081
2098 393 -0.285487291913 1.84739713806e-05 -15.3376742065 -10.2754706424
2099 506 -0.285564243923 2.38635425158e-05 -15.3362017951 -10.3282545884
2100 452 -0.28565858459 2.09592367807e-05 -15.3343978341 -10.0180233527
2101 482 -0.285738813679 1.7107251087e-05 -15.3328647229 -10.1756076053
2102 671 -0.285795900312 2.65758543775e-05 -15.3317744105 -10.2983599992
2103 480 -0.285902947143 2.12282699538e-05 -15.3297311624 -10.2104480894
2104 506 -0.285982293855 1.51990691152e-05 -15.3282177039 -10.2141883441
2105 836 -0.28603485867 2.78134510368e-05 -15.3272155825 -10.1306119534
2106 543 -0.286143757879 2.37127431942e-05 -15.3251407399 -10.2333815141
2107 481 -0.286232977247 1.74932859648e-05 -15.323442126 -10.0069533504
2108 687 -0.286303143463 2.80276706675e-05 -15.3221070615 -10.3462460958
2109 423 -0.286415254958 1.41893544e-05 -15.3199753645 -10.4197302703
2110 735 -0.286464944494 2.55699766508e-05 -15.3190311406 -10.2174365276
2111 569 -0.286562906527 2.00467966635e-05 -15.3171706573 -10.0988865251
2112 678 -0.286640739153 2.41331108591e-05 -15.3156934498 -10.3041152303
2113 590 -0.286737085738 2.29000020173e-05 -15.3138660623 -10.0080065985
2114 554 -0.286828450979 1.56135354127e-05 -15.3121343822 -10.1892840903
2115 883 -0.286885809188 2.58113868935e-05 -15.3110478602 -10.1720679361
2116 677 -0.286982599601 2.15431165547e-05 -15.3092154502 -10.3660882584
2117 730 -0.287069477674 2.74468925676e-05 -15.3075718374 -10.3124687028
2118 499 -0.287179876958 2.17964345913e-05 -15.3054847898 -10.3437376747
2119 507 -0.287269004729 2.45989270595e-05 -15.3038011381 -10.0509219918
2120 427 -0.287373476941 1.45057859132e-05 -15.3018290659 -10.1718854465
2121 732 -0.287425618005 2.7869549259e-05 -15.300845405 -10.2057121102
2122 466 -0.287535076633 2.0963243039e-05 -15.298781685 -10.0695350829
2123 501 -0.28761904549 2.25313889555e-05 -15.2971997005 -10.1602434605
2124 473 -0.287703247976 2.34418975725e-05 -15.2956143201 -10.1012945473
2125 445 -0.287804163373 2.4413863752e-05 -15.2937155918 -10.0924194295
2126 379 -0.287901439123 1.6650118969e-05 -15.2918867107 -10.3273908953
2127 547 -0.287960657843 2.14809704663e-05 -15.2907739965 -10.2693836434
2128 556 -0.288039323093 2.45993224922e-05 -15.2892966519 -10.2956097013
2129 458 -0.288135007044 1.71169545207e-05 -15.2875008744 -10.1141327617
2130 653 -0.288200137839 2.58620050284e-05 -15.2862792532 -10.2565895191
2131 489 -0.288306281272 2.10589315757e-05 -15.2842896661 -9.99503419472
2132 547 -0.288397986461 2.00226855739e-05 -15.2825719955 -10.3724882986
2133 627 -0.288470007295 2.10924083175e-05 -15.2812238518 -10.3127155685
2134 679 -0.288542688651 2.42380027115e-05 -15.2798640857 -10.2181521119
2135 573 -0.28863606517 2.56096467345e-05 -15.2781182349 -10.1065097743
2136 436 -0.288735759665 1.96056508413e-05 -15.276255613 -10.0704702804
2137 504 -0.288800257938 2.35690561509e-05 -15.2750513178 -10.1158616219
2138 449 -0.288896810477 1.92941098839e-05 -15.273249607 -10.2126783988
2139 528 -0.288959700091 2.27552236646e-05 -15.2720767651 -10.1649069407
2140 509 -0.28905848881 2.16652810323e-05 -15.2702355549 -10.2218517227
2141 513 -0.289139627545 2.12846465432e-05 -15.268724327 -10.0514896108
2142 537 -0.28921779724 2.19531255538e-05 -15.2672692715 -10.2713658771
2143 544 -0.289298863912 2.06637409784e-05 -15.2657611961 -10.345800972
2144 592 -0.289369308647 2.4569383963e-05 -15.264451467 -10.2558646575
2145 491 -0.289464416131 2.19018068001e-05 -15.2626843029 -10.0916642969
2146 498 -0.289550946439 1.85443393918e-05 -15.261077608 -10.1206452058
2147 633 -0.289618530582 2.64223966221e-05 -15.2598234335 -10.26839065
2148 452 -0.289720862344 1.99624142e-05 -15.2579256537 -10.0304779814
2149 523 -0.289789544317 2.07125774166e-05 -15.2566527412 -10.4136856028
2150 578 -0.289861876271 2.38349651691e-05 -15.2553128935 -10.2488408184
2151 501 -0.289952246713 2.11180897091e-05 -15.253639933 -10.1127077593
2152 553 -0.290046358351 2.17059300041e-05 -15.2518989238 -10.3384659543
2153 555 -0.290127643991 2.21587582138e-05 -15.2503961802 -10.1291518415
2154 572 -0.290208397508 2.23311108211e-05 -15.2489041842 -9.99854058706
2155 589 -0.290291834525 2.17711013886e-05 -15.2473635602 -10.2273275372
2156 585 -0.290362135239 2.7360619566e-05 -15.2460662423 -10.2399020531
2157 384 -0.290467735632 1.82331216802e-05 -15.2441187992 -9.95395575666
2158 505 -0.290529238216 2.05760515169e-05 -15.2429853043 -10.2467849229
2159 566 -0.290603594266 2.33425324991e-05 -15.2416156198 -10.219179023
2160 520 -0.290691869413 2.0270001983e-05 -15.2399905313 -10.1189330465
2161 611 -0.29077267603 2.06746125333e-05 -15.2385038795 -10.1190101413
2162 691 -0.290844342227 2.0630996402e-05 -15.2371861459 -10.4337949478
2163 790 -0.290926661485 2.55875736716e-05 -15.2356734097 -10.2264519545
2164 624 -0.291028103712 2.3152940453e-05 -15.233810549 -10.1795171447
2165 580 -0.291111697708 2.17056183224e-05 -15.2322765167 -10.1389896196
2166 595 -0.291188558366 1.98977146672e-05 -15.2308668986 -10.0085126213
2167 715 -0.291265464274 2.46876258377e-05 -15.2294572658 -10.2898138483
2168 570 -0.291349217786 1.86070180135e-05 -15.2279230482 -10.1065093356
2169 740 -0.291411704251 2.81451553637e-05 -15.2267790348 -10.1051191386
2170 455 -0.291523481843 1.72133944486e-05 -15.2247339307 -10.2904503717
2171 652 -0.291588531889 2.56640506496e-05 -15.2235445537 -10.1756172468
2172 511 -0.291683251304 2.44601299526e-05 -15.2218137406 -10.3039643858
2173 421 -0.291781050522 2.2720023184e-05 -15.2200279428 -10.1935681158
2174 409 -0.291881721671 2.28895758271e-05 -15.2181910747 -10.1816590232
2175 385 -0.291979179647 1.89293922739e-05 -15.2164141585 -10.0841252198
2176 481 -0.292052291635 2.1306862028e-05 -15.215081988 -10.2439413898
2177 505 -0.292137563703 2.36135458889e-05 -15.2135291737 -10.1407360958
2178 460 -0.292232647399 2.24333912245e-05 -15.2117988613 -10.0456500636
2179 459 -0.292324233112 1.88308817912e-05 -15.210133373 -10.0630701163
2180 574 -0.292386088683 2.03719927713e-05 -15.2090091763 -10.2463406317
2181 645 -0.292451665617 2.25529959514e-05 -15.2078179159 -10.1173651872
2182 621 -0.292528853326 2.13687645434e-05 -15.2064164877 -10.110135904
2183 675 -0.292606436797 2.36993715041e-05 -15.2050086927 -10.1310390436
2184 612 -0.292694362518 2.46130665375e-05 -15.2034142233 -10.2543138923
2185 506 -0.292789826566 2.23552273623e-05 -15.2016842438 -10.220445317
2186 500 -0.292878702239 1.95958683936e-05 -15.200074772 -10.168477423
2187 593 -0.292949077098 2.23981666356e-05 -15.1988010981 -10.1263916596
2188 593 -0.293030326282 2.3971222099e-05 -15.197331453 -10.1386916744
2189 529 -0.293115919947 2.4089399147e-05 -15.195784194 -10.2813256864
2190 445 -0.293207687335 1.9458616334e-05 -15.1941264381 -10.0154146467
2191 538 -0.293283069191 2.2616069351e-05 -15.1927655373 -10.231501401
2192 527 -0.293370706795 2.33075069824e-05 -15.1911843462 -10.1307613763
2193 468 -0.293463164583 1.7073714787e-05 -15.1895173148 -10.2257885498
2194 672 -0.293521332469 2.76081889233e-05 -15.1884691297 -10.0226076882
2195 446 -0.293633664961 1.475540563e-05 -15.1864461935 -9.99502052508
2196 754 -0.293690286801 2.86636874148e-05 -15.1854271673 -10.0657069323
2197 449 -0.293797526705 2.05373313004e-05 -15.1834983516 -10.0262060882
2198 507 -0.293878641864 2.39089390225e-05 -15.1820404462 -10.3167359196
2199 432 -0.293973690986 1.89396546016e-05 -15.1803332307 -9.96084622948
2200 539 -0.294036274785 2.48437847336e-05 -15.1792098026 -10.0944283367
2201 429 -0.294134136432 1.78939864484e-05 -15.1774541668 -10.3212570169
2202 566 -0.29418693173 2.21262898707e-05 -15.1765075555 -10.1579257225
2203 592 -0.294284375365 2.41253703315e-05 -15.1747613911 -10.0987496854
2204 503 -0.294374323067 2.57994981485e-05 -15.1731506846 -10.1443572628
2205 389 -0.2944831312 1.6220013898e-05 -15.1712036938 -10.3125132832
2206 569 -0.294534525063 2.49201578935e-05 -15.1702846148 -10.0961145167
2207 479 -0.294634518344 2.17736393892e-05 -15.1684974451 -10.1083245681
2208 511 -0.294725136534 2.02629973218e-05 -15.1668789928 -10.0335932692
2209 597 -0.294799207205 2.56938046928e-05 -15.1655568982 -10.2761440517
2210 431 -0.294896759098 1.95993731717e-05 -15.1638168052 -10.1801201229
2211 509 -0.294976497973 2.2679042319e-05 -15.1623953992 -10.2227780494
2212 480 -0.295060088636 1.63604987546e-05 -15.1609062444 -10.5247841524
2213 721 -0.29512112916 2.73494399962e-05 -15.1598194065 -10.1968681975
2214 478 -0.295232177034 2.31403635413e-05 -15.1578434535 -10.1464756788
2215 452 -0.295326912266 2.09517665448e-05 -15.1561590628 -10.06629263
2216 496 -0.295403554717 2.38814206719e-05 -15.1547972366 -10.0282989587
2217 427 -0.295490857595 1.96606088901e-05 -15.153246943 -10.2570971933
2218 501 -0.295555882077 1.82988870138e-05 -15.1520929203 -10.1193157227
2219 650 -0.295624144803 2.11806041542e-05 -15.150882032 -10.1328624002
2220 691 -0.295693602011 2.43320273828e-05 -15.149650591 -9.99232434996
2221 571 -0.29577579985 2.51167786409e-05 -15.1481940931 -10.1395128938
2222 460 -0.295882900082 2.0229275207e-05 -15.146297685 -10.0925745051
2223 521 -0.295957717578 2.090229292e-05 -15.1449738055 -10.0725039965
2224 572 -0.296038548779 1.70449465213e-05 -15.1435443486 -10.1611169249
2225 832 -0.296101463823 2.75479044474e-05 -15.1424323286 -10.3051460629
2226 539 -0.296197395643 1.51068788558e-05 -15.1407377476 -10.1059154794
2227 897 -0.296250539566 2.90706971969e-05 -15.1397995147 -10.081636979
2228 519 -0.29635612862 2.20066833053e-05 -15.1379364938 -10.2523313015
2229 514 -0.296429989319 2.01470819342e-05 -15.1366341661 -10.1513456977
2230 582 -0.296502477806 2.27470195016e-05 -15.1353567341 -10.3792735452
2231 551 -0.29658103437 2.06027900606e-05 -15.1339731501 -10.1426882479
2232 608 -0.296654101719 2.2665340307e-05 -15.1326869759 -10.0818607305
2233 584 -0.296731877058 2.14875836813e-05 -15.1313187022 -10.0601066621
2234 632 -0.296815535091 2.53255567773e-05 -15.129847826 -10.1778972194
2235 502 -0.296913463899 1.94271504251e-05 -15.1281272113 -10.3741321076
2236 599 -0.296987682398 2.32805498694e-05 -15.1268240285 -10.1770952456
2237 560 -0.297077517558 2.31020727035e-05 -15.1252476055 -10.1664113327
2238 522 -0.297166017828 2.06965731242e-05 -15.1236956439 -10.1640674703
2239 578 -0.297242311052 2.19049225113e-05 -15.1223585731 -10.1085951834
2240 607 -0.297332149842 2.55224105891e-05 -15.1207850896 -10.2815588251
2241 460 -0.297426784135 1.77144222148e-05 -15.1191287594 -10.3926482301
2242 632 -0.297489451476 2.54113975765e-05 -15.1180325743 -10.1364377496
2243 488 -0.297582492936 8.00266025665e-06 -15.1164060295 -10.0488197681
2244 1317 -0.297611676526 3.23720180865e-05 -15.1158960773 -10.1579415589
2245 602 -0.297733255361 2.40807743215e-05 -15.1137728146 -10.1451804738
2246 510 -0.297819547959 2.3728070485e-05 -15.1122669658 -10.2927630845
2247 448 -0.297913802591 1.72711829893e-05 -15.1106232865 -10.1755118424
2248 636 -0.297973188286 2.16234988643e-05 -15.1095882718 -10.1148526035
2249 668 -0.298054533589 2.38962595077e-05 -15.1081712764 -10.1972971562
2250 578 -0.298136347884 2.21368672338e-05 -15.1067469813 -9.93466793185
2251 593 -0.298223368174 1.90579206511e-05 -15.1052330124 -10.2405503077
2252 749 -0.298286739597 2.59657052882e-05 -15.1041311039 -10.1193958002
2253 580 -0.298389193021 2.10948924559e-05 -15.1023507388 -10.2115084313
2254 622 -0.298464100028 2.2482612972e-05 -15.1010499198 -10.2421211698
2255 609 -0.298546163327 2.56246945712e-05 -15.0996256628 -9.93314844423
2256 469 -0.298644985626 1.47830084355e-05 -15.0979117037 -10.108531347
2257 780 -0.298695620844 2.61594443221e-05 -15.0970339849 -10.1526301515
2258 593 -0.298806531664 2.3237486764e-05 -15.0951126007 -10.1082870786
2259 543 -0.298887681928 2.3073466903e-05 -15.0937077886 -10.1348789559
2260 497 -0.298972777556 1.54149080392e-05 -15.092235593 -10.1648692883
2261 784 -0.299019674945 2.84454374664e-05 -15.0914246459 -10.1300841185
2262 470 -0.299126122792 1.83239419287e-05 -15.0895850107 -10.2001557585
2263 620 -0.299193500009 2.39928376616e-05 -15.0884213521 -10.0779331341
2264 533 -0.299280398713 2.12500503815e-05 -15.0869214073 -10.1000093388
2265 577 -0.299371851676 2.13809042497e-05 -15.0853439046 -10.2694362839
2266 608 -0.299451417461 2.35816592315e-05 -15.0839723251 -10.1206348791
2267 539 -0.299533804352 2.13693652888e-05 -15.0825529742 -10.3232841142
2268 555 -0.299610316668 2.40482459711e-05 -15.0812356126 -10.0975076348
2269 484 -0.299701653978 1.44209515151e-05 -15.079663986 -10.1569481513
2270 832 -0.29975329098 2.59311279291e-05 -15.0787759512 -10.1858368924
2271 608 -0.299843494289 2.42924929904e-05 -15.0772254889 -10.0782688847
2272 533 -0.299937541826 2.27228119961e-05 -15.0756100629 -9.97274924618
2273 519 -0.300028334522 2.17542721139e-05 -15.0740516214 -10.1374129986
2274 523 -0.300105567821 2.10846202328e-05 -15.0727267571 -10.269404157
2275 569 -0.300188702816 2.27019143226e-05 -15.0713015091 -10.0629511833
2276 543 -0.300269242295 1.58535192945e-05 -15.0699216025 -10.1437384567
2277 840 -0.300324602532 2.72670412634e-05 -15.0689735809 -10.298705792
2278 565 -0.30042813798 2.42205608944e-05 -15.0672016307 -9.98011328452
2279 477 -0.30051800408 1.68873197736e-05 -15.0656647347 -10.1755517211
2280 693 -0.300576671171 2.62622090441e-05 -15.0646619629 -10.2291485265
2281 493 -0.300674448452 2.16215748291e-05 -15.0629916738 -10.0989913861
2282 502 -0.300756661338 1.92545629444e-05 -15.061588209 -10.3653529132
2283 614 -0.300830010474 2.46303401956e-05 -15.0603367857 -9.93631616184
2284 510 -0.300921938829 1.72402972413e-05 -15.0587693471 -10.2144855707
2285 730 -0.300982143866 2.47621186062e-05 -15.057743395 -10.2832627073
2286 584 -0.301067919801 2.07752106775e-05 -15.056282487 -9.91344546348
2287 653 -0.301147680344 2.29152479199e-05 -15.0549248709 -10.1309334491
2288 614 -0.301232272276 2.01762672261e-05 -15.0534859026 -10.2505091982
2289 718 -0.301302170501 2.80156025596e-05 -15.0522975706 -10.1815156297
2290 463 -0.301420258991 1.87478902351e-05 -15.0502913701 -10.2011811724
2291 592 -0.301482280921 2.31710347898e-05 -15.0492383907 -9.97787336238
2292 529 -0.301554233958 2.11537850265e-05 -15.0480174166 -10.1528718653
2293 561 -0.30162250014 2.26860958454e-05 -15.0468596114 -10.1814319966
2294 525 -0.301707325836 2.14286486828e-05 -15.0454217763 -10.1523912511
2295 566 -0.301788013363 2.51542075272e-05 -15.0440549302 -10.0986682606
2296 444 -0.301888947033 1.74275506759e-05 -15.0423462737 -10.2166205782
2297 626 -0.301953668126 2.58954653626e-05 -15.0412513195 -10.0889669429
2298 470 -0.302058786584 2.1224918265e-05 -15.0394740484 -10.1588962589
2299 503 -0.302142119123 2.29491963328e-05 -15.0380661097 -10.1923263012
2300 479 -0.302227566457 1.733178224e-05 -15.03662335 -10.2528365864
2301 667 -0.302285151079 2.80259930039e-05 -15.0356515651 -9.87255555387
2302 441 -0.302402006728 2.12469786597e-05 -15.0336808197 -10.0552373047
2303 454 -0.302475173568 1.66835071653e-05 -15.0324477516 -10.3884006148
2304 655 -0.302532140119 2.12843467358e-05 -15.0314881704 -10.205737257
2305 672 -0.302597804507 2.48979420633e-05 -15.0303825834 -10.1659949173
2306 533 -0.302683513627 1.80153323157e-05 -15.0289403195 -10.3009513464
2307 711 -0.30274855355 2.33760816122e-05 -15.0278464807 -10.2089502106
2308 644 -0.302831550962 2.16760296069e-05 -15.0264514045 -10.2203021462
2309 668 -0.302909507828 2.75607051095e-05 -15.02514184 -10.153907137
2310 434 -0.303016964511 1.90203230077e-05 -15.023337969 -10.0762095436
2311 526 -0.303082305493 1.65166764433e-05 -15.0222417997 -10.2286131251
2312 754 -0.303130337185 2.03143673022e-05 -15.0214363542 -10.124240958
2313 886 -0.303205188731 2.88594435455e-05 -15.0201817408 -10.11600778
2314 531 -0.303316279194 1.90717061997e-05 -15.0183210053 -10.1251196155
2315 670 -0.303385613803 2.25504745157e-05 -15.0171604508 -10.1536422171
2316 660 -0.303464381364 2.22606100146e-05 -15.0158427314 -10.0442895836
2317 651 -0.303540613801 2.12376371953e-05 -15.0145681599 -10.1669877774
2318 694 -0.303614147348 2.70378337772e-05 -15.0133393994 -9.89811745985
2319 471 -0.3037094556 2.09566047858e-05 -15.0117477818 -10.0342236629
2320 496 -0.303790830028 2.24198369061e-05 -15.01038975 -10.0969677549
2321 479 -0.30387038964 2.1625033765e-05 -15.0090628019 -10.3845547089
2322 488 -0.303948494122 2.23077843924e-05 -15.0077608893 -9.97308966156
2323 490 -0.304031649845 1.85661207489e-05 -15.0063756117 -10.1729615669
2324 623 -0.304095843555 2.46300718886e-05 -15.0053068067 -10.1597877675
2325 490 -0.304179224448 1.58065195765e-05 -15.003919305 -10.2331011426
2326 760 -0.304239088274 2.39085720073e-05 -15.0029236716 -10.1793422275
2327 662 -0.304316037072 2.55219810587e-05 -15.00164454 -10.0725355132
2328 499 -0.304409977054 2.1372305654e-05 -15.0000839562 -10.0374564795
2329 516 -0.304476864692 1.86666945035e-05 -14.9989734473 -10.3076538284
2330 664 -0.304544104265 2.42088982376e-05 -14.9978576536 -10.2353705555
2331 557 -0.304624695582 2.12916935191e-05 -14.9965210339 -10.2455439698
2332 579 -0.304696055059 2.38269064346e-05 -14.9953381962 -10.1727369481
2333 504 -0.304781752887 1.33730727811e-05 -14.9939185209 -10.290681336
2334 940 -0.304826996057 2.86385887225e-05 -14.9931693856 -10.1287390554
2335 556 -0.304928904274 2.0395377414e-05 -14.9914829175 -10.1396416324
2336 625 -0.304993723294 2.37143674426e-05 -14.990410901 -10.1780420791
2337 556 -0.305074739975 2.04230799048e-05 -14.989071726 -10.1420176263
2338 619 -0.305152392424 2.26947898181e-05 -14.9877889195 -10.0950712256
2339 598 -0.305239393019 2.09792447332e-05 -14.9863525649 -10.2637865345
2340 656 -0.305316008921 2.36129099979e-05 -14.9850884297 -10.2483036175
