2 100000 0.75 gpomdp sample_hoeffding 30000000

1 2 0 3.97145247506e-05 -56.6666666667 -13.3685302902
2 2 0.000171276180751 8.98345599089e-06 -56.8264613561 -8.86556048988
3 5 0.000194084114299 6.96480918388e-07 -56.8478172687 -13.5512767519
4 40 0.000198379293436 5.50148458133e-06 -56.8518410339 -12.1555701749
5 131 0.000233054179469 6.85362322366e-06 -56.8843483918 -11.756939287
6 359 0.000294478513159 2.88335249688e-05 -56.942036331 -12.0734521844
7 93 0.000581648049914 1.11548031597e-05 -57.213500986 -12.3108648993
8 157 0.000677374969842 1.76068362713e-05 -57.304643784 -12.3194861236
9 136 0.000829818896437 1.5157753329e-05 -57.4504662855 -12.1179471394
10 151 0.000974331912573 1.96434267756e-05 -57.5894779539 -12.2512686088
11 107 0.00116708485397 1.38496092272e-05 -57.7760789345 -12.0866270606
12 136 0.00128936177588 1.40639315341e-05 -57.8951619818 -12.265376773
13 169 0.00141456436391 1.36652006203e-05 -58.0176691404 -12.4889633999
14 219 0.00153601135452 1.52752863165e-05 -58.137061205 -12.2674571608
15 240 0.00167535787436 1.80516339766e-05 -58.2747338898 -12.0524167784
16 199 0.00183766122393 1.6156329562e-05 -58.4360165454 -12.1976245656
17 200 0.00199291992448 9.59813303799e-06 -58.5912425118 -12.1315203161
18 398 0.00208518997908 2.14844781942e-05 -58.6839336926 -12.2653120225
19 232 0.00228631295708 2.02413146842e-05 -58.8871227473 -12.0317964261
20 154 0.00246323449221 1.21849907124e-05 -59.0671749862 -11.6126408976
21 232 0.002576518364 2.05089388036e-05 -59.1831151189 -12.211801227
22 150 0.00277565617132 1.58034001641e-05 -59.3881672464 -12.3139302114
23 156 0.00291593683969 1.72195054311e-05 -59.5335754179 -12.6921808454
24 141 0.00309424139921 1.58160837837e-05 -59.7195557325 -11.8271959062
25 147 0.00324155907768 1.08777311014e-05 -59.8742024243 -12.4110487884
26 255 0.00335806875208 2.36681245741e-05 -59.9971465176 -12.054582518
27 118 0.00359012047484 1.89712320294e-05 -60.2437091912 -12.2033308519
28 89 0.00377067478375 1.66115394128e-05 -60.4371322426 -12.3680940025
29 86 0.00390897840912 8.78910912039e-06 -60.5862376666 -12.4435339867
30 188 0.00398332112953 1.91779432094e-05 -60.6667279164 -12.2129119579
