100 100000 0.75 gpomdp bernstein 30000000
174 3529 0.0457295742489 2.62034892337e-05 -332.590771053 -12.6536550418
175 3551 0.0460060514371 2.58444798395e-05 -343.75505873 -12.7222533692
176 3647 0.0462720258572 2.65724557896e-05 -355.24026518 -12.6291224334
177 3585 0.0465502627221 2.61879327653e-05 -368.121966513 -12.6673738524
178 3613 0.0468217608494 2.66588693615e-05 -381.642126188 -12.6739809785
179 3529 0.0471056277511 2.67335725501e-05 -396.901930315 -12.6836082028
180 3442 0.047396401797 2.58201874695e-05 -413.874530429 -12.6314353001
181 3541 0.0476699333082 2.63561942446e-05 -431.243575136 -12.6341728687
182 3517 0.0479522435794 2.61219348598e-05 -450.7929139 -12.5984881212
183 3555 0.0482277079689 2.63536232907e-05 -471.682425043 -12.6164095099
184 3549 0.0485055327412 2.60820696764e-05 -494.837460582 -12.6232391684
185 3600 0.0487767554516 2.64767348664e-05 -519.777102551 -12.6755989209
186 3561 0.0490556192849 2.67611316939e-05 -548.219870709 -12.6442486083
187 3457 0.0493464519294 2.64436402382e-05 -581.444162831 -12.6295483098
188 3429 0.0496353871703 2.57708142933e-05 -618.745289279 -12.6480270244
189 3541 0.0499081443629 2.59685454335e-05 -658.684714723 -12.7210935467
190 3614 0.050177422677 2.70373361705e-05 -703.57379477 -12.6169533296
191 3465 0.0504690279229 2.58465879985e-05 -759.709423792 -12.705467578
192 3556 0.0507420620965 2.67100534998e-05 -821.127907021 -12.6918894181
193 3469 0.0510307610382 2.59316470286e-05 -897.984975775 -12.7049838544
194 3549 0.0513045231652 2.64445190681e-05 -985.56879658 -12.6744148754
195 3527 0.0515848454582 2.62865990472e-05 -1095.06718483 -12.6457169346
196 3529 0.051864201553 2.64666201324e-05 -1231.59548135 -12.7103008616
197 3487 0.0521494763379 2.6172797481e-05 -1411.5304116 -12.7643806131
198 3515 0.0524286141398 2.5732918381e-05 -1647.31618827 -12.7039366047
199 3623 0.052696290549 2.66030855332e-05 -1961.96953363 -12.738644942
200 3553 0.0529775398653 2.64530355533e-05 -2455.33807338 -12.6406791761
201 3523 0.0532588873102 2.6400468616e-05 -3281.94363177 -12.7053328133
202 3506 0.0535407490142 2.60697157394e-05 -4955.29311305 -12.6983657327
203 3557 0.0538152889864 2.68818325951e-05 -9855.950453 -12.5882488416
204 3444 0.0541069723313 2.62514653837e-05 189400.419323 -12.7698738933
205 3452 0.0543922877426 2.61590924914e-05 9105.53544749 -12.7562533204
206 3477 0.0546747901286 2.61232356766e-05 4684.6018742 -12.7113279461
207 3511 0.0549540831887 2.638560375e-05 3163.9910948 -12.6916279361
208 3494 0.0552371416307 2.64735929686e-05 2380.04877003 -12.6874173379
209 3461 0.0555235826507 2.58108304268e-05 1902.4483824 -12.688132798
210 3569 0.0557942674273 2.64488639416e-05 1598.8806654 -12.6973957581
211 3548 0.0560727238814 2.65039552552e-05 1373.19992545 -12.8269923077
212 3504 0.0563563966063 2.65282632017e-05 1200.37974285 -12.7707274811
213 3458 0.0566438683042 2.59436604761e-05 1064.45145878 -12.74380573
214 3529 0.0569200016971 2.64024988519e-05 959.910948954 -12.7904352376
215 3506 0.0572025092727 2.64029117003e-05 872.169495929 -12.7008583565
216 3483 0.0574868790804 2.62507991117e-05 798.599881794 -12.761764737
217 3490 0.0577692371331 2.6456651008e-05 736.810741597 -12.8217920784
218 3443 0.0580588886784 2.63259166603e-05 682.56684903 -12.6917390646
219 3441 0.0583453240369 2.61530967343e-05 636.1917572 -12.6492909188
220 3464 0.0586292244808 2.64182125384e-05 596.005724767 -12.7298934736
221 3444 0.0589163555398 2.59942153604e-05 560.173778548 -12.7393275856
222 3509 0.0591939568999 2.64169513422e-05 529.366165131 -12.7528447171
223 3495 0.0594763492332 2.65347291453e-05 501.286700073 -12.8211305519
224 3442 0.059765839058 2.63819566414e-05 475.403217938 -12.7218332373
225 3428 0.0600540989692 2.62790417447e-05 452.127573845 -12.7658854958
226 3434 0.0603409785439 2.64366149773e-05 431.095628769 -12.7599534099
227 3405 0.060632168555 2.66609941147e-05 411.634808608 -12.8004386891
228 3328 0.0609329783223 2.52455560788e-05 393.271026115 -12.7261058643
229 3543 0.0612002297101 2.68958883197e-05 378.259917449 -12.845001781
230 3418 0.0614951532595 2.58188947771e-05 362.952601504 -12.6918906573
231 3519 0.061770198459 2.70424114647e-05 349.736871695 -12.8570654997
232 3365 0.0620713392387 2.58589542903e-05 336.312255029 -12.7029973305
233 3462 0.062350699938 2.64904653139e-05 324.734062986 -12.9064957318
234 3420 0.0626414916464 2.62343311291e-05 313.485948705 -12.8334384204
235 3437 0.0629274346865 2.64321689469e-05 303.147470395 -12.7919431924
236 3413 0.0632175875315 2.6713713294e-05 293.319155779 -12.7849453893
237 3341 0.063516016824 2.62739485824e-05 283.841931917 -12.7991315471
238 3353 0.0638090895881 2.61159293107e-05 275.10145001 -12.8019249475
239 3396 0.0640968736521 2.59697410153e-05 267.017068658 -12.8936118718
240 3457 0.0643794004956 2.65053347252e-05 259.52043834 -12.7795091165
241 3421 0.0646692805713 2.63478442453e-05 252.24501823 -12.8507644671
242 3418 0.064957603798 2.61144032726e-05 245.393815552 -12.8144868575
243 3459 0.0652404769757 2.66387351484e-05 239.016569614 -12.8316747991
244 3394 0.0655343333645 2.58953260948e-05 232.725688631 -12.7958990432
245 3477 0.0658136343688 2.65195355083e-05 227.038837443 -12.8705244978
246 3427 0.0661043668581 2.65976383275e-05 221.400194378 -12.8017751131
247 3371 0.0663996185355 2.59242526881e-05 215.946597174 -12.8448418306
248 3441 0.0666829372747 2.65333301034e-05 210.953936692 -12.7819569528
249 3398 0.0669751196307 2.62255202129e-05 206.035136119 -12.8713048342
