100 500000 0.5 gpomdp hoeffding 30000000

1 100 0 3.7636465965e-05 -56.6666666667 -11.9505837571
2 213357 -0.000309255814615 1.91205604978e-05 -56.380699791 -12.1356518187
3 158082 -0.00049178099536 1.61645997429e-05 -56.213446243 -12.1299583496
4 158105 -0.000646077062134 1.61885840075e-05 -56.0729331895 -12.1374643264
5 157744 -0.000800778957182 1.61628427986e-05 -55.9328466102 -12.1455325584
6 157795 -0.000955209686383 1.59913986925e-05 -55.7937938879 -12.1422991852
7 160617 -0.00110665425966 1.62666344588e-05 -55.6581885026 -12.1318021524
8 158986 -0.00126149350994 1.61632686898e-05 -55.520313595 -12.1176878604
9 159031 -0.0014153272267 1.60886492631e-05 -55.3840987441 -12.1174058744
10 160285 -0.0015678505021 1.62363768082e-05 -55.2497905006 -12.1135179509
11 159145 -0.00172232443936 1.61006320071e-05 -55.1145156766 -12.1198152312
12 160205 -0.00187499944234 1.63030328908e-05 -54.9815528469 -12.1349874579
13 157994 -0.00203067171804 1.60823615121e-05 -54.8467275472 -12.1326488706
14 159341 -0.00218358611725 1.62067671141e-05 -54.7150199168 -12.1255846768
15 158684 -0.00233800230121 1.61273133147e-05 -54.582746039 -12.129266298
16 159309 -0.00249135977484 1.60053825093e-05 -54.4520964897 -12.1212959411
17 161928 -0.00264232191575 1.6380664738e-05 -54.3241802454 -12.1125318557
18 158440 -0.00279851483696 1.60753309539e-05 -54.1925492289 -12.1192080814
19 159905 -0.00295109266135 1.61569581682e-05 -54.0646637017 -12.1316490036
20 160052 -0.00310437471527 1.61125248268e-05 -53.9368777821 -12.119912173
21 160923 -0.00325682093093 1.61403946385e-05 -53.8104690034 -12.1266924985
22 161342 -0.00340933251819 1.63026631531e-05 -53.6846795169 -12.1168931898
23 159121 -0.00356444887478 1.60523419148e-05 -53.5574271378 -12.1183665849
24 160968 -0.00371630484969 1.61566760256e-05 -53.4335137945 -12.1082696815
25 161121 -0.0038690750887 1.61811301881e-05 -53.3095123759 -12.0987284929
26 160874 -0.00402219374828 1.61379102877e-05 -53.1858851256 -12.0917565137
27 161334 -0.00417468585846 1.62502931976e-05 -53.0634122992 -12.1011155488
28 159961 -0.0043288975736 1.6081164294e-05 -52.9402114163 -12.0836547371
29 161345 -0.00448084834455 1.60671268572e-05 -52.8194541098 -12.094423998
30 162973 -0.00463190628665 1.62442656275e-05 -52.7000284857 -12.0965878953
31 161685 -0.00478523679714 1.61840881434e-05 -52.5794356392 -12.1068363861
32 161389 -0.00493813904991 1.61160979149e-05 -52.4598062251 -12.0744577325
33 162209 -0.00509001369414 1.62316347498e-05 -52.3415954509 -12.1011761108
34 161133 -0.00524348700143 1.60513922688e-05 -52.2227578423 -12.0999224068
35 163019 -0.00539437571758 1.6244908825e-05 -52.1065220139 -12.0887031854
36 161720 -0.00554769566609 1.60639768913e-05 -51.989018472 -12.0896133996
37 163404 -0.00569852467462 1.61994654746e-05 -51.8740146597 -12.0910808709
38 162851 -0.00585088386785 1.61274023549e-05 -51.7584343811 -12.0826505608
39 163491 -0.00600226810621 1.62006068226e-05 -51.6441768261 -12.0874292778
40 162919 -0.00615460630813 1.62129546063e-05 -51.529781577 -12.0747261765
41 162145 -0.00630742371106 1.60337750593e-05 -51.4156089462 -12.085488906
42 164336 -0.0064575414452 1.62626687398e-05 -51.3040170274 -12.0818620584
43 162733 -0.00661055052576 1.60828070493e-05 -51.1908464341 -12.091311205
44 164113 -0.00676122952082 1.6269151527e-05 -51.0799580464 -12.0890676165
45 162405 -0.00691445393442 1.62042612911e-05 -50.9677608039 -12.0806268243
46 161776 -0.00706736345414 1.60632737283e-05 -50.8563572581 -12.0765682662
47 163472 -0.00721815437301 1.6225088349e-05 -50.747044034 -12.0764709976
48 162495 -0.00737092125776 1.60525631589e-05 -50.6368479586 -12.0722695197
49 164377 -0.00752119617416 1.61648364201e-05 -50.5289851584 -12.0710270508
50 164397 -0.00767251296256 1.62305323665e-05 -50.4209074497 -12.0606933656
51 163325 -0.00782494266388 1.61229261952e-05 -50.3125715521 -12.0592333858
52 164041 -0.00797603079444 1.61941486612e-05 -50.2057168328 -12.0665871312
53 163574 -0.00812800297531 1.61576700423e-05 -50.0987629791 -12.0677446711
54 163713 -0.00827956835666 1.60541599057e-05 -49.9926171041 -12.0757452492
55 165582 -0.00842931024416 1.6265149586e-05 -49.8882561899 -12.0809365344
56 163925 -0.00858178498245 1.61556703119e-05 -49.7825056338 -12.0739300635
57 164098 -0.00873315391233 1.62508281947e-05 -49.678032318 -12.0591847049
58 162692 -0.00888607055622 1.60948718277e-05 -49.5730033039 -12.0584640956
59 163871 -0.00903697394505 1.61074025475e-05 -49.4698584267 -12.0671497441
60 164849 -0.00918754627825 1.61250645883e-05 -49.3674326637 -12.0478871959
61 165536 -0.00933797066245 1.61852876053e-05 -49.2655956063 -12.0648625194
62 165213 -0.0094891043 1.6146767598e-05 -49.1637661726 -12.0538514791
63 165536 -0.00963973089853 1.62023703098e-05 -49.0627613925 -12.0511688564
64 164927 -0.00979115522391 1.61690872629e-05 -48.9617042895 -12.0411754079
65 164876 -0.00994229181247 1.61200778305e-05 -48.8613183014 -12.0530471616
66 165647 -0.010092619321 1.62095591634e-05 -48.7619411544 -12.0518552141
67 164917 -0.0102441153064 1.60504935608e-05 -48.662263888 -12.053718498
68 166862 -0.010393247763 1.62024168857e-05 -48.5646015918 -12.0503531518
69 166247 -0.0105440700174 1.61776512391e-05 -48.4662935053 -12.0535695851
70 166051 -0.010694750585 1.6202973162e-05 -48.3685373041 -12.0386710786
71 165430 -0.0108459501595 1.60333635054e-05 -48.2709028632 -12.047915321
72 167673 -0.0109945630316 1.62239219756e-05 -48.1753831861 -12.0371670293
73 166691 -0.0111453842431 1.61266315095e-05 -48.0788914877 -12.0385363503
74 167359 -0.0112950016261 1.61265929489e-05 -47.9836122002 -12.0457061093
75 168030 -0.0114443194683 1.62304155894e-05 -47.88895979 -12.0255803817
76 166936 -0.0115950903351 1.62151960981e-05 -47.7938253505 -12.0260489076
77 166105 -0.0117460959526 1.61400336919e-05 -47.6989819551 -12.0311754709
78 166544 -0.0118962036221 1.61271141216e-05 -47.6051351571 -12.0228189185
79 167203 -0.0120458951654 1.60830187758e-05 -47.511975126 -12.0224907633
80 168618 -0.0121945499463 1.62142213946e-05 -47.4198790672 -12.0211937552
81 167796 -0.0123447840594 1.61798081862e-05 -47.3272256684 -12.0242623825
82 167562 -0.0124948039275 1.61877059635e-05 -47.2351239759 -12.0264695223
83 167194 -0.0126450619836 1.61828374221e-05 -47.1432934917 -12.0127028286
84 166909 -0.0127954029315 1.61590716831e-05 -47.0518276476 -12.0178517567
85 167027 -0.01294547015 1.60847662921e-05 -46.9609398333 -12.021125671
86 168410 -0.0130942325832 1.61634862556e-05 -46.871245321 -12.0158445626
87 168454 -0.0132437038366 1.62026608998e-05 -46.7815249188 -12.0217860873
88 167829 -0.0133938158338 1.6098349608e-05 -46.691822249 -12.0099370686
89 168986 -0.0135424501414 1.61824308274e-05 -46.603397239 -12.0047288105
90 168705 -0.0136919849829 1.61689819836e-05 -46.5148301247 -12.0088066501
91 168655 -0.0138414179329 1.61513452156e-05 -46.4267151844 -12.0178463673
