100 500000 0.5 gpomdp hoeffding 30000000

1 100 0 3.5720200349e-05 -56.6666666667 -11.8020481847
2 156329 -0.00034289215076 1.60630063658e-05 -56.3497931403 -12.1330040229
3 157972 -0.000496282959764 1.62098105715e-05 -56.2093351389 -12.1347355181
4 157272 -0.000651419866679 1.61033134263e-05 -56.0680818912 -12.1406173882
5 158276 -0.000805047785103 1.61709040238e-05 -55.9289923123 -12.1329253791
6 158198 -0.000959358750021 1.61138174901e-05 -55.7900687854 -12.1299224057
7 159039 -0.00111271802042 1.61496009907e-05 -55.6527744858 -12.1352107083
8 159304 -0.00126628950974 1.61888928936e-05 -55.5160554124 -12.1207582891
9 158935 -0.00142041347992 1.61213707643e-05 -55.3796079725 -12.1370433224
10 159657 -0.00157354716425 1.61312386508e-05 -55.2447884741 -12.1299549354
11 160222 -0.00172650429407 1.62686065035e-05 -55.1108657687 -12.1217681435
12 158563 -0.00188156859667 1.61540273427e-05 -54.97584819 -12.1325976598
13 158756 -0.00203544713023 1.60776103637e-05 -54.8426035084 -12.1312269937
14 160187 -0.00218791227629 1.61432296245e-05 -54.7113041789 -12.1500165789
15 160558 -0.00234082267221 1.6203705116e-05 -54.5803368501 -12.1281496444
16 159945 -0.00249459956704 1.61431889008e-05 -54.4493440888 -12.123178696
17 160316 -0.00264762489527 1.62672364413e-05 -54.3196992451 -12.1219073769
18 158678 -0.0028026199042 1.60653585318e-05 -54.1890994855 -12.105761585
19 160308 -0.0029549115873 1.61073839516e-05 -54.0614716199 -12.1278210095
20 161265 -0.00310714771299 1.62836079394e-05 -53.9345723636 -12.1251793056
21 159353 -0.00326197003928 1.61165589246e-05 -53.806211131 -12.1103541592
22 160155 -0.00341481977749 1.61153764379e-05 -53.6801661868 -12.0947674386
23 160980 -0.00356726599253 1.61600230495e-05 -53.5551224236 -12.1007057397
24 161078 -0.00372008813376 1.62093018616e-05 -53.4304350093 -12.1047520576
25 160372 -0.00387371325365 1.60510935133e-05 -53.3057579107 -12.1065389264
26 162254 -0.00402495443777 1.61989838599e-05 -53.1836621626 -12.1033745315
27 161712 -0.00417784433085 1.61538575692e-05 -53.0608824026 -12.1037198329
28 161912 -0.00433021435503 1.61589786085e-05 -52.9391622425 -12.105694355
29 162028 -0.00448257810029 1.62347394243e-05 -52.8180830722 -12.1142087081
30 160902 -0.00463619066819 1.61004890931e-05 -52.6966502748 -12.0948378402
31 161976 -0.00478802735229 1.61646881791e-05 -52.5772467418 -12.0912892165
