10 500000 0.05 gpomdp cheb_gpomdp 30000000

1 10 0 4.58009478576e-05 -56.6666666667 -11.4438891049
2 159862 -0.00026696177087 2.55958360675e-05 -56.4196160387 -12.15106631
3 59935 -0.000510617386763 1.61062365957e-05 -56.1962497586 -12.1313907051
4 60300 -0.00066347373312 1.6129752047e-05 -56.0571403994 -12.1288891615
5 60523 -0.000816271461559 1.63436974967e-05 -55.9188613954 -12.1196186387
6 59442 -0.000972496746432 1.61871335614e-05 -55.7782769777 -12.1459262429
7 59315 -0.00112739106503 1.6105976873e-05 -55.6396786257 -12.1326538383
8 59678 -0.00128103971021 1.59841495934e-05 -55.5029639209 -12.1221745912
9 60790 -0.0014321246286 1.63478393978e-05 -55.3692710666 -12.1502429222
10 59679 -0.00158807871248 1.61803467141e-05 -55.2320335176 -12.1166389942
11 59593 -0.0017425471534 1.60592744154e-05 -55.0968620125 -12.1438186135
12 60242 -0.00189503068902 1.62007321408e-05 -54.9641619015 -12.1268433128
13 60031 -0.00204912862087 1.61176101983e-05 -54.8307920935 -12.1153842898
14 60327 -0.00220205878589 1.61336425172e-05 -54.6991577453 -12.1361485738
15 60526 -0.00235488932986 1.62196977082e-05 -54.5683245806 -12.0863826316
16 60198 -0.00250895343886 1.62382296234e-05 -54.4371534057 -12.1371569272
17 59759 -0.00266375866958 1.60548147032e-05 -54.306071429 -12.1285199346
18 60438 -0.00281595353512 1.61989363887e-05 -54.1778978538 -12.1186651513
19 60237 -0.00296977032816 1.61460834751e-05 -54.0490558969 -12.1249672189
20 60359 -0.00312292959002 1.63461653602e-05 -53.9214558787 -12.1160473506
21 59266 -0.00327941017447 1.59375099234e-05 -53.7917953326 -12.1126436464
22 60657 -0.00343021947478 1.62526998519e-05 -53.6675043879 -12.1132875951
23 60126 -0.00358468864621 1.60361591526e-05 -53.5408737873 -12.0997266325
24 60924 -0.00373609858226 1.62232337545e-05 -53.4174104023 -12.0972963746
25 60572 -0.00388971966881 1.61051708645e-05 -53.2928057971 -12.1296116427
26 60948 -0.00404175185786 1.6241292016e-05 -53.1701411109 -12.099861318
27 60485 -0.00419565457782 1.60892738129e-05 -53.046621773 -12.107907409
28 60958 -0.00434752333137 1.61257660316e-05 -52.9253753605 -12.0974785511
29 61208 -0.00449942586755 1.61652725929e-05 -52.8047334615 -12.107289913
30 61213 -0.00465169416959 1.6164479601e-05 -52.6844299865 -12.1009454615
31 61223 -0.0048039426579 1.60821306346e-05 -52.5647668387 -12.1017366965
32 61747 -0.00495477159957 1.63310773469e-05 -52.4468305899 -12.0897974556
33 60722 -0.00510922240151 1.62303016217e-05 -52.3266878609 -12.0796981722
34 60328 -0.00526322104003 1.59677678924e-05 -52.2075221523 -12.087137986
35 61555 -0.00541321104259 1.62876146738e-05 -52.0920539548 -12.0864693702
36 60801 -0.00556715112756 1.62118690672e-05 -51.9741512938 -12.090360753
37 60519 -0.00572073123113 1.60751548767e-05 -51.8571318542 -12.0837197342
38 61080 -0.00587231543802 1.60455601895e-05 -51.7422236442 -12.094521355
39 61832 -0.00602269809603 1.61341571958e-05 -51.6288015247 -12.0933091775
40 62033 -0.00617366598139 1.63624690362e-05 -51.5155100001 -12.0648058489
41 60809 -0.00632830252235 1.61059416729e-05 -51.4000550635 -12.0791619598
42 61181 -0.0064800513508 1.61722742681e-05 -51.2873319158 -12.1055223956
43 61143 -0.00663247335045 1.61052543536e-05 -51.1746785164 -12.0889231914
44 61522 -0.00678379540354 1.62281847059e-05 -51.0633987415 -12.0809073483
45 61136 -0.00693675312518 1.60554189865e-05 -50.9514796009 -12.068946568
46 61826 -0.00708723452295 1.60839453267e-05 -50.8419211018 -12.0764946043
47 62344 -0.00723735689181 1.63551123113e-05 -50.7331622765 -12.0715701179
48 61160 -0.00739148038667 1.61280961735e-05 -50.6220599518 -12.0604531543
49 61396 -0.00754317170981 1.60874412546e-05 -50.5132560778 -12.0630493064
50 61888 -0.00769387834607 1.6058631013e-05 -50.4056901262 -12.0605850274
51 62567 -0.00784349701025 1.63312619224e-05 -50.299421062 -12.0687042016
52 61527 -0.00799693553233 1.60703882734e-05 -50.1909734406 -12.0697381883
53 62127 -0.00814719197679 1.62752198922e-05 -50.0852956089 -12.0799549902
54 61443 -0.00830020892607 1.6115723571e-05 -49.9782019778 -12.0664356566
55 61758 -0.00845133949791 1.62242305275e-05 -49.8729455283 -12.0700567115
56 61395 -0.00860393687488 1.59377513958e-05 -49.7671849496 -12.0657979843
57 62835 -0.00875211235241 1.62365158827e-05 -49.6649830369 -12.0433084576
58 62388 -0.0089036052461 1.6174641443e-05 -49.5609925593 -12.0351090357
59 62334 -0.0090545858405 1.61320963377e-05 -49.4578527042 -12.0728890869
60 62549 -0.00920490966982 1.61891227622e-05 -49.3556528378 -12.0363922428
61 62403 -0.00935594175005 1.61802593953e-05 -49.2534616673 -12.0445954441
62 62313 -0.0095069996803 1.61008967839e-05 -49.1517409994 -12.0843700227
