100 100000 0.75 gpomdp iter_bernstein 20000000
715 677 -0.00136717928884 2.12940140361e-07 -55.4266506463 -12.0404368591
716 695 -0.00136918189303 2.23875704512e-07 -55.4248793182 -12.0436772051
717 644 -0.00137144073405 2.28709177487e-07 -55.4228814995 -12.2715118315
718 699 -0.00137359296543 2.26961524747e-07 -55.4209781232 -12.1156400315
719 737 -0.00137562722541 2.27823596548e-07 -55.4191792139 -12.2670052699
720 683 -0.00137781454591 1.93157135771e-07 -55.4172450999 -11.9812402025
721 686 -0.00137963791925 1.75985353616e-07 -55.4156329193 -11.8752835378
722 678 -0.00138130299089 2.18680502857e-07 -55.4141607979 -12.3312859509
723 685 -0.00138340924904 1.93447863597e-07 -55.4122987423 -12.1409729333
724 674 -0.00138525544376 2.00034197638e-07 -55.4106667148 -12.3055091679
725 662 -0.00138720239014 2.03940818022e-07 -55.4089457413 -12.312942265
726 704 -0.00138908036341 2.03318671042e-07 -55.4072858505 -12.0819232969
727 676 -0.00139101931538 1.88156196632e-07 -55.4055721806 -12.1938771708
728 709 -0.00139274667204 2.25036517955e-07 -55.4040456226 -12.1469805951
729 667 -0.00139496492412 2.15863033449e-07 -55.4020853737 -12.0788097477
730 713 -0.00139694244354 1.88910731035e-07 -55.4003379908 -12.0777700822
731 686 -0.00139871304624 2.08019313964e-07 -55.3987735504 -12.1006245629
732 666 -0.00140075978983 2.11550063404e-07 -55.3969652469 -12.0684991915
733 693 -0.00140275529934 1.85429168896e-07 -55.3952023377 -12.0109864718
734 690 -0.00140448549873 1.81710826041e-07 -55.3936739166 -12.0205626712
735 673 -0.00140621394775 2.04032730817e-07 -55.3921471373 -12.0048621111
736 702 -0.00140810155558 1.80021795723e-07 -55.3904798784 -11.9685492275
737 655 -0.0014098614403 1.85918532628e-07 -55.3889255354 -12.1632053634
738 682 -0.00141162875161 2.26859983776e-07 -55.3873647328 -12.2052676857
739 682 -0.001413808086 2.08460866699e-07 -55.3854401891 -12.1423260178
740 683 -0.00141578767191 1.83594081278e-07 -55.3836921723 -12.153235395
741 664 -0.00141755909923 1.74230998126e-07 -55.3821280701 -12.1303210941
742 690 -0.00141917637185 1.8415986808e-07 -55.380700168 -12.1445948139
743 694 -0.00142089690985 2.63694393841e-07 -55.3791811839 -12.2080415755
744 666 -0.00142352005119 2.33030526399e-07 -55.3768655147 -12.0756526199
745 651 -0.00142589124178 2.10710339913e-07 -55.3747724527 -12.0144050459
746 709 -0.0014278517807 2.00735771377e-07 -55.3730420106 -12.1149992723
747 669 -0.00142979946011 1.86009819999e-07 -55.3713230403 -11.9778064275
748 675 -0.00143157554208 1.72723582984e-07 -55.3697556229 -11.9657071498
749 714 -0.00143312483289 2.30939222792e-07 -55.368388434 -12.23713067
750 663 -0.00143540243584 1.85751480762e-07 -55.3663786771 -11.939701947
751 655 -0.00143721724162 1.817106679e-07 -55.364777411 -12.0116637653
752 679 -0.00143895079285 2.0534078234e-07 -55.3632479366 -12.0349683788
753 713 -0.00144084166132 2.51735883196e-07 -55.3615797741 -12.1975905476
754 644 -0.00144341361597 1.65239764785e-07 -55.3593109265 -12.2155512218
755 644 -0.00144505947923 1.9110878343e-07 -55.3578591403 -12.3135429445
756 634 -0.00144700874415 2.08516972345e-07 -55.3561398407 -11.8875167974
757 711 -0.0014489253526 2.39129336499e-07 -55.3544494631 -12.1966054079
758 681 -0.00145123680929 1.70488351665e-07 -55.3524109998 -12.0660577968
759 702 -0.00145279957872 2.36718022073e-07 -55.3510328969 -12.3160915685
760 653 -0.00145519103831 1.99473516023e-07 -55.3489241778 -12.0184784666
761 682 -0.00145708943621 2.08280596963e-07 -55.3472503558 -12.3157268401
762 693 -0.00145904570671 1.75654059128e-07 -55.3455256276 -12.2315073833
763 683 -0.00146069007143 2.10193017509e-07 -55.3440759826 -12.0362879097
764 632 -0.00146284064959 2.01413548771e-07 -55.3421801982 -12.1811876861
765 650 -0.00146485874615 1.83466043886e-07 -55.3404013333 -12.3139626843
766 670 -0.00146662859205 1.95617331194e-07 -55.3388413975 -12.0696828042
767 648 -0.00146858609037 1.85336388169e-07 -55.3371161817 -12.1580138054
768 669 -0.00147037037792 2.01055094117e-07 -55.3355437293 -11.8804675994
769 665 -0.00147234739237 1.90847935557e-07 -55.3338015494 -12.2022461367
770 703 -0.00147411779615 1.9643212441e-07 -55.3322415441 -12.0538327304
771 693 -0.00147594654842 1.81996830443e-07 -55.3306302293 -11.9788437938
772 695 -0.00147762764136 2.42147886844e-07 -55.3291491112 -12.0303581856
773 692 -0.00147994235047 1.91456799213e-07 -55.3271098961 -12.1560987892
774 663 -0.00148179296656 2.15509644669e-07 -55.3254796609 -12.1516832408
775 657 -0.00148392657108 2.08623200844e-07 -55.3236002722 -12.1720537327
776 687 -0.0014859035917 2.15488054838e-07 -55.3218589401 -11.9625427321
777 683 -0.00148795298508 1.63534657874e-07 -55.3200539942 -12.0878265784
778 679 -0.00148948362523 2.07089726784e-07 -55.3187060129 -12.1722891877
779 655 -0.00149154168154 1.96432807311e-07 -55.3168936722 -12.058873243
780 675 -0.00149342078139 1.86473294441e-07 -55.3152390395 -11.924368756
781 671 -0.00149521915727 2.04877014763e-07 -55.3136555932 -12.0096620345
782 721 -0.00149707086271 2.29230084438e-07 -55.3120252984 -12.1398540872
783 681 -0.00149929481179 1.76236807048e-07 -55.3100674136 -12.2279321903
784 724 -0.00150087005649 1.98423904926e-07 -55.30868072 -12.2757259468
785 720 -0.00150264789313 1.8492890893e-07 -55.3071157787 -11.8878405565
786 690 -0.00150436984178 2.17508663556e-07 -55.3056001287 -12.08490098
787 668 -0.00150650954014 2.09485397554e-07 -55.3037169089 -12.0958068683
788 712 -0.00150844399869 1.83285037418e-07 -55.3020144527 -12.0071974263
789 692 -0.00151014536364 2.11615046072e-07 -55.3005172332 -12.2395115181
790 675 -0.00151217607128 1.64524569259e-07 -55.2987303089 -11.869891923
791 696 -0.0015136837415 1.86595370428e-07 -55.297403717 -11.9258916898
792 686 -0.00151544028827 2.15567835225e-07 -55.2958582309 -12.2550536964
793 739 -0.00151735385701 1.99226571207e-07 -55.2941747015 -12.0346617404
794 681 -0.00151924621594 1.99595168842e-07 -55.2925099467 -12.1170969948
795 680 -0.00152115265969 1.85989711099e-07 -55.290832916 -12.230802462
796 695 -0.00152288326414 1.60296631817e-07 -55.2893106649 -11.9792244083
797 671 -0.00152439693391 2.09983184963e-07 -55.287979309 -12.1636021785
798 675 -0.00152641947625 1.91220491375e-07 -55.2862004851 -12.1323418905
799 717 -0.00152815174526 2.02953023638e-07 -55.2846770596 -12.1063093225
800 687 -0.00153008368041 2.02524025434e-07 -55.2829781522 -12.0958663305
801 699 -0.00153196149384 2.18369603214e-07 -55.2813269519 -12.2263103278
802 657 -0.0015341238021 1.59529289292e-07 -55.2794257281 -11.7300408223
803 673 -0.00153563132933 2.17487341848e-07 -55.2781003126 -12.2983892586
804 699 -0.0015376824868 1.77761970102e-07 -55.2762970542 -12.0642274556
805 717 -0.00153928332015 2.16412140376e-07 -55.2748897872 -12.3358586487
806 681 -0.00154134967567 2.14665940932e-07 -55.2730734074 -12.2551684438
807 684 -0.00154338852431 1.97359708099e-07 -55.2712813397 -11.9462526923
808 676 -0.00154527903506 2.24113353871e-07 -55.2696197729 -12.315895023
809 668 -0.00154747968412 1.51288245415e-07 -55.2676857688 -12.0115340769
810 705 -0.00154884157139 1.78563129694e-07 -55.2664889736 -12.0759386837
811 698 -0.00155048933459 1.94290343894e-07 -55.2650410359 -12.0281277874
812 662 -0.00155238326072 2.08049108223e-07 -55.2633768939 -12.1899250557
813 674 -0.00155438366664 1.99849828337e-07 -55.2616193145 -11.9259923693
814 667 -0.00155631475802 1.82938844447e-07 -55.259922756 -12.1500493325
815 726 -0.0015579418322 1.96038382566e-07 -55.2584933833 -12.2901557352
816 733 -0.00155968071906 2.11313735105e-07 -55.2569658767 -12.2125803037
817 647 -0.00156178563904 1.98432006526e-07 -55.2551169604 -12.1239619217
818 691 -0.001563667024 2.11004052566e-07 -55.2534645113 -12.1901356734
819 667 -0.00156572360269 2.14647230871e-07 -55.2516583152 -12.3966653032
820 683 -0.00156777039819 1.92405509973e-07 -55.2498608442 -11.7638283106
821 680 -0.00156960951167 1.76457742316e-07 -55.2482458702 -12.0522326534
822 703 -0.00157123238996 1.90525270281e-07 -55.2468208671 -12.0512227367
823 644 -0.00157312943878 1.9793606385e-07 -55.2451552284 -11.9432016017
824 675 -0.00157504021526 1.93393774517e-07 -55.2434776518 -12.1984194423
825 698 -0.00157682428637 2.16857642442e-07 -55.2419114212 -12.1038785565
826 689 -0.00157888127599 1.98639868487e-07 -55.2401057214 -12.0049529663
827 700 -0.00158072207581 2.16838044383e-07 -55.2384899143 -12.1190592084
828 685 -0.00158279599218 1.79674233173e-07 -55.2366696121 -11.9516742714
829 662 -0.00158453088093 1.9331905475e-07 -55.2351469832 -12.2743836042
830 695 -0.00158633358315 1.92425776984e-07 -55.2335649385 -12.0898854127
831 710 -0.0015880990579 1.87510730458e-07 -55.2320156643 -12.1345508524
832 685 -0.00158987637407 2.16039905768e-07 -55.2304560983 -12.2272777634
833 709 -0.00159187735658 2.10486249511e-07 -55.2287003884 -12.3439210882
834 698 -0.0015938388775 2.57486986533e-07 -55.226979426 -12.3677051352
835 656 -0.00159644528733 2.14800692975e-07 -55.2246928513 -12.4060675762
836 709 -0.001598441363 1.95017611348e-07 -55.2229418614 -12.1461443734
837 700 -0.0016002375888 2.13783712169e-07 -55.2213662908 -12.1015992625
838 745 -0.0016021195949 2.5669516229e-07 -55.2197155869 -12.2147590097
839 733 -0.0016044615871 2.50726781036e-07 -55.2176615864 -12.1699275937
840 671 -0.00160694296715 1.91297857551e-07 -55.2154855277 -11.9380588575
841 682 -0.00160874813335 2.06268082778e-07 -55.2139026004 -12.2058791659
842 725 -0.00161059451333 2.29403647515e-07 -55.2122836398 -12.3030891886
843 691 -0.00161278560057 2.16371332893e-07 -55.2103625695 -12.2523243364
844 686 -0.00161486229032 1.94888170638e-07 -55.208541939 -11.9735656279
845 671 -0.0016167454292 2.48050356331e-07 -55.2068911121 -12.2218573655
846 717 -0.0016190393075 1.9172443621e-07 -55.2048803677 -11.9130709551
847 670 -0.00162088216906 2.30319613151e-07 -55.2032650913 -12.3078937599
848 687 -0.00162308511265 2.01945237374e-07 -55.2013343422 -12.161826097
849 663 -0.00162505381152 2.18204953319e-07 -55.1996090244 -12.1435802891
850 667 -0.00162720226048 1.80263331955e-07 -55.1977263178 -12.1608493289
851 721 -0.00162882284143 1.99536518554e-07 -55.1963062835 -12.0729563184
852 670 -0.00163075353234 2.29044830755e-07 -55.1946146236 -12.3425966081
853 701 -0.00163291405924 1.97518680639e-07 -55.1927217222 -12.2105304305
854 710 -0.00163470971712 1.43146564193e-07 -55.1911486055 -11.9533338795
855 713 -0.00163598222083 2.2011305666e-07 -55.1900338685 -12.243156851
856 700 -0.00163803669718 2.11277880979e-07 -55.1882342168 -12.0574874534
857 673 -0.00164008052285 2.09433975734e-07 -55.1864440269 -12.0355615848
858 681 -0.00164209795204 2.28675721601e-07 -55.184677087 -12.0982657642
859 657 -0.00164438308769 1.8316340562e-07 -55.1826758349 -12.050412486
860 679 -0.00164613668877 2.45361487781e-07 -55.1811401963 -12.1890564133
861 659 -0.00164861551572 1.86115945218e-07 -55.1789696386 -12.0378775273
862 704 -0.00165031430706 2.51280333899e-07 -55.1774822225 -12.2747806147
863 695 -0.00165271452083 1.98596568277e-07 -55.1753808149 -12.0873580476
864 659 -0.00165465743683 1.92035618696e-07 -55.1736799084 -11.9215020819
865 674 -0.00165650887273 2.39289822245e-07 -55.172059198 -12.3447337906
866 692 -0.00165880401828 2.21726048369e-07 -55.170050223 -12.2190284543
867 704 -0.00166088501838 2.258329572e-07 -55.1682288362 -12.2184767205
868 708 -0.00166297711497 2.08231807552e-07 -55.1663978749 -12.282676843
869 735 -0.00166483800148 2.44044512205e-07 -55.1647693799 -12.0967836649
870 686 -0.00166719192252 2.04899998678e-07 -55.162709578 -12.1573986867
871 683 -0.00166914231695 2.11398726344e-07 -55.1610030149 -11.9124746839
872 657 -0.00167124078853 1.75571157769e-07 -55.1591670205 -12.1883240525
873 688 -0.00167289391914 1.88154546945e-07 -55.1577207615 -12.2788407426
874 686 -0.00167466497993 1.77778796111e-07 -55.1561714254 -12.2482636867
875 705 -0.00167628898987 1.88148174421e-07 -55.1547508173 -12.2514481671
876 712 -0.00167798634358 2.02766525098e-07 -55.1532661403 -12.1890917097
877 713 -0.00167982299205 2.22748729841e-07 -55.1516597242 -12.1349285801
878 647 -0.00168208795345 2.13757629066e-07 -55.1496788324 -12.0660143483
879 695 -0.00168410701814 1.76275605622e-07 -55.1479131334 -11.9405510084
880 680 -0.00168577679758 1.89395520572e-07 -55.1464529859 -12.2511860559
881 704 -0.00168751049745 1.66425140538e-07 -55.1449370357 -12.090837239
882 667 -0.0016891025987 2.32228442805e-07 -55.143544983 -12.0848906512
883 666 -0.00169141003691 2.06132081188e-07 -55.1415276174 -12.1151206486
884 687 -0.00169337688903 1.70433015596e-07 -55.1398081544 -11.9417030569
885 651 -0.00169503851032 1.61318263674e-07 -55.1383556254 -12.1591203657
886 688 -0.00169653980372 2.40672326224e-07 -55.1370433239 -12.378031781
887 708 -0.00169879090576 2.20623842006e-07 -55.1350757371 -12.1628133967
888 680 -0.00170092796389 2.16573513227e-07 -55.1332079784 -12.3091760134
889 632 -0.0017031580382 1.86944873708e-07 -55.1312590781 -12.111761726
890 671 -0.00170494846358 1.53957354984e-07 -55.1296945077 -11.8339613417
891 705 -0.00170633429823 1.88915117118e-07 -55.1284835598 -12.0308209488
892 725 -0.00170801707353 1.92148903921e-07 -55.1270132251 -12.0193428097
893 640 -0.00170995575784 1.86701077885e-07 -55.1253193988 -12.0330410365
894 677 -0.00171173541445 1.95462337098e-07 -55.1237646188 -11.9613010066
895 650 -0.00171366648179 1.75572520336e-07 -55.1220776729 -11.9697337313
896 670 -0.00171534303352 2.06240302756e-07 -55.1206131623 -12.0983545534
897 655 -0.00171737750419 2.11147681539e-07 -55.1188361191 -12.2899411963
898 692 -0.00171936470159 2.02536607519e-07 -55.1171004931 -12.0623566778
899 709 -0.00172121950872 1.87917973097e-07 -55.1154806093 -12.0846734121
900 643 -0.00172310496076 1.78871877613e-07 -55.1138340727 -12.0672232081
901 708 -0.00172474567853 1.8345134582e-07 -55.1124013497 -12.0967514425
902 689 -0.0017264638038 2.22575969746e-07 -55.1109011228 -12.1011517833
903 710 -0.00172853414174 2.03123416094e-07 -55.1090934752 -12.1669814994
904 670 -0.00173048959296 2.10929199116e-07 -55.1073862608 -12.2225688559
905 673 -0.00173254960509 1.8230411091e-07 -55.105587889 -12.0311457771
906 665 -0.00173431679957 2.14090729995e-07 -55.1040452504 -12.1320545607
907 676 -0.00173639337559 2.16817162588e-07 -55.1022326685 -12.2390891736
908 676 -0.00173849111678 2.03873633721e-07 -55.1004017496 -12.1913635017
909 694 -0.00174041681754 1.86609646888e-07 -55.0987211101 -11.9003209475
910 677 -0.0017421962375 2.06946916256e-07 -55.0971682394 -12.2234751958
911 682 -0.00174418099773 2.31738738479e-07 -55.0954362888 -12.2187752569
912 708 -0.00174633766661 2.12126600205e-07 -55.0935544666 -12.0899014752
913 707 -0.00174828395483 2.10359556436e-07 -55.0918563393 -12.146889952
914 688 -0.00175027448883 1.92160777512e-07 -55.0901197308 -12.1614213954
915 697 -0.001752069915 2.1424193158e-07 -55.0885534475 -12.183712752
916 714 -0.0017540402518 2.09866640798e-07 -55.086834693 -12.1247999111
917 630 -0.0017562029328 2.1275243178e-07 -55.084948294 -12.0948742257
918 648 -0.00175835655404 1.92330241477e-07 -55.0830699431 -11.9893489285
919 697 -0.00176015401382 2.22804067619e-07 -55.0815023413 -12.0554921518
920 678 -0.00176230934395 2.12224272022e-07 -55.079622767 -12.2619311174
921 732 -0.00176419805241 2.2753820521e-07 -55.0779758221 -11.9615046336
922 638 -0.00176652681145 1.9261930602e-07 -55.0759453092 -12.1135502887
923 686 -0.00176834568394 2.25980536551e-07 -55.0743594994 -12.2567197025
924 679 -0.00177054020442 1.84427832425e-07 -55.0724463136 -12.0021968972
925 680 -0.00177228608549 1.97663320247e-07 -55.07092436 -12.1625745346
926 705 -0.00177411627399 2.10032722615e-07 -55.0693290149 -12.0852993836
927 704 -0.00177606904364 2.2195382935e-07 -55.0676269334 -12.3857062287
928 693 -0.00177815767983 2.09002045924e-07 -55.0658065597 -12.1428587134
929 663 -0.00178021985533 2.09400110055e-07 -55.064009382 -12.2190964042
930 673 -0.00178225534919 2.33866045773e-07 -55.0622355879 -12.1076680157
931 694 -0.00178448359392 1.99465529989e-07 -55.0602939734 -11.8767344231
932 649 -0.00178648639395 1.92212724622e-07 -55.0585489361 -12.0334564829
933 630 -0.0017884497719 1.98251404361e-07 -55.0568383691 -12.1410121535
934 664 -0.00179039053085 1.77567119505e-07 -55.0551476273 -12.2653462349
935 650 -0.00179215503237 1.87724419457e-07 -55.0536105389 -12.1566593351
936 645 -0.00179402560494 1.74029111244e-07 -55.0519811566 -12.2003134511
937 708 -0.00179561071648 2.41919334513e-07 -55.0506005139 -12.1688598877
938 688 -0.00179793675179 2.03055653172e-07 -55.048574664 -12.0436843679
939 673 -0.00179988616991 2.23165985306e-07 -55.0468769576 -12.2146342893
940 683 -0.00180204070049 1.76636265811e-07 -55.0450007614 -12.0165255516
941 701 -0.00180365324471 2.12725268815e-07 -55.0435966297 -12.1762863474
942 633 -0.00180584012235 1.67678250856e-07 -55.041692524 -12.203602493
943 726 -0.00180733154818 1.92218188386e-07 -55.0403940312 -12.0199787024
944 671 -0.00180918148183 1.99768920791e-07 -55.0387835044 -12.2576989885
945 715 -0.0018110044584 1.90047518275e-07 -55.0371965507 -12.0307673789
946 712 -0.00181273399536 2.04791374611e-07 -55.035691035 -12.0589322273
947 665 -0.00181471794106 1.95872699563e-07 -55.0339641784 -12.2860047412
948 666 -0.00181661373196 2.07317303236e-07 -55.032314168 -12.1195128709
949 662 -0.00181865544583 1.94680707862e-07 -55.0305372786 -12.0218682746
950 690 -0.00182047678392 2.54500651421e-07 -55.0289522906 -12.293423702
951 731 -0.00182279067266 2.22234886269e-07 -55.0269388185 -12.0908820671
952 677 -0.00182494418463 2.27443371617e-07 -55.0250650514 -12.4782367835
953 695 -0.00182708875181 1.97400935066e-07 -55.0231992111 -12.0992133676
954 689 -0.00182893327631 1.78542710096e-07 -55.0215945323 -12.0327685197
955 652 -0.00183070019443 2.12662560997e-07 -55.0200574683 -12.196760861
956 725 -0.0018326253466 1.93067272361e-07 -55.0183828654 -11.8771445144
957 659 -0.00183451400522 2.00695772704e-07 -55.0167401192 -12.1543671654
958 700 -0.00183638283838 2.19080222545e-07 -55.0151147267 -12.1467125472
959 648 -0.00183859170856 1.78250056972e-07 -55.0131937322 -11.9639355679
960 671 -0.00184030693473 2.50062547738e-07 -55.0117021515 -12.2425988184
961 692 -0.00184269669402 1.77132339966e-07 -55.0096241422 -12.0590896234
962 705 -0.00184430894788 1.83826670173e-07 -55.0082223115 -12.2691172472
963 690 -0.00184602639667 2.11282038639e-07 -55.0067291046 -12.1956980609
964 665 -0.00184809515378 1.70713921711e-07 -55.0049305808 -12.0154884923
965 688 -0.00184968801568 2.19922322426e-07 -55.003545879 -12.1988251569
966 674 -0.00185181654829 1.85191131194e-07 -55.0016956331 -11.8992631099
967 680 -0.00185358398861 1.73815536373e-07 -55.0001593774 -12.0103675108
968 684 -0.00185520628604 2.23928796305e-07 -54.9987493653 -12.0978983906
969 682 -0.0018573541666 2.15557678798e-07 -54.9968826715 -12.3139281696
970 712 -0.00185932874708 1.84973734688e-07 -54.9951667174 -12.0241388629
971 715 -0.00186100607514 1.97390751627e-07 -54.9937091777 -11.9803550878
972 666 -0.00186293151255 2.15652041041e-07 -54.9920361477 -12.2154084923
973 703 -0.00186493924591 2.10943645232e-07 -54.9902917332 -12.0665811874
974 660 -0.00186703017285 1.72007040273e-07 -54.9884751698 -12.0294508127
975 692 -0.00186863026874 2.076335533e-07 -54.9870851244 -12.2293647777
976 708 -0.0018705444861 1.86658768799e-07 -54.9854222983 -12.31852346
977 696 -0.00187228616382 1.81328218708e-07 -54.9839094517 -12.1242147303
978 661 -0.00187405593034 1.86735064542e-07 -54.9823723037 -12.0944481246
979 686 -0.0018758288586 1.79209266553e-07 -54.9808325073 -12.039938348
980 673 -0.00187753942456 1.78015549728e-07 -54.9793469657 -12.1568020203
981 676 -0.00187923426311 1.91796777319e-07 -54.9778751724 -12.3267062988
982 706 -0.00188099549477 2.02846551446e-07 -54.9763458184 -12.0499776482
983 729 -0.0018828053657 2.16374420039e-07 -54.9747743295 -12.0671427757
984 691 -0.00188484112234 2.13446206012e-07 -54.9730068287 -12.3670786077
985 728 -0.00188675759202 2.21946801885e-07 -54.9713430141 -12.1135813388
986 710 -0.00188881256139 2.30910135571e-07 -54.9695590857 -12.0650056213
987 672 -0.001891085194 2.05518020422e-07 -54.9675863561 -12.1887745972
988 704 -0.00189299662246 2.13012891582e-07 -54.9659272895 -11.9135207568
989 651 -0.0018951216149 1.89432410231e-07 -54.9640829889 -12.0526800873
990 664 -0.00189695634145 2.13637076085e-07 -54.9624907259 -12.2031475516
991 684 -0.00189899321668 1.95833483828e-07 -54.9607231513 -12.2284615442
992 718 -0.00190077032282 1.97859363086e-07 -54.9591811064 -12.1419149988
993 700 -0.00190259938587 2.08216797404e-07 -54.9575940798 -12.1526427048
994 698 -0.0019045305918 2.15480123411e-07 -54.9559185396 -12.0879093837
995 647 -0.00190670301521 1.83355090635e-07 -54.9540338546 -12.1824865169
996 678 -0.00190844946116 1.96459177795e-07 -54.9525188325 -12.1570909209
997 697 -0.00191028507783 2.35187373313e-07 -54.9509265582 -12.2511479696
998 672 -0.00191259272593 1.97954599802e-07 -54.9489249769 -12.2586984964
999 687 -0.00191447029585 1.76180692328e-07 -54.9472965541 -12.2096825173
1000 720 -0.00191605057002 2.22969974301e-07 -54.9459260618 -12.2535851946
1001 705 -0.0019181252569 1.80866134775e-07 -54.9441269082 -12.1027837765
1002 704 -0.00191978975564 2.25823372001e-07 -54.9426835635 -12.2999390953
1003 713 -0.00192186785831 1.76006999666e-07 -54.9408816894 -12.0996258538
1004 689 -0.00192351667267 2.01465773395e-07 -54.9394521366 -11.9558609128
1005 668 -0.00192548666239 2.04017073949e-07 -54.9377442296 -11.9878710593
1006 704 -0.00192737784241 2.03270344248e-07 -54.9361047611 -12.0860396608
1007 669 -0.00192935026701 1.95441891487e-07 -54.9343949798 -12.3224127781
1008 731 -0.00193110024586 1.93927221857e-07 -54.9328781252 -12.0785888775
1009 685 -0.00193293086475 1.65001666971e-07 -54.9312914748 -12.1412161189
1010 701 -0.0019344254901 2.25394777245e-07 -54.929996117 -12.031639632
1011 688 -0.00193657442743 2.17156079885e-07 -54.9281338034 -12.184041491
1012 700 -0.0019385936495 1.75983509995e-07 -54.9263840344 -11.9693505509
1013 704 -0.00194020268567 1.90699751808e-07 -54.9249898051 -12.2180620351
1014 673 -0.00194202576028 2.05550148439e-07 -54.9234102088 -12.1952665755
1015 688 -0.00194396838175 1.76523523159e-07 -54.921727145 -11.9718551144
1016 677 -0.00194564119473 2.08677891676e-07 -54.920277934 -12.1622571527
1017 681 -0.00194764407042 2.17562098445e-07 -54.9185428934 -12.3251034319
1018 699 -0.00194969172204 1.89014858832e-07 -54.9167691932 -12.1647638267
1019 644 -0.00195158750098 1.59775073189e-07 -54.915127163 -12.1019066873
1020 730 -0.00195299945515 2.25129643054e-07 -54.9139042704 -12.4256108624
1021 664 -0.00195523191941 2.01129146961e-07 -54.9119708608 -12.213746693
1022 692 -0.00195712505718 2.26882719752e-07 -54.9103314436 -12.0736922839
1023 731 -0.0019591813478 2.40076091391e-07 -54.9085508655 -12.2602097934
1024 682 -0.00196148620397 1.92705025684e-07 -54.906555206 -12.1704217987
1025 713 -0.00196323179912 2.66506195108e-07 -54.9050438922 -12.0947174219
1026 659 -0.00196590863066 1.81285643425e-07 -54.9027265096 -11.9933173945
1027 666 -0.0019676723562 2.12491484141e-07 -54.9011997412 -11.9973844292
1028 622 -0.00196990278828 1.87539840206e-07 -54.8992691065 -11.9855956658
1029 744 -0.00197155166922 2.5395753973e-07 -54.8978419545 -12.3384664331
1030 682 -0.00197401306468 2.03658314713e-07 -54.8957117055 -12.2469074839
1031 731 -0.00197583458857 2.37932765915e-07 -54.8941353633 -12.1198822632
1032 668 -0.00197817604134 2.16344611155e-07 -54.8921092269 -12.0465535681
1033 688 -0.00198022323149 1.91481874983e-07 -54.8903378648 -12.0906906222
1034 716 -0.00198196113421 1.75363389401e-07 -54.8888342203 -11.9739272733
1035 642 -0.00198371699482 1.98001260177e-07 -54.8873151335 -12.073556022
1036 721 -0.00198551730068 2.43950960481e-07 -54.885757694 -12.0709645613
1037 700 -0.00198783105218 2.23418839588e-07 -54.8837562215 -12.3718312284
1038 714 -0.00198989132647 1.77522247139e-07 -54.8819741548 -11.9974381839
1039 739 -0.00199143180405 2.26683366392e-07 -54.8806417804 -12.4338798039
1040 727 -0.00199348645633 1.92161200275e-07 -54.8788648056 -11.9465630743
1041 664 -0.00199534320059 2.16376929476e-07 -54.8772591047 -12.451141171
1042 726 -0.00199730369317 1.93387917147e-07 -54.8755637988 -12.1549930664
1043 714 -0.00199905805048 2.27132094784e-07 -54.8740468461 -12.4317954186
1044 662 -0.00200131461274 2.09756694658e-07 -54.8720957883 -12.1887897986
1045 682 -0.00200331656477 2.2430825967e-07 -54.8703650023 -12.1330875635
1046 671 -0.00200552204775 2.25541240579e-07 -54.8684583974 -12.1718535332
1047 697 -0.00200765423944 2.32745292971e-07 -54.8666152947 -12.1785325046
1048 681 -0.00200989668163 1.92505417952e-07 -54.8646770414 -12.2234626696
1049 688 -0.00201171921673 1.88677407271e-07 -54.863101849 -12.2227380819
1050 694 -0.00201347094477 1.9900407449e-07 -54.8615879511 -12.053922206
1051 706 -0.00201529983007 1.94262142196e-07 -54.8600074727 -12.1636944683
1052 662 -0.0020171810745 2.02503524294e-07 -54.8583818548 -11.8900894176
1053 679 -0.00201912654187 1.97163992354e-07 -54.8567008558 -12.0097544117
1054 709 -0.00202093674626 1.89738191133e-07 -54.855136837 -11.9748921611
1055 707 -0.00202265840729 2.42897067846e-07 -54.8536494139 -12.2094625498
1056 685 -0.00202500484553 2.13107380493e-07 -54.8516223642 -12.0804366372
1057 690 -0.00202702764483 2.28880436255e-07 -54.8498750375 -12.0064939512
1058 698 -0.00202918540119 2.14082092155e-07 -54.848011272 -12.234080986
1059 711 -0.00203115623126 2.24533693365e-07 -54.8463090902 -12.2459296056
1060 675 -0.0020333436369 2.26484708083e-07 -54.8444199953 -12.1040359855
1061 701 -0.00203546737331 1.97668917192e-07 -54.842586028 -12.0353577691
1062 712 -0.00203726223916 2.29591623457e-07 -54.8410361678 -11.9940246248
1063 654 -0.00203956582918 1.8137928611e-07 -54.839047172 -12.0958095177
1064 700 -0.00204124363682 1.86685741464e-07 -54.8375986005 -12.1748073837
1065 689 -0.00204299075226 1.92562024545e-07 -54.8360902831 -11.9124641915
1066 636 -0.00204493171473 1.92314184028e-07 -54.8344147244 -12.1463367211
1067 715 -0.00204668766235 2.20231696776e-07 -54.8328989822 -12.375630681
1068 711 -0.00204871845527 1.96531290158e-07 -54.8311461109 -12.0244841544
1069 697 -0.00205055564063 1.91943196197e-07 -54.829560461 -12.150881442
1070 715 -0.00205229196545 2.04230079368e-07 -54.8280619582 -12.1340814101
1071 696 -0.00205420765202 2.22349906868e-07 -54.8264087686 -12.003376457
1072 652 -0.0020564265077 2.11044784396e-07 -54.8244940931 -12.149645851
