100 100000 0.75 gpomdp iter_bernstein 20000000
355 671 -0.000673229324147 2.05673241987e-07 -56.0482886297 -11.9702322403
356 641 -0.000675332305829 1.90385039942e-07 -56.0463808966 -12.057426937
357 671 -0.00067716027561 1.93986344558e-07 -56.0447227618 -12.079883984
358 687 -0.000678977974371 1.88535898446e-07 -56.0430740539 -12.0299693073
359 708 -0.000680705143796 1.77065181878e-07 -56.0415075606 -12.0029879064
360 699 -0.000682340022505 1.73766332012e-07 -56.0400248638 -12.124508407
361 683 -0.000683974043274 2.00992590838e-07 -56.0385430337 -12.1119858918
362 662 -0.000685947833016 1.72051527356e-07 -56.0367531988 -11.9879583381
363 719 -0.00068748826498 2.21714769908e-07 -56.0353564231 -12.3153089788
364 691 -0.000689577924845 2.4569937681e-07 -56.033461765 -12.0857042297
365 662 -0.000692047392878 1.88860231053e-07 -56.0312229285 -12.1314047564
366 689 -0.00069381919295 2.36110675061e-07 -56.0296167274 -12.2539386162
367 710 -0.00069600452669 1.93418965111e-07 -56.0276357866 -11.8952796407
368 650 -0.000697918087971 2.01120724933e-07 -56.0259013298 -12.2942844795
369 685 -0.000699837436753 2.09116738662e-07 -56.0241617493 -12.0789850469
370 682 -0.000701831980025 1.78834639534e-07 -56.0223541468 -12.2893180482
371 703 -0.000703471508248 2.4998104844e-07 -56.0208683841 -12.2951026142
372 684 -0.000705905265395 1.83633616517e-07 -56.0186630449 -12.1746461677
373 681 -0.000707650235348 2.185258395e-07 -56.0170819685 -12.2386111869
374 678 -0.000709768931096 2.3432067243e-07 -56.0151624037 -11.940099852
375 671 -0.000712060151573 1.92402535536e-07 -56.0130866971 -12.1741416936
376 694 -0.000713852111549 2.03089812639e-07 -56.0114634116 -11.9379603212
377 676 -0.000715798594086 2.25219679279e-07 -56.0097002692 -12.2631657026
378 683 -0.000717955380113 2.44000020786e-07 -56.0077467787 -12.3482756637
379 704 -0.000720250986295 1.78390591381e-07 -56.0056677226 -12.1964447946
380 694 -0.000721913576611 2.07717472272e-07 -56.0041620776 -12.0909819091
381 705 -0.000723844282509 1.94813179879e-07 -56.0024137417 -12.1292591962
382 691 -0.000725677203145 2.36781513379e-07 -56.0007540688 -12.2125459725
383 686 -0.000727941287199 1.93643448526e-07 -55.9987041399 -12.2686668313
384 673 -0.000729789348893 1.62038520994e-07 -55.9970310087 -11.9850132755
385 679 -0.000731312574622 1.98199903227e-07 -55.9956520508 -12.07286797
386 629 -0.000733335412306 2.10615223334e-07 -55.9938209191 -12.2565509992
387 715 -0.00073526936659 2.26147734391e-07 -55.9920703741 -12.2171412839
388 689 -0.000737411706297 2.0062242291e-07 -55.9901313509 -12.220787056
389 637 -0.000739435641759 1.6898574291e-07 -55.9882996347 -12.073170956
390 642 -0.000741112235313 1.97937751895e-07 -55.986782375 -12.1228730968
391 671 -0.000743017047235 1.9952733241e-07 -55.9850586986 -12.0491272427
392 675 -0.000744940641204 2.358373063e-07 -55.9833181481 -12.1359729283
393 654 -0.000747305491185 2.2722764563e-07 -55.9811784983 -12.2418111506
394 677 -0.000749515566417 2.28267903028e-07 -55.9791790517 -12.1603190333
395 703 -0.000751663910257 2.10884764592e-07 -55.9772356084 -12.0535719792
396 652 -0.000753762585085 1.71902508896e-07 -55.9753372443 -12.0746693977
397 678 -0.000755401586763 2.13602304235e-07 -55.9738547808 -12.2876721916
398 698 -0.000757402823544 2.20521544951e-07 -55.9720447991 -12.2709772092
399 706 -0.000759464677852 1.93142727513e-07 -55.9701801317 -12.170334417
400 703 -0.000761237701206 2.46078085942e-07 -55.9685767853 -12.2817821365
401 705 -0.000763551293693 2.00847893358e-07 -55.9664847582 -12.0759433426
402 714 -0.000765380134431 1.85385021806e-07 -55.964831185 -11.9219782409
403 673 -0.000767144016676 2.03494461401e-07 -55.9632364499 -12.1394822748
404 685 -0.000769078967396 1.92091926046e-07 -55.9614871693 -12.0102342825
405 670 -0.000770921439082 1.97517815456e-07 -55.9598216089 -12.0893885993
406 671 -0.000772831883071 1.83280659158e-07 -55.9580947214 -12.2942004899
407 660 -0.000774606390557 1.90909803701e-07 -55.9564908177 -12.0383798524
408 653 -0.000776488091726 2.07747494387e-07 -55.9547901398 -12.2983765602
409 746 -0.000778309061197 1.97794439269e-07 -55.9531444626 -12.0438437268
410 713 -0.000780115028838 2.29534606617e-07 -55.9515124514 -12.3053960252
411 755 -0.000782115216509 2.44385521739e-07 -55.9497050539 -12.1400610309
412 693 -0.00078442988699 2.11303591154e-07 -55.9476136505 -12.0768741984
413 647 -0.00078656683112 2.06707718788e-07 -55.9456829876 -12.1545053682
414 723 -0.000788440919523 2.29896611425e-07 -55.9439899309 -12.2024423846
415 729 -0.000790521949953 2.21255103779e-07 -55.9421100582 -12.3326664374
416 685 -0.000792622742542 2.41361175274e-07 -55.9402124788 -12.125390672
417 715 -0.000794851153786 1.99649983375e-07 -55.9381997848 -12.0505346749
418 670 -0.000796789614231 2.0667916147e-07 -55.936449107 -12.1550166087
419 681 -0.000798781180447 2.22091256454e-07 -55.934650597 -12.3359955291
420 717 -0.000800822866453 2.00068025478e-07 -55.9328069618 -12.1384202372
421 688 -0.000802719219686 2.1214953456e-07 -55.9310946848 -12.3145695242
422 747 -0.000804584956316 1.97062806673e-07 -55.9294101684 -12.0313973778
423 664 -0.000806508680896 1.93015933067e-07 -55.9276734168 -12.2536452369
424 666 -0.000808371498662 1.98928627444e-07 -55.9259917688 -11.9666591693
425 699 -0.00081023449124 2.08884093805e-07 -55.9243100775 -11.9997286384
426 671 -0.000812255724488 1.93091617805e-07 -55.9224856746 -11.8959439391
427 645 -0.000814191004413 1.63453811367e-07 -55.9207389812 -12.0400735579
428 665 -0.000815765324703 1.76667696215e-07 -55.9193181643 -12.071565398
429 676 -0.000817447191149 2.19386571853e-07 -55.9178003778 -12.2016745162
430 685 -0.000819536543438 2.15135202766e-07 -55.9159149891 -12.2104774031
431 722 -0.000821502353398 2.05031670703e-07 -55.9141412139 -12.2902435191
432 716 -0.000823376397177 2.25736470643e-07 -55.9124503592 -12.0993083577
433 632 -0.000825693668153 2.12516939145e-07 -55.9103597633 -12.0674702729
434 665 -0.000827788556099 1.780469486e-07 -55.9084699493 -12.2841856802
435 672 -0.000829497050206 1.70969553809e-07 -55.9069288112 -12.1547506599
436 679 -0.000831114411164 1.91288844577e-07 -55.905469968 -12.0345089948
437 648 -0.000833005601351 2.22334355682e-07 -55.903764243 -12.2418730074
438 677 -0.000835174035047 2.09317415601e-07 -55.9018086083 -12.0435613382
439 662 -0.000837220113487 1.83264421749e-07 -55.8999634636 -12.2340936406
440 711 -0.000838879030037 1.86135484412e-07 -55.8984675612 -12.2643926364
441 721 -0.000840542849633 2.33147279988e-07 -55.8969673286 -12.317417964
442 740 -0.000842632603422 2.26332029967e-07 -55.8950831689 -12.3292522023
443 652 -0.000844885164186 2.19452962772e-07 -55.8930523808 -12.2968057794
444 712 -0.000846910060036 2.05061866905e-07 -55.8912269857 -12.1929164298
445 682 -0.000848869837056 1.87611391321e-07 -55.8894604224 -12.1910953648
446 689 -0.000850623594315 2.05661395427e-07 -55.8878796747 -12.0762876283
447 656 -0.000852652285418 2.14447166359e-07 -55.8860512419 -12.2966066454
448 656 -0.000854785113119 2.22618809979e-07 -55.8841290983 -12.2669821938
449 664 -0.000856985565376 2.29652507585e-07 -55.8821461673 -12.0115218594
450 649 -0.000859304344113 1.83168961982e-07 -55.8800567791 -12.1742065807
451 687 -0.000861026716109 1.83550467664e-07 -55.8785049114 -12.0768070232
452 671 -0.000862790094691 1.526098115e-07 -55.8769161976 -11.8616454299
453 644 -0.000864280587493 2.07144706481e-07 -55.8755734197 -12.1399215009
454 671 -0.00086628579032 1.98184928362e-07 -55.8737670574 -11.7972731864
455 677 -0.000868198250039 2.17356855371e-07 -55.8720443648 -12.3547428295
456 712 -0.000870197417896 1.99733784944e-07 -55.8702436966 -12.185557231
457 700 -0.000872059660229 2.30662886552e-07 -55.8685664766 -12.2868491906
458 668 -0.000874317002838 1.94685345988e-07 -55.8665335644 -12.0719654836
459 689 -0.000876161377042 2.01585884665e-07 -55.8648726867 -12.2408926519
460 725 -0.000877965709829 1.96449429845e-07 -55.863247975 -12.249677619
461 692 -0.000879797125949 1.77243185692e-07 -55.8615989855 -12.0777387321
462 676 -0.000881484279848 2.00160010388e-07 -55.860079986 -11.9933030356
463 676 -0.000883419806943 1.71455215819e-07 -55.8583374833 -12.1392594435
464 655 -0.000885088794888 1.97623133503e-07 -55.8568350374 -11.9784698429
465 624 -0.000887127298331 2.06382645185e-07 -55.8550000729 -12.1176666882
466 704 -0.000889050108874 1.79981806818e-07 -55.8532693748 -12.1577358091
467 671 -0.000890758734122 1.8436426315e-07 -55.8517315643 -12.1729140294
468 686 -0.000892500588574 1.94877602998e-07 -55.8501639452 -12.1904029273
469 658 -0.000894428184852 1.92589378127e-07 -55.8484292801 -12.1107588545
470 718 -0.0008961594438 2.34019033431e-07 -55.8468714052 -12.1810656799
471 670 -0.000898440267125 1.82590799414e-07 -55.8448191546 -12.3753859879
472 665 -0.000900219003592 2.24195903703e-07 -55.8432187928 -12.1852903105
473 647 -0.000902497529798 1.9744785731e-07 -55.8411689129 -12.3222719173
474 728 -0.000904255503824 2.08137397696e-07 -55.8395874651 -12.0151067701
475 704 -0.000906177407401 2.1440354535e-07 -55.8378586648 -12.1979623621
476 661 -0.000908283554683 1.89723548131e-07 -55.835964272 -11.99208472
477 696 -0.000910049855959 2.2912408991e-07 -55.834375669 -12.1649094761
478 692 -0.000912217529417 1.98649617434e-07 -55.8324262137 -11.9494006328
479 685 -0.000914099290284 1.93461094395e-07 -55.8307340134 -12.0474320663
480 709 -0.000915879035655 1.96050074704e-07 -55.8291336589 -11.9485988764
481 682 -0.000917744932069 2.81590062528e-07 -55.8274559487 -12.2229316779
482 672 -0.000920559046934 2.00635688612e-07 -55.8249258694 -12.0870147609
483 663 -0.000922521707573 1.97803113174e-07 -55.8231614587 -12.073835501
484 638 -0.000924530985134 1.95455155837e-07 -55.8213552708 -12.1665620015
485 722 -0.000926284402992 2.1416232436e-07 -55.8197791895 -12.060976151
486 712 -0.000928258370205 2.5278615554e-07 -55.8180049855 -12.1384599465
487 683 -0.000930720406396 1.83072484519e-07 -55.8157922835 -11.9719288952
488 682 -0.00093244688802 2.16682248707e-07 -55.8142407639 -12.1630870728
489 709 -0.000934449205225 1.84273025704e-07 -55.8124414843 -12.1582921409
490 673 -0.000936217813236 2.36009477406e-07 -55.8108523249 -12.2351878933
491 694 -0.0009384655401 1.89830810951e-07 -55.8088328075 -12.0642591023
492 683 -0.000940273997391 1.59205161337e-07 -55.8072080813 -12.207051994
493 677 -0.000941775958478 2.3318404828e-07 -55.8058587941 -12.2890534497
494 781 -0.000943756276842 2.091974935e-07 -55.8040798876 -12.1227591837
495 714 -0.000945661941103 2.22711847755e-07 -55.8023681636 -12.3801216889
496 657 -0.00094786936587 1.85005083288e-07 -55.8003855382 -12.0826805627
497 652 -0.000949713157543 2.15459229583e-07 -55.7987296366 -12.1197555121
498 701 -0.000951735525195 2.00589421517e-07 -55.7969134848 -12.2256515426
499 703 -0.000953581680228 2.0997891846e-07 -55.7952556946 -12.2582095394
500 703 -0.000955517313232 2.21662705623e-07 -55.7935176757 -12.1377711368
501 706 -0.000957569645628 1.6809333386e-07 -55.7916750057 -12.1433890791
502 750 -0.000959009111461 2.36438923449e-07 -55.7903826753 -12.3239900664
503 686 -0.000961289740544 1.68213875457e-07 -55.7883353002 -12.0643117895
504 694 -0.000962846455465 1.79331643286e-07 -55.7869378979 -12.0383960311
505 691 -0.000964516886109 2.07555185638e-07 -55.7854385056 -12.1066247117
506 671 -0.000966519156554 2.18782799922e-07 -55.7836413716 -12.2649706094
507 698 -0.000968586981453 1.89232192202e-07 -55.781785537 -11.988895261
508 670 -0.00097041970465 1.96803786188e-07 -55.7801408188 -11.9678130385
509 629 -0.000972428070846 1.93186902861e-07 -55.7783386017 -12.2440976677
510 706 -0.000974207729949 1.95457632241e-07 -55.7767417263 -12.0149229259
511 672 -0.000976083211202 1.94546757364e-07 -55.7750589825 -12.1115381261
512 671 -0.000977950582283 1.7999442464e-07 -55.7733836297 -12.3485518969
513 749 -0.000979497503885 1.88598197346e-07 -55.7719958615 -12.1170524539
514 689 -0.000981258631996 2.05397881166e-07 -55.7704160205 -12.0317009165
515 639 -0.000983332595903 2.09941819985e-07 -55.7685556765 -12.1828432612
516 661 -0.000985410201364 2.2406271357e-07 -55.766692207 -12.0639900211
517 662 -0.000987625117816 1.99823641674e-07 -55.7647057344 -12.1871473223
518 661 -0.000989592316523 2.09979100115e-07 -55.7629415647 -12.1304450411
519 667 -0.000991648850016 1.95082118214e-07 -55.7610974155 -12.117297705
520 685 -0.000993494322246 1.76276980124e-07 -55.7594426483 -12.0199283013
521 699 -0.000995112072978 2.45482952384e-07 -55.7579921621 -12.2498750655
522 676 -0.000997499914438 1.93223181943e-07 -55.7558513637 -12.1027878432
523 698 -0.000999305379245 2.2148807585e-07 -55.7542328136 -12.1850918485
524 681 -0.00100143121364 1.65712895412e-07 -55.7523271975 -12.1169202456
525 694 -0.00100295877577 2.11696581445e-07 -55.7509579689 -12.2621384942
526 683 -0.00100498815267 1.91951940269e-07 -55.7491390571 -12.3197937343
527 717 -0.0010067192441 2.07364028246e-07 -55.7475876021 -12.1733700565
528 679 -0.00100869335233 1.86272424331e-07 -55.7458184677 -12.1174247586
529 664 -0.00101051007042 1.71372868702e-07 -55.7441904939 -11.9269158972
530 664 -0.00101217040135 2.11176528234e-07 -55.742702754 -12.1860769861
531 742 -0.00101403481731 2.41322915519e-07 -55.7410322509 -12.1296813898
532 697 -0.00101632014297 2.23813239719e-07 -55.7389847706 -12.2130632508
533 699 -0.00101842717383 1.6464040261e-07 -55.7370971801 -12.0151404991
534 679 -0.00101996518854 1.88532147188e-07 -55.735719436 -12.0835279285
535 704 -0.00102170782899 1.9386848439e-07 -55.7341584828 -12.1258072776
536 654 -0.00102363354267 1.82879381351e-07 -55.7324336587 -11.9911976124
537 676 -0.00102538945033 1.99878551155e-07 -55.7308610321 -12.2403298694
538 699 -0.00102724998856 2.17242017933e-07 -55.7291948059 -12.2555702061
539 719 -0.00102924272484 2.03779021413e-07 -55.7274103134 -12.1326206462
540 705 -0.00103113254996 1.92297524641e-07 -55.7257180975 -12.0397215031
541 678 -0.00103295395951 2.16662099328e-07 -55.7240872534 -12.1479975488
542 719 -0.00103491934564 2.10966796642e-07 -55.7223276177 -12.2739717274
543 686 -0.00103690852687 2.44823088556e-07 -55.7205468063 -12.3596641639
544 688 -0.0010392765643 2.01198190822e-07 -55.7184269925 -11.9372701236
545 662 -0.0010412609526 2.16405859929e-07 -55.7166507536 -12.2479580742
546 692 -0.00104329861527 2.30869865717e-07 -55.714826962 -12.1340841241
547 675 -0.00104556076252 1.84612695134e-07 -55.7128024061 -12.0850975497
548 684 -0.00104730440463 2.04588385633e-07 -55.7112420109 -12.138563298
549 700 -0.00104919583234 2.03238612847e-07 -55.7095494736 -12.1141150846
550 684 -0.00105112135036 2.18231302245e-07 -55.7078265504 -12.0450957164
551 670 -0.00105326692107 1.97649389483e-07 -55.7059068699 -12.2705247037
552 717 -0.00105505885839 1.94717364899e-07 -55.7043037064 -12.0272516311
553 691 -0.00105688666059 1.927460916e-07 -55.7026685639 -12.160732354
554 735 -0.00105858175991 2.08026181676e-07 -55.7011522341 -12.2750189718
555 720 -0.00106046347763 2.22309029085e-07 -55.6994690766 -12.1807714373
556 640 -0.00106271418964 2.20889638297e-07 -55.6974560129 -12.302760265
557 698 -0.00106480677456 2.11907127389e-07 -55.6955845278 -12.1199485709
558 695 -0.00106680136887 1.81596038147e-07 -55.6938008125 -12.0886722992
559 699 -0.00106848097825 2.17807070233e-07 -55.6922988807 -12.2764107894
560 684 -0.00107056824174 2.06094511581e-07 -55.6904325465 -11.9917067245
561 687 -0.00107251485162 2.00133752189e-07 -55.6886921059 -12.1916532183
562 646 -0.00107453508108 1.82351524704e-07 -55.6868859734 -12.0306792802
563 680 -0.00107626372623 2.11668320123e-07 -55.6853406295 -12.2496195914
564 670 -0.00107833596248 2.06617029778e-07 -55.6834882562 -12.0985469913
565 692 -0.00108028789106 1.84399398371e-07 -55.6817435537 -12.0218606329
566 665 -0.00108206685623 1.75733114034e-07 -55.6801535599 -12.0773078254
567 672 -0.00108374850453 1.85133926998e-07 -55.6786506402 -12.1558975702
568 657 -0.00108555580111 2.08355392399e-07 -55.6770355288 -12.1269093952
569 702 -0.00108750396098 2.25596599534e-07 -55.6752946522 -12.1297954292
570 714 -0.00108959199991 1.93586292701e-07 -55.6734289166 -12.0605354354
571 657 -0.00109147862173 1.76122076261e-07 -55.6717432762 -12.2871009882
572 699 -0.00109309580287 2.2741054161e-07 -55.670298465 -12.2988826841
573 690 -0.00109525088608 1.95380486528e-07 -55.6683732172 -12.1800581894
574 724 -0.00109699400332 2.38453476181e-07 -55.6668161103 -12.2426557981
575 727 -0.00109914859779 2.14277240047e-07 -55.664891572 -12.0894183286
576 718 -0.00110110709897 1.97437822879e-07 -55.66314232 -12.0031692165
577 670 -0.0011030101791 1.86104762802e-07 -55.6614426872 -11.9261510426
578 685 -0.00110476229552 2.5166961857e-07 -55.6598779835 -11.9890967708
579 671 -0.00110725208675 2.22754021896e-07 -55.6576546808 -12.1202884715
580 719 -0.00110927973746 1.95783955587e-07 -55.6558442034 -12.0199006614
581 680 -0.0011111303519 1.86327170535e-07 -55.6541919171 -12.0466436152
582 704 -0.00111284557489 2.01015575263e-07 -55.6526606119 -12.2857898957
583 716 -0.00111467651445 1.85873333364e-07 -55.6510261034 -12.2152234438
584 663 -0.00111646528878 2.46908171384e-07 -55.6494293415 -12.200785978
585 673 -0.00111890405631 1.88030538547e-07 -55.6472525261 -11.9319531904
586 691 -0.00112065335289 2.19281780821e-07 -55.6456912432 -12.3099066613
587 707 -0.00112268622732 2.067925625e-07 -55.6438769861 -12.2995758819
588 692 -0.00112464027041 1.87487123627e-07 -55.6421332092 -12.047890254
589 668 -0.00112644132475 1.7087483637e-07 -55.6405260683 -11.9864606794
590 671 -0.00112806461895 2.08064706128e-07 -55.6390776389 -11.9563921168
591 674 -0.00113008177061 2.25024380984e-07 -55.6372778983 -12.0559151553
592 648 -0.00113236117017 2.11856824968e-07 -55.635244334 -12.0218906442
593 673 -0.00113443171928 2.34509183653e-07 -55.6333972415 -12.2738842555
594 738 -0.00113655176227 1.67264635808e-07 -55.6315061407 -11.8538471417
595 672 -0.00113813315239 1.96148868739e-07 -55.6300956189 -12.152949913
596 694 -0.00113997124495 1.96128637656e-07 -55.628456233 -12.0269411019
597 683 -0.00114182361447 2.17827402194e-07 -55.6268042244 -12.1463142331
598 710 -0.00114383761732 2.32998222598e-07 -55.6250081917 -12.3020981542
599 715 -0.00114597614124 1.67900466744e-07 -55.6231012585 -11.9888237265
600 667 -0.00114757770014 1.96705487858e-07 -55.6216732369 -12.1668246673
601 726 -0.00114935199581 2.01291407428e-07 -55.6200912925 -12.1394947072
602 673 -0.00115128351136 1.93676620537e-07 -55.6183692884 -12.264808195
603 702 -0.00115306858267 2.17516070287e-07 -55.6167779512 -12.1626794468
604 693 -0.00115512933745 1.82998002699e-07 -55.6149409789 -12.0581830441
605 655 -0.00115692750464 2.12576375155e-07 -55.6133381916 -12.042982861
606 661 -0.00115902464996 2.39504205921e-07 -55.6114690439 -12.322762293
607 716 -0.00116123271997 1.73457469329e-07 -55.6095011849 -12.0790606448
608 687 -0.00116285736549 2.03439484073e-07 -55.6080533818 -12.0630202743
609 648 -0.00116489847355 1.89456381793e-07 -55.6062345692 -12.0641470003
610 678 -0.00116670581178 2.37233659757e-07 -55.6046241793 -12.178974618
611 699 -0.0011689403751 1.88697749086e-07 -55.6026332659 -12.0385674574
612 686 -0.00117072348837 2.03039505797e-07 -55.6010446938 -12.0628706938
613 662 -0.00117270086212 1.8230827098e-07 -55.5992831757 -11.9476565708
614 683 -0.00117441971048 1.6864030377e-07 -55.5977520644 -11.9972206732
615 692 -0.0011759899066 1.9245093786e-07 -55.5963534528 -12.1507027509
616 676 -0.00117782785933 2.42842887169e-07 -55.5947164452 -12.1829909805
617 686 -0.00118016254702 1.5807644814e-07 -55.5926371688 -12.0173903362
618 653 -0.0011816891313 2.06763276529e-07 -55.5912776858 -12.2470259776
619 702 -0.00118361882942 1.92165224429e-07 -55.5895593221 -12.082426816
620 678 -0.00118544458084 1.86036265721e-07 -55.5879336321 -12.2438310122
621 697 -0.00118716122501 1.89575709318e-07 -55.5864051919 -12.173870412
622 657 -0.00118900725889 1.77300267257e-07 -55.584761654 -12.304674207
623 689 -0.0011906758573 2.38911342157e-07 -55.583276183 -12.2532133918
624 771 -0.00119273284924 2.34745258257e-07 -55.5814450683 -12.2571332189
625 678 -0.00119499765791 1.9337970383e-07 -55.5794291154 -12.0173500517
626 698 -0.00119678113862 2.19437972938e-07 -55.577841719 -12.2110915627
627 703 -0.00119882267933 1.60550201446e-07 -55.5760247613 -12.0952527741
628 699 -0.00120028622667 1.94228227563e-07 -55.5747222967 -12.1017391397
629 688 -0.00120210283969 1.94623603141e-07 -55.5731057222 -12.3867877423
630 697 -0.00120390006619 2.21603118974e-07 -55.5715065044 -12.1280202376
631 666 -0.00120607300148 2.13246506241e-07 -55.5695731108 -12.1207130343
632 712 -0.00120804058552 1.98198364202e-07 -55.5678225623 -12.0382737697
633 677 -0.0012099223246 2.43683910197e-07 -55.5661485066 -12.4436077071
634 690 -0.00121225982527 2.31309905111e-07 -55.56406915 -12.3404181002
635 702 -0.00121442486451 1.94624121041e-07 -55.5621433662 -11.9488499606
636 688 -0.00121624779334 1.49909048228e-07 -55.5605220041 -12.0445712747
637 708 -0.00121760051833 2.08316935576e-07 -55.5593189234 -12.1053284339
638 690 -0.00121957577301 2.79508608725e-07 -55.5575622859 -12.2595747648
639 683 -0.00122233453238 2.25443255039e-07 -55.5551090713 -12.2717495459
640 692 -0.00122446586044 1.91133080951e-07 -55.5532139654 -12.1329801551
641 658 -0.00122635511836 1.69905690127e-07 -55.5515342228 -12.0536650441
642 752 -0.00122780335569 1.84881836145e-07 -55.5502466703 -12.0515429203
643 663 -0.00122958863047 2.10926202474e-07 -55.5486595685 -12.1777724513
644 638 -0.00123173130262 2.16309721281e-07 -55.5467548778 -12.125811201
645 675 -0.00123382064902 1.76184200019e-07 -55.5448977326 -12.2924103132
646 741 -0.00123534260831 2.12059868811e-07 -55.5435450062 -12.1828436048
647 680 -0.0012373717567 1.95038852122e-07 -55.5417416033 -12.1679992985
648 650 -0.0012393218383 2.10626552324e-07 -55.540008596 -12.0821243753
649 675 -0.00124135466933 1.61544476744e-07 -55.5382021812 -12.0361857022
650 713 -0.0012428049651 2.1093255243e-07 -55.5369135004 -12.0840726446
651 632 -0.00124497322056 2.14920218296e-07 -55.5349869928 -12.1427505182
652 659 -0.00124710293792 1.94445696655e-07 -55.5330948741 -12.037978634
653 687 -0.00124892706797 1.84961861803e-07 -55.5314743666 -12.1252635286
654 651 -0.00125074659584 1.76314270107e-07 -55.5298580544 -12.1681890478
655 692 -0.00125239407753 2.11469257626e-07 -55.5283946653 -12.1240366178
656 681 -0.00125443015543 1.8947220462e-07 -55.5265862232 -12.1785681124
657 685 -0.00125621301088 2.31683383786e-07 -55.5250028027 -12.1533576837
658 666 -0.00125850419935 1.89055615778e-07 -55.522968063 -12.0839054739
659 670 -0.0012603226925 1.83534871312e-07 -55.521353231 -12.1779688743
660 704 -0.00126199424097 2.22957312285e-07 -55.5198689807 -12.250712667
661 675 -0.00126415287124 2.15440685846e-07 -55.5179523595 -12.2898934127
662 738 -0.0012660799742 2.14512049389e-07 -55.5162414354 -12.2305366459
663 705 -0.00126806841983 2.03078417692e-07 -55.5144761752 -12.0736370482
664 654 -0.00127007587536 2.03132355051e-07 -55.512694168 -12.2304895188
665 679 -0.00127203501993 2.11470636718e-07 -55.5109551712 -12.2224252665
666 687 -0.00127405595022 2.17394615684e-07 -55.509161461 -12.2093806492
667 712 -0.00127605677623 1.75942524596e-07 -55.5073857242 -12.1075049057
668 712 -0.00127763553677 2.00646439855e-07 -55.5059846622 -12.1651971241
669 662 -0.0012795838568 1.66162640762e-07 -55.5042557473 -11.9595472591
670 663 -0.00128117480543 1.73912399767e-07 -55.50284405 -12.2586329584
671 677 -0.00128282594325 1.75389011336e-07 -55.501379031 -11.7913566758
672 674 -0.00128450539198 2.14863309079e-07 -55.4998889823 -12.1716943847
673 698 -0.00128651160391 1.88804150599e-07 -55.4981091402 -12.0243727299
674 709 -0.00128824265341 2.1829522601e-07 -55.4965735167 -12.18133207
675 683 -0.00129032111573 1.98485719146e-07 -55.4947298287 -12.187964233
676 667 -0.00129225392263 2.07323605613e-07 -55.4930154682 -12.2883366775
677 696 -0.00129420584015 1.94014087813e-07 -55.4912842788 -12.0075255032
678 706 -0.00129598412859 1.75838674743e-07 -55.4897071907 -12.0274114284
679 700 -0.00129760463677 2.09290454745e-07 -55.4882701197 -12.2142366478
680 685 -0.00129960805425 2.20525347346e-07 -55.4864936004 -12.2520693362
681 671 -0.00130174944336 1.93336431201e-07 -55.4845948782 -12.1335708922
682 648 -0.00130368784539 2.09350921168e-07 -55.4828762672 -12.2313619114
683 683 -0.0013056879346 2.1383182947e-07 -55.4811030901 -12.105025816
684 674 -0.00130774940678 2.10701981474e-07 -55.4792756286 -11.8668166855
685 678 -0.00130978568881 2.13383343458e-07 -55.4774706317 -12.0849241034
686 653 -0.00131192892072 2.03956880181e-07 -55.4755709764 -12.2437779319
687 694 -0.00131384786719 2.20889887912e-07 -55.4738702419 -12.313940257
688 677 -0.00131599590095 1.86425254793e-07 -55.4719666109 -12.1317284119
689 672 -0.00131778287217 1.44886909485e-07 -55.4703830738 -12.0486860177
690 726 -0.00131905470516 1.86570326573e-07 -55.4692560925 -11.9292883379
691 689 -0.00132079762429 1.94969743319e-07 -55.4677117623 -11.9966654946
692 689 -0.00132263673842 2.09144199626e-07 -55.4660823034 -12.1571614859
693 689 -0.00132461174366 2.04448620539e-07 -55.4643325656 -12.355775899
694 748 -0.00132639799433 1.8978027082e-07 -55.462750161 -12.2315549396
695 644 -0.00132828463516 1.99574686781e-07 -55.461078934 -12.2662043087
696 679 -0.00133019916267 2.38215358601e-07 -55.4593831211 -12.255961716
697 708 -0.00133242001228 1.94790542058e-07 -55.4574161275 -12.1239363617
698 659 -0.00133432927639 1.84930465002e-07 -55.4557252298 -12.1073089202
699 721 -0.00133599935942 2.14726988332e-07 -55.4542462535 -12.2735703331
700 703 -0.00133799202252 2.08793455478e-07 -55.4524817269 -12.2274024424
701 713 -0.00133989547146 2.17971149289e-07 -55.4507963194 -12.013638514
702 684 -0.00134196407684 1.80267373899e-07 -55.4489648059 -12.127863889
703 686 -0.00134364962517 2.07169529899e-07 -55.4474725472 -12.2295212263
704 693 -0.00134560222572 1.96091200927e-07 -55.4457439742 -11.9990119254
705 651 -0.00134753509686 2.14254229612e-07 -55.4440329874 -12.1969568863
706 671 -0.00134963071647 2.18844368184e-07 -55.4421780702 -12.188979336
707 709 -0.00135165122533 1.85600732742e-07 -55.4403897698 -11.9413549321
708 669 -0.00135342263672 2.55204793802e-07 -55.4388220468 -12.4856078415
709 693 -0.00135587845141 2.02171613925e-07 -55.436648784 -12.0666403122
710 662 -0.00135784558019 1.83337937638e-07 -55.4349081212 -12.2200939272
711 668 -0.00135960419907 2.06425187664e-07 -55.4333520685 -12.2359745353
712 701 -0.00136152233811 2.09082047281e-07 -55.4316549828 -12.2239970363
713 668 -0.00136356015819 1.64365419446e-07 -55.4298521378 -12.0839565528
714 677 -0.00136511908595 2.13871427028e-07 -55.4284730552 -12.4598112304
