10 500000 0.25 gpomdp cheb_gpomdp 30000000

1 10 0 3.46025458267e-05 -56.6666666667 -12.7759245846
2 13220 -0.000313659881549 1.71220826612e-05 -56.3766509444 -12.1445676549
3 11999 -0.000476571881356 1.62569789289e-05 -56.2273399385 -12.1070430507
4 11889 -0.000631965559419 1.62332401876e-05 -56.0857510904 -12.1790201395
5 11809 -0.000787660898696 1.58391391761e-05 -55.9446945898 -12.1192014958
6 12208 -0.000937071444169 1.63081430072e-05 -55.8100853428 -12.1454085249
7 12034 -0.0010920156512 1.61901851434e-05 -55.6712634775 -12.1403551233
8 12005 -0.0012460229452 1.6220392418e-05 -55.5340543609 -12.1440589271
9 11939 -0.00140074074665 1.61223940902e-05 -55.396982071 -12.0769159515
10 11992 -0.00155418346152 1.61402078974e-05 -55.2617952113 -12.1096051936
11 12024 -0.0017075944893 1.61487967344e-05 -55.1273824521 -12.1434874266
12 12046 -0.00186094958379 1.62589452632e-05 -54.9937582652 -12.1113393767
13 11933 -0.00201607404538 1.62848262874e-05 -54.8593384458 -12.1685836039
14 11791 -0.00217238441425 1.57948663513e-05 -54.7246437252 -12.1182223956
15 12244 -0.00232115612633 1.64687491643e-05 -54.597141246 -12.1409108641
16 11874 -0.00247867377188 1.63124543066e-05 -54.462877069 -12.1147209911
17 11699 -0.00263585795567 1.57612092383e-05 -54.3296434081 -12.0848873801
18 12190 -0.00278464065182 1.62411846362e-05 -54.2042122706 -12.1500790831
19 12098 -0.00293853899088 1.64364699174e-05 -54.075159819 -12.0520957673
20 11771 -0.00309643501165 1.62636878519e-05 -53.9434799449 -12.1191820519
21 11655 -0.00325344459981 1.56899833734e-05 -53.8132613573 -12.1267109035
22 12233 -0.00340129826325 1.63386948353e-05 -53.6912893392 -12.0845246385
23 12021 -0.00355661452076 1.60670973551e-05 -53.5638376959 -12.1376630789
24 12143 -0.00370858148971 1.63763588595e-05 -53.4398002166 -12.1061984499
25 11887 -0.00386513036263 1.59467365613e-05 -53.3127059966 -12.1176889087
26 12155 -0.00401588288187 1.6176912627e-05 -53.1909675594 -12.0781530956
27 12142 -0.00416889301719 1.58817495545e-05 -53.0680530082 -12.1208716467
28 12498 -0.00431695691381 1.65662453426e-05 -52.9497275609 -12.1153145986
29 12001 -0.00447456585857 1.60238187987e-05 -52.8244344129 -12.1053340913
30 12176 -0.00462591692039 1.62984063521e-05 -52.7047518974 -12.099672024
31 12014 -0.00478089541607 1.62191482128e-05 -52.5828414111 -12.0629077986
32 11950 -0.00493553363102 1.59265841817e-05 -52.4618394692 -12.1020919016
33 12244 -0.00508554468273 1.60292452572e-05 -52.3450651776 -12.0721450873
34 12416 -0.00523547835911 1.62446248302e-05 -52.2289438294 -12.1302786268
35 12318 -0.00538802853203 1.63015790954e-05 -52.1113995784 -12.0689245248
36 12150 -0.00554216595113 1.58351035403e-05 -51.9932458638 -12.1173304618
37 12566 -0.00568939720116 1.64810793057e-05 -51.8809575865 -12.0763279281
38 12171 -0.0058450973023 1.59092492193e-05 -51.7628133083 -12.1245003343
39 12493 -0.00599344776142 1.61104560873e-05 -51.6508181306 -12.1057177638
40 12564 -0.00614324786208 1.63467659563e-05 -51.5382909137 -12.0873904493
41 12336 -0.00629664303616 1.6199946059e-05 -51.4236443497 -12.123834907
42 12294 -0.00644892060203 1.6111917052e-05 -51.3104103924 -12.0885952455
43 12362 -0.00659995311494 1.61942177108e-05 -51.1986661521 -12.1060168552
44 12327 -0.00675197248599 1.61959697474e-05 -51.086754617 -12.1112516684
45 12290 -0.00690423752164 1.60323575384e-05 -50.9752240605 -12.1269007146
46 12458 -0.00705394304566 1.61293560703e-05 -50.8661124003 -12.1044887579
47 12505 -0.00720427351067 1.64853257389e-05 -50.7570841371 -12.0707948968
48 12107 -0.00736042673832 1.59698136062e-05 -50.6444004104 -12.0065085778
