100 100000 0.5 reinforce cheb_reinforce 30000000

1 100 0 2.11580176367e-05 -56.6666666667 -12.2833429962
2 26763 -0.00020472506776 1.60514060597e-05 -56.4769928944 -12.1507512297
3 27077 -0.000359137918746 1.57179971082e-05 -56.3348794892 -12.1492356045
4 28338 -0.000506940609406 1.65983820734e-05 -56.1996054981 -12.1322588434
5 27123 -0.000666479758515 1.60513330814e-05 -56.0544125342 -12.1527733233
6 27441 -0.000819863170245 1.57074838694e-05 -55.9156202607 -12.1224831315
7 28749 -0.000966505749444 1.66742250402e-05 -55.7836534047 -12.1545161461
8 27305 -0.00112623708597 1.63634818544e-05 -55.6407083121 -12.1052100778
9 26764 -0.00128456888216 1.58138779633e-05 -55.499832654 -12.1490995183
10 27739 -0.00143487043684 1.61787407343e-05 -55.3668480983 -12.1506008324
11 27704 -0.00158873661257 1.59862748654e-05 -55.231456209 -12.118239293
12 28215 -0.00173938972855 1.64772098106e-05 -55.0996174791 -12.0811963111
13 27339 -0.0018971369556 1.56027637619e-05 -54.962333986 -12.1039959828
14 28949 -0.00204229881276 1.65163690464e-05 -54.8366876361 -12.0865799867
15 27939 -0.00219871372698 1.62397559364e-05 -54.7020293164 -12.0905580958
16 27731 -0.00235308347672 1.64460397511e-05 -54.5698663586 -12.1384816101
17 26955 -0.00251164954739 1.51674282382e-05 -54.4348643045 -12.1330224952
18 29835 -0.00265064981649 1.71751436058e-05 -54.3171435733 -12.0835346402
19 26934 -0.00281631031178 1.59035771287e-05 -54.1775981968 -12.0827834404
20 27662 -0.00296767451712 1.62494977857e-05 -54.0508067293 -12.1484054869
21 27429 -0.00312298504663 1.58098642337e-05 -53.9214098009 -12.126579485
22 28439 -0.00327138549821 1.63317483281e-05 -53.7984273367 -12.1419395277
23 27965 -0.00342597858963 1.61476898435e-05 -53.6709906105 -12.1145533154
24 28018 -0.0035786868902 1.66267838e-05 -53.5457811816 -12.1148686424
25 26739 -0.00373964063818 1.56277252744e-05 -53.4145298945 -12.1228771294
26 28242 -0.00388684357027 1.61398577746e-05 -53.2951325568 -12.0985792177
27 28318 -0.004038667089 1.63365911814e-05 -53.1726236015 -12.113660886
28 27833 -0.00419367411542 1.59531980867e-05 -53.0482070927 -12.0804067182
29 28441 -0.00434341507803 1.6489844751e-05 -52.9286469088 -12.0873934848
30 27522 -0.00450075555011 1.65043576564e-05 -52.8036801935 -12.0838433853
31 26594 -0.00466095997772 1.56416227748e-05 -52.6771295132 -12.114163039
32 28049 -0.00480879930797 1.59627142317e-05 -52.5609598711 -12.099543531
33 28634 -0.004958123688 1.60240014436e-05 -52.4442163971 -12.0850184097
34 29050 -0.00510694450337 1.61043067401e-05 -52.3284551956 -12.0876010771
35 29233 -0.00525604277629 1.64317956021e-05 -52.2130629623 -12.084169719
