100 500000 0.95 gpomdp hoeffding 30000000

1 100 0 3.22433762194e-05 -56.6666666667 -12.4629671311
2 95238 -0.000290593121713 1.72942171621e-05 -56.3978645058 -12.1459496911
3 84944 -0.000455631267405 1.61760816904e-05 -56.2464821485 -12.1318309693
4 84858 -0.000610077863887 1.61465010968e-05 -56.1056454737 -12.1397788008
5 85027 -0.000764088814545 1.6158419541e-05 -55.9659987393 -12.1350048504
6 85093 -0.00091815333829 1.61959347006e-05 -55.8270887478 -12.1440165456
7 84835 -0.00107280973567 1.61647145137e-05 -55.6884284644 -12.1344854603
8 84847 -0.00122715787808 1.60816354729e-05 -55.5508205225 -12.1482622205
9 85577 -0.00138005597746 1.62056011525e-05 -55.4152632978 -12.1261173374
10 85234 -0.0015344421435 1.61492661058e-05 -55.2791458369 -12.1359960204
11 85379 -0.00168816089711 1.61968243703e-05 -55.1443683495 -12.1210126506
12 85113 -0.00184257349604 1.61475446113e-05 -55.0097312643 -12.1150418458
13 85273 -0.00199637164518 1.59986607181e-05 -54.8763697582 -12.1213979638
14 86734 -0.0021474628164 1.63694607396e-05 -54.7460686243 -12.1350755037
15 84963 -0.00230365920427 1.60784399752e-05 -54.6121016641 -12.1225912995
16 85722 -0.00245639776094 1.62129264469e-05 -54.4818189992 -12.110467584
17 85315 -0.00261078038584 1.60477440058e-05 -54.3508501241 -12.1156284057
18 86346 -0.00276267572262 1.61371576578e-05 -54.2226883132 -12.1049273938
19 86600 -0.00291519319996 1.61843969724e-05 -54.0946915655 -12.1115125807
20 86439 -0.0030682991807 1.62686858598e-05 -53.9668907766 -12.1036265541
21 85544 -0.00322300589571 1.6138106169e-05 -53.8384502351 -12.0950573709
22 85787 -0.00337625303484 1.60644831336e-05 -53.711906086 -12.0979460234
23 86676 -0.00352801680485 1.61229747758e-05 -53.5872529928 -12.1162194387
24 87056 -0.00368000046182 1.62430248508e-05 -53.4630784004 -12.1127926889
25 86379 -0.00383371459819 1.61097267636e-05 -53.3381555565 -12.1192820218
26 86874 -0.00398573199392 1.62655488283e-05 -53.2152647798 -12.0851224194
27 86002 -0.00413999658943 1.59951287629e-05 -53.091216105 -12.1168011432
28 87507 -0.00429038585428 1.63200201713e-05 -52.9709174761 -12.0764210743
29 86151 -0.00444503290307 1.60546295733e-05 -52.847860403 -12.1220922135
30 87131 -0.00459630716494 1.62175254236e-05 -52.7281173538 -12.1013273584
31 86677 -0.00474951561437 1.61591447828e-05 -52.6074735752 -12.0949214992
32 86738 -0.00490211915523 1.61006070823e-05 -52.4879317995 -12.0790461987
33 87316 -0.00505366560727 1.62778297329e-05 -52.3698312727 -12.0734743922
34 86331 -0.00520775139129 1.61598404413e-05 -52.2503734904 -12.0911965693
35 86386 -0.00536067241101 1.60573939106e-05 -52.1324336611 -12.093814825
36 87344 -0.00551178798346 1.62104735668e-05 -52.016483461 -12.088346849
37 86951 -0.00566468826259 1.62098819193e-05 -51.8997634409 -12.0766201089
38 86565 -0.00581792349803 1.61167156439e-05 -51.7833881857 -12.0912135604
39 87000 -0.00596989725213 1.6180311268e-05 -51.6685601571 -12.1011811059
40 86874 -0.00612258064544 1.62293830779e-05 -51.5537823175 -12.0834507174
41 86318 -0.00627622012252 1.60629424806e-05 -51.4388745253 -12.0747932852
42 87226 -0.00642749003423 1.61417392156e-05 -51.3263115975 -12.0728141093
43 87442 -0.00657931457949 1.59905132965e-05 -51.2139029878 -12.073671197
44 89014 -0.00672838243011 1.62301668873e-05 -51.1040839764 -12.0945032558
45 88437 -0.00688017720172 1.61991692527e-05 -50.9928104457 -12.0793358229
46 88140 -0.00703193667044 1.6219812156e-05 -50.8821178998 -12.0917766688
