100 100000 0.75 gpomdp hoeffding 20000000

1 100 0 3.30268757255e-05 -56.6666666667 -12.1946214756
2 100000 -0.000324115213172 1.50532465049e-05 -56.3670415464 -12.1398837075
3 100000 -0.000467728634239 1.50286663849e-05 -56.2354219182 -12.1524752978
4 100000 -0.000610928048674 1.5025371047e-05 -56.1048724169 -12.1468572997
5 100000 -0.000754072019069 1.49948241292e-05 -55.975057357 -12.1328624658
6 100000 -0.00089670271006 1.50569104276e-05 -55.8463825669 -12.1258071392
7 100000 -0.00104037791058 1.50407744006e-05 -55.7174411544 -12.1204224796
8 100000 -0.00118378116374 1.49878994883e-05 -55.5894147716 -12.1285379363
9 100000 -0.00132629566866 1.49426930268e-05 -55.4628408066 -12.1326432963
10 100000 -0.00146805319832 1.50442347247e-05 -55.3375858271 -12.1248956415
11 100000 -0.0016115147412 1.49764778611e-05 -55.211476797 -12.1278990797
12 100000 -0.00175383774269 1.49096909008e-05 -55.0870113391 -12.1297375807
13 100000 -0.00189504432638 1.49224401069e-05 -54.9641500659 -12.1282931201
14 100000 -0.00203646358185 1.50242987433e-05 -54.8417257932 -12.1187924893
15 100000 -0.00217958951379 1.49671722557e-05 -54.7184531092 -12.1231736586
16 100000 -0.00232175661569 1.49566531054e-05 -54.5966279742 -12.1422332827
17 100000 -0.00246374762223 1.48881524449e-05 -54.4755675454 -12.1396315615
18 100000 -0.00260459539533 1.49510658098e-05 -54.3560833248 -12.1168018153
19 100000 -0.00274649292626 1.49902234127e-05 -54.2363098246 -12.1266987102
20 100000 -0.00288904641653 1.50146854097e-05 -54.1165857803 -12.1244629326
21 100000 -0.00303201069835 1.50371477124e-05 -53.9971193365 -12.1064320716
22 100000 -0.0031753528761 1.48974254404e-05 -53.8779384388 -12.1038920281
23 100000 -0.00331635505536 1.48282067941e-05 -53.7612862055 -12.1162804311
24 100000 -0.00345620733218 1.4916893722e-05 -53.6461523203 -12.1120860727
25 100000 -0.00359753404163 1.48542205094e-05 -53.5303740704 -12.1031647336
26 100000 -0.003737817752 1.49738829252e-05 -53.4160122768 -12.1068373679
27 100000 -0.00388009726847 1.49185797919e-05 -53.3005912155 -12.1080236126
28 100000 -0.00402145210719 1.4949859544e-05 -53.1864823461 -12.0898127536
29 100000 -0.00416332946255 1.49109956445e-05 -53.0725109058 -12.0877997374
30 100000 -0.00430455780127 1.48623992007e-05 -52.9596132075 -12.1051764552
31 100000 -0.00444497733353 1.48874452915e-05 -52.847904504 -12.0969926863
32 100000 -0.00458581333626 1.47823857247e-05 -52.7364038597 -12.1058746773
33 100000 -0.00472490778632 1.48420278277e-05 -52.6268084202 -12.1019628199
34 100000 -0.00486498917477 1.49284961006e-05 -52.5169602989 -12.077614572
35 100000 -0.00500650952487 1.47627769967e-05 -52.4065149231 -12.118332747
36 100000 -0.00514528048962 1.4773722219e-05 -52.2987299443 -12.108079748
37 100000 -0.00528423195726 1.48751625619e-05 -52.191311828 -12.0718233737
38 100000 -0.00542486361991 1.48651472304e-05 -52.0831078164 -12.0866528886
39 100000 -0.00556532880745 1.47918825512e-05 -51.9755434332 -12.1064928019
40 100000 -0.00570458010323 1.48277521943e-05 -51.869409697 -12.1021833655
41 100000 -0.0058444248483 1.47787317769e-05 -51.7633222364 -12.0970756513
42 100000 -0.00598345898195 1.47557825334e-05 -51.6583415772 -12.0895137549
43 100000 -0.00612211467771 1.48011529805e-05 -51.5541317134 -12.0965717237
44 100000 -0.00626151919134 1.48502846262e-05 -51.4498440019 -12.0820732912
45 100000 -0.00640173756991 1.48619256775e-05 -51.3454345677 -12.1090955565
46 100000 -0.00654214923612 1.48004403569e-05 -51.2413673702 -12.0938873922
47 100000 -0.0066815419679 1.48431837816e-05 -51.1385332531 -12.0877655926
48 100000 -0.00682164252974 1.48473333023e-05 -51.0356534241 -12.079150675
49 100000 -0.00696181193228 1.46506248295e-05 -50.9331977919 -12.0821520563
50 100000 -0.00709874212468 1.48331575394e-05 -50.8335652383 -12.0720735019
51 100000 -0.00723867644197 1.46949190582e-05 -50.7322086768 -12.0731830734
52 100000 -0.00737633173472 1.46011530178e-05 -50.6329552848 -12.0657732358
53 100000 -0.00751245500227 1.46569344998e-05 -50.5352448232 -12.0774113198
54 100000 -0.00764948833276 1.4662270305e-05 -50.4373184063 -12.0734312042
55 100000 -0.00778660892183 1.45799343189e-05 -50.3397658933 -12.0910050877
56 100000 -0.00792238704105 1.46632461885e-05 -50.243595631 -12.0746039941
57 100000 -0.00805952359303 1.46688677286e-05 -50.1468918269 -12.0630910044
58 100000 -0.00819675212226 1.46472867271e-05 -50.0505515141 -12.0692675996
59 100000 -0.00833362777028 1.46597819088e-05 -49.9548829702 -12.0519993318
60 100000 -0.00847070766112 1.4624090903e-05 -49.8594933164 -12.0712587571
61 100000 -0.0086072046798 1.47269248979e-05 -49.7649257924 -12.0561445743
62 100000 -0.00874538545991 1.46478894817e-05 -49.6696123174 -12.0603672043
63 100000 -0.00888227095586 1.47713727903e-05 -49.5756068041 -12.0623543832
64 100000 -0.00902118366506 1.47018811107e-05 -49.4806281116 -12.0536446499
65 100000 -0.00915895315342 1.45851261859e-05 -49.3868452316 -12.0558427428
66 100000 -0.00929481567239 1.47472205007e-05 -49.2947617652 -12.0456614295
67 100000 -0.00943333035047 1.46112767137e-05 -49.2012883281 -12.0588443156
68 100000 -0.00956961849227 1.45937367947e-05 -49.1097164797 -12.0552517444
69 100000 -0.00970562106136 1.46356766397e-05 -49.0187285521 -12.0338525158
70 100000 -0.00984230711101 1.45980621273e-05 -48.9276754321 -12.0459924081
71 100000 -0.00997838006613 1.45651968917e-05 -48.8374186428 -12.0461882673
72 100000 -0.0101139187962 1.46199627216e-05 -48.7478985278 -12.0499476018
73 100000 -0.0102503485011 1.45585207499e-05 -48.6581728447 -12.0313342759
74 100000 -0.0103857788764 1.45427390363e-05 -48.5694819339 -12.035312797
75 100000 -0.0105209533345 1.45912258902e-05 -48.4813313462 -12.04918693
76 100000 -0.0106569150545 1.45171090486e-05 -48.3930406418 -12.0387360827
77 100000 -0.0107916745606 1.45492833799e-05 -48.3058977289 -12.0475271526
78 100000 -0.0109269551042 1.45480436867e-05 -48.2187831806 -12.0380776908
79 100000 -0.0110622155479 1.44125026521e-05 -48.132045219 -12.06352204
80 100000 -0.0111952899781 1.44860793688e-05 -48.04706173 -12.0396162978
81 100000 -0.0113295482112 1.4471141647e-05 -47.9616745282 -12.0380615839
82 100000 -0.0114635655601 1.4582927176e-05 -47.8767912583 -12.0173527326
83 100000 -0.0115993923275 1.45309437887e-05 -47.7911172933 -12.0377515857
84 100000 -0.0117343757171 1.44472188762e-05 -47.706327521 -12.0346703007
85 100000 -0.0118680078693 1.44967700107e-05 -47.6227302805 -12.0321133981
86 100000 -0.0120024386699 1.44966862328e-05 -47.5389764151 -12.021029023
87 100000 -0.0121368681176 1.45504657648e-05 -47.4555653106 -12.0336444262
88 100000 -0.0122721678337 1.44597825067e-05 -47.3719573613 -12.0369286794
89 100000 -0.0124060021924 1.45316047965e-05 -47.2895915453 -12.0425799208
90 100000 -0.0125409962849 1.45167909364e-05 -47.2068490893 -12.0192180634
91 100000 -0.012675750646 1.44186328926e-05 -47.1245891813 -12.0287107005
92 100000 -0.0128089234505 1.44476904003e-05 -47.0436221706 -12.0236414137
93 100000 -0.0129425631881 1.43525130252e-05 -46.9626965396 -12.0222093052
94 100000 -0.0130746774009 1.44322526673e-05 -46.8830130683 -12.0096101885
95 100000 -0.0132080689346 1.44000826451e-05 -46.8028784434 -12.0067254934
96 100000 -0.013340944199 1.43645616802e-05 -46.7233710089 -12.0238948074
97 100000 -0.0134732509095 1.44800130838e-05 -46.644516321 -12.0132094146
98 100000 -0.0136074112847 1.4518386859e-05 -46.564873433 -12.0039819379
99 100000 -0.0137421914592 1.44148592962e-05 -46.4851817066 -12.0125033808
100 100000 -0.0138753037018 1.4394660409e-05 -46.4067882466 -12.0072997441
101 100000 -0.0140080920759 1.43306065215e-05 -46.3288926954 -12.0023209881
102 100000 -0.014139856755 1.43569206029e-05 -46.2518991521 -12.0244516028
103 100000 -0.0142720413655 1.43001080425e-05 -46.1749602455 -11.9901789097
104 100000 -0.014403320406 1.43353806387e-05 -46.0988441259 -12.0107872029
105 100000 -0.0145351612089 1.42645416411e-05 -46.0226971584 -12.009087038
106 100000 -0.0146658753595 1.42864480654e-05 -45.9474909548 -12.0065165071
107 100000 -0.0147969372588 1.43473657917e-05 -45.8723729731 -11.9876300944
108 100000 -0.0149289692906 1.44968529e-05 -45.7969891908 -11.993336949
109 100000 -0.0150634014297 1.44486566923e-05 -45.7205326365 -12.0185197474
110 100000 -0.015197056713 1.43428247174e-05 -45.6448138441 -12.0083047639
111 100000 -0.0153290162689 1.43869202039e-05 -45.5703435383 -11.9978866125
112 100000 -0.0154616806709 1.43459417941e-05 -45.4957620837 -11.9987129101
