100 500000 0.75 gpomdp hoeffding 30000000

1 100 0 3.29859079237e-05 -56.6666666667 -12.4488078278
2 105238 -0.00032461963744 1.55975847771e-05 -56.3665780285 -12.1130978922
3 111492 -0.000473750269654 1.60938254317e-05 -56.2299183672 -12.134943455
4 112312 -0.000627062894243 1.62022307549e-05 -56.0902058814 -12.1342074556
5 111900 -0.000781691897579 1.6094062845e-05 -55.9500875598 -12.155695121
6 112720 -0.000934728870608 1.61467166105e-05 -55.8121901879 -12.1357065533
7 112941 -0.00108811630004 1.63057024461e-05 -55.6747474912 -12.1350451892
8 111352 -0.00124411550361 1.61025645238e-05 -55.5357490612 -12.1367267272
9 112072 -0.00139767586122 1.60857930645e-05 -55.3996899574 -12.1311503379
10 112989 -0.00155045265097 1.61964512672e-05 -55.2650732699 -12.1281025007
11 112641 -0.00170451753934 1.62146029154e-05 -55.1300710634 -12.138800886
12 112087 -0.00185913547713 1.60097012463e-05 -54.9953346678 -12.1168310192
13 113880 -0.00201059337546 1.63120669017e-05 -54.8640748862 -12.1225100066
14 112205 -0.00216605891501 1.6149126661e-05 -54.7300799018 -12.1299700194
15 112398 -0.00231983970163 1.60927811344e-05 -54.5982665064 -12.1327068673
16 113237 -0.00247251517802 1.61449118103e-05 -54.4681123995 -12.1264018422
17 113480 -0.0026255209331 1.60929257331e-05 -54.3383825761 -12.128722181
18 114325 -0.00277746928747 1.61975505596e-05 -54.2102429672 -12.1269586153
19 113960 -0.00293065026863 1.63017310255e-05 -54.0817579499 -12.1087500498
20 112402 -0.00308588135803 1.60248140989e-05 -53.952258556 -12.1165249441
21 114025 -0.00323738582334 1.62150161084e-05 -53.8265470961 -12.1061235871
22 113460 -0.0033910696816 1.61837045638e-05 -53.69970713 -12.1064757479
23 113257 -0.00354459414631 1.61598787763e-05 -53.5736769202 -12.1142983855
24 113328 -0.00369784455293 1.61118842468e-05 -53.4485423404 -12.1102645995
25 113953 -0.00385022041723 1.61131723793e-05 -53.3247809214 -12.0971902729
26 114566 -0.00400219992011 1.62693099447e-05 -53.2019908928 -12.1077074496
27 113372 -0.00415645812757 1.61760532581e-05 -53.0780178662 -12.0958273899
28 113257 -0.00430990997406 1.6114031358e-05 -52.9553454746 -12.1148608774
29 113856 -0.00446237051455 1.61398300773e-05 -52.8341050687 -12.1021971612
30 114159 -0.00461487242533 1.62139153591e-05 -52.7134644888 -12.1069723381
31 113606 -0.00476844705732 1.61608495298e-05 -52.5926098271 -12.1144902767
32 113666 -0.00492147861755 1.61334335663e-05 -52.4728109779 -12.1107838592
33 114043 -0.00507399793468 1.62150700764e-05 -52.354032475 -12.091425809
34 113477 -0.00522767059629 1.60792277305e-05 -52.2349762695 -12.0880543535
35 114481 -0.00537938612472 1.6112995858e-05 -52.1180426127 -12.0879129215
36 115099 -0.00553101172953 1.62732390101e-05 -52.0017755113 -12.0763662448
37 113854 -0.00568498020287 1.60196314155e-05 -51.8843181963 -12.1025436437
38 115558 -0.00583542722137 1.62787729483e-05 -51.770132944 -12.0905732139
39 114244 -0.00598918501506 1.60626053592e-05 -51.6540284802 -12.0840941482
40 115450 -0.00614010672216 1.62448249605e-05 -51.5406447112 -12.0937720932
41 114531 -0.00629335150413 1.61161892564e-05 -51.4260982759 -12.0750851168
42 115112 -0.00644499862299 1.61542584156e-05 -51.3133196047 -12.0756462159
43 115250 -0.00659691302441 1.62142639238e-05 -51.2009099094 -12.0720800606
44 114688 -0.00674976501889 1.61188479811e-05 -51.0883756595 -12.0714451825
45 115239 -0.00690135375467 1.61357232111e-05 -50.977331154 -12.0785208833
46 115594 -0.00705286765745 1.61333145411e-05 -50.866894274 -12.0703246023
47 115979 -0.0072041076571 1.61547557522e-05 -50.7572041275 -12.0755647737
48 116112 -0.00735546165453 1.62138203449e-05 -50.6479744698 -12.0775714021
49 115551 -0.00750773762291 1.61362784457e-05 -50.5386237404 -12.0632669458
50 115901 -0.00765905630512 1.60906455181e-05 -50.4304972776 -12.0766216158
51 116791 -0.00780937059896 1.62615532012e-05 -50.3236144491 -12.0636028952
52 115665 -0.00796201943022 1.61609390883e-05 -50.2156041536 -12.0802305408
53 115725 -0.00811368431501 1.60845027094e-05 -50.1088176496 -12.0587680123
54 116687 -0.00826400857321 1.62132205409e-05 -50.0034902105 -12.0740072298
55 116130 -0.00841589865105 1.62539970407e-05 -49.8975827598 -12.0650008193
56 115098 -0.00856885152866 1.60025462919e-05 -49.7914556985 -12.0763038078
57 117024 -0.00871819416159 1.62452570875e-05 -49.6883348506 -12.0541816327
58 116087 -0.00887041225123 1.61083216956e-05 -49.5837344634 -12.0672478062
59 116769 -0.00902090599711 1.61197998013e-05 -49.4808175421 -12.0548859541
60 117318 -0.00917115401787 1.62011270679e-05 -49.3785596106 -12.0474433072
61 116901 -0.00932242924375 1.62415004846e-05 -49.2760946258 -12.0514306402
62 116009 -0.00947466316189 1.60707977597e-05 -49.173475158 -12.0509132218
63 117136 -0.00962457108028 1.61533473942e-05 -49.0729052956 -12.0446824654
64 117287 -0.00977515184027 1.61424073984e-05 -48.9723618139 -12.0338464806
65 117569 -0.00992545027088 1.61114140086e-05 -48.872480982 -12.0581374466
66 118223 -0.0100750446735 1.62932806871e-05 -48.7735350794 -12.0396763513
67 116707 -0.010227307053 1.60350739255e-05 -48.6732996504 -12.0451743621
68 118269 -0.0103761636596 1.62110148368e-05 -48.5757664115 -12.0398552624
69 117731 -0.0105269970513 1.61945284805e-05 -48.4773987494 -12.0456954356
70 117391 -0.0106778946798 1.61071773871e-05 -48.3794501002 -12.0309469983
71 118094 -0.0108275309156 1.62466906055e-05 -48.2827723042 -12.0500188644
72 117132 -0.0109790822351 1.60673103687e-05 -48.1853128696 -12.0502368018
73 118312 -0.0111282110346 1.61871144344e-05 -48.089855846 -12.0476346888
74 118059 -0.0112786122027 1.61745487865e-05 -47.9940279184 -12.0331661058
75 117957 -0.0114289616824 1.61558040135e-05 -47.8986750587 -12.0302900975
76 118080 -0.0115790590219 1.61376616897e-05 -47.803920029 -12.0370410982
77 118421 -0.0117287718246 1.6129883912e-05 -47.7098406464 -12.0327358938
78 118856 -0.0118781379084 1.61534924246e-05 -47.6164070454 -12.0338706407
79 119008 -0.0120276275909 1.62466792655e-05 -47.5233211649 -12.0350287674
80 118038 -0.0121785956276 1.61174089168e-05 -47.4297433379 -12.0358454376
81 118622 -0.0123279935342 1.60628037772e-05 -47.3375599117 -12.0323335894
82 119871 -0.0124761073348 1.62726588559e-05 -47.2465796006 -12.0276884905
83 118581 -0.0126269701651 1.60981199185e-05 -47.1543283105 -12.0160692322
84 119401 -0.0127757015877 1.63121374934e-05 -47.0637901843 -12.0111071287
85 117644 -0.0129275314926 1.61509070863e-05 -46.97178279 -12.0173542575
86 117825 -0.0130777454894 1.60107937575e-05 -46.8811663249 -12.0158764503
87 119696 -0.0132254876829 1.62334362305e-05 -46.7924377549 -12.010173392
88 118880 -0.013375797508 1.61814968758e-05 -46.7025682841 -12.0343949153
89 118694 -0.0135257441321 1.60350654318e-05 -46.6133164144 -12.0242855044
90 120282 -0.0136733493693 1.62149610966e-05 -46.5258462554 -12.0144437317
91 119687 -0.013822981648 1.61687546446e-05 -46.437565268 -12.0120549187
92 119654 -0.0139722077236 1.60577498409e-05 -46.3499128179 -12.0045010337
93 120976 -0.0141195972013 1.62799748224e-05 -46.2637178699 -12.0069806056
94 119586 -0.0142698927351 1.61169769242e-05 -46.1762084763 -12.0149015103
95 120183 -0.0144183133079 1.62741246487e-05 -46.0901698533 -12.0007542878
96 118872 -0.014569004963 1.59924755583e-05 -46.0031975614 -12.0210194955
97 120985 -0.0147157902446 1.62233461434e-05 -45.9188483473 -11.9971264817
98 120284 -0.0148651278227 1.61515041045e-05 -45.8334032543 -12.014862236
99 120462 -0.0150136942127 1.62177811382e-05 -45.7487681033 -11.9976841328
100 119831 -0.0151632620555 1.61525108638e-05 -45.6639315167 -11.9936554161
101 119996 -0.0153121258769 1.615841615e-05 -45.5798595916 -12.0135000234
102 120089 -0.0154609862968 1.61877646798e-05 -45.4961517025 -11.9815015248
103 119825 -0.0156102814694 1.60763051651e-05 -45.4125607079 -11.9964742972
104 120921 -0.0157578748507 1.61563631762e-05 -45.3302760132 -11.9871441794
105 121040 -0.0159061305306 1.63122308793e-05 -45.2479736341 -11.9775537493
106 119258 -0.0160569305466 1.59368138569e-05 -45.1646179585 -11.9885179824
107 122065 -0.016202555971 1.62050522162e-05 -45.0844641838 -11.9964751997
108 121583 -0.0163509260214 1.62570856424e-05 -45.0031427562 -11.9856138277
109 120465 -0.0165004614141 1.60564904767e-05 -44.9215307159 -11.9962458385
110 121812 -0.0166473330153 1.62399515621e-05 -44.8417105454 -11.9892214543
