100 100000 0.95 gpomdp sample_bernstein 1000000

1 100 [-0.5 -0.  -0.  -0.5] 1e-06 -426.666666667 -19.2047452785
2 100 [ -5.00002450e-01  -9.15607470e-07   1.69029347e-06  -5.00000765e-01] 1e-06 -426.666511831 -19.9030633896
3 100 [ -5.00002280e-01  -1.58083471e-06   2.03294277e-06  -5.00001498e-01] 1e-06 -426.666484645 -19.319745668
4 100 [ -5.00002777e-01  -1.31044626e-06   2.56697798e-06  -5.00003224e-01] 1e-06 -426.666377602 -18.8009017038
5 100 [ -5.00002320e-01  -1.39102524e-06   2.71227585e-06  -5.00004747e-01] 1e-06 -426.666326207 -19.2637553957
6 100 [ -5.00003720e-01  -3.26503868e-06   3.78589966e-06  -5.00005695e-01] 1e-06 -426.666213127 -19.7225030216
7 100 [ -5.00005281e-01  -3.75404804e-06   2.28897344e-06  -5.00006815e-01] 1e-06 -426.666083994 -19.1332243073
8 100 [ -5.00005782e-01  -3.65675742e-06   1.57079390e-06  -5.00007026e-01] 1e-06 -426.666049701 -18.8491204044
9 100 [ -5.00006697e-01  -3.67151750e-06   1.63811063e-06  -5.00008861e-01] 1e-06 -426.665917246 -18.7626003732
10 100 [ -5.00007700e-01  -4.17486202e-06   1.70558205e-06  -5.00009767e-01] 1e-06 -426.665825251 -19.0291494435
11 100 [ -5.00009676e-01  -4.18190992e-06   2.06682023e-06  -5.00010529e-01] 1e-06 -426.665693416 -19.2268422345
12 100 [ -5.00010978e-01  -3.11950599e-06   2.11941203e-06  -5.00011437e-01] 1e-06 -426.665586973 -19.2024713867
13 100 [ -5.00012267e-01  -2.78573121e-06   2.04519640e-06  -5.00013089e-01] 1e-06 -426.665445316 -19.1716220858
14 100 [ -5.00012738e-01  -4.93618376e-06   9.62658370e-07  -5.00013122e-01] 1e-06 -426.665421025 -19.3824792509
15 100 [ -5.00015041e-01  -4.64902373e-06  -8.19539061e-07  -5.00014319e-01] 1e-06 -426.665252493 -19.5351005815
16 100 [ -5.00016702e-01  -4.92733933e-06  -1.36529753e-06  -5.00015560e-01] 1e-06 -426.665112709 -19.1176263426
17 100 [ -5.00018475e-01  -4.99422039e-06  -1.66263498e-06  -5.00017311e-01] 1e-06 -426.664942977 -19.1486106775
18 100 [ -5.00019156e-01  -5.08753184e-06  -6.48389052e-07  -5.00018354e-01] 1e-06 -426.664859973 -19.348442075
19 100 [ -5.00020363e-01  -5.20984245e-06  -7.70839578e-09  -5.00018766e-01] 1e-06 -426.664781972 -19.6766787838
20 100 [ -5.00021547e-01  -5.22073966e-06  -2.08583981e-07  -5.00019715e-01] 1e-06 -426.66467929 -18.9847023538
21 100 [ -5.00023987e-01  -4.98235914e-06   1.05675840e-07  -5.00020903e-01] 1e-06 -426.664504508 -19.0989137363
22 100 [ -5.00025018e-01  -4.04187434e-06  -7.15854254e-07  -5.00022795e-01] 1e-06 -426.664363823 -19.9130534585
23 100 [ -5.00026124e-01  -3.63079564e-06  -1.21358415e-06  -5.00022696e-01] 1e-06 -426.664315298 -19.6123778791
24 100 [ -5.00027507e-01  -3.38701528e-06  -1.66845866e-06  -5.00023774e-01] 1e-06 -426.664196784 -18.6988378738
25 100 [ -5.00029006e-01  -4.82959154e-06  -1.35022774e-06  -5.00024738e-01] 1e-06 -426.664078168 -19.7001261827
26 100 [ -5.00030910e-01  -5.74131569e-06  -9.99198467e-07  -5.00026306e-01] 1e-06 -426.663911007 -19.5758109617
27 100 [ -5.00031708e-01  -5.67530471e-06  -6.16261124e-07  -5.00029083e-01] 1e-06 -426.663738833 -19.5649822818
28 100 [ -5.00032253e-01  -5.93745854e-06   1.58613137e-07  -5.00030967e-01] 1e-06 -426.663621873 -19.8927926678
29 100 [ -5.00033465e-01  -5.02783472e-06   4.78594298e-07  -5.00030695e-01] 1e-06 -426.663576627 -19.1654270789
30 100 [ -5.00034182e-01  -5.95202402e-06   2.90564053e-08  -5.00032092e-01] 1e-06 -426.663474843 -19.499004847
31 100 [ -5.00035333e-01  -6.85028256e-06  -4.16178671e-07  -5.00033065e-01] 1e-06 -426.66337256 -19.4381038459
32 100 [ -5.00035578e-01  -5.96799311e-06  -1.38172446e-06  -5.00034452e-01] 1e-06 -426.663293945 -19.6786696108
33 100 [ -5.00036804e-01  -5.81847386e-06  -3.04280946e-06  -5.00034775e-01] 1e-06 -426.663219399 -19.5741822825
34 100 [ -5.00038215e-01  -6.63098877e-06  -2.47648792e-06  -5.00035583e-01] 1e-06 -426.663112582 -19.4861752473
35 100 [ -5.00039090e-01  -6.83030064e-06  -1.70972744e-06  -5.00037242e-01] 1e-06 -426.662990562 -19.3333102882
36 100 [ -5.00041318e-01  -5.59474710e-06  -1.61860628e-06  -5.00039426e-01] 1e-06 -426.6627781 -19.247620455
37 100 [ -5.00041950e-01  -5.51383077e-06  -4.33465998e-07  -5.00040527e-01] 1e-06 -426.662694647 -19.2514926477
38 100 [ -5.00043155e-01  -4.86190016e-06  -8.75007381e-07  -5.00041651e-01] 1e-06 -426.662582534 -19.3959485521
39 100 [ -5.00045437e-01  -6.05631635e-06  -3.20817984e-07  -5.00041984e-01] 1e-06 -426.662456648 -19.0465868974
40 100 [ -5.00046822e-01  -6.62974515e-06  -1.12544412e-06  -5.00043152e-01] 1e-06 -426.662333723 -19.6186486
41 100 [ -5.00048096e-01  -5.10500623e-06  -1.49152359e-06  -5.00044264e-01] 1e-06 -426.662218858 -19.5392201567
42 100 [ -5.00050744e-01  -3.14000041e-06  -4.63029503e-07  -5.00045996e-01] 1e-06 -426.662007984 -19.5071406619
43 100 [ -5.00051412e-01  -4.23534633e-06   8.34544548e-07  -5.00046317e-01] 1e-06 -426.661960384 -19.8989967822
44 100 [ -5.00052008e-01  -2.09098180e-06   2.95576041e-07  -5.00047675e-01] 1e-06 -426.661866305 -18.7697331321
45 100 [ -5.00053054e-01  -2.96762546e-06   1.29602245e-06  -5.00048634e-01] 1e-06 -426.661769778 -19.5308221327
46 100 [ -5.00053807e-01  -4.22403501e-06   2.91905787e-07  -5.00051332e-01] 1e-06 -426.661603638 -19.3600742313
47 100 [ -5.00054229e-01  -3.72901605e-06   6.68038604e-07  -5.00051452e-01] 1e-06 -426.661577605 -19.6628830056
48 100 [ -5.00055069e-01  -3.56505233e-06   6.24025146e-07  -5.00052663e-01] 1e-06 -426.661478822 -19.948536137
49 100 [ -5.00057015e-01  -3.74855767e-06   1.19052811e-06  -5.00053307e-01] 1e-06 -426.661354176 -19.2971886841
50 100 [ -5.00058707e-01  -2.75719596e-06   1.23550327e-06  -5.00055432e-01] 1e-06 -426.661170407 -19.506285765
51 100 [ -5.00059183e-01  -3.40731780e-06   2.08173390e-06  -5.00056674e-01] 1e-06 -426.661087703 -19.6014552166
52 100 [ -5.00060988e-01  -3.66259401e-06   2.27153503e-06  -5.00057495e-01] 1e-06 -426.660961306 -19.6777653115
53 100 [ -5.00062633e-01  -3.54736115e-06   3.27454565e-06  -5.00058091e-01] 1e-06 -426.660853458 -19.5045405115
54 100 [ -5.00063472e-01  -3.83930899e-06   3.79519345e-06  -5.00058582e-01] 1e-06 -426.660789449 -19.4409951316
55 100 [ -5.00063632e-01  -2.88898048e-06   3.66822699e-06  -5.00059177e-01] 1e-06 -426.6607531 -19.481406911
56 100 [ -5.00064776e-01  -3.07360210e-06   3.89306654e-06  -5.00060588e-01] 1e-06 -426.660630096 -19.5617772453
57 100 [ -5.00066661e-01  -3.30736346e-06   4.02988240e-06  -5.00062441e-01] 1e-06 -426.660450234 -19.5831618099
