100 100000 0.95 gpomdp sample_bernstein 1000000

1 5000  1e-06 -426.666666667 -19.3069262921
2 5000  1e-06 -426.666552153 -19.2919643702
3 5000  1e-06 -426.666435701 -19.3208663044
4 5000  1e-06 -426.666329502 -19.3659135635
5 5000  1e-06 -426.666202359 -19.2996250297
6 5000  1e-06 -426.66609631 -19.241783046
7 5000  1e-06 -426.665976762 -19.2207682328
8 5000  1e-06 -426.665860214 -19.2498970329
9 5000  1e-06 -426.665740348 -19.2726799472
10 5000  1e-06 -426.665626903 -19.2775391784
11 5000  1e-06 -426.665513915 -19.3462065311
12 5000  1e-06 -426.665389244 -19.2874435215
13 5000  1e-06 -426.66527889 -19.2309822752
14 5000  1e-06 -426.665177249 -19.2763618841
15 5000  1e-06 -426.665057631 -19.4000287541
16 5000  1e-06 -426.664942306 -19.3459720729
17 5000  1e-06 -426.664835872 -19.218673384
18 5000  1e-06 -426.664723294 -19.2625594677
19 5000  1e-06 -426.66460727 -19.3193241011
20 5000  1e-06 -426.664485356 -19.3630356575
21 5000  1e-06 -426.664367209 -19.3546873054
22 5000  1e-06 -426.664241942 -19.3670390003
23 5000  1e-06 -426.664125534 -19.2992919931
24 5000  1e-06 -426.664003136 -19.2540524914
25 5000  1e-06 -426.66389593 -19.1802274051
26 5000  1e-06 -426.663780746 -19.2934247857
27 5000  1e-06 -426.663667901 -19.3196632669
28 5000  1e-06 -426.663543812 -19.2970367654
29 5000  1e-06 -426.663425723 -19.4243053824
30 5000  1e-06 -426.663314409 -19.2853401391
31 5000  1e-06 -426.663186995 -19.2924554487
32 5000  1e-06 -426.663073699 -19.2806876622
33 5000  1e-06 -426.662965472 -19.2661764723
34 5000  1e-06 -426.662847061 -19.3171459852
35 5000  1e-06 -426.66273777 -19.2746622184
36 5000  1e-06 -426.662607932 -19.2624302518
37 5000  1e-06 -426.662503927 -19.3099198629
38 5000  1e-06 -426.662376735 -19.2495726512
39 5000  1e-06 -426.662254766 -19.2928091027
40 5000  1e-06 -426.662124312 -19.3503048632
41 5000  1e-06 -426.662001712 -19.2926598958
42 5000  1e-06 -426.661879254 -19.3762210077
43 5000  1e-06 -426.661760891 -19.259668485
44 5000  1e-06 -426.661640688 -19.2352294843
45 5000  1e-06 -426.661537322 -19.4206436842
46 5000  1e-06 -426.661423159 -19.3101158407
47 5000  1e-06 -426.661300086 -19.3258863139
48 5000  1e-06 -426.661179085 -19.2922039221
49 5000  1e-06 -426.661063333 -19.28536338
50 5000  1e-06 -426.660945154 -19.281581488
51 5000  1e-06 -426.660845491 -19.3296659921
52 5000  1e-06 -426.660735118 -19.3504807975
53 5000  1e-06 -426.660618653 -19.2347602693
54 5000  1e-06 -426.660510043 -19.3059326416
55 5000  1e-06 -426.660391187 -19.3118911017
56 5000  1e-06 -426.660272728 -19.3184919727
57 5000  1e-06 -426.660144762 -19.2822827805
58 5000  1e-06 -426.660022543 -19.2682914268
59 5000  1e-06 -426.659908678 -19.448838384
60 5000  1e-06 -426.659782411 -19.2844471193
61 5000  1e-06 -426.659661535 -19.2687006076
62 5000  1e-06 -426.659552069 -19.3206406947
63 5000  1e-06 -426.659424702 -19.3216945029
64 5000  1e-06 -426.659304907 -19.3359739718
65 5000  1e-06 -426.659183228 -19.2286183203
66 5000  1e-06 -426.659062234 -19.3044839864
67 5000  1e-06 -426.658941672 -19.2858729915
68 5000  1e-06 -426.658829348 -19.2935581589
69 5000  1e-06 -426.658713434 -19.210084915
70 5000  1e-06 -426.658583738 -19.283724135
71 5000  1e-06 -426.658474868 -19.1621776128
72 5000  1e-06 -426.658358371 -19.2936274374
73 5000  1e-06 -426.658240433 -19.3122078592
74 5000  1e-06 -426.658128261 -19.3335431264
75 5000  1e-06 -426.658000349 -19.3891139948
76 5000  1e-06 -426.657890784 -19.2600356312
77 5000  1e-06 -426.657777085 -19.3569921913
78 5000  1e-06 -426.657658221 -19.3103871873
79 5000  1e-06 -426.657537785 -19.3066062022
80 5000  1e-06 -426.657412306 -19.2895491236
81 5000  1e-06 -426.657284262 -19.2349412194
82 5000  1e-06 -426.657170025 -19.2685800413
83 5000  1e-06 -426.657055984 -19.3463442566
84 5000  1e-06 -426.656932776 -19.3387058897
85 5000  1e-06 -426.65682489 -19.2939537718
86 5000  1e-06 -426.656710946 -19.3050024935
87 5000  1e-06 -426.656589934 -19.3048563691
88 5000  1e-06 -426.656469462 -19.2258178654
89 5000  1e-06 -426.656354882 -19.3091238673
90 5000  1e-06 -426.656234731 -19.2399986001
91 5000  1e-06 -426.656107751 -19.2354428852
92 5000  1e-06 -426.655987313 -19.2974437944
93 5000  1e-06 -426.655869426 -19.34348675
94 5000  1e-06 -426.655751576 -19.3269496891
95 5000  1e-06 -426.655630821 -19.3332953858
96 5000  1e-06 -426.655515959 -19.3082315364
97 5000  1e-06 -426.655391067 -19.3554687775
98 5000  1e-06 -426.655258963 -19.2752550344
99 5000  1e-06 -426.655131546 -19.2179614488
100 5000  1e-06 -426.655009393 -19.1973250889
101 5000  1e-06 -426.654892238 -19.3953544157
102 5000  1e-06 -426.65477704 -19.3021451502
103 5000  1e-06 -426.654668078 -19.2620888083
104 5000  1e-06 -426.65454434 -19.2634399223
105 5000  1e-06 -426.654425126 -19.2649740048
106 5000  1e-06 -426.654307243 -19.2625763719
107 5000  1e-06 -426.654173894 -19.3720053581
108 5000  1e-06 -426.654061952 -19.3364797664
