100 100000 0.95 gpomdp sample_bernstein 1000000

-0.5 -0.  -0.  -0.5
 -5.00000874e-01   5.92564589e-08   1.93975397e-07  -5.00000924e-01
 -5.00001999e-01  -1.64836748e-08   2.50185591e-07  -5.00002099e-01
 -5.00003483e-01   1.23146607e-07   2.77481540e-07  -5.00003146e-01
 -5.00004567e-01   2.39436465e-07   3.78872730e-07  -5.00004481e-01
 -5.00005944e-01   3.99584345e-07   2.89003864e-07  -5.00006021e-01
 -5.00007522e-01   5.99444482e-07   2.29139725e-07  -5.00007329e-01
 -5.00008247e-01   2.44807174e-07   6.95624532e-08  -5.00008407e-01
 -5.00009314e-01   1.82177133e-07  -2.35336806e-08  -5.00009762e-01
 -5.00010784e-01   5.25565225e-07   4.01794631e-07  -5.00010850e-01
 -5.00012122e-01   6.85087092e-07   5.33921956e-07  -5.00012220e-01
 -5.00013349e-01   6.17391182e-07   7.53603050e-07  -5.00013022e-01
 -5.00014558e-01   7.73030482e-07   5.29711295e-07  -5.00014433e-01
 -5.00015700e-01   5.96176113e-07   5.87582916e-08  -5.00015810e-01
 -5.00016449e-01   8.01758458e-07  -2.12711271e-07  -5.00017110e-01
 -5.00017529e-01   8.37783214e-07  -2.20308419e-07  -5.00017924e-01
 -5.00018494e-01   1.07790497e-06  -1.11926380e-07  -5.00019001e-01
 -5.00019867e-01   5.96286085e-07  -4.41863948e-07  -5.00020345e-01
 -5.00021336e-01   5.67976597e-07  -5.30151074e-07  -5.00021913e-01
 -5.00022476e-01   7.26777371e-07  -5.40311722e-07  -5.00023001e-01
 -5.00023747e-01   3.62285350e-07  -1.67206518e-07  -5.00024162e-01
 -5.00025017e-01   5.89443452e-07   5.48424822e-09  -5.00025624e-01
 -5.00026407e-01   7.95489197e-07  -1.07881309e-07  -5.00026605e-01
 -5.00027654e-01   6.90254062e-07  -2.84678073e-07  -5.00027803e-01
 -5.00028814e-01   4.58606123e-07  -2.02578038e-07  -5.00028716e-01
