trajectory performance
1000 -56.666667
2000 -56.666667
3000 -56.666667
4000 -56.666667
5000 -56.666667
6000 -56.666667
7000 -56.666667
8000 -56.666667
9000 -56.666667
10000 -56.666667
11000 -56.545723
12000 -56.545723
13000 -56.545723
14000 -56.545723
15000 -56.545723
16000 -56.545723
17000 -56.545723
18000 -56.545723
19000 -56.545723
20000 -56.545723
21000 -56.545723
22000 -56.545723
23000 -56.545723
24000 -56.545723
25000 -56.437323
26000 -56.437323
27000 -56.437323
28000 -56.437323
29000 -56.437323
30000 -56.437323
31000 -56.437323
32000 -56.437323
33000 -56.437323
34000 -56.437323
35000 -56.437323
36000 -56.437323
37000 -56.437323
38000 -56.437323
39000 -56.437323
40000 -56.303087
41000 -56.303087
42000 -56.303087
43000 -56.303087
44000 -56.303087
45000 -56.303087
46000 -56.303087
47000 -56.303087
48000 -56.303087
49000 -56.303087
50000 -56.303087
51000 -56.303087
52000 -56.303087
53000 -56.303087
54000 -56.303087
55000 -56.158385
56000 -56.158385
57000 -56.158385
58000 -56.158385
59000 -56.158385
60000 -56.158385
61000 -56.158385
62000 -56.158385
63000 -56.158385
64000 -56.158385
65000 -56.158385
66000 -56.158385
67000 -56.158385
68000 -56.158385
69000 -56.158385
70000 -56.029033
71000 -56.029033
72000 -56.029033
73000 -56.029033
74000 -56.029033
75000 -56.029033
76000 -56.029033
77000 -56.029033
78000 -56.029033
79000 -56.029033
80000 -56.029033
81000 -56.029033
82000 -56.029033
83000 -56.029033
84000 -56.029033
85000 -55.884668
86000 -55.884668
87000 -55.884668
88000 -55.884668
89000 -55.884668
90000 -55.884668
91000 -55.884668
92000 -55.884668
93000 -55.884668
94000 -55.884668
95000 -55.884668
96000 -55.884668
97000 -55.884668
98000 -55.884668
99000 -55.734738
100000 -55.734738
101000 -55.734738
102000 -55.734738
103000 -55.734738
104000 -55.734738
105000 -55.734738
106000 -55.734738
107000 -55.734738
108000 -55.734738
109000 -55.734738
110000 -55.734738
111000 -55.734738
112000 -55.593258
113000 -55.593258
114000 -55.593258
115000 -55.593258
116000 -55.593258
117000 -55.593258
118000 -55.593258
119000 -55.593258
120000 -55.593258
121000 -55.593258
122000 -55.593258
123000 -55.593258
124000 -55.593258
125000 -55.593258
126000 -55.593258
127000 -55.469894
128000 -55.469894
129000 -55.469894
130000 -55.469894
131000 -55.469894
132000 -55.469894
133000 -55.469894
134000 -55.469894
135000 -55.469894
136000 -55.469894
137000 -55.469894
138000 -55.469894
139000 -55.469894
140000 -55.469894
141000 -55.317953
142000 -55.317953
143000 -55.317953
144000 -55.317953
145000 -55.317953
146000 -55.317953
147000 -55.317953
148000 -55.317953
149000 -55.317953
150000 -55.317953
151000 -55.317953
152000 -55.317953
153000 -55.317953
154000 -55.317953
155000 -55.317953
156000 -55.193037
157000 -55.193037
158000 -55.193037
159000 -55.193037
160000 -55.193037
161000 -55.193037
162000 -55.193037
163000 -55.193037
164000 -55.193037
165000 -55.193037
166000 -55.193037
167000 -55.193037
168000 -55.193037
169000 -55.193037
170000 -55.193037
171000 -55.063065
172000 -55.063065
173000 -55.063065
174000 -55.063065
175000 -55.063065
176000 -55.063065
177000 -55.063065
178000 -55.063065
179000 -55.063065
180000 -55.063065
181000 -55.063065
182000 -55.063065
183000 -55.063065
184000 -55.063065
185000 -55.063065
186000 -54.923863
187000 -54.923863
188000 -54.923863
189000 -54.923863
190000 -54.923863
191000 -54.923863
192000 -54.923863
193000 -54.923863
194000 -54.923863
195000 -54.923863
196000 -54.923863
197000 -54.923863
198000 -54.923863
199000 -54.923863
200000 -54.790022
201000 -54.790022
202000 -54.790022
203000 -54.790022
204000 -54.790022
205000 -54.790022
206000 -54.790022
207000 -54.790022
208000 -54.790022
209000 -54.790022
210000 -54.790022
211000 -54.790022
212000 -54.790022
213000 -54.790022
214000 -54.654705
215000 -54.654705
216000 -54.654705
217000 -54.654705
218000 -54.654705
219000 -54.654705
220000 -54.654705
221000 -54.654705
222000 -54.654705
223000 -54.654705
224000 -54.654705
225000 -54.654705
226000 -54.654705
227000 -54.654705
228000 -54.654705
229000 -54.525568
230000 -54.525568
231000 -54.525568
232000 -54.525568
233000 -54.525568
234000 -54.525568
235000 -54.525568
236000 -54.525568
237000 -54.525568
238000 -54.525568
239000 -54.525568
240000 -54.525568
241000 -54.525568
242000 -54.525568
243000 -54.525568
244000 -54.396911
245000 -54.396911
246000 -54.396911
247000 -54.396911
248000 -54.396911
249000 -54.396911
250000 -54.396911
251000 -54.396911
252000 -54.396911
253000 -54.396911
254000 -54.396911
255000 -54.396911
256000 -54.396911
257000 -54.396911
258000 -54.264013
259000 -54.264013
260000 -54.264013
261000 -54.264013
262000 -54.264013
263000 -54.264013
264000 -54.264013
265000 -54.264013
266000 -54.264013
267000 -54.264013
268000 -54.264013
269000 -54.264013
270000 -54.264013
271000 -54.264013
272000 -54.264013
273000 -54.139861
274000 -54.139861
275000 -54.139861
276000 -54.139861
277000 -54.139861
278000 -54.139861
279000 -54.139861
280000 -54.139861
281000 -54.139861
282000 -54.139861
283000 -54.139861
284000 -54.139861
285000 -54.139861
286000 -54.139861
287000 -54.139861
288000 -54.139861
289000 -54.019725
290000 -54.019725
291000 -54.019725
292000 -54.019725
293000 -54.019725
294000 -54.019725
295000 -54.019725
296000 -54.019725
297000 -54.019725
298000 -54.019725
299000 -54.019725
300000 -54.019725
301000 -54.019725
302000 -54.019725
303000 -53.886767
304000 -53.886767
305000 -53.886767
306000 -53.886767
307000 -53.886767
308000 -53.886767
309000 -53.886767
310000 -53.886767
311000 -53.886767
312000 -53.886767
313000 -53.886767
314000 -53.886767
315000 -53.886767
316000 -53.886767
317000 -53.886767
318000 -53.886767
319000 -53.765251
320000 -53.765251
321000 -53.765251
322000 -53.765251
323000 -53.765251
324000 -53.765251
325000 -53.765251
326000 -53.765251
327000 -53.765251
328000 -53.765251
329000 -53.765251
330000 -53.765251
331000 -53.765251
332000 -53.765251
333000 -53.765251
334000 -53.639851
335000 -53.639851
336000 -53.639851
337000 -53.639851
338000 -53.639851
339000 -53.639851
340000 -53.639851
341000 -53.639851
342000 -53.639851
343000 -53.639851
344000 -53.639851
345000 -53.639851
346000 -53.639851
347000 -53.639851
348000 -53.511367
349000 -53.511367
350000 -53.511367
351000 -53.511367
352000 -53.511367
353000 -53.511367
354000 -53.511367
355000 -53.511367
356000 -53.511367
357000 -53.511367
358000 -53.511367
359000 -53.511367
360000 -53.511367
361000 -53.511367
362000 -53.511367
363000 -53.384189
364000 -53.384189
365000 -53.384189
366000 -53.384189
367000 -53.384189
368000 -53.384189
369000 -53.384189
370000 -53.384189
371000 -53.384189
372000 -53.384189
373000 -53.384189
374000 -53.384189
375000 -53.384189
376000 -53.384189
377000 -53.384189
378000 -53.265438
379000 -53.265438
380000 -53.265438
381000 -53.265438
382000 -53.265438
383000 -53.265438
384000 -53.265438
385000 -53.265438
386000 -53.265438
387000 -53.265438
388000 -53.265438
389000 -53.265438
390000 -53.265438
391000 -53.265438
392000 -53.136068
393000 -53.136068
394000 -53.136068
395000 -53.136068
396000 -53.136068
397000 -53.136068
398000 -53.136068
399000 -53.136068
400000 -53.136068
401000 -53.136068
402000 -53.136068
403000 -53.136068
404000 -53.136068
405000 -53.136068
406000 -53.136068
407000 -53.018315
408000 -53.018315
409000 -53.018315
410000 -53.018315
411000 -53.018315
412000 -53.018315
413000 -53.018315
414000 -53.018315
415000 -53.018315
416000 -53.018315
417000 -53.018315
418000 -53.018315
419000 -53.018315
420000 -53.018315
421000 -52.892081
422000 -52.892081
423000 -52.892081
424000 -52.892081
425000 -52.892081
426000 -52.892081
427000 -52.892081
428000 -52.892081
429000 -52.892081
430000 -52.892081
431000 -52.892081
432000 -52.892081
433000 -52.892081
